ENSAOWP00000006078	ENSAOWG00000004173	Apteryx_owenii
ENSAHAP00000028154	ENSAHAG00000019572	Apteryx_haastii
ENSARWP00000010882	ENSARWG00000007550	Apteryx_rowi
ENSDNVP00000022349	ENSDNVG00000015572	Dromaius_novaehollandiae
ENSNPEP00000002092	ENSNPEG00000001616	Nothoprocta_perdicaria
ENSLCOP00000006305	ENSLCOG00000004666	Lepidothrix_coronata
ENSMVIP00005020422	ENSMVIG00005014430	Manacus_vitellinus
ENSTGUP00000005421	ENSTGUG00000005248	Taeniopygia_guttata
ENSLSDP00000010722	ENSLSDG00000007884	Lonchura_striata_domestica
ENSSCAP00000016206	ENSSCAG00000011862	Serinus_canaria
ENSFALP00000013685	ENSFALG00000013109	Ficedula_albicollis
ENSCCEP00000013709	ENSCCEG00000013135	Cyanistes_caeruleus
ENSPMJP00000014148	ENSPMJG00000010723	Parus_major
ENSZALP00000009169	ENSZALG00000007920	Zonotrichia_albicollis
ENSJHYP00000017012	ENSJHYG00000012994	Junco_hyemalis
ENSCPGP00000003399	ENSCPGG00000002507	Calidris_pygmaea
ENSCPUP00000012934	ENSCPUG00000009188	Calidris_pugnax
ENSMUNP00000013741	ENSMUNG00000010724	Melopsittacus_undulatus
ENSABRP00000016857	ENSABRG00000014763	Anser_brachyrhynchus
ENSAPLP00000003867	ENSAPLG00000004339	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005000343	ENSCJPG00005000428	Coturnix_japonica
ENSMGAP00000018940	ENSMGAG00000001352	Meleagris_gallopavo
ENSGALP00000038105	ENSGALG00000009262	Gallus_gallus
ENSNMEP00000024259	ENSNMEG00000020610	Numida_meleagris
ENSCPRP00005013019	ENSCPRG00005009236	Crocodylus_porosus
ENSGAGP00000032977	ENSGAGG00000023548	Gopherus_agassizii
ENSCABP00000001240	ENSCABG00000001034	Chelonoidis_abingdonii
ENSCPBP00000012341	ENSCPBG00000009324	Chrysemys_picta_bellii
ENSPSIP00000009979	ENSPSIG00000008953	Pelodiscus_sinensis
ENSPVIP00000026246	ENSPVIG00000019599	Pogona_vitticeps
ENSACAP00000015416	ENSACAG00000015674	Anolis_carolinensis
ENSNSUP00000006773	ENSNSUG00000005366	Notechis_scutatus
ENSSMRP00000001570	ENSSMRG00000001363	Salvator_merianae
ENSSPUP00000016338	ENSSPUG00000012646	Sphenodon_punctatus
ENSPCIP00000040492	ENSPCIG00000029640	Phascolarctos_cinereus
ENSVURP00010016077	ENSVURG00010012318	Vombatus_ursinus
ENSSHAP00000016686	ENSSHAG00000014195	Sarcophilus_harrisii
ENSMODP00000050600	ENSMODG00000001239	Monodelphis_domestica
ENSPPAP00000018751	ENSPPAG00000032537	Pan_paniscus
ENSPTRP00000028385	ENSPTRG00000016534	Pan_troglodytes
ENSP00000306099	ENSG00000171564	Homo_sapiens
ENSGGOP00000013703	ENSGGOG00000014050	Gorilla_gorilla
ENSPPYP00000016918	ENSPPYG00000015139	Pongo_abelii
ENSNLEP00000007414	ENSNLEG00000006050	Nomascus_leucogenys
ENSRBIP00000022119	ENSRBIG00000035008	Rhinopithecus_bieti
ENSRROP00000039608	ENSRROG00000043112	Rhinopithecus_roxellana
ENSCANP00000022186	ENSCANG00000034539	Colobus_angolensis_palliatus
ENSPTEP00000005464	ENSPTEG00000006320	Piliocolobus_tephrosceles
ENSTGEP00000019616	ENSTGEG00000015803	Theropithecus_gelada
ENSPANP00000008059	ENSPANG00000007344	Papio_anubis
ENSMLEP00000004192	ENSMLEG00000018838	Mandrillus_leucophaeus
ENSCATP00000023684	ENSCATG00000035392	Cercocebus_atys
ENSCSAP00000014775	ENSCSAG00000003272	Chlorocebus_sabaeus
ENSMFAP00000027485	ENSMFAG00000045146	Macaca_fascicularis
ENSMMUP00000028060	ENSMMUG00000021302	Macaca_mulatta
ENSMNEP00000025577	ENSMNEG00000036263	Macaca_nemestrina
ENSCCAP00000003404	ENSCCAG00000018250	Cebus_capucinus_imitator
ENSSBOP00000027675	ENSSBOG00000030250	Saimiri_boliviensis_boliviensis
ENSCJAP00000003299	ENSCJAG00000001822	Callithrix_jacchus
ENSANAP00000030837	ENSANAG00000033162	Aotus_nancymaae
ENSTSYP00000003335	ENSTSYG00000003639	Carlito_syrichta
ENSPCOP00000007560	ENSPCOG00000015023	Propithecus_coquereli
ENSPSMP00000029785	ENSPSMG00000020673	Prolemur_simus
ENSMICP00000022412	ENSMICG00000003228	Microcebus_murinus
ENSOGAP00000010131	ENSOGAG00000011311	Otolemur_garnettii
ENSOPRP00000015268	ENSOPRG00000016719	Ochotona_princeps
ENSOCUP00000009668	ENSOCUG00000011235	Oryctolagus_cuniculus
ENSUAMP00000017585	ENSUAMG00000013947	Ursus_americanus
ENSUMAP00000022360	ENSUMAG00000016348	Ursus_maritimus
ENSAMEP00000019514	ENSAMEG00000018459	Ailuropoda_melanoleuca
ENSMPUP00000005565	ENSMPUG00000005610	Mustela_putorius_furo
ENSNVIP00000018382	ENSNVIG00000014404	Neovison_vison
