ENSAPLP00000025471	ENSAPLG00000023561	Anas_platyrhynchos_platyrhynchos
ENSABRP00000013651	ENSABRG00000012129	Anser_brachyrhynchus
ENSGALP00000051118	ENSGALG00000038748	Gallus_gallus
ENSMGAP00000001529	ENSMGAG00000002017	Meleagris_gallopavo
ENSCJPP00005020231	ENSCJPG00005016302	Coturnix_japonica
ENSNMEP00000005742	ENSNMEG00000005929	Numida_meleagris
ENSCPGP00000014130	ENSCPGG00000010001	Calidris_pygmaea
ENSCPUP00000024008	ENSCPUG00000016274	Calidris_pugnax
ENSLCOP00000013286	ENSLCOG00000009586	Lepidothrix_coronata
ENSMUNP00000011519	ENSMUNG00000009067	Melopsittacus_undulatus
ENSARWP00000015501	ENSARWG00000010704	Apteryx_rowi
ENSAOWP00000016142	ENSAOWG00000011002	Apteryx_owenii
ENSAHAP00000014969	ENSAHAG00000010787	Apteryx_haastii
ENSDNVP00000011942	ENSDNVG00000008430	Dromaius_novaehollandiae
ENSNPEP00000013969	ENSNPEG00000010440	Nothoprocta_perdicaria
ENSPMJP00000000124	ENSPMJG00000000148	Parus_major
ENSCCEP00000003403	ENSCCEG00000003790	Cyanistes_caeruleus
ENSLSDP00000000385	ENSLSDG00000000329	Lonchura_striata_domestica
ENSTGUP00000001156	ENSTGUG00000001124	Taeniopygia_guttata
ENSSCAP00000009133	ENSSCAG00000006970	Serinus_canaria
ENSJHYP00000000824	ENSJHYG00000000762	Junco_hyemalis
ENSMVIP00005011595	ENSMVIG00005008489	Manacus_vitellinus
ENSCPRP00005024064	ENSCPRG00005016713	Crocodylus_porosus
ENSCABP00000002404	ENSCABG00000001871	Chelonoidis_abingdonii
ENSGAGP00000014022	ENSGAGG00000010674	Gopherus_agassizii
ENSCPBP00000036045	ENSCPBG00000025072	Chrysemys_picta_bellii
ENSPSIP00000012945	ENSPSIG00000011651	Pelodiscus_sinensis
ENSSMRP00000001457	ENSSMRG00000001267	Salvator_merianae
ENSPVIP00000020526	ENSPVIG00000015664	Pogona_vitticeps
ENSPCIP00000018613	ENSPCIG00000014234	Phascolarctos_cinereus
ENSVURP00010006560	ENSVURG00010005092	Vombatus_ursinus
ENSMEUP00000007365	ENSMEUG00000008064	Notamacropus_eugenii
ENSMODP00000044336	ENSMODG00000013955	Monodelphis_domestica
ENSCHOP00000010472	ENSCHOG00000011855	Choloepus_hoffmanni
ENSDNOP00000025378	ENSDNOG00000035528	Dasypus_novemcinctus
ENSLAFP00000017926	ENSLAFG00000022865	Loxodonta_africana
