ENSDCDP00000009149	ENSDCDG00000004602	Denticeps_clupeoides	ENSDCDT00000010081
ENSDCDP00000009160	ENSDCDG00000004606	Denticeps_clupeoides	ENSDCDT00000010092
ENSDCDP00000014295	ENSDCDG00000010716	Denticeps_clupeoides	ENSDCDT00000019218
ENSDCDP00000014278	ENSDCDG00000010694	Denticeps_clupeoides	ENSDCDT00000019176
ENSDCDP00000022770	ENSDCDG00000017371	Denticeps_clupeoides	ENSDCDT00000030954
ENSDCDP00000009144	ENSDCDG00000004598	Denticeps_clupeoides	ENSDCDT00000010076
ENSCHAP00000033427	ENSCHAG00000015439	Clupea_harengus	ENSCHAT00000036239
ENSCHAP00000036805	ENSCHAG00000017342	Clupea_harengus	ENSCHAT00000039848
ENSAMXP00000033798	ENSAMXG00000033255	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000049139
ENSPNAP00000016580	ENSPNAG00000022764	Pygocentrus_nattereri	ENSPNAT00000025123
ENSIPUP00000027060	ENSIPUG00000018293	Ictalurus_punctatus	ENSIPUT00000028168
ENSEEEP00000038609	ENSEEEG00000018326	Electrophorus_electricus	ENSEEET00000039052
ENSDARP00000108139	ENSDARG00000088357	Danio_rerio
ENSCGOP00000036856	ENSCGOG00000017011	Cottoperca_gobio
ENSCGOP00000036814	ENSCGOG00000016998	Cottoperca_gobio
ENSCGOP00000036872	ENSCGOG00000017033	Cottoperca_gobio
ENSGACP00000019494	ENSGACG00000014754	Gasterosteus_aculeatus
ENSTRUP00000021450	ENSTRUG00000008559	Takifugu_rubripes
ENSTNIP00000011156	ENSTNIG00000008326	Tetraodon_nigroviridis
ENSMMOP00000025911	ENSMMOG00000019652	Mola_mola
ENSLCRP00005010992	ENSLCRG00005004993	Larimichthys_crocea
ENSLBEP00000009663	ENSLBEG00000007469	Labrus_bergylta
ENSAOCP00000025081	ENSAOCG00000012419	Amphiprion_ocellaris
ENSAPEP00000018235	ENSAPEG00000013016	Amphiprion_percula
ENSAPOP00000009676	ENSAPOG00000012022	Acanthochromis_polyacanthus
ENSSPAP00000018722	ENSSPAG00000014126	Stegastes_partitus
ENSPRNP00000042799	ENSPRNG00000020782	Parambassis_ranga
ENSFHEP00000007339	ENSFHEG00000008455	Fundulus_heteroclitus
ENSCVAP00000026499	ENSCVAG00000012139	Cyprinodon_variegatus
ENSXMAP00000028877	ENSXMAG00000004697	Xiphophorus_maculatus
ENSXMAP00000034542	ENSXMAG00000026099	Xiphophorus_maculatus
ENSXCOP00000001872	ENSXCOG00000001518	Xiphophorus_couchianus
ENSPLAP00000013677	ENSPLAG00000017213	Poecilia_latipinna
ENSPFOP00000012238	ENSPFOG00000012140	Poecilia_formosa
ENSPMEP00000028657	ENSPMEG00000013877	Poecilia_mexicana
ENSPMEP00000013115	ENSPMEG00000015352	Poecilia_mexicana
ENSPLAP00000013725	ENSPLAG00000017351	Poecilia_latipinna
ENSXCOP00000001859	ENSXCOG00000001506	Xiphophorus_couchianus
ENSGAFP00000014172	ENSGAFG00000007785	Gambusia_affinis
ENSKMAP00000005034	ENSKMAG00000003795	Kryptolebias_marmoratus
ENSORLP00020020880	ENSORLG00020021886	Oryzias_latipes_ASM223471v1
ENSORLP00015034959	ENSORLG00015021239	Oryzias_latipes_ASM223469v1
ENSORLP00000003042	ENSORLG00000002450	Oryzias_latipes_ASM223467v1
ENSOMEP00000029361	ENSOMEG00000012967	Oryzias_melastigma
ENSGWIP00000000218	ENSGWIG00000000130	Gouania_willdenowi
ENSMZEP00005019747	ENSMZEG00005014822	Maylandia_zebra
ENSACLP00000014282	ENSACLG00000009736	Astatotilapia_calliptera
ENSHBUP00000003373	ENSHBUG00000004635	Haplochromis_burtoni
ENSPNYP00000012045	ENSPNYG00000009136	Pundamilia_nyererei
ENSONIP00000016865	ENSONIG00000013415	Oreochromis_niloticus
ENSACIP00000031148	ENSACIG00000024075	Amphilophus_citrinellus
ENSSDUP00000030725	ENSSDUG00000022126	Seriola_dumerili
ENSSLDP00000007216	ENSSLDG00000005722	Seriola_lalandi_dorsalis
ENSSMAP00000017538	ENSSMAG00000010744	Scophthalmus_maximus
ENSLCAP00010049179	ENSLCAG00010022782	Lates_calcarifer
ENSMAMP00000031364	ENSMAMG00000021105	Mastacembelus_armatus
ENSMALP00000000857	ENSMALG00000000652	Monopterus_albus
ENSATEP00000023141	ENSATEG00000016035	Anabas_testudineus
ENSBSLP00000000474	ENSBSLG00000000333	Betta_splendens
ENSHCOP00000007713	ENSHCOG00000009801	Hippocampus_comes
ENSPMGP00000006216	ENSPMGG00000005238	Periophthalmus_magnuspinnatus
ENSHHUP00000009244	ENSHHUG00000005641	Hucho_hucho
ENSGMOP00000013447	ENSGMOG00000012568	Gadus_morhua
ENSSLDP00000006465	ENSSLDG00000005160	Seriola_lalandi_dorsalis
ENSHHUP00000014530	ENSHHUG00000008988	Hucho_hucho
ENSHHUP00000019608	ENSHHUG00000012227	Hucho_hucho
ENSELUP00000001011	ENSELUG00000002558	Esox_lucius
ENSPKIP00000038952	ENSPKIG00000016509	Paramormyrops_kingsleyae
ENSSFOP00015025170	ENSSFOG00015016181	Scleropages_formosus
ENSLOCP00000005611	ENSLOCG00000004680	Lepisosteus_oculatus
ENSECRP00000026883	ENSECRG00000018174	Erpetoichthys_calabaricus
ENSLACP00000003365	ENSLACG00000003009	Latimeria_chalumnae
ENSACAP00000010520	ENSACAG00000010677	Anolis_carolinensis
ENSCMIP00000033248	ENSCMIG00000014191	Callorhinchus_milii
ENSXETP00000039710	ENSXETG00000017355	Xenopus_tropicalis
ENSPVIP00000003070	ENSPVIG00000002603	Pogona_vitticeps
ENSNSUP00000005851	ENSNSUG00000004717	Notechis_scutatus
ENSSMRP00000026961	ENSSMRG00000020817	Salvator_merianae
ENSSPUP00000018113	ENSSPUG00000013975	Sphenodon_punctatus
ENSAHAP00000019967	ENSAHAG00000014013	Apteryx_haastii
ENSARWP00000004402	ENSARWG00000003219	Apteryx_rowi
ENSAOWP00000013026	ENSAOWG00000008893	Apteryx_owenii
ENSDNVP00000024355	ENSDNVG00000016921	Dromaius_novaehollandiae
ENSNPEP00000012347	ENSNPEG00000009235	Nothoprocta_perdicaria
ENSCPGP00000004548	ENSCPGG00000003327	Calidris_pygmaea
ENSCPUP00000014739	ENSCPUG00000010318	Calidris_pugnax
ENSPMJP00000009781	ENSPMJG00000007795	Parus_major
ENSCCEP00000009386	ENSCCEG00000009412	Cyanistes_caeruleus
ENSFALP00000013673	ENSFALG00000013095	Ficedula_albicollis
ENSJHYP00000004907	ENSJHYG00000004031	Junco_hyemalis
ENSZALP00000015352	ENSZALG00000012565	Zonotrichia_albicollis
ENSSCAP00000005508	ENSSCAG00000004392	Serinus_canaria
ENSTGUP00000011759	ENSTGUG00000011392	Taeniopygia_guttata
ENSLSDP00000001929	ENSLSDG00000001527	Lonchura_striata_domestica
ENSLCOP00000022932	ENSLCOG00000016110	Lepidothrix_coronata
ENSMVIP00005022779	ENSMVIG00005015987	Manacus_vitellinus
ENSMUNP00000012080	ENSMUNG00000009520	Melopsittacus_undulatus
ENSABRP00000024459	ENSABRG00000020530	Anser_brachyrhynchus
ENSAPLP00000004409	ENSAPLG00000004832	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000003821	ENSMGAG00000004045	Meleagris_gallopavo
ENSGALP00000063042	ENSGALG00000002891	Gallus_gallus
ENSCJPP00005016889	ENSCJPG00005013840	Coturnix_japonica
ENSNMEP00000021472	ENSNMEG00000018364	Numida_meleagris
ENSCPRP00005003391	ENSCPRG00005002494	Crocodylus_porosus
ENSCABP00000028781	ENSCABG00000021048	Chelonoidis_abingdonii
ENSGAGP00000026807	ENSGAGG00000019522	Gopherus_agassizii
ENSCPBP00000036727	ENSCPBG00000025491	Chrysemys_picta_bellii
ENSPSIP00000014212	ENSPSIG00000012661	Pelodiscus_sinensis
ENSCHOP00000001267	ENSCHOG00000001428	Choloepus_hoffmanni
ENSDNOP00000004867	ENSDNOG00000006287	Dasypus_novemcinctus
ENSLAFP00000012645	ENSLAFG00000015099	Loxodonta_africana
ENSPCAP00000003158	ENSPCAG00000003361	Procavia_capensis
ENSMFAP00000034144	ENSMFAG00000003569	Macaca_fascicularis
ENSMNEP00000002603	ENSMNEG00000012188	Macaca_nemestrina
ENSCATP00000037685	ENSCATG00000041550	Cercocebus_atys
ENSTGEP00000006922	ENSTGEG00000005654	Theropithecus_gelada
ENSPANP00000001095	ENSPANG00000023663	Papio_anubis
ENSMLEP00000031849	ENSMLEG00000040139	Mandrillus_leucophaeus
ENSCSAP00000006099	ENSCSAG00000009898	Chlorocebus_sabaeus
ENSRROP00000001889	ENSRROG00000007633	Rhinopithecus_roxellana
ENSRBIP00000009949	ENSRBIG00000028829	Rhinopithecus_bieti
ENSCANP00000014620	ENSCANG00000030747	Colobus_angolensis_palliatus
ENSPTEP00000038724	ENSPTEG00000035940	Piliocolobus_tephrosceles
ENSPPAP00000025584	ENSPPAG00000035916	Pan_paniscus
ENSPTRP00000022015	ENSPTRG00000012876	Pan_troglodytes
ENSP00000233710	ENSG00000115361	Homo_sapiens
ENSGGOP00000006400	ENSGGOG00000006541	Gorilla_gorilla
ENSNLEP00000008754	ENSNLEG00000007175	Nomascus_leucogenys
ENSANAP00000033415	ENSANAG00000034362	Aotus_nancymaae
ENSTSYP00000006657	ENSTSYG00000007288	Carlito_syrichta
ENSPSMP00000026595	ENSPSMG00000018666	Prolemur_simus
ENSPCOP00000019082	ENSPCOG00000021470	Propithecus_coquereli
ENSMICP00000009099	ENSMICG00000009991	Microcebus_murinus
ENSOGAP00000008805	ENSOGAG00000009844	Otolemur_garnettii
ENSCCNP00000004215	ENSCCNG00000004471	Castor_canadensis
ENSDORP00000005474	ENSDORG00000005849	Dipodomys_ordii
ENSNGAP00000008149	ENSNGAG00000011216	Nannospalax_galili
ENSNGAP00000005997	ENSNGAG00000008736	Nannospalax_galili
ENSMUSP00000027153	ENSMUSG00000026003	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0019135	MGP_SPRETEiJ_G0015035	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000004189	ENSMSIG00000003848	Mus_spicilegus
MGP_CAROLIEiJ_P0018123	MGP_CAROLIEiJ_G0014228	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0073434	MGP_PahariEiJ_G0027466	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000017686	ENSRNOG00000012966	Rattus_norvegicus
ENSMUGP00000029758	ENSMUGG00000024703	Meriones_unguiculatus
ENSPEMP00000012734	ENSPEMG00000012977	Peromyscus_maniculatus_bairdii
ENSMOCP00000026671	ENSMOCG00000022401	Microtus_ochrogaster
ENSCGRP00015038684	ENSCGRG00015028901	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001022145	ENSCGRG00001020753	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000024334	ENSCGRG00000017639	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020752	ENSMAUG00000018703	Mesocricetus_auratus
ENSJJAP00000021461	ENSJJAG00000021820	Jaculus_jaculus
ENSCPOP00000008856	ENSCPOG00000009871	Cavia_porcellus
ENSCAPP00000014164	ENSCAPG00000014596	Cavia_aperea
ENSCLAP00000005973	ENSCLAG00000004230	Chinchilla_lanigera
ENSODEP00000010849	ENSODEG00000008088	Octodon_degus
ENSHGLP00000008864	ENSHGLG00000006370	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100007302	ENSHGLG00100005473	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000021753	ENSHGLG00000015540	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100017018	ENSHGLG00100012552	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100005790	ENSHGLG00100004385	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000011106	ENSHGLG00000007970	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001947	ENSHGLG00100001521	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006330	ENSHGLG00000004628	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000019739	ENSFDAG00000008933	Fukomys_damarensis
ENSUPAP00010020766	ENSUPAG00010016459	Urocitellus_parryii
ENSSTOP00000016766	ENSSTOG00000023520	Ictidomys_tridecemlineatus
ENSMMMP00000018074	ENSMMMG00000015744	Marmota_marmota_marmota
ENSSDAP00000006615	ENSSDAG00000006098	Spermophilus_dauricus
ENSTBEP00000003634	ENSTBEG00000004193	Tupaia_belangeri
ENSOPRP00000004815	ENSOPRG00000005245	Ochotona_princeps
ENSTTRP00000000858	ENSTTRG00000000911	Tursiops_truncatus
ENSSSCP00000017114	ENSSSCG00000016156	Sus_scrofa_strain_reference
ENSCHIP00000009763	ENSCHIG00000012492	Capra_hircus
ENSOARP00000020601	ENSOARG00000019178	Ovis_aries
ENSBTAP00000013988	ENSBTAG00000010579	Bos_taurus
ENSBIXP00000035178	ENSBIXG00000018390	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005025341	ENSBIXG00005027851	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000003297	ENSBMUG00000002614	Bos_mutus
ENSBBBP00000017844	ENSBBBG00000001806	Bison_bison_bison
ENSVPAP00000010787	ENSVPAG00000011587	Vicugna_pacos
ENSECAP00000027277	ENSECAG00000015014	Equus_caballus
ENSPVAP00000015449	ENSPVAG00000016371	Pteropus_vampyrus
ENSMLUP00000013201	ENSMLUG00000014508	Myotis_lucifugus
ENSEEUP00000013805	ENSEEUG00000015123	Erinaceus_europaeus
ENSSARP00000004919	ENSSARG00000005435	Sorex_araneus
ENSUMAP00000032234	ENSUMAG00000023226	Ursus_maritimus
ENSUAMP00000010808	ENSUAMG00000008752	Ursus_americanus
ENSAMEP00000005282	ENSAMEG00000004978	Ailuropoda_melanoleuca
ENSMPUP00000007879	ENSMPUG00000007937	Mustela_putorius_furo
ENSNVIP00000011807	ENSNVIG00000009328	Neovison_vison
ENSCAFP00000020422	ENSCAFG00000013856	Canis_lupus_familiaris
ENSCAFP00020035315	ENSCAFG00020027340	Canis_lupus_dingo
ENSVVUP00000012869	ENSVVUG00000009345	Vulpes_vulpes
ENSPPRP00000023861	ENSPPRG00000014114	Panthera_pardus
ENSPTIP00000008548	ENSPTIG00000009876	Panthera_tigris_altaica
ENSFCAP00000019498	ENSFCAG00000024046	Felis_catus
ENSETEP00000004348	ENSETEG00000005351	Echinops_telfairi
ENSPCIP00000017605	ENSPCIG00000013461	Phascolarctos_cinereus
ENSVURP00010004873	ENSVURG00010003860	Vombatus_ursinus
ENSMEUP00000002582	ENSMEUG00000002827	Notamacropus_eugenii
ENSSHAP00000000807	ENSSHAG00000000721	Sarcophilus_harrisii
ENSMODP00000019737	ENSMODG00000015819	Monodelphis_domestica
ENSOANP00000021281	ENSOANG00000013488	Ornithorhynchus_anatinus
ENSCINP00000019524	ENSCING00000009605	Ciona_intestinalis
ENSCSAVP00000009023	ENSCSAVG00000005336	Ciona_savignyi
