ENSACAP00000002584	ENSACAG00000002666	Anolis_carolinensis	ENSACAT00000002650
ENSPVIP00000007327	ENSPVIG00000005998	Pogona_vitticeps	ENSPVIT00000009436
ENSNSUP00000021742	ENSNSUG00000015796	Notechis_scutatus
ENSSMRP00000012981	ENSSMRG00000010117	Salvator_merianae
ENSCABP00000000856	ENSCABG00000000740	Chelonoidis_abingdonii
ENSGAGP00000015948	ENSGAGG00000012005	Gopherus_agassizii
ENSCPBP00000033674	ENSCPBG00000023531	Chrysemys_picta_bellii
ENSPSIP00000004592	ENSPSIG00000004306	Pelodiscus_sinensis
ENSETEP00000002945	ENSETEG00000003587	Echinops_telfairi
ENSETEP00000013045	ENSETEG00000016084	Echinops_telfairi
ENSPCAP00000007482	ENSPCAG00000008026	Procavia_capensis
ENSLAFP00000009803	ENSLAFG00000023290	Loxodonta_africana
ENSCHOP00000003693	ENSCHOG00000004174	Choloepus_hoffmanni
ENSDNOP00000033161	ENSDNOG00000046171	Dasypus_novemcinctus
ENSPSMP00000001185	ENSPSMG00000000858	Prolemur_simus
ENSPCOP00000002145	ENSPCOG00000006605	Propithecus_coquereli
ENSMICP00000045974	ENSMICG00000042074	Microcebus_murinus
ENSTSYP00000001013	ENSTSYG00000001097	Carlito_syrichta
ENSPPAP00000031640	ENSPPAG00000038739	Pan_paniscus
ENSPTRP00000082083	ENSPTRG00000003806	Pan_troglodytes
ENSGGOP00000001915	ENSGGOG00000001944	Gorilla_gorilla
ENSP00000320337	ENSG00000176485	Homo_sapiens
ENSPPYP00000004679	ENSPPYG00000004101	Pongo_abelii
ENSNLEP00000028995	ENSNLEG00000004552	Nomascus_leucogenys
ENSMNEP00000032485	ENSMNEG00000039570	Macaca_nemestrina
ENSMFAP00000018617	ENSMFAG00000032359	Macaca_fascicularis
ENSCATP00000032546	ENSCATG00000039316	Cercocebus_atys
ENSPANP00000036758	ENSPANG00000032107	Papio_anubis
ENSMLEP00000024339	ENSMLEG00000036330	Mandrillus_leucophaeus
ENSTGEP00000018169	ENSTGEG00000014680	Theropithecus_gelada
ENSCSAP00000003134	ENSCSAG00000006852	Chlorocebus_sabaeus
ENSRBIP00000016138	ENSRBIG00000032126	Rhinopithecus_bieti
ENSRROP00000039964	ENSRROG00000043275	Rhinopithecus_roxellana
ENSPTEP00000014559	ENSPTEG00000016256	Piliocolobus_tephrosceles
ENSCANP00000005809	ENSCANG00000019476	Colobus_angolensis_palliatus
ENSCJAP00000034276	ENSCJAG00000018470	Callithrix_jacchus
ENSCCAP00000026443	ENSCCAG00000031006	Cebus_capucinus_imitator
ENSSBOP00000004226	ENSSBOG00000018544	Saimiri_boliviensis_boliviensis
ENSANAP00000031349	ENSANAG00000033413	Aotus_nancymaae
ENSSTOP00000020337	ENSSTOG00000022553	Ictidomys_tridecemlineatus
ENSUPAP00010012912	ENSUPAG00010010461	Urocitellus_parryii
ENSOCUP00000029619	ENSOCUG00000000596	Oryctolagus_cuniculus
ENSCLAP00000024996	ENSCLAG00000017157	Chinchilla_lanigera
ENSODEP00000021131	ENSODEG00000015571	Octodon_degus
ENSCAPP00000011267	ENSCAPG00000012374	Cavia_aperea
ENSCPOP00000021435	ENSCPOG00000034238	Cavia_porcellus
ENSHGLP00000018382	ENSHGLG00000013177	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018298	ENSHGLG00100013490	Heterocephalus_glaber_HetGla_1.0
ENSDORP00000016963	ENSDORG00000010379	Dipodomys_ordii
ENSMUSP00000025925	ENSMUSG00000060675	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0049936	MGP_SPRETEiJ_G0023551	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000023957	ENSMSIG00000020245	Mus_spicilegus
MGP_CAROLIEiJ_P0047972	MGP_CAROLIEiJ_G0022641	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0020978	MGP_PahariEiJ_G0014135	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000038045	ENSRNOG00000021206	Rattus_norvegicus
ENSMUGP00000006348	ENSMUGG00000005857	Meriones_unguiculatus
ENSCGRP00015011297	ENSCGRG00015008695	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000002003	ENSCGRG00000001494	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001005725	ENSCGRG00001007573	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013658	ENSMAUG00000013633	Mesocricetus_auratus
ENSPEMP00000016556	ENSPEMG00000015751	Peromyscus_maniculatus_bairdii
ENSMOCP00000018749	ENSMOCG00000016945	Microtus_ochrogaster
ENSNGAP00000018850	ENSNGAG00000018851	Nannospalax_galili
ENSJJAP00000021606	ENSJJAG00000021915	Jaculus_jaculus
ENSCCNP00000027076	ENSCCNG00000026213	Castor_canadensis
ENSOPRP00000012932	ENSOPRG00000014188	Ochotona_princeps
ENSTBEP00000003871	ENSTBEG00000004500	Tupaia_belangeri
ENSOGAP00000018386	ENSOGAG00000027691	Otolemur_garnettii
ENSMMMP00000007512	ENSMMMG00000006751	Marmota_marmota_marmota
ENSSDAP00000011371	ENSSDAG00000010261	Spermophilus_dauricus
ENSUMAP00000000219	ENSUMAG00000000365	Ursus_maritimus
ENSUAMP00000005512	ENSUAMG00000004888	Ursus_americanus
ENSAMEP00000019182	ENSAMEG00000018150	Ailuropoda_melanoleuca
ENSCAFP00020017338	ENSCAFG00020013886	Canis_lupus_dingo
ENSCAFP00000041102	ENSCAFG00000015082	Canis_lupus_familiaris
ENSVVUP00000041928	ENSVVUG00000029803	Vulpes_vulpes
ENSMPUP00000013374	ENSMPUG00000013476	Mustela_putorius_furo
ENSMPUP00000013377	ENSMPUG00000013479	Mustela_putorius_furo
ENSPPRP00000022877	ENSPPRG00000013267	Panthera_pardus
ENSPTIP00000011813	ENSPTIG00000012106	Panthera_tigris_altaica
ENSFCAP00000001218	ENSFCAG00000001309	Felis_catus
ENSSARP00000002308	ENSSARG00000002574	Sorex_araneus
ENSPVAP00000001379	ENSPVAG00000001466	Pteropus_vampyrus
