ENSAHAP00000022331	ENSAHAG00000015681	Apteryx_haastii
ENSARWP00000027612	ENSARWG00000018663	Apteryx_rowi
ENSAOWP00000014670	ENSAOWG00000010016	Apteryx_owenii
ENSDNVP00000027552	ENSDNVG00000019146	Dromaius_novaehollandiae
ENSNPEP00000007463	ENSNPEG00000005581	Nothoprocta_perdicaria
ENSJHYP00000021099	ENSJHYG00000015962	Junco_hyemalis
ENSZALP00000011320	ENSZALG00000009566	Zonotrichia_albicollis
ENSPMJP00000019316	ENSPMJG00000014480	Parus_major
ENSCCEP00000026635	ENSCCEG00000023355	Cyanistes_caeruleus
ENSFALP00000005801	ENSFALG00000005562	Ficedula_albicollis
ENSTGUP00000002899	ENSTGUG00000002813	Taeniopygia_guttata
ENSTGUP00000016588	ENSTGUG00000016267	Taeniopygia_guttata
ENSSCAP00000013664	ENSSCAG00000010114	Serinus_canaria
ENSLSDP00000019377	ENSLSDG00000013798	Lonchura_striata_domestica
ENSLCOP00000019328	ENSLCOG00000013671	Lepidothrix_coronata
ENSMVIP00005011893	ENSMVIG00005008694	Manacus_vitellinus
ENSMUNP00000015785	ENSMUNG00000012169	Melopsittacus_undulatus
ENSMGAP00000001910	ENSMGAG00000002332	Meleagris_gallopavo
ENSCJPP00005022440	ENSCJPG00005017875	Coturnix_japonica
ENSGALP00000013796	ENSGALG00000008475	Gallus_gallus
ENSNMEP00000001191	ENSNMEG00000001611	Numida_meleagris
ENSABRP00000024642	ENSABRG00000020702	Anser_brachyrhynchus
ENSAPLP00000013909	ENSAPLG00000014061	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000024468	ENSCPGG00000016849	Calidris_pygmaea
ENSCPUP00000000397	ENSCPUG00000000331	Calidris_pugnax
ENSCPRP00005017310	ENSCPRG00005012060	Crocodylus_porosus
ENSCABP00000030171	ENSCABG00000022108	Chelonoidis_abingdonii
ENSGAGP00000012541	ENSGAGG00000009620	Gopherus_agassizii
ENSCPBP00000034370	ENSCPBG00000023966	Chrysemys_picta_bellii
ENSPSIP00000020428	ENSPSIG00000018083	Pelodiscus_sinensis
ENSSPUP00000006415	ENSSPUG00000004947	Sphenodon_punctatus
ENSACAP00000003327	ENSACAG00000003439	Anolis_carolinensis
ENSPVIP00000025099	ENSPVIG00000018869	Pogona_vitticeps
ENSNSUP00000006017	ENSNSUG00000004819	Notechis_scutatus
ENSSMRP00000011096	ENSSMRG00000008731	Salvator_merianae
ENSPCIP00000021822	ENSPCIG00000016532	Phascolarctos_cinereus
ENSVURP00010010792	ENSVURG00010008333	Vombatus_ursinus
ENSMEUP00000006475	ENSMEUG00000007089	Notamacropus_eugenii
ENSMODP00000021361	ENSMODG00000017118	Monodelphis_domestica
ENSSHAP00000014604	ENSSHAG00000012468	Sarcophilus_harrisii
ENSEASP00005020247	ENSEASG00005013941	Equus_asinus_asinus
ENSECAP00000051543	ENSECAG00000013420	Equus_caballus
ENSPVAP00000003701	ENSPVAG00000003916	Pteropus_vampyrus
ENSUMAP00000032641	ENSUMAG00000023527	Ursus_maritimus
ENSAMEP00000017047	ENSAMEG00000016148	Ailuropoda_melanoleuca
ENSMPUP00000015169	ENSMPUG00000015279	Mustela_putorius_furo
ENSUAMP00000016223	ENSUAMG00000012934	Ursus_americanus
ENSCAFP00020013503	ENSCAFG00020010825	Canis_lupus_dingo
ENSCAFP00020004114	ENSCAFG00020003409	Canis_lupus_dingo
ENSCAFP00000028666	ENSCAFG00000019394	Canis_lupus_familiaris
ENSVVUP00000040472	ENSVVUG00000028862	Vulpes_vulpes
ENSPPRP00000004552	ENSPPRG00000000612	Panthera_pardus
ENSPTIP00000009061	ENSPTIG00000010249	Panthera_tigris_altaica
ENSFCAP00000061643	ENSFCAG00000026735	Felis_catus
ENSCHIP00000031066	ENSCHIG00000025586	Capra_hircus
ENSOARP00000000686	ENSOARG00000000668	Ovis_aries
ENSBIXP00005023712	ENSBIXG00005026443	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000071709	ENSBTAG00000012147	Bos_taurus
