FBpp0081640	FBgn0024330	Drosophila_melanogaster
Y57E12AL.5.1	WBGene00003164	Caenorhabditis_elegans_strain_N2
ENSNSUP00000019415	ENSNSUG00000014197	Notechis_scutatus
ENSNSUP00000024237	ENSNSUG00000017530	Notechis_scutatus
ENSACAP00000004843	ENSACAG00000004951	Anolis_carolinensis
ENSPVIP00000016788	ENSPVIG00000012960	Pogona_vitticeps
ENSSMRP00000012538	ENSSMRG00000009777	Salvator_merianae
ENSSPUP00000022386	ENSSPUG00000017189	Sphenodon_punctatus
ENSAHAP00000010037	ENSAHAG00000007279	Apteryx_haastii
ENSARWP00000001685	ENSARWG00000001339	Apteryx_rowi
ENSAOWP00000005430	ENSAOWG00000003744	Apteryx_owenii
ENSDNVP00000001378	ENSDNVG00000001003	Dromaius_novaehollandiae
ENSNPEP00000019357	ENSNPEG00000014428	Nothoprocta_perdicaria
ENSCPGP00000009245	ENSCPGG00000006586	Calidris_pygmaea
ENSCPUP00000010816	ENSCPUG00000007680	Calidris_pugnax
ENSMUNP00000004934	ENSMUNG00000004102	Melopsittacus_undulatus
ENSPMJP00000020173	ENSPMJG00000015033	Parus_major
ENSCCEP00000009378	ENSCCEG00000009516	Cyanistes_caeruleus
ENSJHYP00000003413	ENSJHYG00000002819	Junco_hyemalis
ENSZALP00000007709	ENSZALG00000006819	Zonotrichia_albicollis
ENSSCAP00000018501	ENSSCAG00000013399	Serinus_canaria
ENSTGUP00000011725	ENSTGUG00000011369	Taeniopygia_guttata
ENSLSDP00000015146	ENSLSDG00000010923	Lonchura_striata_domestica
ENSFALP00000005125	ENSFALG00000004922	Ficedula_albicollis
ENSLCOP00000012057	ENSLCOG00000008741	Lepidothrix_coronata
ENSMVIP00005014932	ENSMVIG00005010769	Manacus_vitellinus
ENSGALP00000059748	ENSGALG00000029743	Gallus_gallus
ENSCJPP00005018389	ENSCJPG00005014977	Coturnix_japonica
ENSMGAP00000012361	ENSMGAG00000011781	Meleagris_gallopavo
ENSNMEP00000023583	ENSNMEG00000020101	Numida_meleagris
ENSABRP00000017694	ENSABRG00000015324	Anser_brachyrhynchus
ENSAPLP00000015960	ENSAPLG00000016074	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005026275	ENSCPRG00005018219	Crocodylus_porosus
ENSCABP00000008563	ENSCABG00000006471	Chelonoidis_abingdonii
ENSGAGP00000020524	ENSGAGG00000015107	Gopherus_agassizii
ENSCPBP00000031334	ENSCPBG00000021996	Chrysemys_picta_bellii
