ENSPNAP00000023114	ENSPNAG00000000380	Pygocentrus_nattereri	ENSPNAT00000013464
ENSAMXP00000054109	ENSAMXG00000034848	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000037766
ENSIPUP00000015900	ENSIPUG00000010796	Ictalurus_punctatus	ENSIPUT00000016573
ENSEEEP00000038799	ENSEEEG00000018405	Electrophorus_electricus	ENSEEET00000039243
ENSDARP00000126625	ENSDARG00000096645	Danio_rerio
ENSDCDP00000004234	ENSDCDG00000002168	Denticeps_clupeoides
ENSCHAP00000046526	ENSCHAG00000021524	Clupea_harengus
ENSHHUP00000051034	ENSHHUG00000030751	Hucho_hucho
ENSHHUP00000069208	ENSHHUG00000040779	Hucho_hucho
ENSELUP00000033676	ENSELUG00000011981	Esox_lucius
ENSLCRP00005044065	ENSLCRG00005016871	Larimichthys_crocea
ENSLBEP00000010773	ENSLBEG00000008343	Labrus_bergylta
ENSSLDP00000001854	ENSSLDG00000001536	Seriola_lalandi_dorsalis
ENSLCAP00010024420	ENSLCAG00010011450	Lates_calcarifer
ENSHHUP00000075324	ENSHHUG00000044139	Hucho_hucho
ENSHHUP00000052239	ENSHHUG00000031431	Hucho_hucho
ENSELUP00000005278	ENSELUG00000006315	Esox_lucius
ENSSMAP00000029482	ENSSMAG00000018071	Scophthalmus_maximus
ENSCSEP00000025859	ENSCSEG00000016516	Cynoglossus_semilaevis
ENSLCAP00010046088	ENSLCAG00010021383	Lates_calcarifer
ENSMALP00000017429	ENSMALG00000012166	Monopterus_albus
ENSPNYP00000024721	ENSPNYG00000018665	Pundamilia_nyererei
ENSMZEP00005032588	ENSMZEG00005024281	Maylandia_zebra
ENSACLP00000014706	ENSACLG00000010019	Astatotilapia_calliptera
ENSHBUP00000028389	ENSHBUG00000012127	Haplochromis_burtoni
ENSONIP00000008238	ENSONIG00000006531	Oreochromis_niloticus
ENSACIP00000010900	ENSACIG00000008541	Amphilophus_citrinellus
ENSMAMP00000025306	ENSMAMG00000016988	Mastacembelus_armatus
ENSCGOP00000019026	ENSCGOG00000009114	Cottoperca_gobio
ENSGACP00000007848	ENSGACG00000005938	Gasterosteus_aculeatus
ENSLCRP00005040139	ENSLCRG00005015490	Larimichthys_crocea
ENSLBEP00000010323	ENSLBEG00000008002	Labrus_bergylta
ENSXMAP00000033103	ENSXMAG00000028060	Xiphophorus_maculatus
ENSXCOP00000020498	ENSXCOG00000015363	Xiphophorus_couchianus
ENSGAFP00000007049	ENSGAFG00000004789	Gambusia_affinis
ENSPFOP00000002577	ENSPFOG00000002720	Poecilia_formosa
ENSPLAP00000022597	ENSPLAG00000007266	Poecilia_latipinna
ENSPMEP00000013848	ENSPMEG00000016193	Poecilia_mexicana
ENSCVAP00000024476	ENSCVAG00000008565	Cyprinodon_variegatus
ENSFHEP00000018703	ENSFHEG00000020608	Fundulus_heteroclitus
ENSKMAP00000025833	ENSKMAG00000019150	Kryptolebias_marmoratus
ENSORLP00000030774	ENSORLG00000025723	Oryzias_latipes_ASM223467v1
ENSORLP00015012496	ENSORLG00015013354	Oryzias_latipes_ASM223469v1
ENSORLP00020034376	ENSORLG00020020827	Oryzias_latipes_ASM223471v1
ENSOMEP00000015547	ENSOMEG00000017137	Oryzias_melastigma
ENSAOCP00000014951	ENSAOCG00000019666	Amphiprion_ocellaris
ENSAPEP00000026666	ENSAPEG00000018965	Amphiprion_percula
ENSAPOP00000018148	ENSAPOG00000021456	Acanthochromis_polyacanthus
ENSSPAP00000019495	ENSSPAG00000014720	Stegastes_partitus
ENSPRNP00000007908	ENSPRNG00000004697	Parambassis_ranga
ENSSDUP00000010125	ENSSDUG00000007417	Seriola_dumerili
ENSSLDP00000020291	ENSSLDG00000015877	Seriola_lalandi_dorsalis
ENSATEP00000022466	ENSATEG00000015589	Anabas_testudineus
ENSTRUP00000050922	ENSTRUG00000020475	Takifugu_rubripes
ENSHCOP00000016368	ENSHCOG00000020107	Hippocampus_comes
ENSPMGP00000008433	ENSPMGG00000006974	Periophthalmus_magnuspinnatus
ENSMMOP00000012804	ENSMMOG00000009841	Mola_mola
ENSBSLP00000009449	ENSBSLG00000004587	Betta_splendens
ENSGMOP00000003442	ENSGMOG00000003260	Gadus_morhua
ENSCHAP00000011862	ENSCHAG00000006630	Clupea_harengus
ENSDCDP00000018868	ENSDCDG00000015082	Denticeps_clupeoides
ENSAMXP00005017662	ENSAMXG00005009210	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000054624	ENSAMXG00000035699	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000019172	ENSPNAG00000025719	Pygocentrus_nattereri
ENSEEEP00000044443	ENSEEEG00000020998	Electrophorus_electricus
ENSPKIP00000004498	ENSPKIG00000021578	Paramormyrops_kingsleyae
ENSSFOP00015014087	ENSSFOG00015009093	Scleropages_formosus
ENSLOCP00000016391	ENSLOCG00000013301	Lepisosteus_oculatus
