ENSAPLP00000003452	ENSAPLG00000003942	Anas_platyrhynchos_platyrhynchos
ENSABRP00000001535	ENSABRG00000001552	Anser_brachyrhynchus
ENSGALP00000024162	ENSGALG00000015012	Gallus_gallus
ENSCJPP00005023328	ENSCJPG00005018525	Coturnix_japonica
ENSMGAP00000013402	ENSMGAG00000012712	Meleagris_gallopavo
ENSNMEP00000022465	ENSNMEG00000019248	Numida_meleagris
ENSZALP00000008764	ENSZALG00000007595	Zonotrichia_albicollis
ENSJHYP00000023444	ENSJHYG00000017643	Junco_hyemalis
ENSLSDP00000009391	ENSLSDG00000006977	Lonchura_striata_domestica
ENSPMJP00000022101	ENSPMJG00000016402	Parus_major
ENSTGUP00000010258	ENSTGUG00000009937	Taeniopygia_guttata
ENSTGUP00000017393	ENSTGUG00000017111	Taeniopygia_guttata
ENSSCAP00000000483	ENSSCAG00000000340	Serinus_canaria
ENSFALP00000009855	ENSFALG00000009455	Ficedula_albicollis
ENSCCEP00000025950	ENSCCEG00000022915	Cyanistes_caeruleus
ENSLCOP00000022090	ENSLCOG00000015592	Lepidothrix_coronata
ENSMVIP00005005387	ENSMVIG00005004116	Manacus_vitellinus
ENSMUNP00000021354	ENSMUNG00000016140	Melopsittacus_undulatus
ENSCPGP00000014677	ENSCPGG00000010377	Calidris_pygmaea
ENSCPUP00000003965	ENSCPUG00000002995	Calidris_pugnax
ENSAOWP00000021225	ENSAOWG00000014274	Apteryx_owenii
ENSAHAP00000022654	ENSAHAG00000015821	Apteryx_haastii
ENSARWP00000020931	ENSARWG00000014303	Apteryx_rowi
ENSDNVP00000005019	ENSDNVG00000003582	Dromaius_novaehollandiae
ENSNPEP00000003429	ENSNPEG00000002617	Nothoprocta_perdicaria
ENSCPRP00005005386	ENSCPRG00005003880	Crocodylus_porosus
ENSGAGP00000030464	ENSGAGG00000021936	Gopherus_agassizii
ENSCABP00000027882	ENSCABG00000020496	Chelonoidis_abingdonii
ENSCPBP00000007285	ENSCPBG00000005749	Chrysemys_picta_bellii
ENSPSIP00000018486	ENSPSIG00000016373	Pelodiscus_sinensis
ENSSPUP00000009880	ENSSPUG00000007639	Sphenodon_punctatus
ENSPVIP00000031533	ENSPVIG00000023186	Pogona_vitticeps
ENSACAP00000010812	ENSACAG00000011038	Anolis_carolinensis
ENSNSUP00000011175	ENSNSUG00000008390	Notechis_scutatus
ENSSMRP00000030571	ENSSMRG00000023429	Salvator_merianae
ENSPCIP00000038354	ENSPCIG00000028215	Phascolarctos_cinereus
ENSVURP00010029198	ENSVURG00010022343	Vombatus_ursinus
ENSMEUP00000011969	ENSMEUG00000013122	Notamacropus_eugenii
ENSSHAP00000010361	ENSSHAG00000008946	Sarcophilus_harrisii
ENSMODP00000042720	ENSMODG00000001530	Monodelphis_domestica
ENSMICP00000027833	ENSMICG00000009557	Microcebus_murinus
ENSPSMP00000024763	ENSPSMG00000017430	Prolemur_simus
ENSPCOP00000021768	ENSPCOG00000022923	Propithecus_coquereli
ENSOGAP00000007662	ENSOGAG00000008553	Otolemur_garnettii
ENSP00000305810	ENSG00000168818	Homo_sapiens
ENSPPYP00000016308	ENSPPYG00000014598	Pongo_abelii
ENSNLEP00000036389	ENSNLEG00000016132	Nomascus_leucogenys
ENSRROP00000039551	ENSRROG00000043089	Rhinopithecus_roxellana
ENSRBIP00000013754	ENSRBIG00000030947	Rhinopithecus_bieti
ENSPTEP00000042185	ENSPTEG00000038515	Piliocolobus_tephrosceles
