ENSCABP00000031700	ENSCABG00000023155	Chelonoidis_abingdonii	ENSCABT00000034748
ENSGAGP00000001489	ENSGAGG00000001196	Gopherus_agassizii	ENSGAGT00000001699
ENSCPBP00000038807	ENSCPBG00000026798	Chrysemys_picta_bellii
ENSPSIP00000017191	ENSPSIG00000015276	Pelodiscus_sinensis
ENSDNVP00000009537	ENSDNVG00000006742	Dromaius_novaehollandiae
ENSAHAP00000009263	ENSAHAG00000006757	Apteryx_haastii
ENSGALP00000007712	ENSGALG00000004837	Gallus_gallus
ENSMGAP00000004930	ENSMGAG00000005029	Meleagris_gallopavo
ENSAPLP00000010920	ENSAPLG00000011167	Anas_platyrhynchos_platyrhynchos
ENSLSDP00000002270	ENSLSDG00000001804	Lonchura_striata_domestica
ENSTGUP00000005781	ENSTGUG00000005606	Taeniopygia_guttata
ENSSCAP00000018873	ENSSCAG00000013647	Serinus_canaria
ENSZALP00000005203	ENSZALG00000004837	Zonotrichia_albicollis
ENSJHYP00000001424	ENSJHYG00000001240	Junco_hyemalis
ENSPMJP00000005065	ENSPMJG00000004371	Parus_major
ENSCCEP00000004711	ENSCCEG00000005185	Cyanistes_caeruleus
ENSFALP00000005133	ENSFALG00000004928	Ficedula_albicollis
ENSMVIP00005009809	ENSMVIG00005007212	Manacus_vitellinus
ENSCPGP00000007923	ENSCPGG00000005655	Calidris_pygmaea
ENSCPUP00000007969	ENSCPUG00000005755	Calidris_pugnax
ENSACAP00000001661	ENSACAG00000001750	Anolis_carolinensis
ENSNSUP00000005778	ENSNSUG00000004657	Notechis_scutatus
ENSPVIP00000001796	ENSPVIG00000001584	Pogona_vitticeps
ENSSMRP00000025762	ENSSMRG00000019895	Salvator_merianae
ENSSPUP00000017683	ENSSPUG00000013650	Sphenodon_punctatus
ENSPCIP00000024348	ENSPCIG00000018360	Phascolarctos_cinereus
ENSVURP00010008380	ENSVURG00010006499	Vombatus_ursinus
ENSMEUP00000001403	ENSMEUG00000001540	Notamacropus_eugenii
ENSMEUP00000001198	ENSMEUG00000001302	Notamacropus_eugenii
ENSSHAP00000013581	ENSSHAG00000011610	Sarcophilus_harrisii
ENSMODP00000050707	ENSMODG00000017851	Monodelphis_domestica
ENSCHOP00000011154	ENSCHOG00000012594	Choloepus_hoffmanni
ENSDNOP00000007485	ENSDNOG00000009668	Dasypus_novemcinctus
ENSLAFP00000003751	ENSLAFG00000004497	Loxodonta_africana
ENSPCAP00000008269	ENSPCAG00000008840	Procavia_capensis
ENSETEP00000006443	ENSETEG00000007936	Echinops_telfairi
ENSUMAP00000012905	ENSUMAG00000009558	Ursus_maritimus
ENSAMEP00000016505	ENSAMEG00000015637	Ailuropoda_melanoleuca
ENSNVIP00000025627	ENSNVIG00000019814	Neovison_vison
ENSMPUP00000009988	ENSMPUG00000010063	Mustela_putorius_furo
