ENSACAP00000002155	ENSACAG00000002257	Anolis_carolinensis	ENSACAT00000002214
ENSPVIP00000015360	ENSPVIG00000011832	Pogona_vitticeps	ENSPVIT00000019200
ENSSMRP00000017823	ENSSMRG00000013898	Salvator_merianae
ENSSPUP00000020633	ENSSPUG00000015846	Sphenodon_punctatus
ENSAHAP00000026707	ENSAHAG00000018599	Apteryx_haastii
ENSAOWP00000013135	ENSAOWG00000008967	Apteryx_owenii
ENSARWP00000013724	ENSARWG00000009482	Apteryx_rowi
ENSDNVP00000005242	ENSDNVG00000003765	Dromaius_novaehollandiae
ENSNPEP00000013985	ENSNPEG00000010455	Nothoprocta_perdicaria
ENSABRP00000016408	ENSABRG00000014385	Anser_brachyrhynchus
ENSAPLP00000004158	ENSAPLG00000004625	Anas_platyrhynchos_platyrhynchos
ENSGALP00000053865	ENSGALG00000039239	Gallus_gallus
ENSMGAP00000000330	ENSMGAG00000000933	Meleagris_gallopavo
ENSCJPP00005024057	ENSCJPG00005019007	Coturnix_japonica
ENSNMEP00000011113	ENSNMEG00000010453	Numida_meleagris
ENSLSDP00000013010	ENSLSDG00000009477	Lonchura_striata_domestica
ENSTGUP00000009056	ENSTGUG00000008791	Taeniopygia_guttata
ENSSCAP00000005871	ENSSCAG00000004627	Serinus_canaria
ENSJHYP00000018996	ENSJHYG00000014442	Junco_hyemalis
ENSZALP00000015466	ENSZALG00000012681	Zonotrichia_albicollis
ENSFALP00000008211	ENSFALG00000007872	Ficedula_albicollis
ENSCCEP00000022710	ENSCCEG00000020491	Cyanistes_caeruleus
ENSPMJP00000022710	ENSPMJG00000016804	Parus_major
ENSLCOP00000017898	ENSLCOG00000012646	Lepidothrix_coronata
ENSMVIP00005021245	ENSMVIG00005014949	Manacus_vitellinus
ENSMUNP00000017393	ENSMUNG00000013368	Melopsittacus_undulatus
ENSCPGP00000018878	ENSCPGG00000013185	Calidris_pygmaea
ENSCPUP00000009258	ENSCPUG00000006600	Calidris_pugnax
ENSCPRP00005001760	ENSCPRG00005001299	Crocodylus_porosus
ENSGAGP00000021822	ENSGAGG00000016017	Gopherus_agassizii
ENSCABP00000025997	ENSCABG00000019119	Chelonoidis_abingdonii
ENSCPBP00000014039	ENSCPBG00000010461	Chrysemys_picta_bellii
ENSPSIP00000005308	ENSPSIG00000004941	Pelodiscus_sinensis
ENSPANP00000015903	ENSPANG00000026011	Papio_anubis
ENSTGEP00000007619	ENSTGEG00000006245	Theropithecus_gelada
ENSMLEP00000017365	ENSMLEG00000032876	Mandrillus_leucophaeus
ENSMMUP00000029184	ENSMMUG00000022169	Macaca_mulatta
ENSMFAP00000015813	ENSMFAG00000031107	Macaca_fascicularis
ENSMNEP00000037824	ENSMNEG00000041968	Macaca_nemestrina
ENSCATP00000020632	ENSCATG00000034067	Cercocebus_atys
ENSCSAP00000009427	ENSCSAG00000013260	Chlorocebus_sabaeus
ENSRBIP00000005016	ENSRBIG00000022811	Rhinopithecus_bieti
ENSRROP00000035062	ENSRROG00000041056	Rhinopithecus_roxellana
ENSCANP00000020064	ENSCANG00000033463	Colobus_angolensis_palliatus
ENSPTEP00000037153	ENSPTEG00000034787	Piliocolobus_tephrosceles
ENSPPAP00000036609	ENSPPAG00000041060	Pan_paniscus
ENSPTRP00000024271	ENSPTRG00000014092	Pan_troglodytes
ENSP00000215727	ENSG00000099937	Homo_sapiens
ENSGGOP00000025627	ENSGGOG00000025380	Gorilla_gorilla
ENSPPYP00000013411	ENSPPYG00000012026	Pongo_abelii
ENSNLEP00000000220	ENSNLEG00000000186	Nomascus_leucogenys
ENSCCAP00000033382	ENSCCAG00000034703	Cebus_capucinus_imitator
ENSSBOP00000026476	ENSSBOG00000029675	Saimiri_boliviensis_boliviensis
ENSCJAP00000029191	ENSCJAG00000015854	Callithrix_jacchus
ENSANAP00000020880	ENSANAG00000028231	Aotus_nancymaae
ENSTSYP00000002939	ENSTSYG00000003221	Carlito_syrichta
ENSPSMP00000020526	ENSPSMG00000014503	Prolemur_simus
ENSPCOP00000025772	ENSPCOG00000025149	Propithecus_coquereli
ENSMICP00000010278	ENSMICG00000011292	Microcebus_murinus
ENSOGAP00000000601	ENSOGAG00000000667	Otolemur_garnettii
ENSCCNP00000026843	ENSCCNG00000026009	Castor_canadensis
ENSDORP00000013390	ENSDORG00000014239	Dipodomys_ordii
ENSCGRP00001001222	ENSCGRG00001000940	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000024740	ENSCGRG00000017925	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015012067	ENSCGRG00015009262	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011361	ENSMAUG00000011979	Mesocricetus_auratus
ENSPEMP00000011726	ENSPEMG00000012283	Peromyscus_maniculatus_bairdii
ENSMOCP00000024917	ENSMOCG00000021187	Microtus_ochrogaster
ENSMUSP00000023450	ENSMUSG00000022766	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021606	ENSMSIG00000018333	Mus_spicilegus
MGP_SPRETEiJ_P0042490	MGP_SPRETEiJ_G0021408	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0040636	MGP_CAROLIEiJ_G0020513	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028023	MGP_PahariEiJ_G0016218	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074639	ENSRNOG00000001865	Rattus_norvegicus
ENSMUGP00000010437	ENSMUGG00000009199	Meriones_unguiculatus
ENSNGAP00000007910	ENSNGAG00000011039	Nannospalax_galili
ENSJJAP00000008494	ENSJJAG00000012633	Jaculus_jaculus
ENSUPAP00010016810	ENSUPAG00010013401	Urocitellus_parryii
ENSSTOP00000013426	ENSSTOG00000014991	Ictidomys_tridecemlineatus
ENSSDAP00000008481	ENSSDAG00000007730	Spermophilus_dauricus
ENSMMMP00000001247	ENSMMMG00000001165	Marmota_marmota_marmota
ENSCLAP00000024628	ENSCLAG00000016913	Chinchilla_lanigera
ENSODEP00000022640	ENSODEG00000016619	Octodon_degus
ENSCPOP00000011200	ENSCPOG00000012446	Cavia_porcellus
ENSCAPP00000017970	ENSCAPG00000017497	Cavia_aperea
ENSHGLP00100002786	ENSHGLG00100002162	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000002696	ENSHGLG00000002033	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000000850	ENSFDAG00000010988	Fukomys_damarensis
ENSOCUP00000007813	ENSOCUG00000009048	Oryctolagus_cuniculus
ENSTBEP00000014371	ENSTBEG00000016541	Tupaia_belangeri
ENSPVAP00000011102	ENSPVAG00000011776	Pteropus_vampyrus
ENSMLUP00000010361	ENSMLUG00000011373	Myotis_lucifugus
ENSUMAP00000004488	ENSUMAG00000003633	Ursus_maritimus
ENSUAMP00000008322	ENSUAMG00000007048	Ursus_americanus
ENSAMEP00000009231	ENSAMEG00000008780	Ailuropoda_melanoleuca
ENSNVIP00000028174	ENSNVIG00000021769	Neovison_vison
ENSMPUP00000003585	ENSMPUG00000003614	Mustela_putorius_furo
ENSCAFP00020018967	ENSCAFG00020015042	Canis_lupus_dingo
ENSCAFP00000022517	ENSCAFG00000015271	Canis_lupus_familiaris
ENSVVUP00000029215	ENSVVUG00000021340	Vulpes_vulpes
ENSPTIP00000021150	ENSPTIG00000018394	Panthera_tigris_altaica
ENSPPRP00000023163	ENSPPRG00000013439	Panthera_pardus
ENSFCAP00000005577	ENSFCAG00000006002	Felis_catus
ENSEASP00005032951	ENSEASG00005022535	Equus_asinus_asinus
ENSECAP00000011734	ENSECAG00000013924	Equus_caballus
ENSEEUP00000004106	ENSEEUG00000004529	Erinaceus_europaeus
ENSSARP00000011933	ENSSARG00000013216	Sorex_araneus
ENSBIXP00005011487	ENSBIXG00005002505	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013872	ENSBIXG00000003258	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000018574	ENSBTAG00000013973	Bos_taurus
ENSBMUP00000025737	ENSBMUG00000019300	Bos_mutus
ENSCHIP00000015017	ENSCHIG00000015810	Capra_hircus
ENSOARP00000017693	ENSOARG00000016477	Ovis_aries
ENSTTRP00000008663	ENSTTRG00000009149	Tursiops_truncatus
ENSSSCP00000010766	ENSSSCG00000010093	Sus_scrofa_strain_reference
ENSDNOP00000021433	ENSDNOG00000032657	Dasypus_novemcinctus
ENSLAFP00000002279	ENSLAFG00000002722	Loxodonta_africana
ENSPCAP00000000255	ENSPCAG00000000281	Procavia_capensis
ENSETEP00000004822	ENSETEG00000005939	Echinops_telfairi
ENSOPRP00000002865	ENSOPRG00000003122	Ochotona_princeps
ENSVURP00010028425	ENSVURG00010021754	Vombatus_ursinus
ENSPCIP00000032735	ENSPCIG00000024292	Phascolarctos_cinereus
ENSMEUP00000001026	ENSMEUG00000001118	Notamacropus_eugenii
ENSSHAP00000002196	ENSSHAG00000001952	Sarcophilus_harrisii
ENSMODP00000022010	ENSMODG00000017654	Monodelphis_domestica
ENSXETP00000016042	ENSXETG00000010607	Xenopus_tropicalis
ENSLACP00000011889	ENSLACG00000010465	Latimeria_chalumnae
ENSDCDP00000011032	ENSDCDG00000005487	Denticeps_clupeoides
ENSDCDP00000010307	ENSDCDG00000005156	Denticeps_clupeoides
ENSCHAP00000011386	ENSCHAG00000006429	Clupea_harengus
ENSEEEP00000010331	ENSEEEG00000005229	Electrophorus_electricus
ENSIPUP00000019339	ENSIPUG00000013123	Ictalurus_punctatus
ENSAMXP00000016168	ENSAMXG00000015691	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005028158	ENSAMXG00005014081	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000004700	ENSPNAG00000011156	Pygocentrus_nattereri
ENSDARP00000017995	ENSDARG00000021208	Danio_rerio
ENSORLP00020005539	ENSORLG00020006401	Oryzias_latipes_ASM223471v1
ENSORLP00000002789	ENSORLG00000002247	Oryzias_latipes_ASM223467v1
ENSORLP00015031704	ENSORLG00015016123	Oryzias_latipes_ASM223469v1
ENSOMEP00000015173	ENSOMEG00000016719	Oryzias_melastigma
ENSBSLP00000028633	ENSBSLG00000014355	Betta_splendens
ENSCSEP00000019009	ENSCSEG00000012172	Cynoglossus_semilaevis
ENSCSEP00000031083	ENSCSEG00000019894	Cynoglossus_semilaevis
ENSLCAP00010003648	ENSLCAG00010001884	Lates_calcarifer
ENSSMAP00000011455	ENSSMAG00000007015	Scophthalmus_maximus
ENSSLDP00000011318	ENSSLDG00000008993	Seriola_lalandi_dorsalis
ENSSDUP00000031799	ENSSDUG00000022851	Seriola_dumerili
ENSMALP00000030789	ENSMALG00000021276	Monopterus_albus
ENSMAMP00000020342	ENSMAMG00000013633	Mastacembelus_armatus
ENSATEP00000030696	ENSATEG00000021178	Anabas_testudineus
ENSCGOP00000040543	ENSCGOG00000018481	Cottoperca_gobio
ENSLCRP00005006127	ENSLCRG00005003113	Larimichthys_crocea
ENSTRUP00000033122	ENSTRUG00000013053	Takifugu_rubripes
ENSTNIP00000018456	ENSTNIG00000015390	Tetraodon_nigroviridis
ENSMMOP00000016959	ENSMMOG00000012921	Mola_mola
ENSLBEP00000032399	ENSLBEG00000024431	Labrus_bergylta
ENSGACP00000005614	ENSGACG00000004263	Gasterosteus_aculeatus
ENSHCOP00000005487	ENSHCOG00000007153	Hippocampus_comes
ENSAPEP00000023594	ENSAPEG00000016774	Amphiprion_percula
ENSAOCP00000019567	ENSAOCG00000000072	Amphiprion_ocellaris
ENSAPOP00000003928	ENSAPOG00000005481	Acanthochromis_polyacanthus
ENSSPAP00000010588	ENSSPAG00000008061	Stegastes_partitus
ENSPRNP00000051363	ENSPRNG00000024343	Parambassis_ranga
ENSPMEP00000017332	ENSPMEG00000020207	Poecilia_mexicana
ENSPFOP00000014404	ENSPFOG00000014362	Poecilia_formosa
ENSPLAP00000011624	ENSPLAG00000014822	Poecilia_latipinna
ENSPREP00000015961	ENSPREG00000010743	Poecilia_reticulata
ENSXMAP00000014404	ENSXMAG00000014376	Xiphophorus_maculatus
ENSXCOP00000002061	ENSXCOG00000001600	Xiphophorus_couchianus
ENSGAFP00000026719	ENSGAFG00000018050	Gambusia_affinis
ENSFHEP00000005975	ENSFHEG00000006972	Fundulus_heteroclitus
ENSCVAP00000030454	ENSCVAG00000019071	Cyprinodon_variegatus
ENSKMAP00000006083	ENSKMAG00000004579	Kryptolebias_marmoratus
ENSGWIP00000036170	ENSGWIG00000018667	Gouania_willdenowi
ENSACLP00000015098	ENSACLG00000010287	Astatotilapia_calliptera
ENSMZEP00005013864	ENSMZEG00005010423	Maylandia_zebra
ENSPNYP00000009975	ENSPNYG00000007537	Pundamilia_nyererei
ENSHBUP00000028894	ENSHBUG00000013043	Haplochromis_burtoni
ENSNBRP00000026954	ENSNBRG00000020574	Neolamprologus_brichardi
ENSONIP00000018040	ENSONIG00000014348	Oreochromis_niloticus
ENSACIP00000024238	ENSACIG00000018802	Amphilophus_citrinellus
ENSPMGP00000016103	ENSPMGG00000013203	Periophthalmus_magnuspinnatus
ENSGMOP00000012512	ENSGMOG00000011703	Gadus_morhua
ENSHHUP00000087057	ENSHHUG00000050364	Hucho_hucho
ENSHHUP00000032238	ENSHHUG00000020473	Hucho_hucho
ENSELUP00000022107	ENSELUG00000021089	Esox_lucius
ENSSFOP00015024073	ENSSFOG00015015477	Scleropages_formosus
ENSPKIP00000015454	ENSPKIG00000002156	Paramormyrops_kingsleyae
ENSLOCP00000002675	ENSLOCG00000002284	Lepisosteus_oculatus
ENSECRP00000030793	ENSECRG00000020897	Erpetoichthys_calabaricus
ENSCMIP00000033555	ENSCMIG00000014312	Callorhinchus_milii
ENSCMIP00000046816	ENSCMIG00000019229	Callorhinchus_milii
