ENSAOWP00000013535	ENSAOWG00000009226	Apteryx_owenii
ENSSCAP00000005511	ENSSCAG00000004351	Serinus_canaria
ENSLOCP00000010260	ENSLOCG00000008436	Lepisosteus_oculatus
ENSBIXP00005042549	ENSBIXG00005026028	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000009533	ENSOARG00000008875	Ovis_aries
YJR106W_mRNA	YJR106W	Saccharomyces_cerevisiae_strain_S288C
ENSMICP00000028128	ENSMICG00000012282	Microcebus_murinus
ENSAPEP00000031254	ENSAPEG00000022184	Amphiprion_percula
ENSXCOP00000022732	ENSXCOG00000016983	Xiphophorus_couchianus
ENSNGAP00000021311	ENSNGAG00000020511	Nannospalax_galili
ENSCAFP00000042389	ENSCAFG00000009061	Canis_lupus_familiaris
ENSKMAP00000019497	ENSKMAG00000014504	Kryptolebias_marmoratus
MGP_CAROLIEiJ_P0070341	MGP_CAROLIEiJ_G0027661	Mus_caroli_strain_CAROLI_EIJ
ENSMVIP00005009231	ENSMVIG00005006807	Manacus_vitellinus
ENSCLAP00000015040	ENSCLAG00000010366	Chinchilla_lanigera
ENSMMOP00000023470	ENSMMOG00000017860	Mola_mola
MGP_SPRETEiJ_P0073029	MGP_SPRETEiJ_G0028661	Mus_spretus_strain_SPRET/EiJ
ENSOANP00000011743	ENSOANG00000007379	Ornithorhynchus_anatinus
ENSHGLP00100024118	ENSHGLG00100017717	Heterocephalus_glaber_HetGla_1.0
ENSPMEP00000011622	ENSPMEG00000013709	Poecilia_mexicana
ENSPVAP00000006655	ENSPVAG00000007055	Pteropus_vampyrus
ENSPANP00000045154	ENSPANG00000018414	Papio_anubis
ENSBBBP00000004982	ENSBBBG00000002979	Bison_bison_bison
ENSTBEP00000002537	ENSTBEG00000002932	Tupaia_belangeri
ENSPVIP00000002415	ENSPVIG00000002030	Pogona_vitticeps
ENSTSYP00000027545	ENSTSYG00000026342	Carlito_syrichta
ENSGAFP00000018168	ENSGAFG00000012293	Gambusia_affinis
ENSMNEP00000036379	ENSMNEG00000041316	Macaca_nemestrina
ENSZALP00000016719	ENSZALG00000013539	Zonotrichia_albicollis
ENSEEEP00000012233	ENSEEEG00000006165	Electrophorus_electricus
ENSHCOP00000012920	ENSHCOG00000016013	Hippocampus_comes
ENSECAP00000009351	ENSECAG00000011361	Equus_caballus
ENSLBEP00000017402	ENSLBEG00000013415	Labrus_bergylta
ENSODEP00000016568	ENSODEG00000012203	Octodon_degus
ENSPFOP00000015833	ENSPFOG00000015745	Poecilia_formosa
ENSCVAP00000009260	ENSCVAG00000011196	Cyprinodon_variegatus
ENSCAFP00020022592	ENSCAFG00020017774	Canis_lupus_dingo
ENSAHAP00000021432	ENSAHAG00000015034	Apteryx_haastii
ENSMEUP00000007476	ENSMEUG00000008171	Notamacropus_eugenii
ENSJHYP00000018452	ENSJHYG00000014036	Junco_hyemalis
ENSCJPP00005019328	ENSCJPG00005015687	Coturnix_japonica
YDL206W_mRNA	YDL206W	Saccharomyces_cerevisiae_strain_S288C
ENSDNVP00000010074	ENSDNVG00000007106	Dromaius_novaehollandiae
ENSPCAP00000003372	ENSPCAG00000003592	Procavia_capensis
