ENSARWP00000016471	ENSARWG00000010730	Apteryx_rowi
ENSAOWP00000021298	ENSAOWG00000014028	Apteryx_owenii
ENSAHAP00000017631	ENSAHAG00000012525	Apteryx_haastii
ENSDNVP00000016352	ENSDNVG00000011464	Dromaius_novaehollandiae
ENSNPEP00000008331	ENSNPEG00000006260	Nothoprocta_perdicaria
ENSCPGP00000028264	ENSCPGG00000019442	Calidris_pygmaea
ENSCPUP00000024996	ENSCPUG00000016925	Calidris_pugnax
ENSLSDP00000013909	ENSLSDG00000010061	Lonchura_striata_domestica
ENSTGUP00000007595	ENSTGUG00000007341	Taeniopygia_guttata
ENSSCAP00000004854	ENSSCAG00000003926	Serinus_canaria
ENSPMJP00000016948	ENSPMJG00000012772	Parus_major
ENSCCEP00000027751	ENSCCEG00000024169	Cyanistes_caeruleus
ENSJHYP00000017288	ENSJHYG00000013148	Junco_hyemalis
ENSZALP00000021703	ENSZALG00000016960	Zonotrichia_albicollis
ENSFALP00000008685	ENSFALG00000008337	Ficedula_albicollis
ENSLCOP00000011749	ENSLCOG00000008530	Lepidothrix_coronata
ENSMVIP00005001686	ENSMVIG00005001314	Manacus_vitellinus
ENSMUNP00000018473	ENSMUNG00000014127	Melopsittacus_undulatus
ENSAPLP00000008392	ENSAPLG00000008635	Anas_platyrhynchos_platyrhynchos
ENSABRP00000009295	ENSABRG00000008315	Anser_brachyrhynchus
ENSGALP00000035479	ENSGALG00000005670	Gallus_gallus
ENSCJPP00005016997	ENSCJPG00005013450	Coturnix_japonica
ENSMGAP00000006596	ENSMGAG00000006531	Meleagris_gallopavo
ENSNMEP00000022032	ENSNMEG00000018876	Numida_meleagris
ENSCPRP00005027315	ENSCPRG00005018917	Crocodylus_porosus
ENSCABP00000016409	ENSCABG00000012194	Chelonoidis_abingdonii
ENSGAGP00000025772	ENSGAGG00000018788	Gopherus_agassizii
ENSPSIP00000005071	ENSPSIG00000004718	Pelodiscus_sinensis
ENSCPBP00000019505	ENSCPBG00000012409	Chrysemys_picta_bellii
ENSGAGP00000019461	ENSGAGG00000014352	Gopherus_agassizii
ENSSPUP00000005829	ENSSPUG00000004506	Sphenodon_punctatus
ENSSPUP00000005843	ENSSPUG00000004522	Sphenodon_punctatus
ENSPVIP00000021935	ENSPVIG00000016608	Pogona_vitticeps	ENSPVIT00000027207
ENSACAP00000002773	ENSACAG00000002777	Anolis_carolinensis	ENSACAT00000002843
ENSNSUP00000028405	ENSNSUG00000020228	Notechis_scutatus
ENSSMRP00000027329	ENSSMRG00000021068	Salvator_merianae
ENSBTAP00000071107	ENSBTAG00000021164	Bos_taurus
ENSBMUP00000006926	ENSBMUG00000005116	Bos_mutus
ENSBIXP00000026490	ENSBIXG00000029929	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005000366	ENSBIXG00005030294	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000024240	ENSBBBG00000019320	Bison_bison_bison
ENSCHIP00000005494	ENSCHIG00000009299	Capra_hircus
ENSOARP00000014085	ENSOARG00000013142	Ovis_aries
ENSTTRP00000014578	ENSTTRG00000015383	Tursiops_truncatus
ENSSSCP00000058642	ENSSSCG00000038873	Sus_scrofa_strain_reference
ENSVPAP00000003618	ENSVPAG00000003893	Vicugna_pacos
ENSECAP00000030808	ENSECAG00000019132	Equus_caballus
ENSEASP00005001384	ENSEASG00005001149	Equus_asinus_asinus
ENSAMEP00000012488	ENSAMEG00000011861	Ailuropoda_melanoleuca
ENSUMAP00000030293	ENSUMAG00000021927	Ursus_maritimus
ENSNVIP00000028567	ENSNVIG00000021646	Neovison_vison
ENSCAFP00020010076	ENSCAFG00020007038	Canis_lupus_dingo
ENSCAFP00000011433	ENSCAFG00000007695	Canis_lupus_familiaris
ENSVVUP00000027618	ENSVVUG00000020288	Vulpes_vulpes
ENSPPRP00000021356	ENSPPRG00000012264	Panthera_pardus
ENSPTIP00000011187	ENSPTIG00000011558	Panthera_tigris_altaica
ENSFCAP00000026299	ENSFCAG00000030822	Felis_catus
ENSPVAP00000013598	ENSPVAG00000014426	Pteropus_vampyrus
ENSTBEP00000006874	ENSTBEG00000007926	Tupaia_belangeri
ENSMUGP00000008777	ENSMUGG00000007582	Meriones_unguiculatus
ENSRNOP00000069804	ENSRNOG00000011307	Rattus_norvegicus
ENSMAUP00000012252	ENSMAUG00000012611	Mesocricetus_auratus
ENSJJAP00000023127	ENSJJAG00000022979	Jaculus_jaculus
ENSOPRP00000012057	ENSOPRG00000013200	Ochotona_princeps
ENSTGEP00000035747	ENSTGEG00000028344	Theropithecus_gelada
ENSCSAP00000008424	ENSCSAG00000012241	Chlorocebus_sabaeus
ENSCANP00000006756	ENSCANG00000022529	Colobus_angolensis_palliatus
ENSPPYP00000015400	ENSPPYG00000013766	Pongo_abelii
ENSUAMP00000026376	ENSUAMG00000020449	Ursus_americanus
ENSMPUP00000016770	ENSMPUG00000016875	Mustela_putorius_furo
ENSDNOP00000021322	ENSDNOG00000036921	Dasypus_novemcinctus
ENSPPAP00000031210	ENSPPAG00000038504	Pan_paniscus
ENSPTRP00000072932	ENSPTRG00000015053	Pan_troglodytes
ENSGGOP00000028673	ENSGGOG00000034879	Gorilla_gorilla
ENSP00000499241	ENSG00000163681	Homo_sapiens
ENSNLEP00000008873	ENSNLEG00000007275	Nomascus_leucogenys
ENSRROP00000037265	ENSRROG00000041937	Rhinopithecus_roxellana
ENSRBIP00000034417	ENSRBIG00000040826	Rhinopithecus_bieti
ENSCANP00000006528	ENSCANG00000021779	Colobus_angolensis_palliatus
ENSPTEP00000021872	ENSPTEG00000022760	Piliocolobus_tephrosceles
ENSCATP00000021957	ENSCATG00000034577	Cercocebus_atys
ENSMLEP00000006925	ENSMLEG00000027108	Mandrillus_leucophaeus
ENSMMUP00000039506	ENSMMUG00000004800	Macaca_mulatta
ENSMFAP00000002309	ENSMFAG00000038300	Macaca_fascicularis
ENSMNEP00000017860	ENSMNEG00000032830	Macaca_nemestrina
