ENSABRP00000027498	ENSABRG00000022880	Anser_brachyrhynchus
ENSAPLP00000032235	ENSAPLG00000024244	Anas_platyrhynchos_platyrhynchos
ENSGALP00000071516	ENSGALG00000029027	Gallus_gallus
ENSCJPP00005021147	ENSCJPG00005016931	Coturnix_japonica
ENSMGAP00000009943	ENSMGAG00000009617	Meleagris_gallopavo
ENSNMEP00000025280	ENSNMEG00000021420	Numida_meleagris
ENSSCAP00000017441	ENSSCAG00000012670	Serinus_canaria
ENSZALP00000014267	ENSZALG00000011830	Zonotrichia_albicollis
ENSJHYP00000023578	ENSJHYG00000017729	Junco_hyemalis
ENSLSDP00000002867	ENSLSDG00000002232	Lonchura_striata_domestica
ENSTGUP00000003854	ENSTGUG00000003705	Taeniopygia_guttata
ENSFALP00000004674	ENSFALG00000004482	Ficedula_albicollis
ENSCCEP00000023475	ENSCCEG00000021012	Cyanistes_caeruleus
ENSPMJP00000010729	ENSPMJG00000008417	Parus_major
ENSLCOP00000010466	ENSLCOG00000007606	Lepidothrix_coronata
ENSMVIP00005011357	ENSMVIG00005008331	Manacus_vitellinus
ENSMUNP00000006181	ENSMUNG00000004992	Melopsittacus_undulatus
ENSCPUP00000025801	ENSCPUG00000017404	Calidris_pugnax
ENSCPGP00000013324	ENSCPGG00000009431	Calidris_pygmaea
ENSARWP00000007094	ENSARWG00000004976	Apteryx_rowi
ENSAOWP00000018986	ENSAOWG00000012915	Apteryx_owenii
ENSAHAP00000001596	ENSAHAG00000001359	Apteryx_haastii
ENSDNVP00000008351	ENSDNVG00000005936	Dromaius_novaehollandiae
ENSNPEP00000014545	ENSNPEG00000010871	Nothoprocta_perdicaria
ENSCPRP00005020145	ENSCPRG00005014038	Crocodylus_porosus
ENSCABP00000004899	ENSCABG00000003679	Chelonoidis_abingdonii
ENSGAGP00000022858	ENSGAGG00000016756	Gopherus_agassizii
ENSCPBP00000038445	ENSCPBG00000026556	Chrysemys_picta_bellii
ENSPSIP00000016648	ENSPSIG00000014795	Pelodiscus_sinensis
ENSACAP00000000583	ENSACAG00000000531	Anolis_carolinensis
ENSPVIP00000026991	ENSPVIG00000020090	Pogona_vitticeps
ENSNSUP00000027787	ENSNSUG00000019847	Notechis_scutatus
ENSSMRP00000017944	ENSSMRG00000013987	Salvator_merianae
ENSSPUP00000012618	ENSSPUG00000009703	Sphenodon_punctatus
ENSEEUP00000010344	ENSEEUG00000011340	Erinaceus_europaeus
ENSSARP00000005683	ENSSARG00000006259	Sorex_araneus
ENSPCAP00000000692	ENSPCAG00000000741	Procavia_capensis
ENSDNOP00000026620	ENSDNOG00000048108	Dasypus_novemcinctus
ENSLAFP00000023516	ENSLAFG00000030360	Loxodonta_africana
ENSETEP00000013132	ENSETEG00000016201	Echinops_telfairi
ENSPCOP00000005956	ENSPCOG00000014037	Propithecus_coquereli
ENSMICP00000037779	ENSMICG00000015913	Microcebus_murinus
ENSPSMP00000035731	ENSPSMG00000024592	Prolemur_simus
ENSOGAP00000018695	ENSOGAG00000025966	Otolemur_garnettii
ENSCCAP00000008412	ENSCCAG00000021929	Cebus_capucinus_imitator
ENSSBOP00000040364	ENSSBOG00000036170	Saimiri_boliviensis_boliviensis
ENSCJAP00000036995	ENSCJAG00000019889	Callithrix_jacchus
ENSANAP00000036828	ENSANAG00000035914	Aotus_nancymaae
ENSPPAP00000021389	ENSPPAG00000033910	Pan_paniscus
ENSPTRP00000013197	ENSPTRG00000007728	Pan_troglodytes
ENSP00000268231	ENSG00000140623	Homo_sapiens
ENSGGOP00000051609	ENSGGOG00000007528	Gorilla_gorilla
ENSPPYP00000007995	ENSPPYG00000007070	Pongo_abelii
ENSNLEP00000012085	ENSNLEG00000009906	Nomascus_leucogenys
ENSTGEP00000029525	ENSTGEG00000023739	Theropithecus_gelada
ENSPANP00000013827	ENSPANG00000022807	Papio_anubis
ENSCATP00000018601	ENSCATG00000033120	Cercocebus_atys
ENSMLEP00000004246	ENSMLEG00000019167	Mandrillus_leucophaeus
ENSMFAP00000024810	ENSMFAG00000043961	Macaca_fascicularis
ENSMMUP00000023590	ENSMMUG00000017945	Macaca_mulatta
ENSRROP00000008682	ENSRROG00000028781	Rhinopithecus_roxellana
ENSRBIP00000005587	ENSRBIG00000024546	Rhinopithecus_bieti
ENSCANP00000024134	ENSCANG00000035476	Colobus_angolensis_palliatus
ENSMNEP00000007336	ENSMNEG00000028232	Macaca_nemestrina
ENSPTEP00000006163	ENSPTEG00000007087	Piliocolobus_tephrosceles
ENSODEP00000017818	ENSODEG00000013145	Octodon_degus
ENSFDAP00000007600	ENSFDAG00000016066	Fukomys_damarensis
ENSCPOP00000010431	ENSCPOG00000011596	Cavia_porcellus
ENSCAPP00000012958	ENSCAPG00000013691	Cavia_aperea
ENSHGLP00100000932	ENSHGLG00100000756	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000020370	ENSHGLG00000014562	Heterocephalus_glaber_HetGla_female_1.0
ENSCLAP00000016590	ENSCLAG00000011397	Chinchilla_lanigera
ENSUPAP00010024514	ENSUPAG00010019422	Urocitellus_parryii
ENSSTOP00000011036	ENSSTOG00000012312	Ictidomys_tridecemlineatus
ENSMMMP00000006859	ENSMMMG00000006129	Marmota_marmota_marmota
ENSSDAP00000007223	ENSSDAG00000006622	Spermophilus_dauricus
ENSCCNP00000009909	ENSCCNG00000010413	Castor_canadensis
ENSDORP00000027738	ENSDORG00000011984	Dipodomys_ordii
ENSCGRP00001010638	ENSCGRG00001012476	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000021242	ENSCGRG00000015421	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016663	ENSCGRG00015012811	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000012988	ENSMAUG00000013139	Mesocricetus_auratus
ENSMOCP00000018887	ENSMOCG00000017045	Microtus_ochrogaster
ENSPEMP00000030657	ENSPEMG00000023737	Peromyscus_maniculatus_bairdii
ENSMUSP00000131062	ENSMUSG00000022542	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0042075	MGP_SPRETEiJ_G0021310	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0040236	MGP_CAROLIEiJ_G0020416	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0027633	MGP_PahariEiJ_G0016124	Mus_pahari_strain_PAHARI_EIJ
ENSMSIP00000032513	ENSMSIG00000027252	Mus_spicilegus
ENSRNOP00000057921	ENSRNOG00000003137	Rattus_norvegicus
ENSMUGP00000019623	ENSMUGG00000016610	Meriones_unguiculatus
ENSNGAP00000023313	ENSNGAG00000021915	Nannospalax_galili
ENSJJAP00000024941	ENSJJAG00000024267	Jaculus_jaculus
ENSOPRP00000000578	ENSOPRG00000000640	Ochotona_princeps
ENSTSYP00000019916	ENSTSYG00000008537	Carlito_syrichta
ENSTBEP00000006408	ENSTBEG00000007426	Tupaia_belangeri
ENSCHIP00000010934	ENSCHIG00000013270	Capra_hircus
ENSOARP00000004198	ENSOARG00000003930	Ovis_aries
ENSBIXP00000026331	ENSBIXG00000030221	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005004104	ENSBIXG00005006417	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000021722	ENSBTAG00000016330	Bos_taurus
ENSBMUP00000013595	ENSBMUG00000010378	Bos_mutus
ENSBBBP00000013408	ENSBBBG00000021093	Bison_bison_bison
ENSTTRP00000005180	ENSTTRG00000005489	Tursiops_truncatus
ENSSSCP00000008471	ENSSSCG00000007933	Sus_scrofa_strain_reference
ENSVPAP00000009899	ENSVPAG00000010635	Vicugna_pacos
ENSEASP00005000654	ENSEASG00005000570	Equus_asinus_asinus
ENSECAP00000016500	ENSECAG00000018692	Equus_caballus
ENSMLUP00000003205	ENSMLUG00000003525	Myotis_lucifugus
ENSPVAP00000015178	ENSPVAG00000016080	Pteropus_vampyrus
ENSUMAP00000003627	ENSUMAG00000002994	Ursus_maritimus
ENSUAMP00000020867	ENSUAMG00000016430	Ursus_americanus
ENSAMEP00000001844	ENSAMEG00000001746	Ailuropoda_melanoleuca
ENSMPUP00000014804	ENSMPUG00000014915	Mustela_putorius_furo
ENSNVIP00000001777	ENSNVIG00000001425	Neovison_vison
ENSCAFP00020032009	ENSCAFG00020024938	Canis_lupus_dingo
ENSCAFP00000028276	ENSCAFG00000019171	Canis_lupus_familiaris
ENSVVUP00000022590	ENSVVUG00000016536	Vulpes_vulpes
ENSPTIP00000016938	ENSPTIG00000015526	Panthera_tigris_altaica
ENSPPRP00000013396	ENSPPRG00000006622	Panthera_pardus
ENSFCAP00000041436	ENSFCAG00000029843	Felis_catus
ENSOCUP00000035177	ENSOCUG00000008343	Oryctolagus_cuniculus
ENSCSAP00000005224	ENSCSAG00000008975	Chlorocebus_sabaeus
ENSUAMP00000004270	ENSUAMG00000003923	Ursus_americanus
ENSCHOP00000000619	ENSCHOG00000000698	Choloepus_hoffmanni
ENSPCIP00000036151	ENSPCIG00000026671	Phascolarctos_cinereus
ENSVURP00010017788	ENSVURG00010013594	Vombatus_ursinus
ENSMEUP00000002878	ENSMEUG00000003153	Notamacropus_eugenii
ENSSHAP00000008112	ENSSHAG00000007036	Sarcophilus_harrisii
ENSMODP00000007679	ENSMODG00000006197	Monodelphis_domestica
ENSOANP00000006778	ENSOANG00000004266	Ornithorhynchus_anatinus
ENSXETP00000028437	ENSXETG00000007847	Xenopus_tropicalis	ENSXETT00000017997
ENSELUP00000012859	ENSELUG00000013050	Esox_lucius
ENSCHAP00000045878	ENSCHAG00000021289	Clupea_harengus
ENSCHAP00000045824	ENSCHAG00000021246	Clupea_harengus
ENSDCDP00000053034	ENSDCDG00000031698	Denticeps_clupeoides
ENSAMXP00000014114	ENSAMXG00000013711	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000014114
ENSAMXP00005026945	ENSAMXG00005013544	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000019703	ENSPNAG00000026381	Pygocentrus_nattereri	ENSPNAT00000029724
ENSEEEP00000042973	ENSEEEG00000020252	Electrophorus_electricus	ENSEEET00000043465
ENSIPUP00000022680	ENSIPUG00000015361	Ictalurus_punctatus	ENSIPUT00000023654
ENSDARP00000126089	ENSDARG00000019191	Danio_rerio
ENSCSEP00000017935	ENSCSEG00000011498	Cynoglossus_semilaevis
ENSHCOP00000013262	ENSHCOG00000016400	Hippocampus_comes
ENSTRUP00000051901	ENSTRUG00000021364	Takifugu_rubripes
ENSTNIP00000022917	ENSTNIG00000019672	Tetraodon_nigroviridis
ENSGACP00000000646	ENSGACG00000000503	Gasterosteus_aculeatus
ENSBSLP00000018167	ENSBSLG00000008005	Betta_splendens
ENSCGOP00000003095	ENSCGOG00000001236	Cottoperca_gobio
ENSLCRP00005046262	ENSLCRG00005017597	Larimichthys_crocea
ENSLBEP00000005318	ENSLBEG00000004076	Labrus_bergylta
ENSHCOP00000006843	ENSHCOG00000008701	Hippocampus_comes
ENSSDUP00000025318	ENSSDUG00000018368	Seriola_dumerili
ENSSLDP00000027964	ENSSLDG00000021664	Seriola_lalandi_dorsalis
ENSSMAP00000025230	ENSSMAG00000015399	Scophthalmus_maximus
ENSMALP00000004205	ENSMALG00000003054	Monopterus_albus
ENSATEP00000010642	ENSATEG00000007502	Anabas_testudineus
ENSMAMP00000004808	ENSMAMG00000003208	Mastacembelus_armatus
ENSLCAP00010029858	ENSLCAG00010014028	Lates_calcarifer
ENSPRNP00000022322	ENSPRNG00000011004	Parambassis_ranga
ENSGWIP00000030795	ENSGWIG00000015210	Gouania_willdenowi
ENSPLAP00000003272	ENSPLAG00000004719	Poecilia_latipinna
ENSPMEP00000019450	ENSPMEG00000022516	Poecilia_mexicana
ENSPFOP00000015898	ENSPFOG00000015822	Poecilia_formosa
ENSPREP00000016221	ENSPREG00000010945	Poecilia_reticulata
ENSXMAP00000037051	ENSXMAG00000012528	Xiphophorus_maculatus
ENSXCOP00000010071	ENSXCOG00000007643	Xiphophorus_couchianus
ENSPREP00000012106	ENSPREG00000008225	Poecilia_reticulata
ENSGAFP00000008133	ENSGAFG00000005527	Gambusia_affinis
ENSFHEP00000007804	ENSFHEG00000008995	Fundulus_heteroclitus
ENSKMAP00000008562	ENSKMAG00000006409	Kryptolebias_marmoratus
ENSORLP00015006945	ENSORLG00015007797	Oryzias_latipes_ASM223469v1
ENSORLP00000023984	ENSORLG00000019251	Oryzias_latipes_ASM223467v1
