ENSUMAP00000008695	ENSUMAG00000006620	Ursus_maritimus
ENSUAMP00000024093	ENSUAMG00000018843	Ursus_americanus
ENSEASP00005000100	ENSEASG00005000121	Equus_asinus_asinus
ENSBTAP00000020124	ENSBTAG00000015126	Bos_taurus
ENSBMUP00000033444	ENSBMUG00000024982	Bos_mutus
ENSOARP00000016163	ENSOARG00000015067	Ovis_aries
ENSTTRP00000011236	ENSTTRG00000011847	Tursiops_truncatus
ENSRBIP00000001120	ENSRBIG00000005854	Rhinopithecus_bieti
ENSCATP00000002941	ENSCATG00000012185	Cercocebus_atys
ENSGGOP00000031801	ENSGGOG00000025865	Gorilla_gorilla
ENSPTRP00000072235	ENSPTRG00000040752	Pan_troglodytes
ENSPPAP00000035541	ENSPPAG00000040577	Pan_paniscus
ENSGGOP00000039123	ENSGGOG00000043097	Gorilla_gorilla
ENSMFAP00000004421	ENSMFAG00000001915	Macaca_fascicularis
ENSMNEP00000015875	ENSMNEG00000031988	Macaca_nemestrina
ENSMLEP00000023128	ENSMLEG00000035769	Mandrillus_leucophaeus
ENSPANP00000023995	ENSPANG00000032590	Papio_anubis
ENSCATP00000000464	ENSCATG00000002218	Cercocebus_atys
ENSRROP00000023000	ENSRROG00000035359	Rhinopithecus_roxellana
ENSCANP00000004194	ENSCANG00000014764	Colobus_angolensis_palliatus
ENSSBOP00000023516	ENSSBOG00000028277	Saimiri_boliviensis_boliviensis
ENSMLUP00000008112	ENSMLUG00000008919	Myotis_lucifugus
ENSEEUP00000003833	ENSEEUG00000004218	Erinaceus_europaeus
ENSCAPP00000015762	ENSCAPG00000015821	Cavia_aperea
ENSCPOP00000020677	ENSCPOG00000024404	Cavia_porcellus
ENSCLAP00000010004	ENSCLAG00000006931	Chinchilla_lanigera
ENSODEP00000014829	ENSODEG00000010959	Octodon_degus
ENSLAFP00000028461	ENSLAFG00000027379	Loxodonta_africana
ENSOANP00000029923	ENSOANG00000029063	Ornithorhynchus_anatinus
ENSTGUP00000015382	ENSTGUG00000015034	Taeniopygia_guttata
ENSLCAP00010041775	ENSLCAG00010019561	Lates_calcarifer
ENSHCOP00000005681	ENSHCOG00000007362	Hippocampus_comes
ENSGMOP00000000585	ENSGMOG00000000593	Gadus_morhua
