ENSUMAP00000033183	ENSUMAG00000023923	Ursus_maritimus
ENSUAMP00000000233	ENSUAMG00000000212	Ursus_americanus
ENSAMEP00000009567	ENSAMEG00000009107	Ailuropoda_melanoleuca
ENSMPUP00000000729	ENSMPUG00000000732	Mustela_putorius_furo
ENSNVIP00000013141	ENSNVIG00000010395	Neovison_vison
ENSCAFP00020004374	ENSCAFG00020003589	Canis_lupus_dingo
ENSCAFP00000053350	ENSCAFG00000031000	Canis_lupus_familiaris
ENSVVUP00000001455	ENSVVUG00000001168	Vulpes_vulpes
ENSPPRP00000020695	ENSPPRG00000011698	Panthera_pardus
ENSPTIP00000026120	ENSPTIG00000021645	Panthera_tigris_altaica
ENSFCAP00000024857	ENSFCAG00000043514	Felis_catus
ENSEEUP00000007586	ENSEEUG00000008362	Erinaceus_europaeus
ENSEEUP00000012521	ENSEEUG00000013740	Erinaceus_europaeus
ENSCHIP00000022419	ENSCHIG00000020391	Capra_hircus
ENSOARP00000007277	ENSOARG00000006794	Ovis_aries
ENSBIXP00000040498	ENSBIXG00000024574	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005023428	ENSBIXG00005026171	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000008427	ENSBTAG00000006428	Bos_taurus
ENSBMUP00000003114	ENSBMUG00000002471	Bos_mutus
ENSBBBP00000018307	ENSBBBG00000007645	Bison_bison_bison
ENSTTRP00000010076	ENSTTRG00000010631	Tursiops_truncatus
ENSVPAP00000010343	ENSVPAG00000011106	Vicugna_pacos
ENSMLUP00000012094	ENSMLUG00000013294	Myotis_lucifugus
ENSPVAP00000015803	ENSPVAG00000016750	Pteropus_vampyrus
ENSECAP00000010189	ENSECAG00000012431	Equus_caballus
ENSEASP00005018275	ENSEASG00005012606	Equus_asinus_asinus
ENSHGLP00100004634	ENSHGLG00100003500	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010239	ENSHGLG00000007345	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00000019440	ENSHGLG00000013916	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016634	ENSHGLG00100012284	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008259	ENSHGLG00000005975	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006419	ENSFDAG00000015190	Fukomys_damarensis
ENSCLAP00000021389	ENSCLAG00000014648	Chinchilla_lanigera
ENSODEP00000011128	ENSODEG00000008278	Octodon_degus
ENSCPOP00000030579	ENSCPOG00000034791	Cavia_porcellus
ENSCAPP00000012225	ENSCAPG00000013118	Cavia_aperea
ENSUPAP00010021569	ENSUPAG00010017149	Urocitellus_parryii
ENSSDAP00000011355	ENSSDAG00000010252	Spermophilus_dauricus
ENSSDAP00000019137	ENSSDAG00000017407	Spermophilus_dauricus
ENSMMMP00000000947	ENSMMMG00000000853	Marmota_marmota_marmota
ENSSTOP00000021368	ENSSTOG00000024118	Ictidomys_tridecemlineatus
ENSCCNP00000002086	ENSCCNG00000002287	Castor_canadensis
ENSDORP00000024213	ENSDORG00000009396	Dipodomys_ordii
ENSPEMP00000028701	ENSPEMG00000024167	Peromyscus_maniculatus_bairdii
ENSPEMP00000031678	ENSPEMG00000030672	Peromyscus_maniculatus_bairdii
ENSMOCP00000004458	ENSMOCG00000003692	Microtus_ochrogaster
ENSCGRP00000020669	ENSCGRG00000015037	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022596	ENSCGRG00001021088	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034180	ENSCGRG00015025752	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000956	ENSMAUG00000000735	Mesocricetus_auratus
ENSMSIP00000006923	ENSMSIG00000006077	Mus_spicilegus
MGP_SPRETEiJ_P0027872	MGP_SPRETEiJ_G0017150	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000104747	ENSMUSG00000020364	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0026502	MGP_CAROLIEiJ_G0016306	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0033273	MGP_PahariEiJ_G0017441	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000049437	ENSRNOG00000003634	Rattus_norvegicus
ENSMUGP00000002760	ENSMUGG00000002554	Meriones_unguiculatus
ENSNGAP00000008954	ENSNGAG00000011769	Nannospalax_galili
ENSJJAP00000001405	ENSJJAG00000001494	Jaculus_jaculus
ENSOPRP00000004579	ENSOPRG00000004995	Ochotona_princeps
ENSOPRP00000015655	ENSOPRG00000017155	Ochotona_princeps
ENSOPRP00000000953	ENSOPRG00000001049	Ochotona_princeps
ENSOCUP00000043181	ENSOCUG00000029378	Oryctolagus_cuniculus
ENSPPAP00000033024	ENSPPAG00000039371	Pan_paniscus
ENSPTRP00000030076	ENSPTRG00000017606	Pan_troglodytes
ENSP00000337122	ENSG00000169131	Homo_sapiens
ENSGGOP00000002496	ENSGGOG00000002534	Gorilla_gorilla
ENSPPYP00000018027	ENSPPYG00000016111	Pongo_abelii
ENSCANP00000020750	ENSCANG00000033815	Colobus_angolensis_palliatus
ENSPTEP00000029231	ENSPTEG00000028679	Piliocolobus_tephrosceles
ENSRBIP00000020016	ENSRBIG00000033996	Rhinopithecus_bieti
ENSRROP00000023414	ENSRROG00000035557	Rhinopithecus_roxellana
ENSPANP00000036230	ENSPANG00000032762	Papio_anubis
ENSTGEP00000021096	ENSTGEG00000017002	Theropithecus_gelada
ENSMMUP00000064270	ENSMMUG00000041519	Macaca_mulatta
ENSMNEP00000026650	ENSMNEG00000036763	Macaca_nemestrina
ENSMFAP00000011168	ENSMFAG00000013407	Macaca_fascicularis
ENSCATP00000011380	ENSCATG00000029919	Cercocebus_atys
ENSMLEP00000029179	ENSMLEG00000038806	Mandrillus_leucophaeus
ENSCSAP00000004851	ENSCSAG00000008589	Chlorocebus_sabaeus
ENSCJAP00000069405	ENSCJAG00000012077	Callithrix_jacchus
ENSCCAP00000007944	ENSCCAG00000021720	Cebus_capucinus_imitator
ENSSBOP00000040483	ENSSBOG00000036215	Saimiri_boliviensis_boliviensis
ENSANAP00000008075	ENSANAG00000022081	Aotus_nancymaae
ENSTSYP00000007719	ENSTSYG00000008405	Carlito_syrichta
ENSTSYP00000023648	ENSTSYG00000035358	Carlito_syrichta
ENSPSMP00000019237	ENSPSMG00000013548	Prolemur_simus
ENSMICP00000005832	ENSMICG00000006390	Microcebus_murinus
ENSPCOP00000019596	ENSPCOG00000021744	Propithecus_coquereli
ENSOGAP00000015688	ENSOGAG00000024624	Otolemur_garnettii
ENSP00000492050	ENSG00000285978	Homo_sapiens
ENSCHOP00000007214	ENSCHOG00000008173	Choloepus_hoffmanni
ENSCHOP00000007581	ENSCHOG00000008579	Choloepus_hoffmanni
ENSCHOP00000003444	ENSCHOG00000003898	Choloepus_hoffmanni
ENSDNOP00000033972	ENSDNOG00000043806	Dasypus_novemcinctus
ENSLAFP00000002429	ENSLAFG00000002909	Loxodonta_africana
ENSETEP00000016451	ENSETEG00000020249	Echinops_telfairi
