ENSCGOP00000020859	ENSCGOG00000010069	Cottoperca_gobio
ENSJJAP00000021041	ENSJJAG00000021499	Jaculus_jaculus
ENSOMEP00000015097	ENSOMEG00000016644	Oryzias_melastigma
ENSMLUP00000006174	ENSMLUG00000006735	Myotis_lucifugus
ENSONIP00000010434	ENSONIG00000008292	Oreochromis_niloticus
ENSRNOP00000006349	ENSRNOG00000004731	Rattus_norvegicus
ENSRBIP00000003880	ENSRBIG00000018138	Rhinopithecus_bieti
ENSCAFP00020024803	ENSCAFG00020019485	Canis_lupus_dingo
ENSDORP00000002624	ENSDORG00000002793	Dipodomys_ordii
ENSCGRP00001001365	ENSCGRG00001001072	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTEP00000020886	ENSPTEG00000022029	Piliocolobus_tephrosceles
ENSPNYP00000026272	ENSPNYG00000019781	Pundamilia_nyererei
ENSUMAP00000027313	ENSUMAG00000019815	Ursus_maritimus
ENSSSCP00000038425	ENSSSCG00000013339	Sus_scrofa_strain_reference
ENSVURP00010002932	ENSVURG00010001314	Vombatus_ursinus	ENSVURT00010003323
ENSMAUP00000003537	ENSMAUG00000003845	Mesocricetus_auratus
ENSMPUP00000010991	ENSMPUG00000011081	Mustela_putorius_furo
ENSCSAVP00000011762	ENSCSAVG00000006902	Ciona_savignyi
ENSFALP00000003163	ENSFALG00000003040	Ficedula_albicollis
ENSCSEP00000009627	ENSCSEG00000006168	Cynoglossus_semilaevis
ENSCSEP00000009704	ENSCSEG00000006227	Cynoglossus_semilaevis
ENSHCOP00000027463	ENSHCOG00000019349	Hippocampus_comes
ENSHBUP00000027636	ENSHBUG00000011036	Haplochromis_burtoni
ENSFHEP00000010318	ENSFHEG00000011686	Fundulus_heteroclitus
ENSPREP00000021094	ENSPREG00000014250	Poecilia_reticulata
MGP_CAROLIEiJ_P0053584	MGP_CAROLIEiJ_G0024054	Mus_caroli_strain_CAROLI_EIJ
ENSDARP00000127792	ENSDARG00000058015	Danio_rerio
ENSTRUP00000056638	ENSTRUG00000025351	Takifugu_rubripes
ENSHHUP00000030511	ENSHHUG00000019442	Hucho_hucho
ENSSHAP00000010629	ENSSHAG00000009173	Sarcophilus_harrisii	ENSSHAT00000010723
ENSODEP00000002818	ENSODEG00000002166	Octodon_degus
ENSECRP00000030683	ENSECRG00000020749	Erpetoichthys_calabaricus
ENSAMXP00005005137	ENSAMXG00005003187	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSXCOP00000022414	ENSXCOG00000016744	Xiphophorus_couchianus
ENSPVIP00000034906	ENSPVIG00000025496	Pogona_vitticeps
ENSPVIP00000034904	ENSPVIG00000025494	Pogona_vitticeps
ENSPVIP00000034903	ENSPVIG00000025493	Pogona_vitticeps
ENSTRUP00000030058	ENSTRUG00000011890	Takifugu_rubripes
ENSCPOP00000005023	ENSCPOG00000005576	Cavia_porcellus
ENSCHIP00000023382	ENSCHIG00000020980	Capra_hircus	ENSCHIT00000031242
ENSMICP00000004668	ENSMICG00000005117	Microcebus_murinus
ENSBIXP00005006732	ENSBIXG00005001264	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPRNP00000047315	ENSPRNG00000022662	Parambassis_ranga
MGP_SPRETEiJ_P0055680	MGP_SPRETEiJ_G0024967	Mus_spretus_strain_SPRET/EiJ
ENSAOWP00000008748	ENSAOWG00000005828	Apteryx_owenii
ENSCLAP00000004087	ENSCLAG00000002919	Chinchilla_lanigera
ENSLOCP00000007873	ENSLOCG00000006513	Lepisosteus_oculatus
ENSPMEP00000019962	ENSPMEG00000023024	Poecilia_mexicana
ENSRROP00000021493	ENSRROG00000034646	Rhinopithecus_roxellana
ENSCMIP00000039611	ENSCMIG00000016587	Callorhinchus_milii
ENSSHAP00000008798	ENSSHAG00000007618	Sarcophilus_harrisii	ENSSHAT00000008871
ENSNGAP00000010260	ENSNGAG00000012703	Nannospalax_galili
ENSCAPP00000000150	ENSCAPG00000000124	Cavia_aperea
ENSMOCP00000026058	ENSMOCG00000021978	Microtus_ochrogaster
ENSCJPP00005018854	ENSCJPG00005015305	Coturnix_japonica
ENSHHUP00000057268	ENSHHUG00000034158	Hucho_hucho
ENSCHOP00000006787	ENSCHOG00000007644	Choloepus_hoffmanni
ENSDNVP00000014642	ENSDNVG00000010314	Dromaius_novaehollandiae
ENSCGRP00000015966	ENSCGRG00000011588	Cricetulus_griseus_CriGri_1.0
ENSLCOP00000019720	ENSLCOG00000013890	Lepidothrix_coronata
ENSGAGP00000005363	ENSGAGG00000004344	Gopherus_agassizii
ENSORLP00000038232	ENSORLG00000005723	Oryzias_latipes_ASM223467v1
ENSMMMP00000007507	ENSMMMG00000006718	Marmota_marmota_marmota
ENSTNIP00000005163	ENSTNIG00000002611	Tetraodon_nigroviridis
ENSMVIP00005001392	ENSMVIG00005001081	Manacus_vitellinus
ENSAOCP00000022451	ENSAOCG00000007961	Amphiprion_ocellaris
ENSBMUP00000032404	ENSBMUG00000024162	Bos_mutus
ENSOCUP00000015366	ENSOCUG00000017882	Oryctolagus_cuniculus
ENSMODP00000047910	ENSMODG00000009376	Monodelphis_domestica	ENSMODT00000074210
ENSOPRP00000005972	ENSOPRG00000006515	Ochotona_princeps
ENSSTOP00000011281	ENSSTOG00000012581	Ictidomys_tridecemlineatus
ENSSBOP00000023464	ENSSBOG00000028227	Saimiri_boliviensis_boliviensis
ENSMUSP00000097219	ENSMUSG00000074968	Mus_musculus_strain_reference_(CL57BL6)
ENSUAMP00000032368	ENSUAMG00000024724	Ursus_americanus
ENSPCOP00000004811	ENSPCOG00000013172	Propithecus_coquereli
ENSANAP00000039045	ENSANAG00000036939	Aotus_nancymaae
ENSPMAP00000009981	ENSPMAG00000009072	Petromyzon_marinus	ENSPMAT00000010025
ENSPFOP00000019764	ENSPFOG00000019639	Poecilia_formosa
ENSNMEP00000003469	ENSNMEG00000004019	Numida_meleagris
ENSELUP00000021820	ENSELUG00000020851	Esox_lucius
ENSSCAP00000010204	ENSSCAG00000007742	Serinus_canaria
ENSACAP00000004530	ENSACAG00000004571	Anolis_carolinensis
ENSSDAP00000026026	ENSSDAG00000023618	Spermophilus_dauricus
ENSSDUP00000028088	ENSSDUG00000020265	Seriola_dumerili
ENSCVAP00000022210	ENSCVAG00000004782	Cyprinodon_variegatus
ENSUPAP00010004531	ENSUPAG00010003647	Urocitellus_parryii
ENSBSLP00000005605	ENSBSLG00000002469	Betta_splendens
ENSLSDP00000018871	ENSLSDG00000013476	Lonchura_striata_domestica
ENSGALP00000073270	ENSGALG00000013311	Gallus_gallus
ENSCCNP00000011693	ENSCCNG00000012093	Castor_canadensis
ENSATEP00000017900	ENSATEG00000012392	Anabas_testudineus
ENSTBEP00000003321	ENSTBEG00000003781	Tupaia_belangeri
ENSXETP00000008864	ENSXETG00000006668	Xenopus_tropicalis
ENSPPRP00000021589	ENSPPRG00000012382	Panthera_pardus
ENSEASP00005019425	ENSEASG00005013122	Equus_asinus_asinus
ENSCHAP00000031795	ENSCHAG00000014448	Clupea_harengus
ENSEEUP00000004121	ENSEEUG00000004475	Erinaceus_europaeus
ENSGAFP00000001054	ENSGAFG00000000657	Gambusia_affinis
ENSJHYP00000005140	ENSJHYG00000004163	Junco_hyemalis
ENSMFAP00000019022	ENSMFAG00000032443	Macaca_fascicularis
ENSGMOP00000019997	ENSGMOG00000018586	Gadus_morhua
ENSVVUP00000000738	ENSVVUG00000000687	Vulpes_vulpes
ENSKMAP00000029040	ENSKMAG00000021521	Kryptolebias_marmoratus
ENSTSYP00000011308	ENSTSYG00000012324	Carlito_syrichta
ENSSLDP00000027687	ENSSLDG00000021400	Seriola_lalandi_dorsalis
ENSPPYP00000003916	ENSPPYG00000003411	Pongo_abelii
ENSPMGP00000013131	ENSPMGG00000010827	Periophthalmus_magnuspinnatus
ENSLCAP00010021197	ENSLCAG00010009981	Lates_calcarifer
ENSACLP00000015726	ENSACLG00000010691	Astatotilapia_calliptera
ENSCCAP00000007007	ENSCCAG00000021124	Cebus_capucinus_imitator
ENSLACP00000016884	ENSLACG00000014872	Latimeria_chalumnae
ENSXMAP00000040035	ENSXMAG00000006916	Xiphophorus_maculatus
ENSBIXP00000011279	ENSBIXG00000002584	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSECAP00000007232	ENSECAG00000008794	Equus_caballus
ENSPLAP00000023739	ENSPLAG00000009388	Poecilia_latipinna
ENSDNOP00000029519	ENSDNOG00000041959	Dasypus_novemcinctus
ENSTGEP00000008970	ENSTGEG00000007379	Theropithecus_gelada
MGP_PahariEiJ_P0064558	MGP_PahariEiJ_G0025492	Mus_pahari_strain_PAHARI_EIJ
ENSMMUP00000048019	ENSMMUG00000012924	Macaca_mulatta
ENSMNEP00000019816	ENSMNEG00000033668	Macaca_nemestrina
ENSPCAP00000007899	ENSPCAG00000008377	Procavia_capensis
ENSACIP00000015518	ENSACIG00000012021	Amphilophus_citrinellus
ENSMLEP00000021180	ENSMLEG00000034789	Mandrillus_leucophaeus
ENSMSIP00000021521	ENSMSIG00000018263	Mus_spicilegus
ENSSPUP00000005047	ENSSPUG00000003821	Sphenodon_punctatus
ENSP00000256737	ENSG00000134343	Homo_sapiens
ENSDNOP00000024896	ENSDNOG00000044240	Dasypus_novemcinctus
ENSTGUP00000004825	ENSTGUG00000004669	Taeniopygia_guttata
