ENSSMRP00000023285	ENSSMRG00000018091	Salvator_merianae
ENSPVIP00000028373	ENSPVIG00000021033	Pogona_vitticeps
ENSSPUP00000024761	ENSSPUG00000018975	Sphenodon_punctatus
ENSCPRP00005009259	ENSCPRG00005006571	Crocodylus_porosus
ENSCABP00000015091	ENSCABG00000011276	Chelonoidis_abingdonii
ENSGAGP00000012480	ENSGAGG00000009586	Gopherus_agassizii
ENSCPBP00000010060	ENSCPBG00000007743	Chrysemys_picta_bellii
ENSHGLP00000025782	ENSHGLG00000018350	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000023793	ENSODEG00000017415	Octodon_degus
ENSCPOP00000013071	ENSCPOG00000014505	Cavia_porcellus
ENSCAPP00000012658	ENSCAPG00000013465	Cavia_aperea
ENSNGAP00000000186	ENSNGAG00000000158	Nannospalax_galili
ENSUPAP00010002827	ENSUPAG00010002349	Urocitellus_parryii
MGP_SPRETEiJ_P0026775	MGP_SPRETEiJ_G0016881	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000009219	ENSMUSG00000009075	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0025449	MGP_CAROLIEiJ_G0016039	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0030500	MGP_PahariEiJ_G0016852	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074795	ENSRNOG00000057703	Rattus_norvegicus
ENSMUGP00000000020	ENSMUGG00000000050	Meriones_unguiculatus
ENSCGRP00001022525	ENSCGRG00001021043	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007297	ENSMAUG00000009001	Mesocricetus_auratus
ENSMOCP00000002779	ENSMOCG00000002215	Microtus_ochrogaster
ENSCCNP00000020553	ENSCCNG00000020482	Castor_canadensis
ENSOPRP00000006817	ENSOPRG00000007449	Ochotona_princeps
ENSPCOP00000020854	ENSPCOG00000022415	Propithecus_coquereli
ENSPSMP00000023461	ENSPSMG00000016593	Prolemur_simus
ENSMICP00000020804	ENSMICG00000035699	Microcebus_murinus
ENSOGAP00000014657	ENSOGAG00000016374	Otolemur_garnettii
ENSRROP00000043221	ENSRROG00000044680	Rhinopithecus_roxellana
ENSRBIP00000035128	ENSRBIG00000041231	Rhinopithecus_bieti
ENSPTEP00000025236	ENSPTEG00000025572	Piliocolobus_tephrosceles
ENSTGEP00000030594	ENSTGEG00000024550	Theropithecus_gelada
ENSPANP00000013098	ENSPANG00000025010	Papio_anubis
ENSCATP00000042948	ENSCATG00000044055	Cercocebus_atys
ENSMFAP00000027371	ENSMFAG00000045093	Macaca_fascicularis
ENSMNEP00000035972	ENSMNEG00000041114	Macaca_nemestrina
ENSMMUP00000053095	ENSMMUG00000040034	Macaca_mulatta
ENSCSAP00000005867	ENSCSAG00000009618	Chlorocebus_sabaeus
ENSPTRP00000087456	ENSPTRG00000051082	Pan_troglodytes
ENSP00000216144	ENSG00000100314	Homo_sapiens
ENSPPYP00000013047	ENSPPYG00000011695	Pongo_abelii
ENSNLEP00000004108	ENSNLEG00000003389	Nomascus_leucogenys
ENSCJAP00000036860	ENSCJAG00000019829	Callithrix_jacchus
ENSCCAP00000026062	ENSCCAG00000030823	Cebus_capucinus_imitator
ENSANAP00000010146	ENSANAG00000023049	Aotus_nancymaae
ENSCANP00000006946	ENSCANG00000023126	Colobus_angolensis_palliatus
ENSMLEP00000013087	ENSMLEG00000030723	Mandrillus_leucophaeus
ENSPPAP00000011351	ENSPPAG00000028884	Pan_paniscus
ENSGGOP00000003722	ENSGGOG00000003788	Gorilla_gorilla
ENSSBOP00000027031	ENSSBOG00000029931	Saimiri_boliviensis_boliviensis
ENSLAFP00000009060	ENSLAFG00000010826	Loxodonta_africana
ENSPCAP00000008750	ENSPCAG00000009402	Procavia_capensis
ENSSTOP00000004863	ENSSTOG00000005444	Ictidomys_tridecemlineatus
ENSSDAP00000013305	ENSSDAG00000011992	Spermophilus_dauricus
ENSMMMP00000019519	ENSMMMG00000017234	Marmota_marmota_marmota
ENSCGRP00000013502	ENSCGRG00000009799	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015002515	ENSCGRG00015002004	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000012794	ENSPEMG00000013009	Peromyscus_maniculatus_bairdii
ENSOCUP00000040548	ENSOCUG00000034434	Oryctolagus_cuniculus
ENSTSYP00000006320	ENSTSYG00000006909	Carlito_syrichta
ENSFDAP00000013334	ENSFDAG00000020668	Fukomys_damarensis
ENSHGLP00100020499	ENSHGLG00100015099	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000022530	ENSCLAG00000015456	Chinchilla_lanigera
ENSUMAP00000023033	ENSUMAG00000016808	Ursus_maritimus
ENSMLUP00000015863	ENSMLUG00000017396	Myotis_lucifugus
ENSDORP00000005289	ENSDORG00000005654	Dipodomys_ordii
ENSETEP00000003105	ENSETEG00000003785	Echinops_telfairi
ENSDNOP00000017896	ENSDNOG00000000895	Dasypus_novemcinctus
ENSCHIP00000031735	ENSCHIG00000025968	Capra_hircus
ENSOARP00000005637	ENSOARG00000005251	Ovis_aries
ENSBMUP00000034027	ENSBMUG00000025358	Bos_mutus
ENSBTAP00000023774	ENSBTAG00000017886	Bos_taurus
ENSBIXP00005001554	ENSBIXG00005008047	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000007490	ENSBIXG00000013443	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000000872	ENSBBBG00000010018	Bison_bison_bison
ENSSSCP00000010663	ENSSSCG00000025869	Sus_scrofa_strain_reference
ENSEEUP00000000834	ENSEEUG00000000934	Erinaceus_europaeus
ENSPVAP00000016868	ENSPVAG00000017879	Pteropus_vampyrus
ENSAMEP00000008489	ENSAMEG00000008068	Ailuropoda_melanoleuca
ENSUAMP00000019667	ENSUAMG00000015559	Ursus_americanus
ENSMPUP00000013194	ENSMPUG00000013292	Mustela_putorius_furo
ENSNVIP00000003385	ENSNVIG00000002700	Neovison_vison
ENSCAFP00020000660	ENSCAFG00020000690	Canis_lupus_dingo
ENSCAFP00000051574	ENSCAFG00000012334	Canis_lupus_familiaris
ENSVVUP00000004594	ENSVVUG00000003605	Vulpes_vulpes
ENSPPRP00000026330	ENSPPRG00000016995	Panthera_pardus
ENSPTIP00000024707	ENSPTIG00000020725	Panthera_tigris_altaica
