ENSCPBP00000038607	ENSCPBG00000026682	Chrysemys_picta_bellii
ENSUAMP00000008712	ENSUAMG00000007321	Ursus_americanus	ENSUAMT00000009818
ENSTRUP00000027019	ENSTRUG00000010711	Takifugu_rubripes
ENSCSAVP00000003671	ENSCSAVG00000002180	Ciona_savignyi
ENSLOCP00000014471	ENSLOCG00000011764	Lepisosteus_oculatus
ENSORLP00020028239	ENSORLG00020011621	Oryzias_latipes_ASM223471v1
ENSMPUP00000014810	ENSMPUG00000014921	Mustela_putorius_furo
ENSDCDP00000009727	ENSDCDG00000004861	Denticeps_clupeoides
ENSSHAP00000009145	ENSSHAG00000007919	Sarcophilus_harrisii
ENSOCUP00000003725	ENSOCUG00000004304	Oryctolagus_cuniculus
ENSMAUP00000023703	ENSMAUG00000020774	Mesocricetus_auratus
ENSMMOP00000022322	ENSMMOG00000016963	Mola_mola
ENSGAFP00000017507	ENSGAFG00000011846	Gambusia_affinis
ENSORLP00015024098	ENSORLG00015004487	Oryzias_latipes_ASM223469v1
ENSPCOP00000000593	ENSPCOG00000001559	Propithecus_coquereli
ENSPPYP00000009583	ENSPPYG00000008531	Pongo_abelii
ENSAOWP00000022253	ENSAOWG00000014980	Apteryx_owenii
ENSLCOP00000001785	ENSLCOG00000001422	Lepidothrix_coronata
ENSPPAP00000001883	ENSPPAG00000007496	Pan_paniscus
ENSNGAP00000023300	ENSNGAG00000021897	Nannospalax_galili
ENSPMEP00000008914	ENSPMEG00000010744	Poecilia_mexicana
ENSGGOP00000039314	ENSGGOG00000006779	Gorilla_gorilla
ENSJJAP00000007320	ENSJJAG00000011727	Jaculus_jaculus
ENSLCAP00010012815	ENSLCAG00010006017	Lates_calcarifer
MGP_SPRETEiJ_P0031981	MGP_SPRETEiJ_G0018158	Mus_spretus_strain_SPRET/EiJ
ENSOMEP00000033840	ENSOMEG00000020093	Oryzias_melastigma
ENSELUP00000021487	ENSELUG00000020593	Esox_lucius
ENSORLP00000039951	ENSORLG00000002395	Oryzias_latipes_ASM223467v1
ENSARWP00000015959	ENSARWG00000010613	Apteryx_rowi
ENSMUSP00000021046	ENSMUSG00000020705	Mus_musculus_strain_reference_(CL57BL6)
ENSZALP00000022452	ENSZALG00000017437	Zonotrichia_albicollis
ENSMGAP00000001356	ENSMGAG00000001822	Meleagris_gallopavo
ENSMZEP00005030993	ENSMZEG00005023103	Maylandia_zebra
ENSLSDP00000008267	ENSLSDG00000005631	Lonchura_striata_domestica
ENSTGUP00000001990	ENSTGUG00000001931	Taeniopygia_guttata
ENSGMOP00000004896	ENSGMOG00000004595	Gadus_morhua
ENSLCRP00005007609	ENSLCRG00005003693	Larimichthys_crocea
ENSBSLP00000005424	ENSBSLG00000002910	Betta_splendens
ENSSTOP00000029270	ENSSTOG00000008922	Ictidomys_tridecemlineatus
ENSCPGP00000001752	ENSCPGG00000001319	Calidris_pygmaea
ENSGAGP00000034360	ENSGAGG00000024411	Gopherus_agassizii
ENSEBUP00000001298	ENSEBUG00000001155	Eptatretus_burgeri
ENSCAFP00000018897	ENSCAFG00000012818	Canis_lupus_familiaris
ENSCPUP00000020636	ENSCPUG00000013855	Calidris_pugnax
ENSPTRP00000016173	ENSPTRG00000009523	Pan_troglodytes
ENSBTAP00000028046	ENSBTAG00000021058	Bos_taurus
ENSSSCP00000018319	ENSSSCG00000017289	Sus_scrofa_strain_reference
ENSPSMP00000016666	ENSPSMG00000011866	Prolemur_simus
ENSACAP00000003976	ENSACAG00000003994	Anolis_carolinensis
ENSXMAP00000008175	ENSXMAG00000008138	Xiphophorus_maculatus
ENSP00000464050	ENSG00000198231	Homo_sapiens
ENSRNOP00000013046	ENSRNOG00000009474	Rattus_norvegicus
ENSMALP00000010962	ENSMALG00000007800	Monopterus_albus
ENSCGRP00015029690	ENSCGRG00015022387	Cricetulus_griseus_CriGri-PICR
ENSPVIP00000027377	ENSPVIG00000020348	Pogona_vitticeps
ENSFHEP00000000176	ENSFHEG00000023290	Fundulus_heteroclitus
ENSIPUP00000019698	ENSIPUG00000013327	Ictalurus_punctatus
ENSCLAP00000004926	ENSCLAG00000003497	Chinchilla_lanigera
ENSCINP00000003726	ENSCING00000001837	Ciona_intestinalis
ENSLACP00000015308	ENSLACG00000013476	Latimeria_chalumnae
ENSPNAP00000011647	ENSPNAG00000017352	Pygocentrus_nattereri
ENSEEUP00000008374	ENSEEUG00000009144	Erinaceus_europaeus
ENSMUGP00000021241	ENSMUGG00000017883	Meriones_unguiculatus
ENSPNYP00000018468	ENSPNYG00000013954	Pundamilia_nyererei
ENSAPEP00000001342	ENSAPEG00000000984	Amphiprion_percula
ENSTGEP00000028840	ENSTGEG00000023201	Theropithecus_gelada
ENSACIP00000009434	ENSACIG00000007376	Amphilophus_citrinellus
ENSCHOP00000005527	ENSCHOG00000006241	Choloepus_hoffmanni
ENSBBBP00000005447	ENSBBBG00000014209	Bison_bison_bison
ENSSMRP00000028297	ENSSMRG00000021758	Salvator_merianae
ENSKMAP00000013243	ENSKMAG00000009914	Kryptolebias_marmoratus
ENSPSIP00000011375	ENSPSIG00000010289	Pelodiscus_sinensis
ENSPLAP00000008025	ENSPLAG00000010522	Poecilia_latipinna
ENSABRP00000010771	ENSABRG00000009687	Anser_brachyrhynchus
ENSMVIP00005027371	ENSMVIG00005019084	Manacus_vitellinus
