ENSAPLP00000017975	ENSAPLG00000028280	Anas_platyrhynchos_platyrhynchos
ENSABRP00000019733	ENSABRG00000016893	Anser_brachyrhynchus
ENSGALP00000049825	ENSGALG00000035325	Gallus_gallus
ENSCJPP00005007065	ENSCJPG00005006519	Coturnix_japonica
ENSNMEP00000000224	ENSNMEG00000000323	Numida_meleagris
ENSLSDP00000020542	ENSLSDG00000014541	Lonchura_striata_domestica
ENSSCAP00000002195	ENSSCAG00000001933	Serinus_canaria
ENSZALP00000008797	ENSZALG00000007615	Zonotrichia_albicollis
ENSPMJP00000021230	ENSPMJG00000015760	Parus_major
ENSCCEP00000010248	ENSCCEG00000010248	Cyanistes_caeruleus
ENSCPUP00000027339	ENSCPUG00000018398	Calidris_pugnax
ENSCPUP00000027338	ENSCPUG00000018397	Calidris_pugnax
ENSCPGP00000011292	ENSCPGG00000008043	Calidris_pygmaea
ENSMUNP00000018732	ENSMUNG00000014335	Melopsittacus_undulatus
ENSARWP00000018838	ENSARWG00000012960	Apteryx_rowi
ENSAOWP00000010522	ENSAOWG00000007245	Apteryx_owenii
ENSAHAP00000026129	ENSAHAG00000018221	Apteryx_haastii
ENSDNVP00000019393	ENSDNVG00000013581	Dromaius_novaehollandiae
ENSCPRP00005022259	ENSCPRG00005015531	Crocodylus_porosus
ENSGAGP00000035185	ENSGAGG00000025009	Gopherus_agassizii
ENSCABP00000010152	ENSCABG00000007614	Chelonoidis_abingdonii
ENSCPBP00000034683	ENSCPBG00000024193	Chrysemys_picta_bellii
ENSPVIP00000012360	ENSPVIG00000009628	Pogona_vitticeps
ENSPVIP00000012361	ENSPVIG00000009629	Pogona_vitticeps
ENSNSUP00000003818	ENSNSUG00000003081	Notechis_scutatus
ENSSMRP00000021121	ENSSMRG00000016436	Salvator_merianae	ENSSMRT00000024752
ENSSPUP00000021773	ENSSPUG00000016716	Sphenodon_punctatus
