ENSCPBP00000005857	ENSCPBG00000004679	Chrysemys_picta_bellii
ENSCABP00000003168	ENSCABG00000002435	Chelonoidis_abingdonii
ENSPSIP00000010601	ENSPSIG00000009407	Pelodiscus_sinensis
ENSSMRP00000003519	ENSSMRG00000002963	Salvator_merianae
ENSPVIP00000013838	ENSPVIG00000010696	Pogona_vitticeps
ENSGALP00000066381	ENSGALG00000054377	Gallus_gallus
ENSDNOP00000027152	ENSDNOG00000039322	Dasypus_novemcinctus
ENSCHOP00000009622	ENSCHOG00000010867	Choloepus_hoffmanni
ENSPCAP00000006406	ENSPCAG00000006843	Procavia_capensis
ENSLAFP00000016705	ENSLAFG00000023001	Loxodonta_africana
ENSETEP00000015537	ENSETEG00000019130	Echinops_telfairi
ENSCCNP00000016965	ENSCCNG00000017253	Castor_canadensis
ENSDORP00000026329	ENSDORG00000008663	Dipodomys_ordii
ENSMUSP00000047270	ENSMUSG00000041189	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0029005	MGP_SPRETEiJ_G0017426	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030385	ENSMSIG00000025437	Mus_spicilegus
MGP_CAROLIEiJ_P0027624	MGP_CAROLIEiJ_G0016590	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0034372	MGP_PahariEiJ_G0017721	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000019947	ENSRNOG00000014698	Rattus_norvegicus
ENSMUGP00000018065	ENSMUGG00000015331	Meriones_unguiculatus
ENSCGRP00000010584	ENSCGRG00000007765	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023537	ENSCGRG00001021737	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023730	ENSMAUG00000020789	Mesocricetus_auratus
ENSPEMP00000018359	ENSPEMG00000016983	Peromyscus_maniculatus_bairdii
ENSMOCP00000026995	ENSMOCG00000022627	Microtus_ochrogaster
ENSNGAP00000017641	ENSNGAG00000018008	Nannospalax_galili
ENSJJAP00000012755	ENSJJAG00000015708	Jaculus_jaculus
ENSSDAP00000003495	ENSSDAG00000003303	Spermophilus_dauricus
ENSUPAP00010019030	ENSUPAG00010015072	Urocitellus_parryii
ENSSTOP00000000304	ENSSTOG00000000341	Ictidomys_tridecemlineatus
ENSMMMP00000022295	ENSMMMG00000019597	Marmota_marmota_marmota
ENSCAPP00000000659	ENSCAPG00000000696	Cavia_aperea
ENSCPOP00000013344	ENSCPOG00000014809	Cavia_porcellus
ENSODEP00000023874	ENSODEG00000017475	Octodon_degus
ENSCLAP00000021155	ENSCLAG00000014488	Chinchilla_lanigera
ENSHGLP00100017781	ENSHGLG00100013115	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019957	ENSHGLG00000014292	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002377	ENSFDAG00000012100	Fukomys_damarensis
ENSOCUP00000006428	ENSOCUG00000007433	Oryctolagus_cuniculus
ENSOPRP00000013753	ENSOPRG00000015061	Ochotona_princeps
