ENSACAP00000009351	ENSACAG00000009529	Anolis_carolinensis
ENSPVIP00000033040	ENSPVIG00000024190	Pogona_vitticeps
ENSNSUP00000025657	ENSNSUG00000018454	Notechis_scutatus
ENSSMRP00000019300	ENSSMRG00000015037	Salvator_merianae
ENSSPUP00000019693	ENSSPUG00000015179	Sphenodon_punctatus
ENSAHAP00000012615	ENSAHAG00000009092	Apteryx_haastii
ENSAOWP00000024397	ENSAOWG00000016478	Apteryx_owenii
ENSARWP00000016240	ENSARWG00000011197	Apteryx_rowi
ENSDNVP00000009778	ENSDNVG00000006903	Dromaius_novaehollandiae
ENSNPEP00000016317	ENSNPEG00000012159	Nothoprocta_perdicaria
ENSABRP00000003201	ENSABRG00000003030	Anser_brachyrhynchus
ENSAPLP00000001807	ENSAPLG00000002287	Anas_platyrhynchos_platyrhynchos
ENSGALP00000009322	ENSGALG00000005815	Gallus_gallus
ENSCJPP00005003859	ENSCJPG00005003955	Coturnix_japonica
ENSMGAP00000006290	ENSMGAG00000006297	Meleagris_gallopavo
ENSNMEP00000010839	ENSNMEG00000010228	Numida_meleagris
ENSLCOP00000021745	ENSLCOG00000015355	Lepidothrix_coronata
ENSMVIP00005017040	ENSMVIG00005012186	Manacus_vitellinus
ENSSCAP00000007014	ENSSCAG00000005431	Serinus_canaria
ENSLSDP00000025757	ENSLSDG00000017995	Lonchura_striata_domestica
ENSTGUP00000008479	ENSTGUG00000008224	Taeniopygia_guttata
ENSCCEP00000018548	ENSCCEG00000016979	Cyanistes_caeruleus
ENSPMJP00000007574	ENSPMJG00000006230	Parus_major
ENSFALP00000001013	ENSFALG00000000976	Ficedula_albicollis
ENSJHYP00000003788	ENSJHYG00000003118	Junco_hyemalis
ENSZALP00000021943	ENSZALG00000017118	Zonotrichia_albicollis
ENSMUNP00000018712	ENSMUNG00000014317	Melopsittacus_undulatus
ENSCPGP00000005437	ENSCPGG00000003914	Calidris_pygmaea
ENSCPUP00000018530	ENSCPUG00000012735	Calidris_pugnax
ENSCPRP00005002417	ENSCPRG00005001761	Crocodylus_porosus
ENSGAGP00000028102	ENSGAGG00000020424	Gopherus_agassizii
ENSCABP00000008447	ENSCABG00000006380	Chelonoidis_abingdonii
ENSCPBP00000032565	ENSCPBG00000022840	Chrysemys_picta_bellii
ENSPSIP00000019317	ENSPSIG00000017162	Pelodiscus_sinensis
ENSVURP00010006114	ENSVURG00010004743	Vombatus_ursinus	ENSVURT00010006910
ENSPCIP00000006992	ENSPCIG00000005943	Phascolarctos_cinereus	ENSPCIT00000008854
ENSMEUP00000001959	ENSMEUG00000002144	Notamacropus_eugenii	ENSMEUT00000002152
ENSMODP00000051365	ENSMODG00000007804	Monodelphis_domestica	ENSMODT00000055351
ENSSHAP00000021825	ENSSHAG00000018478	Sarcophilus_harrisii	ENSSHAT00000022000
ENSCGRP00001017298	ENSCGRG00001017378	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015006293	ENSCGRG00015004873	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000006553	ENSCGRG00000004793	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003285	ENSMAUG00000003535	Mesocricetus_auratus
ENSPEMP00000030139	ENSPEMG00000028610	Peromyscus_maniculatus_bairdii
ENSMSIP00000033166	ENSMSIG00000027734	Mus_spicilegus
MGP_SPRETEiJ_P0084899	MGP_SPRETEiJ_G0031432	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000091641	ENSMUSG00000047554	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0081512	MGP_CAROLIEiJ_G0030318	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0018321	MGP_PahariEiJ_G0013530	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016224	ENSRNOG00000010752	Rattus_norvegicus
ENSMUGP00000023709	ENSMUGG00000019839	Meriones_unguiculatus
ENSNGAP00000021444	ENSNGAG00000020622	Nannospalax_galili
ENSJJAP00000021346	ENSJJAG00000021740	Jaculus_jaculus
ENSJJAP00000023669	ENSJJAG00000023370	Jaculus_jaculus
ENSOPRP00000004858	ENSOPRG00000005298	Ochotona_princeps
ENSSDAP00000024330	ENSSDAG00000022164	Spermophilus_dauricus
ENSMMMP00000000073	ENSMMMG00000000058	Marmota_marmota_marmota
ENSSTOP00000026098	ENSSTOG00000019404	Ictidomys_tridecemlineatus
ENSCCNP00000015576	ENSCCNG00000015962	Castor_canadensis
ENSMOCP00000014135	ENSMOCG00000013715	Microtus_ochrogaster
ENSOCUP00000004986	ENSOCUG00000005756	Oryctolagus_cuniculus
ENSMICP00000038659	ENSMICG00000032719	Microcebus_murinus
ENSPCOP00000012613	ENSPCOG00000017896	Propithecus_coquereli
ENSOGAP00000003045	ENSOGAG00000003415	Otolemur_garnettii
ENSTSYP00000005256	ENSTSYG00000005738	Carlito_syrichta
ENSGGOP00000036263	ENSGGOG00000002986	Gorilla_gorilla
ENSP00000433126	ENSG00000166471	Homo_sapiens
ENSPTRP00000005845	ENSPTRG00000003346	Pan_troglodytes
ENSPPAP00000037936	ENSPPAG00000041691	Pan_paniscus
ENSPPYP00000022362	ENSPPYG00000019974	Pongo_abelii
ENSNLEP00000021308	ENSNLEG00000017558	Nomascus_leucogenys
ENSMMUP00000054759	ENSMMUG00000005639	Macaca_mulatta
ENSMNEP00000021079	ENSMNEG00000034323	Macaca_nemestrina
ENSMFAP00000032921	ENSMFAG00000003002	Macaca_fascicularis
ENSPANP00000017855	ENSPANG00000003804	Papio_anubis
ENSTGEP00000021295	ENSTGEG00000017164	Theropithecus_gelada
ENSMLEP00000024150	ENSMLEG00000036239	Mandrillus_leucophaeus
ENSCSAP00000000818	ENSCSAG00000004482	Chlorocebus_sabaeus
ENSPTEP00000004734	ENSPTEG00000005511	Piliocolobus_tephrosceles
ENSCANP00000002478	ENSCANG00000008961	Colobus_angolensis_palliatus
ENSRROP00000005842	ENSRROG00000023773	Rhinopithecus_roxellana
ENSCCAP00000023133	ENSCCAG00000029350	Cebus_capucinus_imitator
ENSCJAP00000021058	ENSCJAG00000011454	Callithrix_jacchus
ENSSBOP00000033185	ENSSBOG00000032764	Saimiri_boliviensis_boliviensis
ENSCATP00000013066	ENSCATG00000030665	Cercocebus_atys
ENSRBIP00000014402	ENSRBIG00000031312	Rhinopithecus_bieti
ENSANAP00000017045	ENSANAG00000026388	Aotus_nancymaae
ENSUPAP00010029626	ENSUPAG00010023308	Urocitellus_parryii
ENSTBEP00000006261	ENSTBEG00000007252	Tupaia_belangeri
ENSCHIP00000015447	ENSCHIG00000016086	Capra_hircus
ENSOARP00000013704	ENSOARG00000012798	Ovis_aries
ENSBIXP00000035208	ENSBIXG00000018446	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005012917	ENSBIXG00005017095	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000002111	ENSBTAG00000001607	Bos_taurus
ENSBMUP00000003810	ENSBMUG00000002989	Bos_mutus
ENSBBBP00000003520	ENSBBBG00000012588	Bison_bison_bison
ENSTTRP00000005811	ENSTTRG00000006143	Tursiops_truncatus
ENSVPAP00000003637	ENSVPAG00000003914	Vicugna_pacos
