ENSUAMP00000024596	ENSUAMG00000019195	Ursus_americanus
ENSNVIP00000011911	ENSNVIG00000009420	Neovison_vison
ENSPPRP00000011959	ENSPPRG00000005661	Panthera_pardus
ENSFCAP00000045822	ENSFCAG00000043244	Felis_catus
ENSSARP00000009264	ENSSARG00000010259	Sorex_araneus
ENSMLUP00000013076	ENSMLUG00000014374	Myotis_lucifugus
ENSBIXP00000037133	ENSBIXG00000020652	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005035466	ENSBIXG00005016626	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000055310	ENSBTAG00000033122	Bos_taurus
ENSBMUP00000012065	ENSBMUG00000009244	Bos_mutus
ENSCHIP00000002890	ENSCHIG00000006716	Capra_hircus
ENSOARP00000014051	ENSOARG00000013117	Ovis_aries
ENSSSCP00000073284	ENSSSCG00000041279	Sus_scrofa_strain_reference
ENSECAP00000002189	ENSECAG00000003227	Equus_caballus
ENSEASP00005013809	ENSEASG00005009631	Equus_asinus_asinus
ENSCLAP00000009755	ENSCLAG00000006762	Chinchilla_lanigera
ENSHGLP00100015660	ENSHGLG00100011564	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00001004860	ENSCGRG00001006276	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000009278	ENSCGRG00000006778	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015001349	ENSCGRG00015001168	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000035334	ENSPEMG00000030417	Peromyscus_maniculatus_bairdii
ENSMSIP00000012310	ENSMSIG00000010736	Mus_spicilegus
MGP_SPRETEiJ_P0050417	MGP_SPRETEiJ_G0023753	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000058575	ENSMUSG00000051490	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048423	MGP_CAROLIEiJ_G0022834	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021391	MGP_PahariEiJ_G0014327	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000010351	ENSMUGG00000009152	Meriones_unguiculatus
ENSMMMP00000003777	ENSMMMG00000003446	Marmota_marmota_marmota
ENSSTOP00000030171	ENSSTOG00000029964	Ictidomys_tridecemlineatus
ENSOCUP00000009013	ENSOCUG00000010467	Oryctolagus_cuniculus
ENSPSMP00000037310	ENSPSMG00000025644	Prolemur_simus
ENSMICP00000032677	ENSMICG00000036465	Microcebus_murinus
ENSOGAP00000022414	ENSOGAG00000029277	Otolemur_garnettii
ENSPTRP00000070217	ENSPTRG00000050192	Pan_troglodytes
ENSPTRP00000049292	ENSPTRG00000029251	Pan_troglodytes
ENSPTRP00000051748	ENSPTRG00000030377	Pan_troglodytes
ENSGGOP00000036386	ENSGGOG00000003673	Gorilla_gorilla
ENSP00000371940	ENSG00000170122	Homo_sapiens
ENSP00000366637	ENSG00000204779	Homo_sapiens
ENSP00000366630	ENSG00000184659	Homo_sapiens
ENSP00000341961	ENSG00000187559	Homo_sapiens
ENSP00000484875	ENSG00000273514	Homo_sapiens
ENSPTEP00000043590	ENSPTEG00000039672	Piliocolobus_tephrosceles
ENSSBOP00000007141	ENSSBOG00000020533	Saimiri_boliviensis_boliviensis
ENSCCAP00000007065	ENSCCAG00000021273	Cebus_capucinus_imitator
ENSNLEP00000031635	ENSNLEG00000008264	Nomascus_leucogenys
ENSPPYP00000021580	ENSPPYG00000019267	Pongo_abelii
ENSMFAP00000034192	ENSMFAG00000003590	Macaca_fascicularis
ENSMMUP00000039115	ENSMMUG00000023182	Macaca_mulatta
ENSCATP00000036485	ENSCATG00000041044	Cercocebus_atys
ENSPANP00000007154	ENSPANG00000009332	Papio_anubis
ENSTGEP00000029258	ENSTGEG00000023545	Theropithecus_gelada
ENSCSAP00000018034	ENSCSAG00000018495	Chlorocebus_sabaeus
ENSMNEP00000028817	ENSMNEG00000037878	Macaca_nemestrina
ENSP00000302756	ENSG00000184492	Homo_sapiens
ENSCJAP00000074831	ENSCJAG00000040149	Callithrix_jacchus
ENSCJAP00000068446	ENSCJAG00000008647	Callithrix_jacchus
ENSDNOP00000024421	ENSDNOG00000037709	Dasypus_novemcinctus
ENSVURP00010009683	ENSVURG00010007501	Vombatus_ursinus
ENSMODP00000056416	ENSMODG00000044468	Monodelphis_domestica
