ENSPMJP00000007752	ENSPMJG00000006370	Parus_major
ENSCJAP00000073506	ENSCJAG00000009705	Callithrix_jacchus
ENSSBOP00000002029	ENSSBOG00000010393	Saimiri_boliviensis_boliviensis
ENSDNVP00000009014	ENSDNVG00000006401	Dromaius_novaehollandiae
ENSSHAP00000016872	ENSSHAG00000014350	Sarcophilus_harrisii
ENSP00000368872	ENSG00000188487	Homo_sapiens
ENSPVAP00000008430	ENSPVAG00000008933	Pteropus_vampyrus
ENSLAFP00000004769	ENSLAFG00000005686	Loxodonta_africana
ENSCSAP00000001068	ENSCSAG00000004745	Chlorocebus_sabaeus
ENSCPRP00005001528	ENSCPRG00005001166	Crocodylus_porosus
ENSAPLP00000008291	ENSAPLG00000008621	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000017886	ENSMGAG00000017350	Meleagris_gallopavo
ENSLCOP00000021705	ENSLCOG00000015329	Lepidothrix_coronata
ENSTRUP00000049820	ENSTRUG00000008822	Takifugu_rubripes
ENSCPUP00000011393	ENSCPUG00000008026	Calidris_pugnax
ENSNPEP00000009097	ENSNPEG00000006833	Nothoprocta_perdicaria
ENSPMEP00000010306	ENSPMEG00000012227	Poecilia_mexicana
ENSPTEP00000011551	ENSPTEG00000012970	Piliocolobus_tephrosceles
ENSANAP00000013924	ENSANAG00000024858	Aotus_nancymaae
ENSHBUP00000015155	ENSHBUG00000017060	Haplochromis_burtoni
ENSUMAP00000032487	ENSUMAG00000023412	Ursus_maritimus
ENSPCOP00000025161	ENSPCOG00000024807	Propithecus_coquereli
ENSMZEP00005016554	ENSMZEG00005012414	Maylandia_zebra
ENSSMAP00000000343	ENSSMAG00000000222	Scophthalmus_maximus
ENSPSMP00000011793	ENSPSMG00000008493	Prolemur_simus
ENSPREP00000006311	ENSPREG00000004374	Poecilia_reticulata
ENSCPOP00000008750	ENSCPOG00000009748	Cavia_porcellus
ENSONIP00000019549	ENSONIG00000015535	Oreochromis_niloticus
ENSPPRP00000026265	ENSPPRG00000016954	Panthera_pardus
ENSORLP00000001538	ENSORLG00000001249	Oryzias_latipes_ASM223467v1
ENSAOCP00000020549	ENSAOCG00000004764	Amphiprion_ocellaris
ENSMICP00000038734	ENSMICG00000008907	Microcebus_murinus
ENSPCIP00000013338	ENSPCIG00000010520	Phascolarctos_cinereus
ENSAMEP00000015939	ENSAMEG00000015118	Ailuropoda_melanoleuca
ENSCAFP00000012572	ENSCAFG00000008565	Canis_lupus_familiaris
ENSMMOP00000011900	ENSMMOG00000009150	Mola_mola
ENSPANP00000034691	ENSPANG00000010410	Papio_anubis
ENSPLAP00000011611	ENSPLAG00000014749	Poecilia_latipinna
ENSMODP00000008969	ENSMODG00000007236	Monodelphis_domestica
ENSMMMP00000003666	ENSMMMG00000003331	Marmota_marmota_marmota
ENSBTAP00000043841	ENSBTAG00000032782	Bos_taurus
ENSBSLP00000041067	ENSBSLG00000019738	Betta_splendens
ENSPTIP00000013784	ENSPTIG00000013388	Panthera_tigris_altaica
ENSUAMP00000031254	ENSUAMG00000023986	Ursus_americanus
ENSETEP00000002298	ENSETEG00000002807	Echinops_telfairi
ENSSPAP00000028373	ENSSPAG00000021352	Stegastes_partitus
ENSCCEP00000018576	ENSCCEG00000017011	Cyanistes_caeruleus
ENSMLUP00000008224	ENSMLUG00000009029	Myotis_lucifugus
ENSGALP00000055883	ENSGALG00000032558	Gallus_gallus
ENSPRNP00000050524	ENSPRNG00000024006	Parambassis_ranga
ENSJHYP00000002660	ENSJHYG00000002181	Junco_hyemalis
ENSAPEP00000014906	ENSAPEG00000010584	Amphiprion_percula
ENSGGOP00000002942	ENSGGOG00000002992	Gorilla_gorilla
ENSELUP00000027723	ENSELUG00000004057	Esox_lucius
ENSMUNP00000018766	ENSMUNG00000014366	Melopsittacus_undulatus
ENSFALP00000000843	ENSFALG00000000814	Ficedula_albicollis
ENSSSCP00000061989	ENSSSCG00000013385	Sus_scrofa_strain_reference
ENSCPBP00000005227	ENSCPBG00000004208	Chrysemys_picta_bellii
ENSCCAP00000021523	ENSCCAG00000028591	Cebus_capucinus_imitator
ENSCGRP00015011863	ENSCGRG00015009081	Cricetulus_griseus_CriGri-PICR
ENSMUSP00000129505	ENSMUSG00000048782	Mus_musculus_strain_reference_(CL57BL6)
ENSPKIP00000007982	ENSPKIG00000023663	Paramormyrops_kingsleyae
ENSCJPP00005004905	ENSCJPG00005004754	Coturnix_japonica
ENSOPRP00000001450	ENSOPRG00000001575	Ochotona_princeps
MGP_PahariEiJ_P0018478	MGP_PahariEiJ_G0013563	Mus_pahari_strain_PAHARI_EIJ
ENSCSEP00000001632	ENSCSEG00000001105	Cynoglossus_semilaevis
ENSLCAP00010005710	ENSLCAG00010002835	Lates_calcarifer
ENSAMXP00005017613	ENSAMXG00005009157	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000010286	ENSIPUG00000007025	Ictalurus_punctatus
ENSGAFP00000009556	ENSGAFG00000006504	Gambusia_affinis
ENSAMXP00000021336	ENSAMXG00000020713	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSXETP00000030035	ENSXETG00000007166	Xenopus_tropicalis
ENSSFOP00015022918	ENSSFOG00015014732	Scleropages_formosus
ENSSPUP00000022015	ENSSPUG00000016891	Sphenodon_punctatus
ENSLSDP00000006198	ENSLSDG00000004735	Lonchura_striata_domestica
F43E2.3b.1	WBGene00018392	Caenorhabditis_elegans_strain_N2	F43E2.3b.1
ENSGMOP00000014187	ENSGMOG00000013258	Gadus_morhua
ENSMAUP00000014052	ENSMAUG00000013925	Mesocricetus_auratus
ENSGWIP00000016501	ENSGWIG00000009267	Gouania_willdenowi
ENSORLP00015016495	ENSORLG00015017476	Oryzias_latipes_ASM223469v1
ENSFHEP00000033110	ENSFHEG00000020021	Fundulus_heteroclitus
ENSECAP00000007611	ENSECAG00000009559	Equus_caballus
ENSMPUP00000013169	ENSMPUG00000013267	Mustela_putorius_furo
ENSOANP00000032601	ENSOANG00000030687	Ornithorhynchus_anatinus
ENSMVIP00005016296	ENSMVIG00005011712	Manacus_vitellinus
ENSTGEP00000016826	ENSTGEG00000013561	Theropithecus_gelada
ENSOARP00000006338	ENSOARG00000005911	Ovis_aries
ENSGACP00000008783	ENSGACG00000006624	Gasterosteus_aculeatus
ENSFCAP00000048008	ENSFCAG00000002733	Felis_catus
ENSVPAP00000005325	ENSVPAG00000005733	Vicugna_pacos
ENSABRP00000015891	ENSABRG00000013914	Anser_brachyrhynchus	ENSABRT00000022636
ENSMEUP00000009759	ENSMEUG00000010695	Notamacropus_eugenii
ENSCGRP00001015188	ENSCGRG00001015851	Cricetulus_griseus_CHOK1GS_HDv1
ENSFDAP00000015588	ENSFDAG00000003568	Fukomys_damarensis
ENSHGLP00000017082	ENSHGLG00000012231	Heterocephalus_glaber_HetGla_female_1.0
ENSPCAP00000011393	ENSPCAG00000012205	Procavia_capensis
ENSSLDP00000005158	ENSSLDG00000004057	Seriola_lalandi_dorsalis
ENSCVAP00000012278	ENSCVAG00000014673	Cyprinodon_variegatus
ENSNGAP00000026453	ENSNGAG00000024094	Nannospalax_galili
ENSLCRP00005043462	ENSLCRG00005016648	Larimichthys_crocea
ENSDORP00000014599	ENSDORG00000015511	Dipodomys_ordii
ENSHHUP00000069689	ENSHHUG00000041044	Hucho_hucho
ENSCCNP00000026624	ENSCCNG00000025823	Castor_canadensis
ENSOMEP00000002224	ENSOMEG00000003184	Oryzias_melastigma
ENSHCOP00000026350	ENSHCOG00000017229	Hippocampus_comes
ENSPSIP00000013434	ENSPSIG00000012023	Pelodiscus_sinensis
ENSBIXP00000028120	ENSBIXG00000009190	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSECRP00000005504	ENSECRG00000003699	Erpetoichthys_calabaricus
ENSPEMP00000008267	ENSPEMG00000009976	Peromyscus_maniculatus_bairdii
ENSNSUP00000025614	ENSNSUG00000018421	Notechis_scutatus
MGP_SPRETEiJ_P0085059	MGP_SPRETEiJ_G0031467	Mus_spretus_strain_SPRET/EiJ
ENSODEP00000011488	ENSODEG00000008548	Octodon_degus
ENSMOCP00000024365	ENSMOCG00000020814	Microtus_ochrogaster
ENSHGLP00100001096	ENSHGLG00100000877	Heterocephalus_glaber_HetGla_1.0
ENSCHOP00000012118	ENSCHOG00000013692	Choloepus_hoffmanni
ENSJJAP00000004087	ENSJJAG00000008221	Jaculus_jaculus
ENSCMIP00000033897	ENSCMIG00000014431	Callorhinchus_milii
ENSMSIP00000034607	ENSMSIG00000028853	Mus_spicilegus
ENSCGOP00000020639	ENSCGOG00000009999	Cottoperca_gobio
ENSZALP00000021912	ENSZALG00000017091	Zonotrichia_albicollis
ENSEEUP00000004589	ENSEEUG00000005008	Erinaceus_europaeus
ENSTBEP00000002117	ENSTBEG00000002438	Tupaia_belangeri
ENSSDUP00000001732	ENSSDUG00000001329	Seriola_dumerili
ENSAPOP00000027722	ENSAPOG00000012491	Acanthochromis_polyacanthus
ENSMFAP00000031333	ENSMFAG00000036736	Macaca_fascicularis
ENSSARP00000005291	ENSSARG00000005849	Sorex_araneus
ENSCAPP00000003808	ENSCAPG00000006473	Cavia_aperea
ENSNBRP00000020241	ENSNBRG00000015577	Neolamprologus_brichardi
ENSTTRP00000011292	ENSTTRG00000011901	Tursiops_truncatus
ENSUPAP00010007239	ENSUPAG00010005831	Urocitellus_parryii
ENSCANP00000017104	ENSCANG00000032009	Colobus_angolensis_palliatus
ENSPFOP00000008401	ENSPFOG00000008301	Poecilia_formosa
ENSPNYP00000014537	ENSPNYG00000011006	Pundamilia_nyererei
MGP_CAROLIEiJ_P0081672	MGP_CAROLIEiJ_G0030352	Mus_caroli_strain_CAROLI_EIJ
ENSMUGP00000006189	ENSMUGG00000005675	Meriones_unguiculatus
ENSHHUP00000019298	ENSHHUG00000012058	Hucho_hucho
ENSKMAP00000014506	ENSKMAG00000010900	Kryptolebias_marmoratus
ENSOCUP00000002678	ENSOCUG00000003080	Oryctolagus_cuniculus
ENSRBIP00000029409	ENSRBIG00000038579	Rhinopithecus_bieti
ENSPPAP00000032725	ENSPPAG00000039229	Pan_paniscus
ENSNLEP00000042223	ENSNLEG00000017712	Nomascus_leucogenys
ENSLACP00000006177	ENSLACG00000005479	Latimeria_chalumnae
ENSBIXP00005032843	ENSBIXG00005013489	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCLAP00000025034	ENSCLAG00000017184	Chinchilla_lanigera
ENSCABP00000020025	ENSCABG00000014759	Chelonoidis_abingdonii
ENSPPYP00000003974	ENSPPYG00000003460	Pongo_abelii
ENSARWP00000016408	ENSARWG00000011292	Apteryx_rowi
ENSACLP00000033146	ENSACLG00000022457	Astatotilapia_calliptera
ENSXMAP00000012912	ENSXMAG00000012891	Xiphophorus_maculatus
