ENSAHAP00000017795	ENSAHAG00000012617	Apteryx_haastii
ENSAOWP00000003464	ENSAOWG00000002445	Apteryx_owenii
ENSARWP00000014140	ENSARWG00000009783	Apteryx_rowi
ENSDNVP00000005807	ENSDNVG00000004159	Dromaius_novaehollandiae
ENSNPEP00000010276	ENSNPEG00000007715	Nothoprocta_perdicaria
ENSPMJP00000008524	ENSPMJG00000006921	Parus_major
ENSCCEP00000000370	ENSCCEG00000000517	Cyanistes_caeruleus
ENSFALP00000005745	ENSFALG00000005519	Ficedula_albicollis
ENSJHYP00000018567	ENSJHYG00000014122	Junco_hyemalis
ENSLSDP00000009052	ENSLSDG00000006756	Lonchura_striata_domestica
ENSSCAP00000019825	ENSSCAG00000014310	Serinus_canaria
ENSZALP00000003837	ENSZALG00000003713	Zonotrichia_albicollis
ENSTGUP00000006817	ENSTGUG00000006624	Taeniopygia_guttata
ENSLCOP00000014024	ENSLCOG00000010097	Lepidothrix_coronata
ENSMVIP00005007729	ENSMVIG00005005784	Manacus_vitellinus
ENSCPUP00000008755	ENSCPUG00000006253	Calidris_pugnax
ENSCPGP00000026953	ENSCPGG00000018566	Calidris_pygmaea
ENSABRP00000025072	ENSABRG00000021037	Anser_brachyrhynchus
ENSAPLP00000032078	ENSAPLG00000019376	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005006195	ENSCJPG00005005814	Coturnix_japonica
ENSMGAP00000007371	ENSMGAG00000007262	Meleagris_gallopavo
ENSGALP00000010124	ENSGALG00000006273	Gallus_gallus
ENSNMEP00000018842	ENSNMEG00000016323	Numida_meleagris
ENSCPRP00005011659	ENSCPRG00005008307	Crocodylus_porosus
ENSGAGP00000028737	ENSGAGG00000020832	Gopherus_agassizii
ENSCABP00000022931	ENSCABG00000016860	Chelonoidis_abingdonii
ENSCPBP00000039993	ENSCPBG00000027514	Chrysemys_picta_bellii
ENSPSIP00000003664	ENSPSIG00000003485	Pelodiscus_sinensis
ENSPVIP00000003741	ENSPVIG00000003088	Pogona_vitticeps
ENSACAP00000011036	ENSACAG00000011227	Anolis_carolinensis
ENSSPUP00000024573	ENSSPUG00000018818	Sphenodon_punctatus
ENSPPAP00000036144	ENSPPAG00000040852	Pan_paniscus
ENSPTRP00000022910	ENSPTRG00000013361	Pan_troglodytes
ENSP00000365162	ENSG00000101306	Homo_sapiens
ENSGGOP00000011547	ENSGGOG00000011831	Gorilla_gorilla
ENSPPYP00000012166	ENSPPYG00000010893	Pongo_abelii
ENSNLEP00000011793	ENSNLEG00000009678	Nomascus_leucogenys
ENSMNEP00000018671	ENSMNEG00000033237	Macaca_nemestrina
ENSMFAP00000023302	ENSMFAG00000043314	Macaca_fascicularis
ENSCATP00000026681	ENSCATG00000036738	Cercocebus_atys
ENSMLEP00000011146	ENSMLEG00000029766	Mandrillus_leucophaeus
ENSPANP00000045830	ENSPANG00000007167	Papio_anubis
ENSTGEP00000010311	ENSTGEG00000008464	Theropithecus_gelada
ENSCSAP00000008915	ENSCSAG00000012738	Chlorocebus_sabaeus
ENSPTEP00000002400	ENSPTEG00000002844	Piliocolobus_tephrosceles
ENSCANP00000000002	ENSCANG00000000003	Colobus_angolensis_palliatus
ENSRROP00000036619	ENSRROG00000041771	Rhinopithecus_roxellana
ENSMMUP00000062053	ENSMMUG00000000968	Macaca_mulatta
ENSRBIP00000023680	ENSRBIG00000035760	Rhinopithecus_bieti
ENSSBOP00000022212	ENSSBOG00000027657	Saimiri_boliviensis_boliviensis
ENSCJAP00000038641	ENSCJAG00000020773	Callithrix_jacchus
ENSCCAP00000038813	ENSCCAG00000037252	Cebus_capucinus_imitator
ENSANAP00000019606	ENSANAG00000027591	Aotus_nancymaae
ENSTSYP00000027304	ENSTSYG00000034565	Carlito_syrichta
ENSPCOP00000006461	ENSPCOG00000014396	Propithecus_coquereli
ENSPSMP00000004599	ENSPSMG00000003665	Prolemur_simus
ENSMICP00000045141	ENSMICG00000042913	Microcebus_murinus
ENSOGAP00000011126	ENSOGAG00000012429	Otolemur_garnettii
ENSCLAP00000024933	ENSCLAG00000017116	Chinchilla_lanigera	ENSCLAT00000025175
ENSODEP00000018246	ENSODEG00000013441	Octodon_degus	ENSODET00000018477
ENSCAPP00000012013	ENSCAPG00000012945	Cavia_aperea	ENSCAPT00000015763
ENSCPOP00000031303	ENSCPOG00000010535	Cavia_porcellus	ENSCPOT00000041713
ENSHGLP00000020298	ENSHGLG00000014522	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100016223	ENSHGLG00100011978	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000017255	ENSFDAG00000005856	Fukomys_damarensis
ENSUPAP00010024102	ENSUPAG00010019125	Urocitellus_parryii
ENSSTOP00000006896	ENSSTOG00000007690	Ictidomys_tridecemlineatus
ENSSDAP00000011044	ENSSDAG00000009975	Spermophilus_dauricus
ENSMMMP00000027232	ENSMMMG00000023786	Marmota_marmota_marmota
ENSCCNP00000018598	ENSCCNG00000018822	Castor_canadensis
ENSDORP00000018945	ENSDORG00000024221	Dipodomys_ordii
ENSMSIP00000001085	ENSMSIG00000001108	Mus_spicilegus
MGP_SPRETEiJ_P0057421	MGP_SPRETEiJ_G0025396	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000028970	ENSMUSG00000027470	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0055278	MGP_CAROLIEiJ_G0024475	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0066259	MGP_PahariEiJ_G0025918	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011255	ENSRNOG00000008235	Rattus_norvegicus
ENSMUGP00000014969	ENSMUGG00000012912	Meriones_unguiculatus
ENSPEMP00000010391	ENSPEMG00000011373	Peromyscus_maniculatus_bairdii
ENSMOCP00000012156	ENSMOCG00000012345	Microtus_ochrogaster
ENSCGRP00000019896	ENSCGRG00000014481	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015004496	ENSCGRG00015003517	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001012783	ENSCGRG00001014090	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000011100	ENSMAUG00000011764	Mesocricetus_auratus
ENSNGAP00000004720	ENSNGAG00000006394	Nannospalax_galili
ENSJJAP00000003874	ENSJJAG00000007713	Jaculus_jaculus
ENSOCUP00000040286	ENSOCUG00000017328	Oryctolagus_cuniculus
ENSOPRP00000000945	ENSOPRG00000001025	Ochotona_princeps
