ENSVURP00010025376	ENSVURG00010019387	Vombatus_ursinus
ENSPCIP00000000871	ENSPCIG00000000721	Phascolarctos_cinereus
ENSMEUP00000004165	ENSMEUG00000004550	Notamacropus_eugenii
ENSSHAP00000011861	ENSSHAG00000010181	Sarcophilus_harrisii
ENSMODP00000024590	ENSMODG00000019706	Monodelphis_domestica
ENSCCNP00000029730	ENSCCNG00000028483	Castor_canadensis
ENSDORP00000004746	ENSDORG00000005073	Dipodomys_ordii
ENSCLAP00000013677	ENSCLAG00000009452	Chinchilla_lanigera
ENSODEP00000005405	ENSODEG00000004087	Octodon_degus
ENSCPOP00000004435	ENSCPOG00000004926	Cavia_porcellus
ENSCAPP00000006480	ENSCAPG00000008637	Cavia_aperea
ENSHGLP00000002876	ENSHGLG00000002153	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100019895	ENSHGLG00100014665	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000008322	ENSFDAG00000016613	Fukomys_damarensis
ENSMSIP00000014393	ENSMSIG00000012423	Mus_spicilegus
MGP_SPRETEiJ_P0036786	MGP_SPRETEiJ_G0019659	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000022213	ENSMUSG00000021702	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0035111	MGP_CAROLIEiJ_G0018774	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0026775	MGP_PahariEiJ_G0015853	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074259	ENSRNOG00000012471	Rattus_norvegicus
ENSMUGP00000003684	ENSMUGG00000003421	Meriones_unguiculatus
ENSMOCP00000020181	ENSMOCG00000017937	Microtus_ochrogaster
ENSPEMP00000024462	ENSPEMG00000021194	Peromyscus_maniculatus_bairdii
ENSCGRP00000003214	ENSCGRG00000002361	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015017610	ENSCGRG00015013505	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001016307	ENSCGRG00001016664	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007748	ENSMAUG00000009316	Mesocricetus_auratus
ENSNGAP00000003175	ENSNGAG00000003456	Nannospalax_galili
ENSJJAP00000011188	ENSJJAG00000014572	Jaculus_jaculus
ENSSTOP00000008148	ENSSTOG00000009080	Ictidomys_tridecemlineatus
ENSUPAP00010017948	ENSUPAG00010014261	Urocitellus_parryii
ENSSDAP00000012860	ENSSDAG00000011525	Spermophilus_dauricus
ENSMMMP00000008180	ENSMMMG00000007323	Marmota_marmota_marmota
ENSTBEP00000009350	ENSTBEG00000010776	Tupaia_belangeri
ENSCANP00000034969	ENSCANG00000041175	Colobus_angolensis_palliatus
ENSPTEP00000038745	ENSPTEG00000035950	Piliocolobus_tephrosceles
ENSRBIP00000014683	ENSRBIG00000031443	Rhinopithecus_bieti
ENSRROP00000036170	ENSRROG00000041552	Rhinopithecus_roxellana
ENSPANP00000001863	ENSPANG00000001778	Papio_anubis
ENSTGEP00000031004	ENSTGEG00000024851	Theropithecus_gelada
ENSCATP00000016224	ENSCATG00000032042	Cercocebus_atys
ENSCSAP00000011277	ENSCSAG00000015181	Chlorocebus_sabaeus
ENSMFAP00000020937	ENSMFAG00000033394	Macaca_fascicularis
ENSMMUP00000044825	ENSMMUG00000003143	Macaca_mulatta
ENSMNEP00000006410	ENSMNEG00000027403	Macaca_nemestrina
ENSMLEP00000034414	ENSMLEG00000041362	Mandrillus_leucophaeus
ENSGGOP00000026075	ENSGGOG00000027002	Gorilla_gorilla
ENSP00000339730	ENSG00000113296	Homo_sapiens
ENSPPAP00000023471	ENSPPAG00000034900	Pan_paniscus
ENSPTRP00000029161	ENSPTRG00000017031	Pan_troglodytes
ENSPPYP00000017431	ENSPPYG00000015593	Pongo_abelii
ENSNLEP00000015683	ENSNLEG00000012916	Nomascus_leucogenys
ENSSBOP00000015144	ENSSBOG00000024309	Saimiri_boliviensis_boliviensis
ENSCJAP00000070441	ENSCJAG00000059899	Callithrix_jacchus
ENSCCAP00000002914	ENSCCAG00000016677	Cebus_capucinus_imitator
ENSCJAP00000070660	ENSCJAG00000019641	Callithrix_jacchus
ENSANAP00000024440	ENSANAG00000029945	Aotus_nancymaae
ENSTSYP00000000012	ENSTSYG00000000011	Carlito_syrichta
ENSPSMP00000032959	ENSPSMG00000022760	Prolemur_simus
ENSPCOP00000027310	ENSPCOG00000026127	Propithecus_coquereli
ENSMICP00000033108	ENSMICG00000017069	Microcebus_murinus
ENSOGAP00000013585	ENSOGAG00000015172	Otolemur_garnettii
ENSBIXP00000021139	ENSBIXG00000024287	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028851	ENSBIXG00005008640	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000036460	ENSBTAG00000012866	Bos_taurus
ENSBMUP00000004899	ENSBMUG00000003832	Bos_mutus
ENSBBBP00000028216	ENSBBBG00000024887	Bison_bison_bison
ENSCHIP00000029402	ENSCHIG00000024483	Capra_hircus
ENSOARP00000018780	ENSOARG00000017490	Ovis_aries
ENSVPAP00000008753	ENSVPAG00000009405	Vicugna_pacos
ENSTTRP00000001663	ENSTTRG00000001758	Tursiops_truncatus
ENSSSCP00000020334	ENSSSCG00000014117	Sus_scrofa_strain_reference
ENSECAP00000017673	ENSECAG00000019665	Equus_caballus
ENSEASP00005002738	ENSEASG00005002059	Equus_asinus_asinus
ENSPVAP00000008735	ENSPVAG00000009262	Pteropus_vampyrus
ENSMLUP00000012021	ENSMLUG00000013206	Myotis_lucifugus
ENSUMAP00000003361	ENSUMAG00000002341	Ursus_maritimus
ENSUAMP00000030152	ENSUAMG00000020082	Ursus_americanus
ENSAMEP00000016575	ENSAMEG00000015652	Ailuropoda_melanoleuca
ENSMPUP00000004835	ENSMPUG00000004875	Mustela_putorius_furo
ENSNVIP00000002464	ENSNVIG00000001935	Neovison_vison
ENSCAFP00000053810	ENSCAFG00000008975	Canis_lupus_familiaris
ENSCAFP00020034528	ENSCAFG00020026420	Canis_lupus_dingo
ENSVVUP00000034619	ENSVVUG00000024964	Vulpes_vulpes
ENSPTIP00000012715	ENSPTIG00000012684	Panthera_tigris_altaica
ENSPPRP00000020245	ENSPPRG00000011385	Panthera_pardus
ENSFCAP00000003579	ENSFCAG00000003879	Felis_catus
ENSOCUP00000007987	ENSOCUG00000009244	Oryctolagus_cuniculus
ENSOPRP00000013888	ENSOPRG00000015200	Ochotona_princeps
ENSSARP00000007587	ENSSARG00000008366	Sorex_araneus
ENSEEUP00000003766	ENSEEUG00000004111	Erinaceus_europaeus
ENSDNOP00000008138	ENSDNOG00000010496	Dasypus_novemcinctus
ENSCHOP00000004953	ENSCHOG00000005580	Choloepus_hoffmanni
ENSLAFP00000007408	ENSLAFG00000008818	Loxodonta_africana
ENSPCAP00000005007	ENSPCAG00000005257	Procavia_capensis
ENSETEP00000001691	ENSETEG00000002085	Echinops_telfairi
ENSXETP00000035008	ENSXETG00000013231	Xenopus_tropicalis
ENSPKIP00000040524	ENSPKIG00000017424	Paramormyrops_kingsleyae
ENSSFOP00015026432	ENSSFOG00015016974	Scleropages_formosus
ENSHHUP00000042010	ENSHHUG00000025486	Hucho_hucho
ENSHHUP00000035797	ENSHHUG00000022154	Hucho_hucho
ENSELUP00000002897	ENSELUG00000004213	Esox_lucius
ENSCGOP00000030124	ENSCGOG00000010809	Cottoperca_gobio
ENSGACP00000021331	ENSGACG00000016162	Gasterosteus_aculeatus
ENSLCRP00005042700	ENSLCRG00005010260	Larimichthys_crocea
ENSLBEP00000037832	ENSLBEG00000028228	Labrus_bergylta
ENSMAMP00000025607	ENSMAMG00000017169	Mastacembelus_armatus
ENSMALP00000005600	ENSMALG00000004001	Monopterus_albus
ENSATEP00000020455	ENSATEG00000014243	Anabas_testudineus
ENSSMAP00000013256	ENSSMAG00000008125	Scophthalmus_maximus
ENSCSEP00000001628	ENSCSEG00000001095	Cynoglossus_semilaevis
ENSSLDP00000006835	ENSSLDG00000005407	Seriola_lalandi_dorsalis
ENSSDUP00000033142	ENSSDUG00000023804	Seriola_dumerili
ENSLCAP00010005739	ENSLCAG00010002473	Lates_calcarifer
ENSFHEP00000006094	ENSFHEG00000007172	Fundulus_heteroclitus
ENSCVAP00000019526	ENSCVAG00000022928	Cyprinodon_variegatus
ENSXMAP00000005109	ENSXMAG00000005071	Xiphophorus_maculatus
ENSXCOP00000002077	ENSXCOG00000001664	Xiphophorus_couchianus
ENSGAFP00000018887	ENSGAFG00000012749	Gambusia_affinis
ENSPFOP00000015313	ENSPFOG00000015261	Poecilia_formosa
ENSPLAP00000012889	ENSPLAG00000016319	Poecilia_latipinna
ENSPFOP00000014293	ENSPFOG00000014191	Poecilia_formosa
ENSPLAP00000002579	ENSPLAG00000003949	Poecilia_latipinna
ENSPMEP00000008123	ENSPMEG00000009921	Poecilia_mexicana
ENSPREP00000003628	ENSPREG00000002574	Poecilia_reticulata
ENSKMAP00000016044	ENSKMAG00000011927	Kryptolebias_marmoratus
ENSORLP00020006825	ENSORLG00020007742	Oryzias_latipes_ASM223471v1
ENSORLP00015013656	ENSORLG00015014589	Oryzias_latipes_ASM223469v1
ENSORLP00000006238	ENSORLG00000004949	Oryzias_latipes_ASM223467v1
ENSOMEP00000009072	ENSOMEG00000010286	Oryzias_melastigma
ENSGWIP00000037301	ENSGWIG00000012490	Gouania_willdenowi
ENSACLP00000000825	ENSACLG00000000559	Astatotilapia_calliptera
ENSPNYP00000007028	ENSPNYG00000005339	Pundamilia_nyererei
ENSMZEP00005001320	ENSMZEG00005001057	Maylandia_zebra
ENSHBUP00000005365	ENSHBUG00000006807	Haplochromis_burtoni
ENSNBRP00000007822	ENSNBRG00000006050	Neolamprologus_brichardi
ENSONIP00000009500	ENSONIG00000007533	Oreochromis_niloticus
ENSACIP00000018758	ENSACIG00000014596	Amphilophus_citrinellus
ENSAPEP00000028352	ENSAPEG00000020097	Amphiprion_percula
ENSAOCP00000029996	ENSAOCG00000020698	Amphiprion_ocellaris
ENSAPOP00000005371	ENSAPOG00000007117	Acanthochromis_polyacanthus
ENSSPAP00000019328	ENSSPAG00000014550	Stegastes_partitus
ENSPRNP00000033169	ENSPRNG00000010629	Parambassis_ranga
ENSPMGP00000004150	ENSPMGG00000003552	Periophthalmus_magnuspinnatus
ENSMMOP00000005496	ENSMMOG00000004332	Mola_mola
ENSBSLP00000039477	ENSBSLG00000018097	Betta_splendens
ENSTRUP00000046094	ENSTRUG00000017990	Takifugu_rubripes
ENSTNIP00000017286	ENSTNIG00000014272	Tetraodon_nigroviridis
ENSHCOP00000015787	ENSHCOG00000019496	Hippocampus_comes
ENSGMOP00000001771	ENSGMOG00000001667	Gadus_morhua
ENSDCDP00000055861	ENSDCDG00000030442	Denticeps_clupeoides
ENSCHAP00000056637	ENSCHAG00000023900	Clupea_harengus
ENSAMXP00000015109	ENSAMXG00000014685	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005053123	ENSAMXG00005023760	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000031098	ENSPNAG00000018315	Pygocentrus_nattereri
ENSIPUP00000007950	ENSIPUG00000005393	Ictalurus_punctatus
ENSEEEP00000020869	ENSEEEG00000010178	Electrophorus_electricus
ENSDARP00000093348	ENSDARG00000020072	Danio_rerio
ENSSFOP00015008556	ENSSFOG00015005554	Scleropages_formosus
ENSPKIP00000037751	ENSPKIG00000015783	Paramormyrops_kingsleyae
ENSDCDP00000025834	ENSDCDG00000018205	Denticeps_clupeoides
ENSCHAP00000050367	ENSCHAG00000021328	Clupea_harengus
ENSAMXP00000053813	ENSAMXG00000008326	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005013721	ENSAMXG00005004482	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000021888	ENSPNAG00000004896	Pygocentrus_nattereri
ENSEEEP00000027800	ENSEEEG00000013386	Electrophorus_electricus
ENSIPUP00000028557	ENSIPUG00000019257	Ictalurus_punctatus
ENSDARP00000129945	ENSDARG00000102777	Danio_rerio
ENSCGOP00000018529	ENSCGOG00000008077	Cottoperca_gobio
ENSGACP00000013049	ENSGACG00000009878	Gasterosteus_aculeatus
ENSLCRP00005052722	ENSLCRG00005017030	Larimichthys_crocea
ENSLBEP00000019415	ENSLBEG00000014918	Labrus_bergylta
ENSSDUP00000021005	ENSSDUG00000015245	Seriola_dumerili
ENSSLDP00000003564	ENSSLDG00000002759	Seriola_lalandi_dorsalis
ENSSMAP00000016859	ENSSMAG00000010306	Scophthalmus_maximus
ENSLCAP00010060467	ENSLCAG00010028150	Lates_calcarifer
ENSMAMP00000019448	ENSMAMG00000013052	Mastacembelus_armatus
ENSATEP00000007741	ENSATEG00000005365	Anabas_testudineus
ENSBSLP00000010031	ENSBSLG00000004835	Betta_splendens
ENSMALP00000015501	ENSMALG00000010877	Monopterus_albus
ENSTNIP00000018477	ENSTNIG00000015409	Tetraodon_nigroviridis
ENSTNIP00000003343	ENSTNIG00000000659	Tetraodon_nigroviridis
ENSTRUP00000024287	ENSTRUG00000009669	Takifugu_rubripes
ENSMMOP00000023940	ENSMMOG00000018211	Mola_mola
ENSAOCP00000029590	ENSAOCG00000020026	Amphiprion_ocellaris
ENSAPEP00000028811	ENSAPEG00000020060	Amphiprion_percula
ENSAPOP00000033427	ENSAPOG00000022044	Acanthochromis_polyacanthus
ENSSPAP00000028995	ENSSPAG00000021799	Stegastes_partitus
ENSACLP00000005445	ENSACLG00000003629	Astatotilapia_calliptera
ENSPNYP00000025348	ENSPNYG00000019084	Pundamilia_nyererei
ENSMZEP00005022954	ENSMZEG00005017182	Maylandia_zebra
ENSHBUP00000010687	ENSHBUG00000000943	Haplochromis_burtoni
ENSNBRP00000004685	ENSNBRG00000003677	Neolamprologus_brichardi
ENSONIP00000017276	ENSONIG00000013733	Oreochromis_niloticus
ENSACIP00000027227	ENSACIG00000021081	Amphilophus_citrinellus
ENSFHEP00000004925	ENSFHEG00000005886	Fundulus_heteroclitus
ENSCVAP00000027076	ENSCVAG00000013167	Cyprinodon_variegatus
ENSXMAP00000007314	ENSXMAG00000007257	Xiphophorus_maculatus
ENSXCOP00000022535	ENSXCOG00000016844	Xiphophorus_couchianus
ENSGAFP00000017601	ENSGAFG00000011903	Gambusia_affinis
ENSPFOP00000017651	ENSPFOG00000017481	Poecilia_formosa
ENSPMEP00000032410	ENSPMEG00000020316	Poecilia_mexicana
ENSPLAP00000021106	ENSPLAG00000004623	Poecilia_latipinna
ENSPREP00000003848	ENSPREG00000002727	Poecilia_reticulata
ENSKMAP00000017311	ENSKMAG00000012877	Kryptolebias_marmoratus
ENSORLP00020010264	ENSORLG00020011190	Oryzias_latipes_ASM223471v1
ENSORLP00000011233	ENSORLG00000008957	Oryzias_latipes_ASM223467v1
ENSORLP00015021854	ENSORLG00015022956	Oryzias_latipes_ASM223469v1
ENSOMEP00000003968	ENSOMEG00000004920	Oryzias_melastigma
ENSCSEP00000025861	ENSCSEG00000016507	Cynoglossus_semilaevis
ENSCSEP00000021667	ENSCSEG00000013830	Cynoglossus_semilaevis
ENSHCOP00000025326	ENSHCOG00000015432	Hippocampus_comes
ENSPMGP00000027180	ENSPMGG00000021938	Periophthalmus_magnuspinnatus
ENSGWIP00000003685	ENSGWIG00000001691	Gouania_willdenowi
ENSGMOP00000011414	ENSGMOG00000010650	Gadus_morhua
ENSHHUP00000068200	ENSHHUG00000039581	Hucho_hucho
ENSELUP00000032844	ENSELUG00000010911	Esox_lucius
ENSLOCP00000007296	ENSLOCG00000006036	Lepisosteus_oculatus
ENSECRP00000008930	ENSECRG00000005410	Erpetoichthys_calabaricus
ENSNSUP00000009414	ENSNSUG00000007206	Notechis_scutatus
ENSLACP00000017451	ENSLACG00000015371	Latimeria_chalumnae
ENSCMIP00000045445	ENSCMIG00000018713	Callorhinchus_milii
ENSEBUP00000020230	ENSEBUG00000012534	Eptatretus_burgeri
ENSEBUP00000023673	ENSEBUG00000014568	Eptatretus_burgeri	ENSEBUT00000024249
ENSEBUP00000022821	ENSEBUG00000014067	Eptatretus_burgeri	ENSEBUT00000023397
ENSPMAP00000010769	ENSPMAG00000009798	Petromyzon_marinus
ENSLACP00000003275	ENSLACG00000002929	Latimeria_chalumnae
ENSXETP00000007891	ENSXETG00000007196	Xenopus_tropicalis
ENSCMIP00000013320	ENSCMIG00000006370	Callorhinchus_milii
ENSTGUP00000014507	ENSTGUG00000014102	Taeniopygia_guttata
ENSLSDP00000009226	ENSLSDG00000006780	Lonchura_striata_domestica
ENSSCAP00000016095	ENSSCAG00000011799	Serinus_canaria
ENSJHYP00000007265	ENSJHYG00000005821	Junco_hyemalis
ENSZALP00000005466	ENSZALG00000005090	Zonotrichia_albicollis
ENSFALP00000009769	ENSFALG00000009345	Ficedula_albicollis
ENSPMJP00000015412	ENSPMJG00000011713	Parus_major
ENSCCEP00000004682	ENSCCEG00000003134	Cyanistes_caeruleus
ENSMVIP00005027885	ENSMVIG00005019390	Manacus_vitellinus
ENSMVIP00005027682	ENSMVIG00005019262	Manacus_vitellinus
ENSLCOP00000003507	ENSLCOG00000002639	Lepidothrix_coronata
ENSNPEP00000004105	ENSNPEG00000003151	Nothoprocta_perdicaria
ENSAPLP00000009472	ENSAPLG00000009709	Anas_platyrhynchos_platyrhynchos
ENSABRP00000005650	ENSABRG00000005294	Anser_brachyrhynchus
ENSMGAP00000004677	ENSMGAG00000004780	Meleagris_gallopavo
ENSGALP00000005183	ENSGALG00000003283	Gallus_gallus
ENSCJPP00005013713	ENSCJPG00005011352	Coturnix_japonica
ENSNMEP00000003294	ENSNMEG00000003831	Numida_meleagris
ENSCPUP00000022999	ENSCPUG00000015627	Calidris_pugnax
ENSCPGP00000009438	ENSCPGG00000006711	Calidris_pygmaea
ENSMUNP00000006739	ENSMUNG00000005415	Melopsittacus_undulatus
ENSAOWP00000005812	ENSAOWG00000003985	Apteryx_owenii
ENSAHAP00000018328	ENSAHAG00000012010	Apteryx_haastii
ENSARWP00000022884	ENSARWG00000015604	Apteryx_rowi
ENSDNVP00000017219	ENSDNVG00000011933	Dromaius_novaehollandiae
ENSCPRP00005022549	ENSCPRG00005015729	Crocodylus_porosus
ENSGAGP00000030896	ENSGAGG00000022218	Gopherus_agassizii
ENSCABP00000022076	ENSCABG00000016259	Chelonoidis_abingdonii
ENSCPBP00000017605	ENSCPBG00000012536	Chrysemys_picta_bellii
ENSPSIP00000010775	ENSPSIG00000009643	Pelodiscus_sinensis
ENSACAP00000014378	ENSACAG00000014333	Anolis_carolinensis
ENSPVIP00000019477	ENSPVIG00000014618	Pogona_vitticeps
ENSNSUP00000007529	ENSNSUG00000005920	Notechis_scutatus
ENSSMRP00000010104	ENSSMRG00000008021	Salvator_merianae
ENSCMIP00000003441	ENSCMIG00000002070	Callorhinchus_milii
ENSPMAP00000010217	ENSPMAG00000009291	Petromyzon_marinus	ENSPMAT00000010262
