ENSUAMP00000001295	ENSUAMG00000001249	Ursus_americanus
ENSBTAP00000058139	ENSBTAG00000050389	Bos_taurus
ENSHGLP00100010681	ENSHGLG00100007931	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001919	ENSHGLG00000001465	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024006	ENSHGLG00100017631	Heterocephalus_glaber_HetGla_1.0
ENSCAPP00000013482	ENSCAPG00000014095	Cavia_aperea
ENSCPOP00000029250	ENSCPOG00000036487	Cavia_porcellus
ENSCGRP00000017684	ENSCGRG00000012863	Cricetulus_griseus_CriGri_1.0
ENSMUGP00000002818	ENSMUGG00000002638	Meriones_unguiculatus
ENSNLEP00000026579	ENSNLEG00000031595	Nomascus_leucogenys
ENSPANP00000028327	ENSPANG00000029204	Papio_anubis
ENSTSYP00000020589	ENSTSYG00000028091	Carlito_syrichta
ENSXETP00000000960	ENSXETG00000002001	Xenopus_tropicalis
ENSPMGP00000025302	ENSPMGG00000020428	Periophthalmus_magnuspinnatus
ENSCVAP00000001986	ENSCVAG00000003036	Cyprinodon_variegatus
ENSHHUP00000032954	ENSHHUG00000020860	Hucho_hucho
