ENSLACP00000007661	ENSLACG00000006788	Latimeria_chalumnae
ENSGWIP00000014858	ENSGWIG00000008318	Gouania_willdenowi
ENSNGAP00000018045	ENSNGAG00000018291	Nannospalax_galili
ENSPMJP00000007992	ENSPMJG00000006544	Parus_major
ENSTGEP00000012194	ENSTGEG00000009942	Theropithecus_gelada
ENSDCDP00000042588	ENSDCDG00000027374	Denticeps_clupeoides
ENSRROP00000018758	ENSRROG00000033411	Rhinopithecus_roxellana
ENSETEP00000008578	ENSETEG00000010561	Echinops_telfairi
ENSVURP00010003192	ENSVURG00010002565	Vombatus_ursinus
ENSPVAP00000007466	ENSPVAG00000007911	Pteropus_vampyrus
ENSKMAP00000015498	ENSKMAG00000011579	Kryptolebias_marmoratus
ENSNSUP00000023249	ENSNSUG00000016841	Notechis_scutatus	ENSNSUT00000024727
ENSAPLP00000022349	ENSAPLG00000023418	Anas_platyrhynchos_platyrhynchos
MGP_CAROLIEiJ_P0047731	MGP_CAROLIEiJ_G0022589	Mus_caroli_strain_CAROLI_EIJ
FBpp0085829	FBgn0034380	Drosophila_melanogaster	FBtr0086647
ENSXMAP00000005194	ENSXMAG00000005163	Xiphophorus_maculatus
ENSCPUP00000022430	ENSCPUG00000015226	Calidris_pugnax
ENSLCRP00005054710	ENSLCRG00005020324	Larimichthys_crocea
ENSPCIP00000009436	ENSPCIG00000007719	Phascolarctos_cinereus
ENSCPBP00000033861	ENSCPBG00000023645	Chrysemys_picta_bellii
ENSPFOP00000019070	ENSPFOG00000018955	Poecilia_formosa
ENSPTIP00000003471	ENSPTIG00000006215	Panthera_tigris_altaica
B0414.8a.1	WBGene00015176	Caenorhabditis_elegans_strain_N2	B0414.8a.1
ENSCANP00000034532	ENSCANG00000040948	Colobus_angolensis_palliatus
ENSLBEP00000003596	ENSLBEG00000002785	Labrus_bergylta
ENSCHOP00000007378	ENSCHOG00000008342	Choloepus_hoffmanni
ENSXETP00000018173	ENSXETG00000001844	Xenopus_tropicalis
ENSXCOP00000007553	ENSXCOG00000005820	Xiphophorus_couchianus
ENSAPEP00000013316	ENSAPEG00000009462	Amphiprion_percula
ENSMMMP00000010794	ENSMMMG00000009613	Marmota_marmota_marmota
ENSACAP00000010790	ENSACAG00000010936	Anolis_carolinensis
ENSCJPP00005016800	ENSCJPG00005013779	Coturnix_japonica
ENSCPOP00000016300	ENSCPOG00000021654	Cavia_porcellus
ENSCHAP00000055225	ENSCHAG00000025001	Clupea_harengus
ENSMPUP00000012195	ENSMPUG00000012292	Mustela_putorius_furo
ENSVVUP00000038525	ENSVVUG00000027476	Vulpes_vulpes
ENSSSCP00000043083	ENSSSCG00000013005	Sus_scrofa_strain_reference
ENSPEMP00000004109	ENSPEMG00000006246	Peromyscus_maniculatus_bairdii
ENSCJAP00000073131	ENSCJAG00000002459	Callithrix_jacchus
ENSOGAP00000013429	ENSOGAG00000015001	Otolemur_garnettii
ENSMUGP00000024298	ENSMUGG00000020290	Meriones_unguiculatus
ENSHGLP00100018266	ENSHGLG00100013468	Heterocephalus_glaber_HetGla_1.0
ENSCSAP00000003883	ENSCSAG00000007618	Chlorocebus_sabaeus
ENSGAGP00000036469	ENSGAGG00000025867	Gopherus_agassizii	ENSGAGT00000041302
ENSCSAVP00000002585	ENSCSAVG00000001525	Ciona_savignyi
ENSOPRP00000008941	ENSOPRG00000009776	Ochotona_princeps
ENSGALP00000039522	ENSGALG00000004166	Gallus_gallus
ENSCCNP00000025582	ENSCCNG00000024932	Castor_canadensis
ENSAMXP00005016519	ENSAMXG00005008503	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSHGLP00000016019	ENSHGLG00000011455	Heterocephalus_glaber_HetGla_female_1.0
ENSCGOP00000012111	ENSCGOG00000005778	Cottoperca_gobio
MGP_SPRETEiJ_P0049691	MGP_SPRETEiJ_G0023500	Mus_spretus_strain_SPRET/EiJ
ENSPMGP00000012524	ENSPMGG00000010331	Periophthalmus_magnuspinnatus
ENSUPAP00010012666	ENSUPAG00010010277	Urocitellus_parryii
ENSFCAP00000061347	ENSFCAG00000006253	Felis_catus
ENSATEP00000011577	ENSATEG00000008061	Anabas_testudineus
ENSFHEP00000004931	ENSFHEG00000005902	Fundulus_heteroclitus
ENSPSIP00000006089	ENSPSIG00000005609	Pelodiscus_sinensis
ENSGACP00000026798	ENSGACG00000020279	Gasterosteus_aculeatus
ENSPTEP00000022355	ENSPTEG00000023310	Piliocolobus_tephrosceles
ENSMEUP00000008561	ENSMEUG00000009374	Notamacropus_eugenii
ENSFALP00000011946	ENSFALG00000011442	Ficedula_albicollis
ENSSMRP00000013641	ENSSMRG00000010601	Salvator_merianae	ENSSMRT00000015881
ENSHBUP00000019337	ENSHBUG00000021512	Haplochromis_burtoni
ENSORLP00020033747	ENSORLG00020019893	Oryzias_latipes_ASM223471v1
ENSCGRP00015018456	ENSCGRG00015014203	Cricetulus_griseus_CriGri-PICR
ENSAOCP00000031278	ENSAOCG00000022852	Amphiprion_ocellaris
ENSMLUP00000013987	ENSMLUG00000015351	Myotis_lucifugus
ENSPKIP00000006913	ENSPKIG00000023002	Paramormyrops_kingsleyae
ENSMMOP00000008521	ENSMMOG00000006583	Mola_mola
ENSSFOP00015030923	ENSSFOG00015019769	Scleropages_formosus
ENSMICP00000015095	ENSMICG00000016561	Microcebus_murinus
ENSTGUP00000007106	ENSTGUG00000006901	Taeniopygia_guttata
ENSBBBP00000024403	ENSBBBG00000019341	Bison_bison_bison
ENSTBEP00000004465	ENSTBEG00000005181	Tupaia_belangeri
ENSDARP00000083577	ENSDARG00000062016	Danio_rerio
ENSUMAP00000010841	ENSUMAG00000008087	Ursus_maritimus
ENSMMUP00000044082	ENSMMUG00000018772	Macaca_mulatta
ENSCINP00000033002	ENSCING00000018597	Ciona_intestinalis
ENSSMAP00000032137	ENSSMAG00000019679	Scophthalmus_maximus
ENSMUSP00000025711	ENSMUSG00000024797	Mus_musculus_strain_reference_(CL57BL6)
ENSCINP00000034065	ENSCING00000023377	Ciona_intestinalis
ENSNVIP00000022744	ENSNVIG00000017740	Neovison_vison
ENSCSEP00000024146	ENSCSEG00000015406	Cynoglossus_semilaevis
ENSSLDP00000023911	ENSSLDG00000018625	Seriola_lalandi_dorsalis
ENSIPUP00000025971	ENSIPUG00000017591	Ictalurus_punctatus
ENSTRUP00000002516	ENSTRUG00000001075	Takifugu_rubripes
ENSEASP00005026703	ENSEASG00005018219	Equus_asinus_asinus
ENSMODP00000012671	ENSMODG00000010119	Monodelphis_domestica
ENSNMEP00000005093	ENSNMEG00000005290	Numida_meleagris
ENSORLP00000031197	ENSORLG00000010722	Oryzias_latipes_ASM223467v1
ENSCAPP00000001722	ENSCAPG00000003580	Cavia_aperea
ENSMZEP00005017934	ENSMZEG00005013481	Maylandia_zebra
ENSAMEP00000018694	ENSAMEG00000017690	Ailuropoda_melanoleuca
ENSPSMP00000001085	ENSPSMG00000000781	Prolemur_simus
ENSSPUP00000012554	ENSSPUG00000009639	Sphenodon_punctatus	ENSSPUT00000013381
ENSABRP00000002083	ENSABRG00000002028	Anser_brachyrhynchus
ENSOARP00000013218	ENSOARG00000012332	Ovis_aries
ENSEEEP00000021168	ENSEEEG00000010246	Electrophorus_electricus
ENSMNEP00000044119	ENSMNEG00000044670	Macaca_nemestrina
MGP_PahariEiJ_P0020737	MGP_PahariEiJ_G0014083	Mus_pahari_strain_PAHARI_EIJ
ENSMGAP00000018060	ENSMGAG00000002643	Meleagris_gallopavo
ENSBIXP00005010659	ENSBIXG00005005502	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSUAMP00000015316	ENSUAMG00000012267	Ursus_americanus
ENSTSYP00000029208	ENSTSYG00000029760	Carlito_syrichta
ENSPCAP00000014145	ENSPCAG00000015146	Procavia_capensis
ENSPPYP00000003565	ENSPPYG00000003080	Pongo_abelii
ENSMALP00000021085	ENSMALG00000014722	Monopterus_albus
ENSECAP00000018173	ENSECAG00000020469	Equus_caballus
ENSFDAP00000020860	ENSFDAG00000008133	Fukomys_damarensis
ENSELUP00000016502	ENSELUG00000016338	Esox_lucius
ENSSCAP00000011307	ENSSCAG00000008482	Serinus_canaria
ENSCMIP00000016401	ENSCMIG00000007906	Callorhinchus_milii
ENSSBOP00000023896	ENSSBOG00000028442	Saimiri_boliviensis_boliviensis
ENSLOCP00000002643	ENSLOCG00000002267	Lepisosteus_oculatus
ENSPCOP00000030214	ENSPCOG00000027816	Propithecus_coquereli
ENSCGRP00000002516	ENSCGRG00000001842	Cricetulus_griseus_CriGri_1.0
ENSAPOP00000012044	ENSAPOG00000014725	Acanthochromis_polyacanthus
ENSNLEP00000006641	ENSNLEG00000005491	Nomascus_leucogenys
ENSCVAP00000015620	ENSCVAG00000018497	Cyprinodon_variegatus
ENSEBUP00000003983	ENSEBUG00000002849	Eptatretus_burgeri	ENSEBUT00000004390
ENSCLAP00000024985	ENSCLAG00000017150	Chinchilla_lanigera
ENSCATP00000008015	ENSCATG00000023105	Cercocebus_atys
ENSPVIP00000014028	ENSPVIG00000010615	Pogona_vitticeps	ENSPVIT00000017554
ENSRNOP00000028495	ENSRNOG00000020996	Rattus_norvegicus
ENSCGRP00001007321	ENSCGRG00001009738	Cricetulus_griseus_CHOK1GS_HDv1
ENSOMEP00000026408	ENSOMEG00000008229	Oryzias_melastigma
ENSORLP00015022880	ENSORLG00015002529	Oryzias_latipes_ASM223469v1
ENSSPAP00000031252	ENSSPAG00000023427	Stegastes_partitus
ENSTTRP00000016345	ENSTTRG00000017243	Tursiops_truncatus
ENSRBIP00000015293	ENSRBIG00000031742	Rhinopithecus_bieti
ENSSTOP00000002945	ENSSTOG00000003294	Ictidomys_tridecemlineatus
ENSHCOP00000016449	ENSHCOG00000020186	Hippocampus_comes
ENSLAFP00000001405	ENSLAFG00000001683	Loxodonta_africana
ENSPTRP00000084304	ENSPTRG00000003863	Pan_troglodytes
ENSDORP00000003386	ENSDORG00000003621	Dipodomys_ordii
ENSCPGP00000004350	ENSCPGG00000003204	Calidris_pygmaea
ENSLCAP00010044211	ENSLCAG00010020544	Lates_calcarifer
ENSLSDP00000005443	ENSLSDG00000004249	Lonchura_striata_domestica
ENSCCAP00000030038	ENSCCAG00000033059	Cebus_capucinus_imitator
ENSGGOP00000035050	ENSGGOG00000040349	Gorilla_gorilla
ENSPTRP00000061796	ENSPTRG00000047907	Pan_troglodytes
ENSPMEP00000021225	ENSPMEG00000001292	Poecilia_mexicana
ENSAMXP00000001816	ENSAMXG00000001782	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGMOP00000020241	ENSGMOG00000018846	Gadus_morhua
ENSPMAP00000004957	ENSPMAG00000004510	Petromyzon_marinus
ENSOCUP00000000709	ENSOCUG00000000816	Oryctolagus_cuniculus
ENSHHUP00000081632	ENSHHUG00000047368	Hucho_hucho
ENSACIP00000019474	ENSACIG00000015157	Amphilophus_citrinellus
ENSACLP00000014256	ENSACLG00000009713	Astatotilapia_calliptera
ENSODEP00000024499	ENSODEG00000017932	Octodon_degus
ENSBIXP00000003171	ENSBIXG00000009562	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSANAP00000006555	ENSANAG00000021326	Aotus_nancymaae
ENSONIP00000002195	ENSONIG00000001751	Oreochromis_niloticus
ENSBTAP00000020600	ENSBTAG00000015499	Bos_taurus
ENSMLEP00000020437	ENSMLEG00000034430	Mandrillus_leucophaeus
ENSMFAP00000037342	ENSMFAG00000037911	Macaca_fascicularis
ENSGAFP00000019886	ENSGAFG00000013437	Gambusia_affinis
ENSSDAP00000007963	ENSSDAG00000007275	Spermophilus_dauricus
ENSBMUP00000004297	ENSBMUG00000003376	Bos_mutus
ENSPNAP00000036979	ENSPNAG00000028288	Pygocentrus_nattereri
ENSCABP00000029153	ENSCABG00000021400	Chelonoidis_abingdonii	ENSCABT00000031949
ENSJHYP00000008415	ENSJHYG00000006664	Junco_hyemalis
ENSPNYP00000030687	ENSPNYG00000023125	Pundamilia_nyererei
ENSPANP00000005781	ENSPANG00000004241	Papio_anubis
