ENSDCDP00000061048	ENSDCDG00000034929	Denticeps_clupeoides
ENSCHAP00000018171	ENSCHAG00000009456	Clupea_harengus
ENSAMXP00005025110	ENSAMXG00005012727	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000016835	ENSAMXG00000016351	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000007035	ENSPNAG00000002483	Pygocentrus_nattereri
ENSEEEP00000010253	ENSEEEG00000005195	Electrophorus_electricus
ENSIPUP00000035393	ENSIPUG00000023729	Ictalurus_punctatus
ENSDARP00000098769	ENSDARG00000078195	Danio_rerio
ENSELUP00000007740	ENSELUG00000008502	Esox_lucius
ENSHHUP00000036421	ENSHHUG00000022866	Hucho_hucho
ENSLBEP00000038266	ENSLBEG00000028526	Labrus_bergylta
ENSMMOP00000012368	ENSMMOG00000009511	Mola_mola
ENSPRNP00000018595	ENSPRNG00000009775	Parambassis_ranga
ENSGWIP00000042365	ENSGWIG00000021258	Gouania_willdenowi
ENSCGOP00000023673	ENSCGOG00000011284	Cottoperca_gobio
ENSAOCP00000026708	ENSAOCG00000015080	Amphiprion_ocellaris
ENSAPEP00000033909	ENSAPEG00000024091	Amphiprion_percula
ENSSPAP00000016987	ENSSPAG00000012817	Stegastes_partitus
ENSAPOP00000014567	ENSAPOG00000017471	Acanthochromis_polyacanthus
ENSACLP00000039933	ENSACLG00000026924	Astatotilapia_calliptera
ENSMZEP00005007602	ENSMZEG00005005808	Maylandia_zebra
ENSPNYP00000023167	ENSPNYG00000017478	Pundamilia_nyererei
ENSONIP00000003889	ENSONIG00000003104	Oreochromis_niloticus
ENSATEP00000001063	ENSATEG00000000759	Anabas_testudineus
ENSTRUP00000048034	ENSTRUG00000024097	Takifugu_rubripes
ENSHCOP00000016569	ENSHCOG00000000541	Hippocampus_comes
ENSSLDP00000026564	ENSSLDG00000020653	Seriola_lalandi_dorsalis
ENSSDUP00000009773	ENSSDUG00000007190	Seriola_dumerili
ENSLCAP00010027130	ENSLCAG00010012729	Lates_calcarifer
ENSCSEP00000005362	ENSCSEG00000003468	Cynoglossus_semilaevis
ENSCSEP00000011918	ENSCSEG00000007690	Cynoglossus_semilaevis
ENSSMAP00000005105	ENSSMAG00000003151	Scophthalmus_maximus
ENSPMGP00000021776	ENSPMGG00000017632	Periophthalmus_magnuspinnatus
