ENSABRP00000009780	ENSABRG00000008765	Anser_brachyrhynchus	ENSABRT00000013966
ENSAPLP00000011808	ENSAPLG00000012057	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000015198	ENSMGAG00000014365	Meleagris_gallopavo
ENSGALP00000024628	ENSGALG00000015287	Gallus_gallus
ENSNMEP00000020091	ENSNMEG00000017255	Numida_meleagris
ENSTGUP00000014037	ENSTGUG00000013630	Taeniopygia_guttata
ENSLSDP00000002684	ENSLSDG00000002122	Lonchura_striata_domestica
ENSSCAP00000023347	ENSSCAG00000016742	Serinus_canaria
ENSZALP00000019396	ENSZALG00000015387	Zonotrichia_albicollis
ENSJHYP00000012756	ENSJHYG00000009914	Junco_hyemalis
ENSFALP00000006179	ENSFALG00000005929	Ficedula_albicollis
ENSCCEP00000016897	ENSCCEG00000015690	Cyanistes_caeruleus
ENSPMJP00000014711	ENSPMJG00000011163	Parus_major
ENSMUNP00000006246	ENSMUNG00000005035	Melopsittacus_undulatus
ENSARWP00000021340	ENSARWG00000014588	Apteryx_rowi
ENSAHAP00000021925	ENSAHAG00000015412	Apteryx_haastii
ENSAOWP00000026175	ENSAOWG00000017660	Apteryx_owenii
ENSDNVP00000010744	ENSDNVG00000007593	Dromaius_novaehollandiae
ENSNPEP00000007320	ENSNPEG00000005486	Nothoprocta_perdicaria
ENSCPRP00005006599	ENSCPRG00005004709	Crocodylus_porosus
ENSCABP00000021160	ENSCABG00000015592	Chelonoidis_abingdonii
ENSGAGP00000023893	ENSGAGG00000017480	Gopherus_agassizii
ENSPSIP00000004178	ENSPSIG00000003941	Pelodiscus_sinensis
ENSACAP00000011256	ENSACAG00000011523	Anolis_carolinensis
ENSSMRP00000005976	ENSSMRG00000004811	Salvator_merianae
ENSMEUP00000004768	ENSMEUG00000005218	Notamacropus_eugenii
ENSPCIP00000000231	ENSPCIG00000000184	Phascolarctos_cinereus
ENSVURP00010016903	ENSVURG00010012941	Vombatus_ursinus
ENSSHAP00000007105	ENSSHAG00000006175	Sarcophilus_harrisii
ENSMODP00000039425	ENSMODG00000028846	Monodelphis_domestica
ENSCGRP00001007309	ENSCGRG00001009736	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015009409	ENSCGRG00015007249	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000014527	ENSCGRG00000010512	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017008	ENSMAUG00000015990	Mesocricetus_auratus
ENSMOCP00000013361	ENSMOCG00000013183	Microtus_ochrogaster
ENSPEMP00000030006	ENSPEMG00000029284	Peromyscus_maniculatus_bairdii
ENSMUSP00000147973	ENSMUSG00000109588	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019111	ENSMSIG00000016273	Mus_spicilegus
ENSRNOP00000064973	ENSRNOG00000039649	Rattus_norvegicus
ENSMUGP00000018998	ENSMUGG00000016113	Meriones_unguiculatus
ENSMUGP00000018988	ENSMUGG00000016098	Meriones_unguiculatus
