ENSAPLP00000020304	ENSAPLG00000007631	Anas_platyrhynchos_platyrhynchos
ENSABRP00000015089	ENSABRG00000013308	Anser_brachyrhynchus
ENSMGAP00000017680	ENSMGAG00000016895	Meleagris_gallopavo
ENSGALP00000066691	ENSGALG00000031570	Gallus_gallus
ENSMGAP00000007838	ENSMGAG00000007699	Meleagris_gallopavo
ENSCJPP00005007433	ENSCJPG00005006855	Coturnix_japonica
ENSCCEP00000009654	ENSCCEG00000009743	Cyanistes_caeruleus
ENSPMJP00000006454	ENSPMJG00000005436	Parus_major
ENSLSDP00000018439	ENSLSDG00000013160	Lonchura_striata_domestica
ENSJHYP00000006411	ENSJHYG00000005180	Junco_hyemalis
ENSFALP00000009263	ENSFALG00000008876	Ficedula_albicollis
ENSLCOP00000003856	ENSLCOG00000002879	Lepidothrix_coronata
ENSNPEP00000000877	ENSNPEG00000000701	Nothoprocta_perdicaria
ENSCPUP00000005900	ENSCPUG00000004309	Calidris_pugnax
ENSCPGP00000022331	ENSCPGG00000015512	Calidris_pygmaea
ENSAHAP00000009399	ENSAHAG00000006822	Apteryx_haastii	ENSAHAT00000010429
ENSAOWP00000028141	ENSAOWG00000018944	Apteryx_owenii	ENSAOWT00000031882
ENSARWP00000007509	ENSARWG00000005233	Apteryx_rowi	ENSARWT00000008568
ENSDNVP00000011755	ENSDNVG00000008282	Dromaius_novaehollandiae
ENSGAGP00000020032	ENSGAGG00000014762	Gopherus_agassizii
ENSCABP00000026086	ENSCABG00000019103	Chelonoidis_abingdonii
ENSCPBP00000035056	ENSCPBG00000024434	Chrysemys_picta_bellii
ENSPSIP00000005099	ENSPSIG00000004760	Pelodiscus_sinensis
ENSACAP00000005470	ENSACAG00000005570	Anolis_carolinensis
ENSPVIP00000004480	ENSPVIG00000003646	Pogona_vitticeps
ENSNSUP00000004319	ENSNSUG00000003373	Notechis_scutatus
ENSVURP00010026340	ENSVURG00010020158	Vombatus_ursinus
ENSPCIP00000007098	ENSPCIG00000006035	Phascolarctos_cinereus
ENSMEUP00000008048	ENSMEUG00000008808	Notamacropus_eugenii
ENSMODP00000006142	ENSMODG00000004993	Monodelphis_domestica
ENSSHAP00000020049	ENSSHAG00000017008	Sarcophilus_harrisii
ENSPVAP00000013157	ENSPVAG00000013953	Pteropus_vampyrus
ENSMLUP00000004444	ENSMLUG00000004878	Myotis_lucifugus
ENSECAP00000016401	ENSECAG00000018783	Equus_caballus
ENSEASP00005015041	ENSEASG00005010515	Equus_asinus_asinus
ENSUAMP00000028095	ENSUAMG00000021712	Ursus_americanus
ENSUMAP00000001378	ENSUMAG00000001316	Ursus_maritimus
ENSAMEP00000018243	ENSAMEG00000017274	Ailuropoda_melanoleuca
ENSNVIP00000000041	ENSNVIG00000000037	Neovison_vison
ENSMPUP00000007861	ENSMPUG00000007919	Mustela_putorius_furo
ENSCAFP00000012568	ENSCAFG00000008561	Canis_lupus_familiaris
ENSCAFP00020017517	ENSCAFG00020014023	Canis_lupus_dingo
ENSVVUP00000005776	ENSVVUG00000004529	Vulpes_vulpes
ENSPTIP00000025350	ENSPTIG00000021166	Panthera_tigris_altaica
ENSPPRP00000015590	ENSPPRG00000008140	Panthera_pardus
ENSFCAP00000006627	ENSFCAG00000007147	Felis_catus
ENSBIXP00005030861	ENSBIXG00005011077	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
