ENSGALP00000036437	ENSGALG00000015471	Gallus_gallus
ENSCJPP00005010964	ENSCJPG00005009478	Coturnix_japonica
ENSNMEP00000009065	ENSNMEG00000008811	Numida_meleagris
ENSABRP00000000583	ENSABRG00000000132	Anser_brachyrhynchus
ENSAPLP00000007269	ENSAPLG00000007635	Anas_platyrhynchos_platyrhynchos
ENSCCEP00000017142	ENSCCEG00000015927	Cyanistes_caeruleus	ENSCCET00000026441
ENSFALP00000010017	ENSFALG00000009608	Ficedula_albicollis
ENSPMJP00000000941	ENSPMJG00000000772	Parus_major	ENSPMJT00000001243
ENSLSDP00000018342	ENSLSDG00000013082	Lonchura_striata_domestica
ENSTGUP00000012644	ENSTGUG00000012282	Taeniopygia_guttata
ENSSCAP00000001390	ENSSCAG00000001173	Serinus_canaria
ENSZALP00000007421	ENSZALG00000006598	Zonotrichia_albicollis
ENSJHYP00000002293	ENSJHYG00000001953	Junco_hyemalis
ENSMVIP00005001635	ENSMVIG00005001284	Manacus_vitellinus
ENSLCOP00000016560	ENSLCOG00000011789	Lepidothrix_coronata
ENSMUNP00000019554	ENSMUNG00000014948	Melopsittacus_undulatus
ENSCPGP00000023004	ENSCPGG00000015946	Calidris_pygmaea
ENSCPUP00000013410	ENSCPUG00000009504	Calidris_pugnax
ENSMGAP00000017557	ENSMGAG00000016616	Meleagris_gallopavo
ENSAOWP00000007911	ENSAOWG00000005429	Apteryx_owenii
ENSARWP00000017824	ENSARWG00000012252	Apteryx_rowi
ENSAHAP00000007060	ENSAHAG00000005294	Apteryx_haastii
ENSDNVP00000006883	ENSDNVG00000004930	Dromaius_novaehollandiae
ENSCPRP00005000369	ENSCPRG00005000316	Crocodylus_porosus
ENSGAGP00000008006	ENSGAGG00000006368	Gopherus_agassizii
ENSCABP00000006718	ENSCABG00000005087	Chelonoidis_abingdonii
ENSCPBP00000004722	ENSCPBG00000003793	Chrysemys_picta_bellii
ENSPSIP00000002620	ENSPSIG00000002562	Pelodiscus_sinensis
ENSACAP00000010148	ENSACAG00000010351	Anolis_carolinensis
ENSNSUP00000024765	ENSNSUG00000017884	Notechis_scutatus
ENSSMRP00000017138	ENSSMRG00000013351	Salvator_merianae
ENSECAP00000021929	ENSECAG00000024439	Equus_caballus
ENSEASP00005008761	ENSEASG00005006285	Equus_asinus_asinus
ENSMLUP00000011663	ENSMLUG00000012815	Myotis_lucifugus
ENSPVAP00000001599	ENSPVAG00000001693	Pteropus_vampyrus
ENSEEUP00000003340	ENSEEUG00000003653	Erinaceus_europaeus
ENSNVIP00000000470	ENSNVIG00000000242	Neovison_vison
ENSMPUP00000001624	ENSMPUG00000001641	Mustela_putorius_furo
ENSUMAP00000029606	ENSUMAG00000021426	Ursus_maritimus
ENSUAMP00000031929	ENSUAMG00000024438	Ursus_americanus
ENSAMEP00000009417	ENSAMEG00000008954	Ailuropoda_melanoleuca
ENSCAFP00000005248	ENSCAFG00000003525	Canis_lupus_familiaris
ENSVVUP00000020864	ENSVVUG00000015355	Vulpes_vulpes
ENSPTIP00000022412	ENSPTIG00000019192	Panthera_tigris_altaica
ENSPPRP00000028768	ENSPPRG00000021173	Panthera_pardus
ENSFCAP00000032479	ENSFCAG00000007731	Felis_catus
ENSOARP00000012647	ENSOARG00000011800	Ovis_aries
ENSCHIP00000016735	ENSCHIG00000016858	Capra_hircus
ENSBMUP00000034286	ENSBMUG00000025528	Bos_mutus
