ENSCLAP00000024477	ENSCLAG00000016807	Chinchilla_lanigera
ENSPSMP00000000081	ENSPSMG00000000097	Prolemur_simus
ENSVVUP00000012918	ENSVVUG00000009467	Vulpes_vulpes
ENSBTAP00000052326	ENSBTAG00000037739	Bos_taurus
ENSBIXP00005037609	ENSBIXG00005019495	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSFDAP00000022893	ENSFDAG00000021172	Fukomys_damarensis
ENSMUGP00000002881	ENSMUGG00000002728	Meriones_unguiculatus
ENSBBBP00000011774	ENSBBBG00000019652	Bison_bison_bison
ENSLAFP00000025481	ENSLAFG00000025732	Loxodonta_africana
ENSCHIP00000001434	ENSCHIG00000002954	Capra_hircus
ENSAMEP00000012805	ENSAMEG00000012171	Ailuropoda_melanoleuca
ENSBTAP00000058456	ENSBTAG00000051762	Bos_taurus
ENSDORP00000012721	ENSDORG00000013527	Dipodomys_ordii
ENSPTIP00000003005	ENSPTIG00000005884	Panthera_tigris_altaica
ENSMSIP00000001362	ENSMSIG00000001344	Mus_spicilegus
ENSECAP00000016007	ENSECAG00000018505	Equus_caballus
ENSDNOP00000017980	ENSDNOG00000034828	Dasypus_novemcinctus
ENSBIXP00005037613	ENSBIXG00005019474	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSNVIP00000013597	ENSNVIG00000010701	Neovison_vison
ENSCHIP00000003859	ENSCHIG00000008071	Capra_hircus
ENSPPRP00000028454	ENSPPRG00000020560	Panthera_pardus
ENSMUSP00000151206	ENSMUSG00000075380	Mus_musculus_strain_reference_(CL57BL6)
ENSPEMP00000007721	ENSPEMG00000009607	Peromyscus_maniculatus_bairdii
ENSUAMP00000018709	ENSUAMG00000014828	Ursus_americanus
MGP_SPRETEiJ_P0053537	MGP_SPRETEiJ_G0024424	Mus_spretus_strain_SPRET/EiJ
ENSUAMP00000014405	ENSUAMG00000011577	Ursus_americanus
ENSSSCP00000042732	ENSSSCG00000042662	Sus_scrofa_strain_reference
ENSODEP00000025569	ENSODEG00000018843	Octodon_degus
ENSPTIP00000003018	ENSPTIG00000005895	Panthera_tigris_altaica
ENSUAMP00000017151	ENSUAMG00000013609	Ursus_americanus
ENSBMUP00000004381	ENSBMUG00000003441	Bos_mutus
ENSLAFP00000023759	ENSLAFG00000026976	Loxodonta_africana
ENSNVIP00000013585	ENSNVIG00000010692	Neovison_vison
ENSBMUP00000024950	ENSBMUG00000018746	Bos_mutus
ENSCHIP00000006009	ENSCHIG00000009964	Capra_hircus
ENSCGRP00000026256	ENSCGRG00000019312	Cricetulus_griseus_CriGri_1.0
ENSUMAP00000004213	ENSUMAG00000003416	Ursus_maritimus
ENSBTAP00000067472	ENSBTAG00000053840	Bos_taurus
ENSBIXP00000016570	ENSBIXG00000003851	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCGRP00015000620	ENSCGRG00015000608	Cricetulus_griseus_CriGri-PICR
ENSJJAP00000004953	ENSJJAG00000009930	Jaculus_jaculus
ENSMLUP00000006165	ENSMLUG00000006769	Myotis_lucifugus
ENSHGLP00100027323	ENSHGLG00100020384	Heterocephalus_glaber_HetGla_1.0
ENSCGRP00001011970	ENSCGRG00001013489	Cricetulus_griseus_CHOK1GS_HDv1
ENSBBBP00000003463	ENSBBBG00000012510	Bison_bison_bison
ENSTBEP00000011788	ENSTBEG00000013629	Tupaia_belangeri
ENSMAUP00000005021	ENSMAUG00000006811	Mesocricetus_auratus
ENSBIXP00005015698	ENSBIXG00005003168	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPPRP00000028486	ENSPPRG00000020601	Panthera_pardus
ENSUMAP00000004208	ENSUMAG00000003413	Ursus_maritimus
ENSMPUP00000007101	ENSMPUG00000007158	Mustela_putorius_furo
ENSBTAP00000051757	ENSBTAG00000038278	Bos_taurus	ENSBTAT00000054088
ENSBIXP00000016567	ENSBIXG00000020729	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00000016566	ENSBIXG00000020731	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSEASP00005030870	ENSEASG00005021036	Equus_asinus_asinus
ENSBTAP00000056394	ENSBTAG00000047693	Bos_taurus
ENSAMEP00000020359	ENSAMEG00000019307	Ailuropoda_melanoleuca
ENSVVUP00000012924	ENSVVUG00000009474	Vulpes_vulpes
ENSBTAP00000051554	ENSBTAG00000038309	Bos_taurus	ENSBTAT00000056437
ENSUMAP00000004195	ENSUMAG00000003403	Ursus_maritimus
ENSSSCP00000069747	ENSSSCG00000044595	Sus_scrofa_strain_reference
ENSLAFP00000000019	ENSLAFG00000000023	Loxodonta_africana
ENSCHIP00000006029	ENSCHIG00000009980	Capra_hircus
ENSMPUP00000019379	ENSMPUG00000019507	Mustela_putorius_furo
ENSBIXP00000016606	ENSBIXG00000020739	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000058386	ENSBTAG00000050980	Bos_taurus
ENSCHIP00000004604	ENSCHIG00000008789	Capra_hircus
ENSBTAP00000057093	ENSBTAG00000050997	Bos_taurus
ENSEASP00005030860	ENSEASG00005021027	Equus_asinus_asinus
ENSCCNP00000012629	ENSCCNG00000013127	Castor_canadensis
ENSCAFP00020019196	ENSCAFG00020015249	Canis_lupus_dingo
ENSCAFP00020019193	ENSCAFG00020015247	Canis_lupus_dingo
ENSBTAP00000060990	ENSBTAG00000052668	Bos_taurus
ENSECAP00000003735	ENSECAG00000005406	Equus_caballus
ENSBIXP00005037570	ENSBIXG00005019423	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000020747	ENSOARG00000019314	Ovis_aries
ENSOARP00000020742	ENSOARG00000019310	Ovis_aries
ENSBIXP00000016580	ENSBIXG00000000341	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSFCAP00000028667	ENSFCAG00000012826	Felis_catus
ENSCAFP00020019187	ENSCAFG00020015237	Canis_lupus_dingo
ENSBBBP00000008869	ENSBBBG00000008297	Bison_bison_bison
ENSTBEP00000001331	ENSTBEG00000001557	Tupaia_belangeri
ENSUMAP00000004151	ENSUMAG00000003366	Ursus_maritimus
ENSBIXP00005015665	ENSBIXG00005019463	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000002131	ENSCHIG00000004819	Capra_hircus
ENSMPUP00000001440	ENSMPUG00000001452	Mustela_putorius_furo
ENSCPOP00000031452	ENSCPOG00000030587	Cavia_porcellus
ENSEEUP00000006723	ENSEEUG00000007405	Erinaceus_europaeus
ENSBMUP00000004377	ENSBMUG00000003434	Bos_mutus
