ENSPVAP00000015639	ENSPVAG00000016572	Pteropus_vampyrus
ENSMLUP00000011997	ENSMLUG00000013163	Myotis_lucifugus
ENSBIXP00005045305	ENSBIXG00005001990	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000029336	ENSBIXG00000010921	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000014522	ENSBMUG00000006706	Bos_mutus
ENSBBBP00000009695	ENSBBBG00000017940	Bison_bison_bison
ENSCHIP00000027146	ENSCHIG00000023165	Capra_hircus
ENSOARP00000011419	ENSOARG00000010639	Ovis_aries
ENSTTRP00000001398	ENSTTRG00000001480	Tursiops_truncatus
ENSSSCP00000037695	ENSSSCG00000023121	Sus_scrofa_strain_reference
ENSUAMP00000009774	ENSUAMG00000005941	Ursus_americanus
ENSAMEP00000003142	ENSAMEG00000002986	Ailuropoda_melanoleuca
ENSMPUP00000008944	ENSMPUG00000009016	Mustela_putorius_furo
ENSNVIP00000003683	ENSNVIG00000002749	Neovison_vison
ENSCAFP00020021418	ENSCAFG00020016918	Canis_lupus_dingo
ENSVVUP00000031339	ENSVVUG00000022742	Vulpes_vulpes
ENSEASP00005031727	ENSEASG00005021586	Equus_asinus_asinus
ENSSARP00000011517	ENSSARG00000012736	Sorex_araneus
ENSPSMP00000011188	ENSPSMG00000008090	Prolemur_simus	ENSPSMT00000013055
ENSPCOP00000028233	ENSPCOG00000026709	Propithecus_coquereli	ENSPCOT00000039117
ENSMICP00000011897	ENSMICG00000013021	Microcebus_murinus	ENSMICT00000013051
ENSOGAP00000014849	ENSOGAG00000016580	Otolemur_garnettii	ENSOGAT00000016594
ENSPTRP00000063044	ENSPTRG00000051945	Pan_troglodytes	ENSPTRT00000088584
ENSPPAP00000032613	ENSPPAG00000039144	Pan_paniscus	ENSPPAT00000055482
ENSP00000263094	ENSG00000064687	Homo_sapiens
ENSGGOP00000010964	ENSGGOG00000011229	Gorilla_gorilla
ENSPPYP00000010440	ENSPPYG00000009303	Pongo_abelii
ENSNLEP00000001405	ENSNLEG00000001165	Nomascus_leucogenys
ENSCATP00000011268	ENSCATG00000029840	Cercocebus_atys
ENSMLEP00000018610	ENSMLEG00000033482	Mandrillus_leucophaeus
ENSPANP00000009107	ENSPANG00000012377	Papio_anubis
ENSMFAP00000033647	ENSMFAG00000003292	Macaca_fascicularis
ENSMMUP00000020070	ENSMMUG00000015303	Macaca_mulatta
ENSMNEP00000023061	ENSMNEG00000035113	Macaca_nemestrina
ENSCSAP00000008548	ENSCSAG00000012434	Chlorocebus_sabaeus
ENSTGEP00000010200	ENSTGEG00000008370	Theropithecus_gelada
ENSPTEP00000002662	ENSPTEG00000003158	Piliocolobus_tephrosceles
ENSRROP00000011152	ENSRROG00000029932	Rhinopithecus_roxellana
ENSRBIP00000004977	ENSRBIG00000022358	Rhinopithecus_bieti
ENSCANP00000019283	ENSCANG00000033037	Colobus_angolensis_palliatus
ENSCCAP00000034453	ENSCCAG00000035124	Cebus_capucinus_imitator
ENSSBOP00000007696	ENSSBOG00000020760	Saimiri_boliviensis_boliviensis
ENSCJAP00000078075	ENSCJAG00000007549	Callithrix_jacchus
ENSANAP00000006596	ENSANAG00000021353	Aotus_nancymaae
ENSCCNP00000032205	ENSCCNG00000030510	Castor_canadensis
ENSDORP00000001077	ENSDORG00000001144	Dipodomys_ordii
ENSCGRP00001018343	ENSCGRG00001018093	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019683	ENSCGRG00000014338	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015007588	ENSCGRG00015005691	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000008251	ENSMAUG00000009560	Mesocricetus_auratus
ENSMOCP00000010715	ENSMOCG00000010910	Microtus_ochrogaster
ENSPEMP00000004454	ENSPEMG00000006507	Peromyscus_maniculatus_bairdii
ENSMSIP00000004199	ENSMSIG00000003534	Mus_spicilegus
MGP_SPRETEiJ_P0024967	MGP_SPRETEiJ_G0016377	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000128121	ENSMUSG00000035722	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0023815	MGP_CAROLIEiJ_G0015559	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0086969	MGP_PahariEiJ_G0030972	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000063805	ENSRNOG00000012939	Rattus_norvegicus
ENSNGAP00000005404	ENSNGAG00000007275	Nannospalax_galili
ENSJJAP00000023734	ENSJJAG00000023342	Jaculus_jaculus
ENSSTOP00000021012	ENSSTOG00000025392	Ictidomys_tridecemlineatus
ENSMMMP00000014375	ENSMMMG00000012346	Marmota_marmota_marmota
ENSCLAP00000017294	ENSCLAG00000011872	Chinchilla_lanigera
ENSODEP00000016070	ENSODEG00000011828	Octodon_degus
ENSHGLP00100007078	ENSHGLG00100005312	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019049	ENSHGLG00000013649	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000015902	ENSFDAG00000004169	Fukomys_damarensis
ENSCPOP00000009048	ENSCPOG00000010076	Cavia_porcellus
ENSCAPP00000007256	ENSCAPG00000009180	Cavia_aperea
ENSOPRP00000009086	ENSOPRG00000009869	Ochotona_princeps
ENSSDAP00000005409	ENSSDAG00000005063	Spermophilus_dauricus
ENSNVIP00000009275	ENSNVIG00000007347	Neovison_vison
ENSBBBP00000009653	ENSBBBG00000004386	Bison_bison_bison
ENSPCAP00000015384	ENSPCAG00000016292	Procavia_capensis
ENSETEP00000003764	ENSETEG00000004594	Echinops_telfairi
ENSOANP00000030562	ENSOANG00000031211	Ornithorhynchus_anatinus
