ENSCPGP00000021604	ENSCPGG00000015061	Calidris_pygmaea
ENSCPUP00000008733	ENSCPUG00000006244	Calidris_pugnax
ENSMUNP00000011127	ENSMUNG00000008732	Melopsittacus_undulatus
ENSLCOP00000022697	ENSLCOG00000015963	Lepidothrix_coronata
ENSMVIP00005008732	ENSMVIG00005006427	Manacus_vitellinus
ENSJHYP00000020940	ENSJHYG00000015846	Junco_hyemalis
ENSZALP00000020711	ENSZALG00000016262	Zonotrichia_albicollis
ENSLSDP00000007486	ENSLSDG00000005606	Lonchura_striata_domestica
ENSSCAP00000005819	ENSSCAG00000004595	Serinus_canaria
ENSTGUP00000012944	ENSTGUG00000012570	Taeniopygia_guttata
ENSFALP00000002791	ENSFALG00000002679	Ficedula_albicollis
ENSCCEP00000022039	ENSCCEG00000019938	Cyanistes_caeruleus
ENSPMJP00000004320	ENSPMJG00000003732	Parus_major
ENSMGAP00000014538	ENSMGAG00000013752	Meleagris_gallopavo
ENSGALP00000048550	ENSGALG00000040702	Gallus_gallus
ENSCJPP00005004425	ENSCJPG00005004386	Coturnix_japonica
ENSNMEP00000012489	ENSNMEG00000011573	Numida_meleagris
ENSABRP00000015708	ENSABRG00000013787	Anser_brachyrhynchus
ENSAHAP00000001637	ENSAHAG00000001386	Apteryx_haastii
ENSAOWP00000002952	ENSAOWG00000002016	Apteryx_owenii
ENSARWP00000010058	ENSARWG00000006998	Apteryx_rowi
ENSDNVP00000025743	ENSDNVG00000017908	Dromaius_novaehollandiae
ENSNPEP00000018587	ENSNPEG00000013856	Nothoprocta_perdicaria
ENSCPRP00005021505	ENSCPRG00005014905	Crocodylus_porosus
ENSCPBP00000032952	ENSCPBG00000023096	Chrysemys_picta_bellii
ENSGAGP00000000351	ENSGAGG00000000301	Gopherus_agassizii
ENSPSIP00000016380	ENSPSIG00000014532	Pelodiscus_sinensis
ENSCABP00000021998	ENSCABG00000016211	Chelonoidis_abingdonii
ENSAPLP00000019242	ENSAPLG00000006305	Anas_platyrhynchos_platyrhynchos
ENSPVIP00000015868	ENSPVIG00000012247	Pogona_vitticeps
ENSACAP00000017076	ENSACAG00000017347	Anolis_carolinensis
ENSNSUP00000006303	ENSNSUG00000005022	Notechis_scutatus
ENSSMRP00000022422	ENSSMRG00000017421	Salvator_merianae
ENSSPUP00000007375	ENSSPUG00000005703	Sphenodon_punctatus
ENSPCOP00000000545	ENSPCOG00000001558	Propithecus_coquereli
ENSPSMP00000021278	ENSPSMG00000015033	Prolemur_simus
ENSMICP00000043050	ENSMICG00000003277	Microcebus_murinus
ENSOGAP00000000580	ENSOGAG00000000645	Otolemur_garnettii
