ENSDCDP00000020755	ENSDCDG00000016419	Denticeps_clupeoides
ENSCHAP00000027631	ENSCHAG00000013322	Clupea_harengus
ENSAMXP00000018724	ENSAMXG00000018174	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005031774	ENSAMXG00005015535	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000008280	ENSPNAG00000013898	Pygocentrus_nattereri
ENSIPUP00000012361	ENSIPUG00000008428	Ictalurus_punctatus
ENSEEEP00000022049	ENSEEEG00000010711	Electrophorus_electricus
ENSHHUP00000034491	ENSHHUG00000021727	Hucho_hucho
ENSHHUP00000033756	ENSHHUG00000021284	Hucho_hucho
ENSELUP00000006811	ENSELUG00000007646	Esox_lucius
ENSSLDP00000013613	ENSSLDG00000010851	Seriola_lalandi_dorsalis
ENSSDUP00000006634	ENSSDUG00000004895	Seriola_dumerili
ENSSMAP00000004709	ENSSMAG00000002926	Scophthalmus_maximus
ENSAOCP00000029735	ENSAOCG00000020212	Amphiprion_ocellaris
ENSAPEP00000019170	ENSAPEG00000013675	Amphiprion_percula
ENSSPAP00000006660	ENSSPAG00000005127	Stegastes_partitus
ENSKMAP00000023155	ENSKMAG00000017182	Kryptolebias_marmoratus
ENSHBUP00000019849	ENSHBUG00000022069	Haplochromis_burtoni
ENSACLP00000020404	ENSACLG00000013855	Astatotilapia_calliptera
ENSMZEP00005025029	ENSMZEG00005018687	Maylandia_zebra
ENSPNYP00000010124	ENSPNYG00000007687	Pundamilia_nyererei
ENSNBRP00000006618	ENSNBRG00000005203	Neolamprologus_brichardi
ENSONIP00000017673	ENSONIG00000014060	Oreochromis_niloticus
ENSPRNP00000008481	ENSPRNG00000005055	Parambassis_ranga
ENSMAMP00000018325	ENSMAMG00000012373	Mastacembelus_armatus
ENSATEP00000027501	ENSATEG00000018999	Anabas_testudineus
ENSLCAP00010013463	ENSLCAG00010006402	Lates_calcarifer
ENSMALP00000018617	ENSMALG00000012937	Monopterus_albus
ENSBSLP00000020124	ENSBSLG00000010326	Betta_splendens
ENSLBEP00000024751	ENSLBEG00000018855	Labrus_bergylta
ENSMMOP00000012473	ENSMMOG00000009579	Mola_mola
ENSLCRP00005028684	ENSLCRG00005011343	Larimichthys_crocea
ENSPLAP00000021233	ENSPLAG00000004795	Poecilia_latipinna
ENSPFOP00000019940	ENSPFOG00000019814	Poecilia_formosa
ENSPMEP00000027838	ENSPMEG00000012497	Poecilia_mexicana
ENSXCOP00000003828	ENSXCOG00000003004	Xiphophorus_couchianus
ENSXMAP00000005178	ENSXMAG00000005170	Xiphophorus_maculatus
ENSPREP00000020982	ENSPREG00000014165	Poecilia_reticulata
ENSGAFP00000015052	ENSGAFG00000010143	Gambusia_affinis
ENSCVAP00000018717	ENSCVAG00000022010	Cyprinodon_variegatus
ENSFHEP00000032464	ENSFHEG00000018962	Fundulus_heteroclitus
ENSTRUP00000052353	ENSTRUG00000023033	Takifugu_rubripes
ENSACIP00000024378	ENSACIG00000018906	Amphilophus_citrinellus
ENSGWIP00000010268	ENSGWIG00000006028	Gouania_willdenowi
ENSAPOP00000007346	ENSAPOG00000009378	Acanthochromis_polyacanthus
ENSCGOP00000018068	ENSCGOG00000008669	Cottoperca_gobio
ENSCSEP00000026168	ENSCSEG00000016706	Cynoglossus_semilaevis
ENSORLP00020017640	ENSORLG00020018633	Oryzias_latipes_ASM223471v1
ENSORLP00000045948	ENSORLG00000026627	Oryzias_latipes_ASM223467v1
ENSORLP00015025373	ENSORLG00015006502	Oryzias_latipes_ASM223469v1
ENSOMEP00000023288	ENSOMEG00000003312	Oryzias_melastigma
ENSHCOP00000015402	ENSHCOG00000018984	Hippocampus_comes
ENSPMGP00000013316	ENSPMGG00000010972	Periophthalmus_magnuspinnatus
ENSPKIP00000003055	ENSPKIG00000020722	Paramormyrops_kingsleyae
ENSSFOP00015035932	ENSSFOG00015022871	Scleropages_formosus
ENSLOCP00000012306	ENSLOCG00000010062	Lepisosteus_oculatus
ENSECRP00000010248	ENSECRG00000006837	Erpetoichthys_calabaricus
ENSVURP00010008608	ENSVURG00010006687	Vombatus_ursinus
ENSPCIP00000049717	ENSPCIG00000016666	Phascolarctos_cinereus
ENSMEUP00000011916	ENSMEUG00000013071	Notamacropus_eugenii
ENSSHAP00000010471	ENSSHAG00000009038	Sarcophilus_harrisii
ENSSHAP00000010443	ENSSHAG00000009013	Sarcophilus_harrisii
ENSSHAP00000008305	ENSSHAG00000007198	Sarcophilus_harrisii
ENSMODP00000019099	ENSMODG00000015293	Monodelphis_domestica
ENSDNOP00000032165	ENSDNOG00000048191	Dasypus_novemcinctus
