ENSCHAP00000045147	ENSCHAG00000020986	Clupea_harengus
ENSDCDP00000060944	ENSDCDG00000034891	Denticeps_clupeoides
ENSAMXP00005020421	ENSAMXG00005010559	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000053480	ENSAMXG00000005302	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000001311	ENSPNAG00000008094	Pygocentrus_nattereri
ENSIPUP00000016464	ENSIPUG00000011138	Ictalurus_punctatus
ENSEEEP00000016462	ENSEEEG00000008151	Electrophorus_electricus
ENSDARP00000086283	ENSDARG00000063076	Danio_rerio
ENSTRUP00000008639	ENSTRUG00000003688	Takifugu_rubripes
ENSTNIP00000006177	ENSTNIG00000003587	Tetraodon_nigroviridis
ENSMMOP00000017714	ENSMMOG00000013453	Mola_mola
ENSSDUP00000029692	ENSSDUG00000021416	Seriola_dumerili
ENSSLDP00000008915	ENSSLDG00000007071	Seriola_lalandi_dorsalis
ENSLCAP00010037873	ENSLCAG00010017741	Lates_calcarifer
ENSSMAP00000028926	ENSSMAG00000017721	Scophthalmus_maximus
ENSCSEP00000015749	ENSCSEG00000010113	Cynoglossus_semilaevis
ENSMAMP00000002550	ENSMAMG00000001796	Mastacembelus_armatus
ENSMALP00000032978	ENSMALG00000022688	Monopterus_albus
ENSATEP00000000657	ENSATEG00000000500	Anabas_testudineus
ENSBSLP00000031918	ENSBSLG00000015705	Betta_splendens
ENSCGOP00000048995	ENSCGOG00000021853	Cottoperca_gobio
ENSGACP00000005672	ENSGACG00000004295	Gasterosteus_aculeatus
ENSLCRP00005016220	ENSLCRG00005006782	Larimichthys_crocea
ENSLBEP00000033706	ENSLBEG00000025361	Labrus_bergylta
ENSXMAP00000006198	ENSXMAG00000006177	Xiphophorus_maculatus
ENSGAFP00000022649	ENSGAFG00000015305	Gambusia_affinis
ENSPFOP00000017347	ENSPFOG00000017266	Poecilia_formosa
ENSPFOP00000017410	ENSPFOG00000017315	Poecilia_formosa
ENSPLAP00000021917	ENSPLAG00000006045	Poecilia_latipinna
ENSPLAP00000017829	ENSPLAG00000022331	Poecilia_latipinna
ENSPMEP00000029419	ENSPMEG00000015127	Poecilia_mexicana
ENSPREP00000021542	ENSPREG00000014567	Poecilia_reticulata
ENSCVAP00000002030	ENSCVAG00000003083	Cyprinodon_variegatus
ENSFHEP00000002282	ENSFHEG00000003058	Fundulus_heteroclitus
ENSKMAP00000027428	ENSKMAG00000020331	Kryptolebias_marmoratus
ENSOMEP00000006805	ENSOMEG00000007851	Oryzias_melastigma
ENSGWIP00000000219	ENSGWIG00000000134	Gouania_willdenowi
ENSMZEP00005000378	ENSMZEG00005000386	Maylandia_zebra
ENSACLP00000005159	ENSACLG00000003468	Astatotilapia_calliptera
ENSHBUP00000029377	ENSHBUG00000013760	Haplochromis_burtoni
ENSONIP00000000740	ENSONIG00000000584	Oreochromis_niloticus
ENSAOCP00000006942	ENSAOCG00000010626	Amphiprion_ocellaris
ENSAPEP00000031107	ENSAPEG00000022101	Amphiprion_percula
ENSAPOP00000030894	ENSAPOG00000017780	Acanthochromis_polyacanthus
ENSPRNP00000000618	ENSPRNG00000000416	Parambassis_ranga
ENSHCOP00000011588	ENSHCOG00000014443	Hippocampus_comes
ENSGMOP00000002706	ENSGMOG00000002542	Gadus_morhua
ENSELUP00000015455	ENSELUG00000000567	Esox_lucius
ENSSFOP00015003441	ENSSFOG00015002244	Scleropages_formosus
ENSPKIP00000010345	ENSPKIG00000025096	Paramormyrops_kingsleyae
ENSLOCP00000017048	ENSLOCG00000013825	Lepisosteus_oculatus
