ENSPMAP00000003112	ENSPMAG00000002847	Petromyzon_marinus
ENSEBUP00000001518	ENSEBUG00000001290	Eptatretus_burgeri
ENSEBUP00000022011	ENSEBUG00000013539	Eptatretus_burgeri
ENSAPLP00000009478	ENSAPLG00000009719	Anas_platyrhynchos_platyrhynchos
ENSABRP00000008572	ENSABRG00000004951	Anser_brachyrhynchus
ENSGALP00000038847	ENSGALG00000008839	Gallus_gallus
ENSMGAP00000009895	ENSMGAG00000009540	Meleagris_gallopavo
ENSCJPP00005017435	ENSCJPG00005014227	Coturnix_japonica
ENSNMEP00000022590	ENSNMEG00000019326	Numida_meleagris
ENSMUNP00000010245	ENSMUNG00000008101	Melopsittacus_undulatus
ENSARWP00000023861	ENSARWG00000015766	Apteryx_rowi
ENSAHAP00000012168	ENSAHAG00000006315	Apteryx_haastii
ENSAOWP00000024492	ENSAOWG00000016542	Apteryx_owenii
ENSARWP00000006322	ENSARWG00000004483	Apteryx_rowi
ENSDNVP00000024640	ENSDNVG00000017102	Dromaius_novaehollandiae
ENSNPEP00000003779	ENSNPEG00000002874	Nothoprocta_perdicaria
ENSCCEP00000010997	ENSCCEG00000007697	Cyanistes_caeruleus
ENSPMJP00000002374	ENSPMJG00000001957	Parus_major
ENSLSDP00000025998	ENSLSDG00000018138	Lonchura_striata_domestica
ENSTGUP00000010880	ENSTGUG00000010523	Taeniopygia_guttata
ENSSCAP00000017399	ENSSCAG00000012637	Serinus_canaria
ENSZALP00000006611	ENSZALG00000005993	Zonotrichia_albicollis
ENSJHYP00000009887	ENSJHYG00000007781	Junco_hyemalis
ENSFALP00000008635	ENSFALG00000008284	Ficedula_albicollis
ENSTGUP00000015807	ENSTGUG00000015467	Taeniopygia_guttata
ENSXCOP00000010828	ENSXCOG00000008178	Xiphophorus_couchianus
ENSMVIP00005000917	ENSMVIG00005000703	Manacus_vitellinus
ENSLCOP00000020225	ENSLCOG00000014341	Lepidothrix_coronata
ENSCPUP00000020438	ENSCPUG00000013973	Calidris_pugnax
ENSCPGP00000019886	ENSCPGG00000013933	Calidris_pygmaea
ENSCABP00000010225	ENSCABG00000007671	Chelonoidis_abingdonii
ENSGAGP00000030421	ENSGAGG00000021903	Gopherus_agassizii
ENSCPBP00000000392	ENSCPBG00000000373	Chrysemys_picta_bellii
ENSPSIP00000007118	ENSPSIG00000006570	Pelodiscus_sinensis
ENSCPRP00005015159	ENSCPRG00005010622	Crocodylus_porosus
ENSSPUP00000018653	ENSSPUG00000014393	Sphenodon_punctatus
ENSSPUP00000018678	ENSSPUG00000014405	Sphenodon_punctatus
ENSSPUP00000018696	ENSSPUG00000014421	Sphenodon_punctatus	ENSSPUT00000019915
ENSACAP00000007237	ENSACAG00000007250	Anolis_carolinensis
ENSPVIP00000021180	ENSPVIG00000016109	Pogona_vitticeps
ENSNSUP00000025023	ENSNSUG00000017960	Notechis_scutatus
ENSSMRP00000030775	ENSSMRG00000023598	Salvator_merianae
ENSAMEP00000016814	ENSAMEG00000015884	Ailuropoda_melanoleuca
ENSUMAP00000009240	ENSUMAG00000006982	Ursus_maritimus
ENSNVIP00000021074	ENSNVIG00000016435	Neovison_vison
ENSMPUP00000002334	ENSMPUG00000002361	Mustela_putorius_furo
ENSCAFP00000017255	ENSCAFG00000011680	Canis_lupus_familiaris
ENSCAFP00020000992	ENSCAFG00020000213	Canis_lupus_dingo
ENSVVUP00000009040	ENSVVUG00000006763	Vulpes_vulpes
ENSPPRP00000005960	ENSPPRG00000001539	Panthera_pardus
ENSPTIP00000022025	ENSPTIG00000018956	Panthera_tigris_altaica
ENSFCAP00000044232	ENSFCAG00000026272	Felis_catus
ENSECAP00000026250	ENSECAG00000016912	Equus_caballus
ENSEASP00005024460	ENSEASG00005016115	Equus_asinus_asinus
ENSOARP00000022210	ENSOARG00000020665	Ovis_aries
ENSCHIP00000002887	ENSCHIG00000006700	Capra_hircus
ENSBIXP00000040084	ENSBIXG00000024132	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015513	ENSBIXG00005003151	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000032012	ENSBTAG00000000290	Bos_taurus
ENSBMUP00000023634	ENSBMUG00000017711	Bos_mutus
ENSBBBP00000007706	ENSBBBG00000015744	Bison_bison_bison
ENSTTRP00000013963	ENSTTRG00000014719	Tursiops_truncatus
ENSSSCP00000052129	ENSSSCG00000011772	Sus_scrofa_strain_reference
ENSVPAP00000009617	ENSVPAG00000010336	Vicugna_pacos
ENSUAMP00000012188	ENSUAMG00000009881	Ursus_americanus
ENSSSCP00000020614	ENSSSCG00000027225	Sus_scrofa_strain_reference
ENSPVAP00000012669	ENSPVAG00000013431	Pteropus_vampyrus
ENSMLUP00000000451	ENSMLUG00000000492	Myotis_lucifugus
ENSEEUP00000006719	ENSEEUG00000007273	Erinaceus_europaeus
ENSSARP00000001123	ENSSARG00000001167	Sorex_araneus
ENSUPAP00010028512	ENSUPAG00010022507	Urocitellus_parryii
ENSSDAP00000024118	ENSSDAG00000021960	Spermophilus_dauricus
ENSMMMP00000003339	ENSMMMG00000003020	Marmota_marmota_marmota
ENSSTOP00000014737	ENSSTOG00000016462	Ictidomys_tridecemlineatus
ENSFDAP00000000377	ENSFDAG00000010669	Fukomys_damarensis
ENSFDAP00000018408	ENSFDAG00000009858	Fukomys_damarensis
ENSHGLP00000020355	ENSHGLG00000014553	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023794	ENSHGLG00100017478	Heterocephalus_glaber_HetGla_1.0
ENSCPOP00000005686	ENSCPOG00000006309	Cavia_porcellus
ENSCAPP00000005748	ENSCAPG00000007973	Cavia_aperea
ENSODEP00000019210	ENSODEG00000014170	Octodon_degus
ENSCLAP00000018311	ENSCLAG00000012551	Chinchilla_lanigera
ENSCCNP00000012896	ENSCCNG00000013392	Castor_canadensis
ENSCCNP00000012852	ENSCCNG00000013340	Castor_canadensis
ENSDORP00000008814	ENSDORG00000009378	Dipodomys_ordii
ENSMUGP00000015435	ENSMUGG00000013281	Meriones_unguiculatus
ENSMUGP00000015416	ENSMUGG00000013276	Meriones_unguiculatus
MGP_SPRETEiJ_P0059579	MGP_SPRETEiJ_G0025864	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000032682	ENSMSIG00000027378	Mus_spicilegus
ENSMUSP00000029257	ENSMUSG00000037400	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0057319	MGP_CAROLIEiJ_G0024930	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000072724	ENSRNOG00000052116	Rattus_norvegicus
ENSCGRP00000004224	ENSCGRG00000003110	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000001163	ENSCGRG00000000907	Cricetulus_griseus_CriGri_1.0
ENSCGRP00000010155	ENSCGRG00000007414	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001022926	ENSCGRG00001021308	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035490	ENSCGRG00015026652	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000000379	ENSMAUG00000000325	Mesocricetus_auratus
ENSPEMP00000001810	ENSPEMG00000001656	Peromyscus_maniculatus_bairdii
ENSMOCP00000013328	ENSMOCG00000013153	Microtus_ochrogaster
ENSNGAP00000025859	ENSNGAG00000023672	Nannospalax_galili
ENSJJAP00000016734	ENSJJAG00000018460	Jaculus_jaculus
ENSOPRP00000002010	ENSOPRG00000002146	Ochotona_princeps
ENSOCUP00000035781	ENSOCUG00000012358	Oryctolagus_cuniculus
ENSTBEP00000010122	ENSTBEG00000011662	Tupaia_belangeri
ENSPPAP00000033144	ENSPPAG00000039428	Pan_paniscus
ENSPTRP00000026946	ENSPTRG00000015660	Pan_troglodytes
ENSP00000321195	ENSG00000058063	Homo_sapiens
ENSGGOP00000023677	ENSGGOG00000023125	Gorilla_gorilla
ENSPPYP00000024101	ENSPPYG00000029655	Pongo_abelii
ENSNLEP00000007232	ENSNLEG00000005959	Nomascus_leucogenys
ENSCATP00000029845	ENSCATG00000038132	Cercocebus_atys
ENSMLEP00000035450	ENSMLEG00000041836	Mandrillus_leucophaeus
ENSMNEP00000044642	ENSMNEG00000044870	Macaca_nemestrina
ENSMMUP00000038782	ENSMMUG00000019323	Macaca_mulatta
ENSMFAP00000002206	ENSMFAG00000035388	Macaca_fascicularis
ENSCSAP00000009371	ENSCSAG00000013201	Chlorocebus_sabaeus
ENSTGEP00000030920	ENSTGEG00000024782	Theropithecus_gelada
ENSPANP00000006379	ENSPANG00000015886	Papio_anubis
ENSPTEP00000028857	ENSPTEG00000028379	Piliocolobus_tephrosceles
ENSCANP00000009012	ENSCANG00000027897	Colobus_angolensis_palliatus
ENSRROP00000040893	ENSRROG00000043633	Rhinopithecus_roxellana
ENSRBIP00000024114	ENSRBIG00000035956	Rhinopithecus_bieti
ENSCCAP00000010243	ENSCCAG00000022815	Cebus_capucinus_imitator
ENSSBOP00000019023	ENSSBOG00000025969	Saimiri_boliviensis_boliviensis
ENSCJAP00000069869	ENSCJAG00000005176	Callithrix_jacchus
ENSANAP00000030690	ENSANAG00000033054	Aotus_nancymaae
ENSTSYP00000005763	ENSTSYG00000006293	Carlito_syrichta
ENSMICP00000050951	ENSMICG00000049475	Microcebus_murinus
ENSPCOP00000003300	ENSPCOG00000009904	Propithecus_coquereli
ENSOGAP00000005071	ENSOGAG00000005672	Otolemur_garnettii
ENSUAMP00000012184	ENSUAMG00000009878	Ursus_americanus
ENSUAMP00000012187	ENSUAMG00000009880	Ursus_americanus
ENSPSMP00000003329	ENSPSMG00000002726	Prolemur_simus
ENSPSMP00000003311	ENSPSMG00000002713	Prolemur_simus
ENSCHOP00000007593	ENSCHOG00000008570	Choloepus_hoffmanni
ENSDNOP00000010493	ENSDNOG00000013502	Dasypus_novemcinctus
