ENSLACP00000010662	ENSLACG00000009391	Latimeria_chalumnae	ENSLACT00000010741
ENSLACP00000010077	ENSLACG00000008882	Latimeria_chalumnae	ENSLACT00000010154
ENSPVIP00000000841	ENSPVIG00000000756	Pogona_vitticeps
ENSACAP00000005970	ENSACAG00000006067	Anolis_carolinensis
ENSNSUP00000008899	ENSNSUG00000006840	Notechis_scutatus
ENSSMRP00000000406	ENSSMRG00000000384	Salvator_merianae	ENSSMRT00000000495
ENSSPUP00000015245	ENSSPUG00000011784	Sphenodon_punctatus
ENSCPGP00000027164	ENSCPGG00000018711	Calidris_pygmaea
ENSCPUP00000009791	ENSCPUG00000006951	Calidris_pugnax
ENSMUNP00000004915	ENSMUNG00000004088	Melopsittacus_undulatus
ENSMVIP00005022848	ENSMVIG00005016039	Manacus_vitellinus
ENSLCOP00000009099	ENSLCOG00000006656	Lepidothrix_coronata
ENSTGUP00000009086	ENSTGUG00000008803	Taeniopygia_guttata
ENSLSDP00000010212	ENSLSDG00000007527	Lonchura_striata_domestica
ENSSCAP00000006191	ENSSCAG00000004845	Serinus_canaria
ENSJHYP00000005397	ENSJHYG00000004407	Junco_hyemalis
ENSZALP00000012450	ENSZALG00000010434	Zonotrichia_albicollis
ENSFALP00000004580	ENSFALG00000004401	Ficedula_albicollis
ENSCCEP00000002842	ENSCCEG00000003167	Cyanistes_caeruleus
ENSPMJP00000015254	ENSPMJG00000011569	Parus_major
ENSABRP00000007669	ENSABRG00000007027	Anser_brachyrhynchus
ENSAPLP00000011584	ENSAPLG00000011789	Anas_platyrhynchos_platyrhynchos
ENSGALP00000044718	ENSGALG00000016845	Gallus_gallus
ENSCJPP00005019695	ENSCJPG00005015936	Coturnix_japonica
ENSMGAP00000015758	ENSMGAG00000014866	Meleagris_gallopavo
ENSNMEP00000021074	ENSNMEG00000018063	Numida_meleagris
ENSDNVP00000007313	ENSDNVG00000005218	Dromaius_novaehollandiae
ENSNPEP00000010772	ENSNPEG00000007354	Nothoprocta_perdicaria
ENSAHAP00000013678	ENSAHAG00000009815	Apteryx_haastii
ENSAOWP00000019121	ENSAOWG00000013001	Apteryx_owenii
ENSARWP00000019818	ENSARWG00000013585	Apteryx_rowi
ENSCPRP00005023886	ENSCPRG00005016569	Crocodylus_porosus
ENSGAGP00000005361	ENSGAGG00000004346	Gopherus_agassizii
ENSCABP00000027842	ENSCABG00000020465	Chelonoidis_abingdonii
ENSCPBP00000007438	ENSCPBG00000005870	Chrysemys_picta_bellii
ENSPSIP00000017314	ENSPSIG00000015366	Pelodiscus_sinensis
ENSCCAP00000032870	ENSCCAG00000034469	Cebus_capucinus_imitator
ENSSBOP00000008598	ENSSBOG00000021199	Saimiri_boliviensis_boliviensis
ENSCJAP00000063146	ENSCJAG00000014207	Callithrix_jacchus
ENSCSAP00000013498	ENSCSAG00000017467	Chlorocebus_sabaeus
ENSPPYP00000006272	ENSPPYG00000005502	Pongo_abelii
ENSTSYP00000027037	ENSTSYG00000028280	Carlito_syrichta
ENSPSMP00000032096	ENSPSMG00000022236	Prolemur_simus
ENSMICP00000010301	ENSMICG00000011311	Microcebus_murinus
ENSPCOP00000019862	ENSPCOG00000021886	Propithecus_coquereli
ENSOGAP00000009105	ENSOGAG00000010184	Otolemur_garnettii
ENSCCNP00000033425	ENSCCNG00000031634	Castor_canadensis
ENSDORP00000008939	ENSDORG00000009517	Dipodomys_ordii
ENSCGRP00001014403	ENSCGRG00001015290	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032609	ENSCGRG00015024603	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000010895	ENSCGRG00000007933	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000020312	ENSMAUG00000018362	Mesocricetus_auratus
ENSMOCP00000016180	ENSMOCG00000015160	Microtus_ochrogaster
ENSPEMP00000022809	ENSPEMG00000020061	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0087155	MGP_SPRETEiJ_G0031925	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000011051	ENSMSIG00000009660	Mus_spicilegus
ENSMUSP00000033901	ENSMUSG00000031505	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0083741	MGP_CAROLIEiJ_G0030817	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046594	MGP_PahariEiJ_G0021278	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000060397	ENSRNOG00000015021	Rattus_norvegicus
ENSMUGP00000004024	ENSMUGG00000003689	Meriones_unguiculatus
ENSNGAP00000014284	ENSNGAG00000015628	Nannospalax_galili
ENSJJAP00000020253	ENSJJAG00000020982	Jaculus_jaculus
ENSCLAP00000013013	ENSCLAG00000008979	Chinchilla_lanigera
ENSODEP00000011602	ENSODEG00000008623	Octodon_degus
ENSCPOP00000017687	ENSCPOG00000019974	Cavia_porcellus
ENSCAPP00000006583	ENSCAPG00000008715	Cavia_aperea
ENSHGLP00000002830	ENSHGLG00000002121	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015351	ENSHGLG00100011350	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000010155	ENSFDAG00000017986	Fukomys_damarensis
ENSSTOP00000010890	ENSSTOG00000012153	Ictidomys_tridecemlineatus
ENSUPAP00010014237	ENSUPAG00010011425	Urocitellus_parryii
ENSMMMP00000022894	ENSMMMG00000020065	Marmota_marmota_marmota
ENSSDAP00000026490	ENSSDAG00000024013	Spermophilus_dauricus
ENSUAMP00000011578	ENSUAMG00000009429	Ursus_americanus
ENSUMAP00000030702	ENSUMAG00000022182	Ursus_maritimus
ENSAMEP00000017996	ENSAMEG00000017031	Ailuropoda_melanoleuca
ENSMPUP00000010538	ENSMPUG00000010617	Mustela_putorius_furo
ENSCAFP00020026482	ENSCAFG00020020813	Canis_lupus_dingo
ENSCAFP00000009134	ENSCAFG00000006076	Canis_lupus_familiaris
