ENSSMRP00000018531	ENSSMRG00000014415	Salvator_merianae
ENSACAP00000002277	ENSACAG00000002335	Anolis_carolinensis
ENSPVIP00000000847	ENSPVIG00000000781	Pogona_vitticeps
ENSSPUP00000005106	ENSSPUG00000003933	Sphenodon_punctatus
ENSCABP00000019778	ENSCABG00000014594	Chelonoidis_abingdonii
ENSDNVP00000002733	ENSDNVG00000001967	Dromaius_novaehollandiae
ENSNPEP00000001066	ENSNPEG00000000694	Nothoprocta_perdicaria
ENSAHAP00000000842	ENSAHAG00000000679	Apteryx_haastii
ENSAOWP00000025369	ENSAOWG00000017079	Apteryx_owenii
ENSCJPP00005026288	ENSCJPG00005020457	Coturnix_japonica
ENSMGAP00000013098	ENSMGAG00000012437	Meleagris_gallopavo
ENSGALP00000066664	ENSGALG00000046969	Gallus_gallus
ENSNMEP00000027742	ENSNMEG00000023198	Numida_meleagris
ENSABRP00000003729	ENSABRG00000003228	Anser_brachyrhynchus
ENSAPLP00000021012	ENSAPLG00000013992	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000000834	ENSMUNG00000000713	Melopsittacus_undulatus
ENSARWP00000002842	ENSARWG00000002138	Apteryx_rowi
ENSARWP00000002841	ENSARWG00000002137	Apteryx_rowi
ENSCPRP00005005285	ENSCPRG00005003794	Crocodylus_porosus
ENSCPRP00005005278	ENSCPRG00005003790	Crocodylus_porosus
ENSGAGP00000029283	ENSGAGG00000021185	Gopherus_agassizii
ENSGAGP00000029277	ENSGAGG00000021180	Gopherus_agassizii
ENSPSIP00000009108	ENSPSIG00000008314	Pelodiscus_sinensis
ENSNSUP00000012078	ENSNSUG00000009066	Notechis_scutatus
ENSJHYP00000023886	ENSJHYG00000017953	Junco_hyemalis
ENSJHYP00000023882	ENSJHYG00000017951	Junco_hyemalis
ENSZALP00000007339	ENSZALG00000006533	Zonotrichia_albicollis
ENSFALP00000014323	ENSFALG00000013725	Ficedula_albicollis
ENSPMJP00000027415	ENSPMJG00000019941	Parus_major
ENSCCEP00000008760	ENSCCEG00000008965	Cyanistes_caeruleus
ENSSCAP00000014460	ENSSCAG00000010609	Serinus_canaria
ENSLSDP00000008615	ENSLSDG00000006418	Lonchura_striata_domestica
ENSTGUP00000012078	ENSTGUG00000011715	Taeniopygia_guttata
ENSLCOP00000010866	ENSLCOG00000007907	Lepidothrix_coronata
ENSLCOP00000010864	ENSLCOG00000007905	Lepidothrix_coronata
ENSMVIP00005011706	ENSMVIG00005008575	Manacus_vitellinus
ENSCPGP00000018868	ENSCPGG00000013183	Calidris_pygmaea
ENSCPGP00000018880	ENSCPGG00000013192	Calidris_pygmaea
ENSCPUP00000013608	ENSCPUG00000009640	Calidris_pugnax
ENSGALP00000019904	ENSGALG00000012207	Gallus_gallus
ENSCPBP00000013719	ENSCPBG00000010223	Chrysemys_picta_bellii
ENSNSUP00000012079	ENSNSUG00000009067	Notechis_scutatus
ENSPCIP00000002865	ENSPCIG00000002354	Phascolarctos_cinereus
ENSVURP00010009540	ENSVURG00010007382	Vombatus_ursinus
ENSSHAP00000018581	ENSSHAG00000015774	Sarcophilus_harrisii
ENSMODP00000000874	ENSMODG00000000727	Monodelphis_domestica
ENSMEUP00000013976	ENSMEUG00000015310	Notamacropus_eugenii
ENSMODP00000056929	ENSMODG00000050050	Monodelphis_domestica
ENSCHOP00000011875	ENSCHOG00000013417	Choloepus_hoffmanni
ENSCHOP00000007338	ENSCHOG00000008299	Choloepus_hoffmanni
ENSDNOP00000013056	ENSDNOG00000016858	Dasypus_novemcinctus
ENSLAFP00000006731	ENSLAFG00000008029	Loxodonta_africana
ENSPCAP00000003588	ENSPCAG00000003841	Procavia_capensis
