ENSCPGP00000026463	ENSCPGG00000018243	Calidris_pygmaea
ENSCPUP00000024054	ENSCPUG00000016315	Calidris_pugnax
ENSMUNP00000015326	ENSMUNG00000011843	Melopsittacus_undulatus
ENSLCOP00000001258	ENSLCOG00000001044	Lepidothrix_coronata
ENSMVIP00005007907	ENSMVIG00005005928	Manacus_vitellinus
ENSJHYP00000004512	ENSJHYG00000003719	Junco_hyemalis
ENSZALP00000014726	ENSZALG00000012189	Zonotrichia_albicollis
ENSSCAP00000009600	ENSSCAG00000007303	Serinus_canaria
ENSLSDP00000023642	ENSLSDG00000016633	Lonchura_striata_domestica
ENSTGUP00000001018	ENSTGUG00000000996	Taeniopygia_guttata
ENSFALP00000000333	ENSFALG00000000325	Ficedula_albicollis
ENSPMJP00000025120	ENSPMJG00000018412	Parus_major
ENSCCEP00000016431	ENSCCEG00000015381	Cyanistes_caeruleus
ENSABRP00000001659	ENSABRG00000001605	Anser_brachyrhynchus
ENSAPLP00000010525	ENSAPLG00000010797	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000009878	ENSMGAG00000009569	Meleagris_gallopavo
ENSGALP00000053747	ENSGALG00000039883	Gallus_gallus
ENSCJPP00005019028	ENSCJPG00005015460	Coturnix_japonica
ENSNMEP00000002327	ENSNMEG00000002994	Numida_meleagris
ENSAOWP00000016943	ENSAOWG00000011575	Apteryx_owenii
ENSAHAP00000015839	ENSAHAG00000011333	Apteryx_haastii
ENSARWP00000015356	ENSARWG00000010601	Apteryx_rowi
ENSDNVP00000010531	ENSDNVG00000007414	Dromaius_novaehollandiae
ENSNPEP00000010305	ENSNPEG00000007738	Nothoprocta_perdicaria
ENSCPRP00005004989	ENSCPRG00005003573	Crocodylus_porosus
ENSCABP00000013200	ENSCABG00000009900	Chelonoidis_abingdonii
ENSGAGP00000032572	ENSGAGG00000023299	Gopherus_agassizii
ENSCPBP00000035924	ENSCPBG00000024976	Chrysemys_picta_bellii
ENSPSIP00000019493	ENSPSIG00000017303	Pelodiscus_sinensis
ENSPVIP00000022759	ENSPVIG00000017177	Pogona_vitticeps
ENSACAP00000016358	ENSACAG00000016638	Anolis_carolinensis
ENSNSUP00000018994	ENSNSUG00000013856	Notechis_scutatus
ENSSMRP00000002757	ENSSMRG00000002359	Salvator_merianae
ENSSPUP00000023926	ENSSPUG00000018350	Sphenodon_punctatus
ENSPCIP00000016429	ENSPCIG00000012685	Phascolarctos_cinereus
ENSVURP00010008974	ENSVURG00010006946	Vombatus_ursinus
ENSMEUP00000002488	ENSMEUG00000002727	Notamacropus_eugenii
ENSSHAP00000016291	ENSSHAG00000013863	Sarcophilus_harrisii
ENSMODP00000017998	ENSMODG00000014399	Monodelphis_domestica
ENSCCNP00000026239	ENSCCNG00000025482	Castor_canadensis
ENSDORP00000007735	ENSDORG00000008243	Dipodomys_ordii
ENSMSIP00000000246	ENSMSIG00000000284	Mus_spicilegus
MGP_SPRETEiJ_P0067504	MGP_SPRETEiJ_G0027578	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000050647	ENSMUSG00000043257	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0064975	MGP_CAROLIEiJ_G0026598	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080059	MGP_PahariEiJ_G0028931	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000000133	ENSRNOG00000000121	Rattus_norvegicus
ENSMUGP00000024365	ENSMUGG00000020353	Meriones_unguiculatus
ENSCGRP00000017646	ENSCGRG00000012835	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001012241	ENSCGRG00001013693	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015021707	ENSCGRG00015016535	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000022989	ENSMAUG00000020277	Mesocricetus_auratus
ENSMOCP00000024783	ENSMOCG00000021093	Microtus_ochrogaster
ENSPEMP00000000216	ENSPEMG00000000163	Peromyscus_maniculatus_bairdii
ENSNGAP00000013811	ENSNGAG00000015293	Nannospalax_galili
ENSJJAP00000018183	ENSJJAG00000019530	Jaculus_jaculus
ENSCLAP00000016507	ENSCLAG00000011353	Chinchilla_lanigera
ENSODEP00000007867	ENSODEG00000005864	Octodon_degus
ENSCAPP00000010682	ENSCAPG00000011909	Cavia_aperea
ENSCPOP00000022959	ENSCPOG00000033509	Cavia_porcellus
ENSHGLP00100019794	ENSHGLG00100014592	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000026995	ENSHGLG00000019195	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007694	ENSFDAG00000016130	Fukomys_damarensis
ENSUPAP00010026919	ENSUPAG00010021291	Urocitellus_parryii
ENSSDAP00000021402	ENSSDAG00000019460	Spermophilus_dauricus
ENSSTOP00000024780	ENSSTOG00000021148	Ictidomys_tridecemlineatus
ENSMMMP00000015414	ENSMMMG00000013753	Marmota_marmota_marmota
ENSTBEP00000011877	ENSTBEG00000013710	Tupaia_belangeri
ENSPPAP00000020245	ENSPPAG00000033338	Pan_paniscus
ENSPTRP00000074722	ENSPTRG00000047988	Pan_troglodytes
ENSGGOP00000004874	ENSGGOG00000004975	Gorilla_gorilla
ENSP00000363260	ENSG00000060642	Homo_sapiens
ENSPPYP00000001939	ENSPPYG00000001679	Pongo_abelii
ENSNLEP00000011415	ENSNLEG00000009372	Nomascus_leucogenys
ENSPANP00000000085	ENSPANG00000002392	Papio_anubis
ENSTGEP00000009477	ENSTGEG00000007808	Theropithecus_gelada
ENSCSAP00000017029	ENSCSAG00000000980	Chlorocebus_sabaeus
ENSCATP00000004742	ENSCATG00000016281	Cercocebus_atys
ENSMLEP00000021107	ENSMLEG00000034758	Mandrillus_leucophaeus
ENSMFAP00000034922	ENSMFAG00000003929	Macaca_fascicularis
ENSMMUP00000066248	ENSMMUG00000012700	Macaca_mulatta
ENSMNEP00000038339	ENSMNEG00000042165	Macaca_nemestrina
ENSRROP00000044246	ENSRROG00000045107	Rhinopithecus_roxellana
ENSRBIP00000002511	ENSRBIG00000012346	Rhinopithecus_bieti
ENSPTEP00000017826	ENSPTEG00000019332	Piliocolobus_tephrosceles
ENSCANP00000013981	ENSCANG00000030428	Colobus_angolensis_palliatus
ENSCCAP00000037495	ENSCCAG00000036607	Cebus_capucinus_imitator
ENSCJAP00000065356	ENSCJAG00000042636	Callithrix_jacchus
ENSSBOP00000030244	ENSSBOG00000031404	Saimiri_boliviensis_boliviensis
ENSANAP00000010136	ENSANAG00000023038	Aotus_nancymaae
ENSTSYP00000029758	ENSTSYG00000028086	Carlito_syrichta
ENSPCOP00000028711	ENSPCOG00000027020	Propithecus_coquereli
ENSMICP00000049504	ENSMICG00000046640	Microcebus_murinus
ENSPSMP00000007377	ENSPSMG00000005487	Prolemur_simus
ENSOGAP00000022245	ENSOGAG00000029083	Otolemur_garnettii
ENSMLUP00000002276	ENSMLUG00000002508	Myotis_lucifugus
ENSPVAP00000016300	ENSPVAG00000017277	Pteropus_vampyrus
ENSBTAP00000012921	ENSBTAG00000009796	Bos_taurus
ENSBIXP00000017116	ENSBIXG00000021145	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028899	ENSBIXG00005008695	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000022229	ENSBMUG00000016736	Bos_mutus
ENSBBBP00000005046	ENSBBBG00000002976	Bison_bison_bison
ENSCHIP00000029373	ENSCHIG00000024521	Capra_hircus
ENSOARP00000004439	ENSOARG00000004157	Ovis_aries
ENSTTRP00000015555	ENSTTRG00000016412	Tursiops_truncatus
ENSSSCP00000003863	ENSSSCG00000040007	Sus_scrofa_strain_reference
ENSSARP00000012153	ENSSARG00000013464	Sorex_araneus
ENSEEUP00000013466	ENSEEUG00000014757	Erinaceus_europaeus
ENSECAP00000014655	ENSECAG00000017119	Equus_caballus
ENSEASP00005012357	ENSEASG00005008625	Equus_asinus_asinus
ENSUAMP00000034499	ENSUAMG00000026229	Ursus_americanus
ENSUMAP00000016202	ENSUMAG00000011910	Ursus_maritimus
ENSAMEP00000011314	ENSAMEG00000010771	Ailuropoda_melanoleuca
ENSNVIP00000030780	ENSNVIG00000023704	Neovison_vison
ENSMPUP00000015564	ENSMPUG00000015674	Mustela_putorius_furo
ENSCAFP00000039309	ENSCAFG00000012300	Canis_lupus_familiaris
ENSCAFP00020027548	ENSCAFG00020021632	Canis_lupus_dingo
ENSVVUP00000016343	ENSVVUG00000011980	Vulpes_vulpes
ENSPPRP00000000583	ENSPPRG00000024724	Panthera_pardus
ENSPTIP00000015703	ENSPTIG00000014722	Panthera_tigris_altaica
ENSFCAP00000011885	ENSFCAG00000012815	Felis_catus
ENSPCAP00000011583	ENSPCAG00000012466	Procavia_capensis
ENSETEP00000014750	ENSETEG00000018153	Echinops_telfairi
ENSLAFP00000013998	ENSLAFG00000016679	Loxodonta_africana
ENSCHOP00000004658	ENSCHOG00000005263	Choloepus_hoffmanni
ENSDNOP00000022258	ENSDNOG00000032019	Dasypus_novemcinctus
ENSOCUP00000024947	ENSOCUG00000017959	Oryctolagus_cuniculus
ENSOPRP00000014970	ENSOPRG00000016400	Ochotona_princeps
ENSOANP00000021106	ENSOANG00000013375	Ornithorhynchus_anatinus
ENSXETP00000008466	ENSXETG00000006967	Xenopus_tropicalis
ENSLACP00000009776	ENSLACG00000008619	Latimeria_chalumnae
ENSCHAP00000023485	ENSCHAG00000011617	Clupea_harengus	ENSCHAT00000025581
ENSDCDP00000023851	ENSDCDG00000018090	Denticeps_clupeoides	ENSDCDT00000032280
ENSAMXP00000020825	ENSAMXG00000020228	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005023368	ENSAMXG00005012009	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000036493	ENSPNAG00000027359	Pygocentrus_nattereri
ENSEEEP00000013758	ENSEEEG00000006850	Electrophorus_electricus	ENSEEET00000013928
ENSIPUP00000025004	ENSIPUG00000016911	Ictalurus_punctatus	ENSIPUT00000026041
ENSDARP00000140196	ENSDARG00000101952	Danio_rerio
ENSHCOP00000004329	ENSHCOG00000005775	Hippocampus_comes
ENSPMGP00000001999	ENSPMGG00000001804	Periophthalmus_magnuspinnatus
ENSMALP00000010531	ENSMALG00000007488	Monopterus_albus
ENSMAMP00000035674	ENSMAMG00000023972	Mastacembelus_armatus
ENSATEP00000034565	ENSATEG00000023748	Anabas_testudineus
ENSBSLP00000045606	ENSBSLG00000021745	Betta_splendens
ENSSMAP00000003232	ENSSMAG00000002024	Scophthalmus_maximus
ENSCSEP00000008282	ENSCSEG00000005298	Cynoglossus_semilaevis
ENSLCAP00010012711	ENSLCAG00010006015	Lates_calcarifer
ENSSLDP00000008192	ENSSLDG00000006513	Seriola_lalandi_dorsalis
ENSSLDP00000021050	ENSSLDG00000016450	Seriola_lalandi_dorsalis
ENSSDUP00000023590	ENSSDUG00000017157	Seriola_dumerili
ENSTRUP00000053597	ENSTRUG00000013505	Takifugu_rubripes
ENSTNIP00000012538	ENSTNIG00000009660	Tetraodon_nigroviridis
ENSMMOP00000011669	ENSMMOG00000008970	Mola_mola
ENSLBEP00000009306	ENSLBEG00000007204	Labrus_bergylta
ENSLCRP00005045124	ENSLCRG00005017264	Larimichthys_crocea
ENSCGOP00000018700	ENSCGOG00000008975	Cottoperca_gobio
ENSGACP00000009607	ENSGACG00000007253	Gasterosteus_aculeatus
ENSAPEP00000026437	ENSAPEG00000018791	Amphiprion_percula
ENSAOCP00000029280	ENSAOCG00000019469	Amphiprion_ocellaris
ENSAPOP00000020985	ENSAPOG00000001196	Acanthochromis_polyacanthus
ENSSPAP00000017233	ENSSPAG00000013002	Stegastes_partitus
ENSPRNP00000044121	ENSPRNG00000021477	Parambassis_ranga
ENSHBUP00000033628	ENSHBUG00000020655	Haplochromis_burtoni
ENSPNYP00000006765	ENSPNYG00000005224	Pundamilia_nyererei
ENSACLP00000018653	ENSACLG00000012733	Astatotilapia_calliptera
ENSMZEP00005026428	ENSMZEG00005019715	Maylandia_zebra
ENSONIP00000008539	ENSONIG00000006763	Oreochromis_niloticus
ENSNBRP00000000522	ENSNBRG00000000491	Neolamprologus_brichardi
ENSACIP00000013310	ENSACIG00000010361	Amphilophus_citrinellus
ENSPFOP00000009654	ENSPFOG00000009699	Poecilia_formosa
