ENSPMAP00000001386	ENSPMAG00000001250	Petromyzon_marinus	ENSPMAT00000001392
ENSEBUP00000007190	ENSEBUG00000004699	Eptatretus_burgeri	ENSEBUT00000007664
ENSPVIP00000033278	ENSPVIG00000024335	Pogona_vitticeps	ENSPVIT00000040731
ENSACAP00000008894	ENSACAG00000008968	Anolis_carolinensis	ENSACAT00000009085
ENSNSUP00000006895	ENSNSUG00000005458	Notechis_scutatus
ENSSMRP00000010222	ENSSMRG00000008110	Salvator_merianae
ENSSPUP00000001921	ENSSPUG00000001406	Sphenodon_punctatus
ENSARWP00000017182	ENSARWG00000011829	Apteryx_rowi
ENSAHAP00000020887	ENSAHAG00000014321	Apteryx_haastii
ENSAOWP00000012110	ENSAOWG00000008296	Apteryx_owenii
ENSDNVP00000017164	ENSDNVG00000011995	Dromaius_novaehollandiae
ENSLSDP00000025398	ENSLSDG00000017756	Lonchura_striata_domestica
ENSTGUP00000005278	ENSTGUG00000005100	Taeniopygia_guttata
ENSSCAP00000018669	ENSSCAG00000013468	Serinus_canaria
ENSZALP00000022947	ENSZALG00000017768	Zonotrichia_albicollis
ENSJHYP00000008236	ENSJHYG00000006537	Junco_hyemalis
ENSPMJP00000006030	ENSPMJG00000005158	Parus_major
ENSFALP00000009391	ENSFALG00000008998	Ficedula_albicollis
ENSLCOP00000001540	ENSLCOG00000001244	Lepidothrix_coronata
ENSMUNP00000000765	ENSMUNG00000000714	Melopsittacus_undulatus
ENSCPUP00000017609	ENSCPUG00000012130	Calidris_pugnax
ENSGALP00000056345	ENSGALG00000002784	Gallus_gallus
ENSMGAP00000002631	ENSMGAG00000002946	Meleagris_gallopavo
ENSCPRP00005022162	ENSCPRG00005015454	Crocodylus_porosus
ENSCABP00000025920	ENSCABG00000018661	Chelonoidis_abingdonii
ENSCPBP00000015213	ENSCPBG00000011033	Chrysemys_picta_bellii
ENSPSIP00000019399	ENSPSIG00000017221	Pelodiscus_sinensis
ENSVURP00010023660	ENSVURG00010018119	Vombatus_ursinus
ENSPCIP00000029417	ENSPCIG00000021665	Phascolarctos_cinereus
ENSMEUP00000004805	ENSMEUG00000005243	Notamacropus_eugenii
ENSSHAP00000020664	ENSSHAG00000017524	Sarcophilus_harrisii
ENSMODP00000016208	ENSMODG00000012954	Monodelphis_domestica
ENSLAFP00000021336	ENSLAFG00000003497	Loxodonta_africana
ENSPCAP00000010293	ENSPCAG00000010952	Procavia_capensis
ENSDNOP00000019123	ENSDNOG00000031643	Dasypus_novemcinctus
ENSCGRP00001002126	ENSCGRG00001002191	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015016655	ENSCGRG00015012799	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000008990	ENSCGRG00000006571	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000005272	ENSMAUG00000007244	Mesocricetus_auratus
ENSMOCP00000017454	ENSMOCG00000016042	Microtus_ochrogaster
ENSPEMP00000004580	ENSPEMG00000006847	Peromyscus_maniculatus_bairdii
ENSMSIP00000028707	ENSMSIG00000024125	Mus_spicilegus
MGP_SPRETEiJ_P0093611	MGP_SPRETEiJ_G0033822	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000141856	ENSMUSG00000032590	Mus_musculus_strain_reference_(CL57BL6)
