ENSHGLP00000001280	ENSHGLG00000000999	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100004332	ENSHGLG00100003285	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009404	ENSFDAG00000017425	Fukomys_damarensis
ENSCAPP00000016655	ENSCAPG00000016499	Cavia_aperea
ENSCPOP00000025916	ENSCPOG00000034845	Cavia_porcellus
ENSCLAP00000000889	ENSCLAG00000000693	Chinchilla_lanigera
ENSODEP00000020558	ENSODEG00000015167	Octodon_degus
ENSUPAP00010000318	ENSUPAG00010000297	Urocitellus_parryii
ENSSTOP00000006848	ENSSTOG00000021813	Ictidomys_tridecemlineatus
ENSMMMP00000001788	ENSMMMG00000001636	Marmota_marmota_marmota
ENSSDAP00000024619	ENSSDAG00000022406	Spermophilus_dauricus
ENSMUSP00000023710	ENSMUSG00000051879	Mus_musculus_strain_reference_(CL57BL6)	ENSMUST00000023710
ENSMSIP00000011491	ENSMSIG00000010028	Mus_spicilegus	ENSMSIT00000014572
MGP_SPRETEiJ_P0041766	MGP_SPRETEiJ_G0021215	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0041766
MGP_CAROLIEiJ_P0039929	MGP_CAROLIEiJ_G0020322	Mus_caroli_strain_CAROLI_EIJ	MGP_CAROLIEiJ_T0039929
MGP_PahariEiJ_P0043276	MGP_PahariEiJ_G0020321	Mus_pahari_strain_PAHARI_EIJ	MGP_PahariEiJ_T0043276
ENSRNOP00000059953	ENSRNOG00000049495	Rattus_norvegicus	ENSRNOT00000068533
ENSMUGP00000004324	ENSMUGG00000004010	Meriones_unguiculatus	ENSMUGT00000005170
ENSCGRP00015038302	ENSCGRG00015028624	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001014533	ENSCGRG00001015381	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000009499	ENSCGRG00000006945	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000017295	ENSMAUG00000016208	Mesocricetus_auratus
ENSMOCP00000003492	ENSMOCG00000002788	Microtus_ochrogaster
ENSPEMP00000009248	ENSPEMG00000010607	Peromyscus_maniculatus_bairdii
ENSNGAP00000019998	ENSNGAG00000019640	Nannospalax_galili
ENSJJAP00000024654	ENSJJAG00000024053	Jaculus_jaculus
ENSCCNP00000021011	ENSCCNG00000020890	Castor_canadensis
ENSDORP00000014763	ENSDORG00000015690	Dipodomys_ordii
ENSTBEP00000003712	ENSTBEG00000004299	Tupaia_belangeri
ENSEEUP00000010616	ENSEEUG00000011635	Erinaceus_europaeus
ENSPCOP00000026919	ENSPCOG00000025883	Propithecus_coquereli
ENSPSMP00000005244	ENSPSMG00000004063	Prolemur_simus
ENSMICP00000002013	ENSMICG00000002200	Microcebus_murinus
ENSOGAP00000010474	ENSOGAG00000011702	Otolemur_garnettii
ENSGGOP00000003080	ENSGGOG00000003132	Gorilla_gorilla
ENSP00000267119	ENSG00000139648	Homo_sapiens
ENSPTRP00000008494	ENSPTRG00000004982	Pan_troglodytes
ENSPPAP00000023048	ENSPPAG00000034702	Pan_paniscus
ENSPPYP00000005191	ENSPPYG00000004550	Pongo_abelii
ENSNLEP00000021542	ENSNLEG00000017745	Nomascus_leucogenys
ENSPTEP00000041798	ENSPTEG00000038225	Piliocolobus_tephrosceles
ENSCANP00000013385	ENSCANG00000030120	Colobus_angolensis_palliatus
ENSRBIP00000027972	ENSRBIG00000037867	Rhinopithecus_bieti
ENSRROP00000024558	ENSRROG00000036083	Rhinopithecus_roxellana
ENSCATP00000037528	ENSCATG00000041480	Cercocebus_atys
ENSMLEP00000001902	ENSMLEG00000007486	Mandrillus_leucophaeus
ENSMMUP00000018916	ENSMMUG00000014400	Macaca_mulatta
ENSMFAP00000021252	ENSMFAG00000035546	Macaca_fascicularis
ENSMNEP00000044097	ENSMNEG00000044659	Macaca_nemestrina
ENSTGEP00000007853	ENSTGEG00000006441	Theropithecus_gelada
ENSPANP00000008706	ENSPANG00000005797	Papio_anubis
ENSCSAP00000001988	ENSCSAG00000005683	Chlorocebus_sabaeus
ENSCCAP00000000899	ENSCCAG00000005620	Cebus_capucinus_imitator
ENSANAP00000018350	ENSANAG00000027017	Aotus_nancymaae
ENSCHOP00000006142	ENSCHOG00000006934	Choloepus_hoffmanni
ENSBMUP00000011702	ENSBMUG00000008974	Bos_mutus
ENSBBBP00000025265	ENSBBBG00000000604	Bison_bison_bison
ENSOARP00000018211	ENSOARG00000016956	Ovis_aries
ENSCHIP00000013877	ENSCHIG00000015120	Capra_hircus
ENSTTRP00000010169	ENSTTRG00000010722	Tursiops_truncatus
ENSSSCP00000038135	ENSSSCG00000000247	Sus_scrofa_strain_reference
ENSVPAP00000010892	ENSVPAG00000011708	Vicugna_pacos
ENSEASP00005013119	ENSEASG00005009145	Equus_asinus_asinus
ENSUAMP00000029968	ENSUAMG00000023030	Ursus_americanus
ENSUMAP00000012270	ENSUMAG00000009139	Ursus_maritimus
ENSAMEP00000012363	ENSAMEG00000011748	Ailuropoda_melanoleuca
ENSVVUP00000039207	ENSVVUG00000027936	Vulpes_vulpes
ENSCAFP00020027703	ENSCAFG00020021752	Canis_lupus_dingo
ENSNVIP00000030005	ENSNVIG00000023125	Neovison_vison
ENSPPRP00000001501	ENSPPRG00000024079	Panthera_pardus
ENSPTIP00000020383	ENSPTIG00000017881	Panthera_tigris_altaica
ENSMLUP00000009871	ENSMLUG00000010829	Myotis_lucifugus
ENSPVAP00000008207	ENSPVAG00000008695	Pteropus_vampyrus
ENSOCUP00000026126	ENSOCUG00000029234	Oryctolagus_cuniculus
ENSOPRP00000008036	ENSOPRG00000008784	Ochotona_princeps
ENSTSYP00000019638	ENSTSYG00000036921	Carlito_syrichta
ENSDNOP00000000650	ENSDNOG00000000854	Dasypus_novemcinctus
ENSLAFP00000014775	ENSLAFG00000017618	Loxodonta_africana
ENSPCAP00000014355	ENSPCAG00000015390	Procavia_capensis
ENSSARP00000005093	ENSSARG00000005643	Sorex_araneus
ENSETEP00000016257	ENSETEG00000020015	Echinops_telfairi
ENSPCIP00000002034	ENSPCIG00000001626	Phascolarctos_cinereus
ENSMEUP00000010119	ENSMEUG00000011092	Notamacropus_eugenii
