ENSUMAP00000021733	ENSUMAG00000015900	Ursus_maritimus
ENSUAMP00000009537	ENSUAMG00000007912	Ursus_americanus
ENSAMEP00000018041	ENSAMEG00000017079	Ailuropoda_melanoleuca
ENSMPUP00000016311	ENSMPUG00000016415	Mustela_putorius_furo
ENSNVIP00000017052	ENSNVIG00000013350	Neovison_vison
ENSCAFP00020034462	ENSCAFG00020026736	Canis_lupus_dingo
ENSCAFP00000005909	ENSCAFG00000003980	Canis_lupus_familiaris
ENSVVUP00000002610	ENSVVUG00000002070	Vulpes_vulpes
ENSPTIP00000009290	ENSPTIG00000010418	Panthera_tigris_altaica
ENSPPRP00000024846	ENSPPRG00000015038	Panthera_pardus
ENSFCAP00000004059	ENSFCAG00000004397	Felis_catus
ENSECAP00000043097	ENSECAG00000000090	Equus_caballus
ENSEASP00005010141	ENSEASG00005007213	Equus_asinus_asinus
ENSBIXP00005027103	ENSBIXG00005001797	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013431	ENSBIXG00000003181	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000059959	ENSBTAG00000011600	Bos_taurus
ENSBMUP00000013077	ENSBMUG00000009988	Bos_mutus
ENSBBBP00000019152	ENSBBBG00000012373	Bison_bison_bison
ENSOARP00000016146	ENSOARG00000015050	Ovis_aries
ENSCHIP00000018469	ENSCHIG00000017886	Capra_hircus
ENSSSCP00000028391	ENSSSCG00000020705	Sus_scrofa_strain_reference
ENSVPAP00000001972	ENSVPAG00000002137	Vicugna_pacos
ENSMLUP00000005211	ENSMLUG00000005702	Myotis_lucifugus
ENSPVAP00000007367	ENSPVAG00000007806	Pteropus_vampyrus
ENSGGOP00000005458	ENSGGOG00000005573	Gorilla_gorilla
ENSP00000263056	ENSG00000107968	Homo_sapiens
ENSPPAP00000027047	ENSPPAG00000036603	Pan_paniscus
ENSPTRP00000004070	ENSPTRG00000002400	Pan_troglodytes
ENSPPYP00000003278	ENSPPYG00000002811	Pongo_abelii
ENSNLEP00000020726	ENSNLEG00000017064	Nomascus_leucogenys
ENSRROP00000042918	ENSRROG00000044552	Rhinopithecus_roxellana
ENSRBIP00000028963	ENSRBIG00000038375	Rhinopithecus_bieti
ENSPTEP00000021637	ENSPTEG00000022653	Piliocolobus_tephrosceles
ENSCANP00000019590	ENSCANG00000033226	Colobus_angolensis_palliatus
ENSMFAP00000009607	ENSMFAG00000035171	Macaca_fascicularis
ENSMFAP00000010648	ENSMFAG00000008879	Macaca_fascicularis
ENSMMUP00000006542	ENSMMUG00000004930	Macaca_mulatta
ENSMNEP00000017845	ENSMNEG00000032888	Macaca_nemestrina
ENSCATP00000024274	ENSCATG00000035664	Cercocebus_atys
ENSMLEP00000037774	ENSMLEG00000042963	Mandrillus_leucophaeus
ENSTGEP00000034995	ENSTGEG00000027894	Theropithecus_gelada
ENSPANP00000020077	ENSPANG00000022919	Papio_anubis
ENSCSAP00000014131	ENSCSAG00000018114	Chlorocebus_sabaeus
ENSSBOP00000019283	ENSSBOG00000026242	Saimiri_boliviensis_boliviensis
ENSCCAP00000038737	ENSCCAG00000037199	Cebus_capucinus_imitator
ENSCJAP00000024411	ENSCJAG00000013285	Callithrix_jacchus
ENSANAP00000004780	ENSANAG00000020479	Aotus_nancymaae
ENSTSYP00000010446	ENSTSYG00000011392	Carlito_syrichta
ENSPSMP00000036087	ENSPSMG00000024825	Prolemur_simus
ENSMICP00000002999	ENSMICG00000003305	Microcebus_murinus
ENSOGAP00000004849	ENSOGAG00000005419	Otolemur_garnettii
ENSCCNP00000004244	ENSCCNG00000004466	Castor_canadensis	ENSCCNT00000005559
ENSDORP00000020421	ENSDORG00000027938	Dipodomys_ordii	ENSDORT00000032873
ENSUPAP00010003511	ENSUPAG00010002877	Urocitellus_parryii	ENSUPAT00010004051
ENSSTOP00000006049	ENSSTOG00000006769	Ictidomys_tridecemlineatus	ENSSTOT00000006764
ENSSDAP00000005710	ENSSDAG00000005327	Spermophilus_dauricus	ENSSDAT00000006542
ENSMMMP00000026747	ENSMMMG00000023406	Marmota_marmota_marmota
ENSNGAP00000015388	ENSNGAG00000016425	Nannospalax_galili
ENSNGAP00000009639	ENSNGAG00000012283	Nannospalax_galili
ENSMSIP00000025049	ENSMSIG00000021174	Mus_spicilegus
ENSMUSP00000025078	ENSMUSG00000024235	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0047854	MGP_SPRETEiJ_G0022884	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0045929	MGP_CAROLIEiJ_G0021968	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038542	MGP_PahariEiJ_G0018706	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022190	ENSRNOG00000016378	Rattus_norvegicus
ENSMUGP00000025274	ENSMUGG00000021089	Meriones_unguiculatus
ENSPEMP00000022798	ENSPEMG00000020056	Peromyscus_maniculatus_bairdii
ENSMOCP00000001101	ENSMOCG00000000850	Microtus_ochrogaster
ENSCGRP00001019967	ENSCGRG00001019251	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010247	ENSCGRG00000007494	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015034829	ENSCGRG00015026201	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000003430	ENSMAUG00000003774	Mesocricetus_auratus
ENSJJAP00000006250	ENSJJAG00000010969	Jaculus_jaculus
ENSCPOP00000005981	ENSCPOG00000006641	Cavia_porcellus
ENSCAPP00000002942	ENSCAPG00000005835	Cavia_aperea
ENSCLAP00000023074	ENSCLAG00000015841	Chinchilla_lanigera
ENSODEP00000004907	ENSODEG00000003722	Octodon_degus
ENSHGLP00100022114	ENSHGLG00100016279	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000023013	ENSHGLG00000016414	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000003578	ENSFDAG00000012991	Fukomys_damarensis
ENSOCUP00000005247	ENSOCUG00000006056	Oryctolagus_cuniculus
ENSOPRP00000015794	ENSOPRG00000017305	Ochotona_princeps
ENSTBEP00000006201	ENSTBEG00000007188	Tupaia_belangeri
ENSPCOP00000031440	ENSPCOG00000028503	Propithecus_coquereli
ENSPCOP00000017161	ENSPCOG00000020378	Propithecus_coquereli
ENSUAMP00000011161	ENSUAMG00000009134	Ursus_americanus
ENSLAFP00000011266	ENSLAFG00000013461	Loxodonta_africana
ENSPCAP00000002063	ENSPCAG00000002238	Procavia_capensis
ENSCHOP00000003960	ENSCHOG00000004487	Choloepus_hoffmanni
ENSDNOP00000029632	ENSDNOG00000004187	Dasypus_novemcinctus
ENSSARP00000010068	ENSSARG00000011161	Sorex_araneus
ENSPCIP00000024184	ENSPCIG00000018262	Phascolarctos_cinereus
ENSVURP00010031875	ENSVURG00010024347	Vombatus_ursinus
ENSMEUP00000010583	ENSMEUG00000011610	Notamacropus_eugenii
ENSSHAP00000002219	ENSSHAG00000001973	Sarcophilus_harrisii
ENSMODP00000009900	ENSMODG00000007954	Monodelphis_domestica
ENSOANP00000009626	ENSOANG00000006044	Ornithorhynchus_anatinus
ENSCPUP00000028640	ENSCPUG00000019261	Calidris_pugnax
