ENSDARP00000125377	ENSDARG00000096118	Danio_rerio
ENSSFOP00015009025	ENSSFOG00015005884	Scleropages_formosus
ENSEEEP00000043759	ENSEEEG00000020686	Electrophorus_electricus
ENSIPUP00000025180	ENSIPUG00000017019	Ictalurus_punctatus
ENSCHAP00000015438	ENSCHAG00000008266	Clupea_harengus
ENSPMEP00000028046	ENSPMEG00000012849	Poecilia_mexicana
ENSPLAP00000013800	ENSPLAG00000017358	Poecilia_latipinna
ENSXCOP00000011057	ENSXCOG00000008355	Xiphophorus_couchianus
ENSFHEP00000004620	ENSFHEG00000005531	Fundulus_heteroclitus
ENSXMAP00000019955	ENSXMAG00000019908	Xiphophorus_maculatus
ENSGAFP00000013531	ENSGAFG00000009133	Gambusia_affinis
ENSCVAP00000010408	ENSCVAG00000012516	Cyprinodon_variegatus
ENSKMAP00000002948	ENSKMAG00000002261	Kryptolebias_marmoratus
ENSGWIP00000052724	ENSGWIG00000025417	Gouania_willdenowi
ENSGWIP00000052721	ENSGWIG00000025415	Gouania_willdenowi
ENSBSLP00000012905	ENSBSLG00000006787	Betta_splendens
ENSATEP00000025725	ENSATEG00000017855	Anabas_testudineus
ENSMAMP00000015300	ENSMAMG00000010391	Mastacembelus_armatus
ENSSMAP00000006196	ENSSMAG00000003828	Scophthalmus_maximus
ENSMMOP00000002134	ENSMMOG00000001759	Mola_mola
ENSSDUP00000010323	ENSSDUG00000007556	Seriola_dumerili
ENSLCAP00010021940	ENSLCAG00010010334	Lates_calcarifer
ENSCSEP00000029119	ENSCSEG00000018652	Cynoglossus_semilaevis
ENSMALP00000027385	ENSMALG00000019013	Monopterus_albus
ENSLCRP00005020969	ENSLCRG00005008533	Larimichthys_crocea
ENSLBEP00000008814	ENSLBEG00000006819	Labrus_bergylta
ENSCGOP00000028945	ENSCGOG00000013556	Cottoperca_gobio
ENSAOCP00000028288	ENSAOCG00000002593	Amphiprion_ocellaris
ENSAPEP00000023338	ENSAPEG00000016606	Amphiprion_percula
ENSAPOP00000019458	ENSAPOG00000022910	Acanthochromis_polyacanthus
ENSSPAP00000023444	ENSSPAG00000017693	Stegastes_partitus
ENSACLP00000037356	ENSACLG00000025301	Astatotilapia_calliptera
ENSHBUP00000014082	ENSHBUG00000015913	Haplochromis_burtoni
ENSPNYP00000029878	ENSPNYG00000022529	Pundamilia_nyererei
ENSMZEP00005013663	ENSMZEG00005010288	Maylandia_zebra
ENSNBRP00000025199	ENSNBRG00000019253	Neolamprologus_brichardi
ENSACIP00000007427	ENSACIG00000005827	Amphilophus_citrinellus
ENSORLP00000034779	ENSORLG00000026011	Oryzias_latipes_ASM223467v1
ENSORLP00015013758	ENSORLG00015014643	Oryzias_latipes_ASM223469v1
ENSORLP00020000493	ENSORLG00020001185	Oryzias_latipes_ASM223471v1
ENSOMEP00000034245	ENSOMEG00000020733	Oryzias_melastigma
ENSPRNP00000033323	ENSPRNG00000016825	Parambassis_ranga
ENSTRUP00000049962	ENSTRUG00000019535	Takifugu_rubripes
ENSPMGP00000015555	ENSPMGG00000012747	Periophthalmus_magnuspinnatus
ENSHCOP00000018023	ENSHCOG00000002267	Hippocampus_comes
ENSELUP00000030704	ENSELUG00000007999	Esox_lucius
ENSAMXP00005017192	ENSAMXG00005008980	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025976	ENSAMXG00000025270	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000014674	ENSPNAG00000020625	Pygocentrus_nattereri
ENSPKIP00000033643	ENSPKIG00000013283	Paramormyrops_kingsleyae
ENSLOCP00000022095	ENSLOCG00000017994	Lepisosteus_oculatus
ENSECRP00000007399	ENSECRG00000004939	Erpetoichthys_calabaricus
ENSABRP00000024632	ENSABRG00000020694	Anser_brachyrhynchus
ENSAPLP00000021234	ENSAPLG00000021814	Anas_platyrhynchos_platyrhynchos
