ENSCHAP00000031999	ENSCHAG00000015311	Clupea_harengus
ENSDCDP00000047030	ENSDCDG00000029342	Denticeps_clupeoides
ENSPNAP00000015685	ENSPNAG00000021751	Pygocentrus_nattereri
ENSAMXP00005012311	ENSAMXG00005006662	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSIPUP00000010088	ENSIPUG00000006912	Ictalurus_punctatus
ENSEEEP00000001951	ENSEEEG00000001219	Electrophorus_electricus
ENSDARP00000150821	ENSDARG00000112644	Danio_rerio
ENSGACP00000018999	ENSGACG00000014399	Gasterosteus_aculeatus
ENSHCOP00000015238	ENSHCOG00000018815	Hippocampus_comes
ENSSMAP00000019347	ENSSMAG00000011858	Scophthalmus_maximus
ENSTRUP00000046632	ENSTRUG00000018221	Takifugu_rubripes
ENSTRUP00000008255	ENSTRUG00000003515	Takifugu_rubripes
ENSTNIP00000014833	ENSTNIG00000011876	Tetraodon_nigroviridis
ENSMMOP00000007043	ENSMMOG00000005476	Mola_mola
ENSGWIP00000033568	ENSGWIG00000017295	Gouania_willdenowi
ENSXMAP00000014543	ENSXMAG00000014501	Xiphophorus_maculatus
ENSXCOP00000004436	ENSXCOG00000003503	Xiphophorus_couchianus
ENSGAFP00000020123	ENSGAFG00000013590	Gambusia_affinis
ENSPMEP00000019626	ENSPMEG00000022635	Poecilia_mexicana
ENSPFOP00000018873	ENSPFOG00000018760	Poecilia_formosa
ENSPLAP00000006553	ENSPLAG00000008711	Poecilia_latipinna
ENSPREP00000021173	ENSPREG00000014320	Poecilia_reticulata
ENSFHEP00000011965	ENSFHEG00000013411	Fundulus_heteroclitus
ENSCVAP00000005091	ENSCVAG00000006447	Cyprinodon_variegatus
ENSKMAP00000001118	ENSKMAG00000000850	Kryptolebias_marmoratus
ENSORLP00015032549	ENSORLG00015017460	Oryzias_latipes_ASM223469v1
ENSORLP00000017129	ENSORLG00000013655	Oryzias_latipes_ASM223467v1
ENSOMEP00000019689	ENSOMEG00000021511	Oryzias_melastigma
ENSAOCP00000023959	ENSAOCG00000010432	Amphiprion_ocellaris
ENSAPEP00000018094	ENSAPEG00000012938	Amphiprion_percula
ENSAPOP00000033425	ENSAPOG00000021952	Acanthochromis_polyacanthus
ENSSPAP00000005775	ENSSPAG00000004478	Stegastes_partitus
ENSACLP00000030447	ENSACLG00000020624	Astatotilapia_calliptera
ENSMZEP00005013250	ENSMZEG00005009960	Maylandia_zebra
ENSHBUP00000001364	ENSHBUG00000002548	Haplochromis_burtoni
ENSPNYP00000026008	ENSPNYG00000019625	Pundamilia_nyererei
ENSONIP00000022741	ENSONIG00000018047	Oreochromis_niloticus
ENSNBRP00000031588	ENSNBRG00000024003	Neolamprologus_brichardi
ENSACIP00000014809	ENSACIG00000011501	Amphilophus_citrinellus
ENSPRNP00000044492	ENSPRNG00000021626	Parambassis_ranga
ENSLBEP00000019000	ENSLBEG00000014593	Labrus_bergylta
ENSLBEP00000007127	ENSLBEG00000005513	Labrus_bergylta
ENSLBEP00000011427	ENSLBEG00000008802	Labrus_bergylta
ENSLCRP00005045142	ENSLCRG00005017275	Larimichthys_crocea
ENSCGOP00000052332	ENSCGOG00000023048	Cottoperca_gobio
ENSSDUP00000006287	ENSSDUG00000004649	Seriola_dumerili
ENSSLDP00000026073	ENSSLDG00000020251	Seriola_lalandi_dorsalis
ENSLCAP00010054912	ENSLCAG00010025624	Lates_calcarifer
ENSMAMP00000012671	ENSMAMG00000008559	Mastacembelus_armatus
ENSMALP00000026024	ENSMALG00000018083	Monopterus_albus
ENSATEP00000015214	ENSATEG00000010609	Anabas_testudineus
ENSCSEP00000001970	ENSCSEG00000001330	Cynoglossus_semilaevis
ENSPMGP00000009903	ENSPMGG00000008204	Periophthalmus_magnuspinnatus
ENSGMOP00000018954	ENSGMOG00000017628	Gadus_morhua
ENSGMOP00000002388	ENSGMOG00000002221	Gadus_morhua
ENSHHUP00000035978	ENSHHUG00000022629	Hucho_hucho
ENSHHUP00000017054	ENSHHUG00000010624	Hucho_hucho
ENSELUP00000009458	ENSELUG00000000366	Esox_lucius
ENSPKIP00000030601	ENSPKIG00000011386	Paramormyrops_kingsleyae
ENSPKIP00000039835	ENSPKIG00000017043	Paramormyrops_kingsleyae
ENSSFOP00015029034	ENSSFOG00015018650	Scleropages_formosus
ENSLOCP00000015943	ENSLOCG00000012947	Lepisosteus_oculatus
ENSECRP00000028088	ENSECRG00000019015	Erpetoichthys_calabaricus
ENSECRP00000029844	ENSECRG00000020239	Erpetoichthys_calabaricus
ENSCPBP00000014049	ENSCPBG00000010470	Chrysemys_picta_bellii
ENSCABP00000017545	ENSCABG00000013024	Chelonoidis_abingdonii
ENSPSIP00000020218	ENSPSIG00000017911	Pelodiscus_sinensis
ENSAOWP00000020924	ENSAOWG00000014165	Apteryx_owenii
ENSARWP00000018892	ENSARWG00000012987	Apteryx_rowi
ENSAHAP00000012938	ENSAHAG00000009324	Apteryx_haastii
ENSDNVP00000002319	ENSDNVG00000001661	Dromaius_novaehollandiae
ENSNPEP00000013887	ENSNPEG00000010364	Nothoprocta_perdicaria
ENSABRP00000004220	ENSABRG00000003889	Anser_brachyrhynchus
ENSAPLP00000012725	ENSAPLG00000012946	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000006310	ENSMGAG00000006305	Meleagris_gallopavo
ENSGALP00000030827	ENSGALG00000006900	Gallus_gallus
ENSCJPP00005027381	ENSCJPG00005021236	Coturnix_japonica
ENSNMEP00000002523	ENSNMEG00000003192	Numida_meleagris
ENSCPRP00005026445	ENSCPRG00005018338	Crocodylus_porosus
ENSSPUP00000017764	ENSSPUG00000013729	Sphenodon_punctatus
ENSLACP00000015447	ENSLACG00000013600	Latimeria_chalumnae
ENSCMIP00000048032	ENSCMIG00000019654	Callorhinchus_milii
ENSCMIP00000048024	ENSCMIG00000019650	Callorhinchus_milii
ENSXETP00000021087	ENSXETG00000012092	Xenopus_tropicalis
ENSEBUP00000001665	ENSEBUG00000001382	Eptatretus_burgeri
ENSEBUP00000010001	ENSEBUG00000006423	Eptatretus_burgeri
