ENSLACP00000020465	ENSLACG00000017987	Latimeria_chalumnae
ENSOANP00000019406	ENSOANG00000012263	Ornithorhynchus_anatinus
ENSGMOP00000012429	ENSGMOG00000011632	Gadus_morhua
ENSGMOP00000007434	ENSGMOG00000006953	Gadus_morhua
ENSDCDP00000024861	ENSDCDG00000018713	Denticeps_clupeoides
ENSCHAP00000019743	ENSCHAG00000010075	Clupea_harengus
ENSAMXP00000008256	ENSAMXG00000008043	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005038447	ENSAMXG00005018235	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000017318	ENSPNAG00000003775	Pygocentrus_nattereri
ENSEEEP00000034994	ENSEEEG00000016643	Electrophorus_electricus
ENSIPUP00000018220	ENSIPUG00000012380	Ictalurus_punctatus
ENSHHUP00000044672	ENSHHUG00000027312	Hucho_hucho
ENSHHUP00000008566	ENSHHUG00000005234	Hucho_hucho
ENSELUP00000036563	ENSELUG00000015907	Esox_lucius
ENSPMEP00000004183	ENSPMEG00000005370	Poecilia_mexicana
ENSPFOP00000009180	ENSPFOG00000009160	Poecilia_formosa
ENSPLAP00000008324	ENSPLAG00000010874	Poecilia_latipinna
ENSPREP00000018060	ENSPREG00000012115	Poecilia_reticulata
ENSXMAP00000034563	ENSXMAG00000025948	Xiphophorus_maculatus
ENSCVAP00000010521	ENSCVAG00000012705	Cyprinodon_variegatus
ENSKMAP00000002078	ENSKMAG00000001585	Kryptolebias_marmoratus
ENSACLP00000022120	ENSACLG00000015028	Astatotilapia_calliptera
ENSPNYP00000023545	ENSPNYG00000017796	Pundamilia_nyererei
ENSHBUP00000031276	ENSHBUG00000016849	Haplochromis_burtoni
ENSMZEP00005006084	ENSMZEG00005004653	Maylandia_zebra
ENSNBRP00000025235	ENSNBRG00000019246	Neolamprologus_brichardi
ENSONIP00000011656	ENSONIG00000009267	Oreochromis_niloticus
ENSACIP00000029869	ENSACIG00000023108	Amphilophus_citrinellus
ENSGACP00000019513	ENSGACG00000014777	Gasterosteus_aculeatus
ENSAOCP00000021880	ENSAOCG00000006958	Amphiprion_ocellaris
ENSAPEP00000011877	ENSAPEG00000008370	Amphiprion_percula
ENSAPOP00000032475	ENSAPOG00000020452	Acanthochromis_polyacanthus
ENSSPAP00000025713	ENSSPAG00000019420	Stegastes_partitus
ENSPRNP00000049429	ENSPRNG00000023593	Parambassis_ranga
ENSTRUP00000001547	ENSTRUG00000000648	Takifugu_rubripes
ENSTNIP00000005789	ENSTNIG00000019576	Tetraodon_nigroviridis
ENSMMOP00000018970	ENSMMOG00000014345	Mola_mola
ENSLBEP00000034414	ENSLBEG00000025873	Labrus_bergylta
ENSBSLP00000005091	ENSBSLG00000002788	Betta_splendens
ENSLCRP00005059961	ENSLCRG00005022168	Larimichthys_crocea
ENSMALP00000001073	ENSMALG00000000814	Monopterus_albus
ENSATEP00000021943	ENSATEG00000015230	Anabas_testudineus
ENSMAMP00000016361	ENSMAMG00000011081	Mastacembelus_armatus
ENSSDUP00000022396	ENSSDUG00000016259	Seriola_dumerili
ENSSLDP00000000520	ENSSLDG00000000483	Seriola_lalandi_dorsalis
ENSLCAP00010006558	ENSLCAG00010003219	Lates_calcarifer
