ENSACAP00000011539	ENSACAG00000011763	Anolis_carolinensis
ENSPVIP00000019184	ENSPVIG00000014649	Pogona_vitticeps
ENSNSUP00000024166	ENSNSUG00000017482	Notechis_scutatus	ENSNSUT00000025691
ENSSMRP00000026737	ENSSMRG00000020629	Salvator_merianae
ENSSPUP00000002776	ENSSPUG00000002143	Sphenodon_punctatus
ENSAOWP00000001029	ENSAOWG00000000761	Apteryx_owenii
ENSARWP00000026161	ENSARWG00000017760	Apteryx_rowi
ENSAHAP00000002685	ENSAHAG00000002179	Apteryx_haastii
ENSDNVP00000004292	ENSDNVG00000003040	Dromaius_novaehollandiae
ENSNPEP00000002095	ENSNPEG00000001618	Nothoprocta_perdicaria
ENSLCOP00000007336	ENSLCOG00000005400	Lepidothrix_coronata
ENSMVIP00005000049	ENSMVIG00005000046	Manacus_vitellinus
ENSPMJP00000010154	ENSPMJG00000008040	Parus_major
ENSJHYP00000003542	ENSJHYG00000002908	Junco_hyemalis
ENSSCAP00000011432	ENSSCAG00000008578	Serinus_canaria
ENSZALP00000004200	ENSZALG00000003985	Zonotrichia_albicollis
ENSTGUP00000015412	ENSTGUG00000015061	Taeniopygia_guttata
ENSFALP00000003009	ENSFALG00000002888	Ficedula_albicollis
ENSLSDP00000015985	ENSLSDG00000011533	Lonchura_striata_domestica
ENSLSDP00000017958	ENSLSDG00000012826	Lonchura_striata_domestica
ENSCCEP00000002128	ENSCCEG00000002441	Cyanistes_caeruleus
ENSMUNP00000013138	ENSMUNG00000010251	Melopsittacus_undulatus
ENSCPGP00000019187	ENSCPGG00000013421	Calidris_pygmaea
ENSCPUP00000005859	ENSCPUG00000004293	Calidris_pugnax
ENSMUNP00000013137	ENSMUNG00000010250	Melopsittacus_undulatus
ENSAPLP00000005055	ENSAPLG00000005508	Anas_platyrhynchos_platyrhynchos
ENSABRP00000025960	ENSABRG00000021772	Anser_brachyrhynchus
ENSGALP00000070676	ENSGALG00000026638	Gallus_gallus
ENSCJPP00005013547	ENSCJPG00005011424	Coturnix_japonica
ENSMGAP00000001567	ENSMGAG00000002034	Meleagris_gallopavo
ENSNMEP00000015518	ENSNMEG00000013775	Numida_meleagris
ENSCPRP00005003649	ENSCPRG00005002667	Crocodylus_porosus
ENSGAGP00000013069	ENSGAGG00000010026	Gopherus_agassizii
ENSCABP00000025333	ENSCABG00000018643	Chelonoidis_abingdonii
ENSCPBP00000010966	ENSCPBG00000008403	Chrysemys_picta_bellii
ENSBIXP00005011800	ENSBIXG00005016160	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000024161	ENSBIXG00000026404	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000023093	ENSBTAG00000017371	Bos_taurus
ENSBMUP00000030502	ENSBMUG00000022810	Bos_mutus
ENSBBBP00000017959	ENSBBBG00000010596	Bison_bison_bison
ENSOARP00000001175	ENSOARG00000001132	Ovis_aries
ENSCHIP00000033408	ENSCHIG00000026988	Capra_hircus
ENSTTRP00000013028	ENSTTRG00000013735	Tursiops_truncatus
ENSSSCP00000015311	ENSSSCG00000014389	Sus_scrofa_strain_reference
ENSECAP00000017574	ENSECAG00000020085	Equus_caballus
ENSEASP00005029882	ENSEASG00005020320	Equus_asinus_asinus
ENSUAMP00000037449	ENSUAMG00000028354	Ursus_americanus
ENSUMAP00000016085	ENSUMAG00000011823	Ursus_maritimus
ENSAMEP00000010951	ENSAMEG00000010425	Ailuropoda_melanoleuca
ENSCAFP00020026010	ENSCAFG00020020433	Canis_lupus_dingo
ENSCAFP00000009284	ENSCAFG00000006185	Canis_lupus_familiaris
ENSVVUP00000028440	ENSVVUG00000020795	Vulpes_vulpes
ENSMPUP00000008118	ENSMPUG00000008178	Mustela_putorius_furo
ENSNVIP00000015527	ENSNVIG00000012130	Neovison_vison
ENSPTIP00000005089	ENSPTIG00000007415	Panthera_tigris_altaica
ENSPPRP00000006651	ENSPPRG00000002021	Panthera_pardus
ENSFCAP00000006411	ENSFCAG00000006905	Felis_catus
ENSMLUP00000019825	ENSMLUG00000023054	Myotis_lucifugus
ENSPVAP00000014751	ENSPVAG00000015644	Pteropus_vampyrus
ENSEEUP00000005315	ENSEEUG00000005816	Erinaceus_europaeus
ENSLAFP00000027426	ENSLAFG00000031336	Loxodonta_africana
ENSPCAP00000010139	ENSPCAG00000010897	Procavia_capensis
ENSETEP00000013990	ENSETEG00000017232	Echinops_telfairi
ENSDNOP00000026910	ENSDNOG00000047431	Dasypus_novemcinctus
ENSPPYP00000017773	ENSPPYG00000015890	Pongo_abelii
ENSP00000297164	ENSG00000164620	Homo_sapiens
ENSNLEP00000011726	ENSNLEG00000009626	Nomascus_leucogenys
ENSPTRP00000062709	ENSPTRG00000017349	Pan_troglodytes
ENSPPAP00000002860	ENSPPAG00000012297	Pan_paniscus
ENSGGOP00000043541	ENSGGOG00000016383	Gorilla_gorilla
ENSMNEP00000015472	ENSMNEG00000031835	Macaca_nemestrina
ENSCCAP00000035336	ENSCCAG00000035587	Cebus_capucinus_imitator
ENSCJAP00000033425	ENSCJAG00000018091	Callithrix_jacchus
ENSSBOP00000002455	ENSSBOG00000012587	Saimiri_boliviensis_boliviensis
ENSANAP00000005643	ENSANAG00000020895	Aotus_nancymaae
ENSPTEP00000026189	ENSPTEG00000026294	Piliocolobus_tephrosceles
ENSCANP00000027736	ENSCANG00000037273	Colobus_angolensis_palliatus
ENSRBIP00000006067	ENSRBIG00000025892	Rhinopithecus_bieti
ENSRROP00000014211	ENSRROG00000031324	Rhinopithecus_roxellana
ENSMLEP00000016696	ENSMLEG00000032561	Mandrillus_leucophaeus
ENSCSAP00000008646	ENSCSAG00000012463	Chlorocebus_sabaeus
ENSMFAP00000020717	ENSMFAG00000033304	Macaca_fascicularis
ENSMMUP00000074052	ENSMMUG00000012591	Macaca_mulatta
ENSCATP00000007990	ENSCATG00000023656	Cercocebus_atys
ENSPANP00000044606	ENSPANG00000012116	Papio_anubis
ENSTGEP00000034117	ENSTGEG00000027221	Theropithecus_gelada
ENSTSYP00000007483	ENSTSYG00000008165	Carlito_syrichta
ENSPCOP00000012826	ENSPCOG00000018004	Propithecus_coquereli
ENSPSMP00000030904	ENSPSMG00000021453	Prolemur_simus
ENSMICP00000015895	ENSMICG00000017450	Microcebus_murinus
ENSOGAP00000000545	ENSOGAG00000000607	Otolemur_garnettii
ENSTBEP00000006717	ENSTBEG00000007773	Tupaia_belangeri
ENSCHOP00000007337	ENSCHOG00000008303	Choloepus_hoffmanni
ENSCLAP00000017070	ENSCLAG00000011716	Chinchilla_lanigera
ENSODEP00000014447	ENSODEG00000010688	Octodon_degus
ENSCPOP00000012862	ENSCPOG00000014276	Cavia_porcellus
ENSCAPP00000010938	ENSCAPG00000012100	Cavia_aperea
ENSHGLP00100014237	ENSHGLG00100010522	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008333	ENSHGLG00000006031	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000007477	ENSFDAG00000015971	Fukomys_damarensis
ENSUPAP00010015109	ENSUPAG00010012113	Urocitellus_parryii
ENSSTOP00000029076	ENSSTOG00000016242	Ictidomys_tridecemlineatus
ENSSDAP00000021416	ENSSDAG00000019390	Spermophilus_dauricus
ENSMMMP00000020129	ENSMMMG00000017758	Marmota_marmota_marmota
ENSCCNP00000023886	ENSCCNG00000023400	Castor_canadensis
ENSOCUP00000021077	ENSOCUG00000025508	Oryctolagus_cuniculus
ENSOPRP00000015470	ENSOPRG00000016945	Ochotona_princeps
ENSCGRP00015034956	ENSCGRG00015026270	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001021879	ENSCGRG00001020596	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000013819	ENSCGRG00000010019	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003946	ENSMAUG00000004682	Mesocricetus_auratus
ENSPEMP00000023223	ENSPEMG00000020331	Peromyscus_maniculatus_bairdii
ENSMOCP00000023815	ENSMOCG00000020427	Microtus_ochrogaster
ENSMSIP00000031113	ENSMSIG00000026033	Mus_spicilegus
MGP_SPRETEiJ_P0048455	MGP_SPRETEiJ_G0023113	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000135556	ENSMUSG00000044024	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0046536	MGP_CAROLIEiJ_G0022204	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0039131	MGP_PahariEiJ_G0018937	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000026526	ENSRNOG00000019575	Rattus_norvegicus
ENSMUGP00000009963	ENSMUGG00000008767	Meriones_unguiculatus
ENSNGAP00000017649	ENSNGAG00000018010	Nannospalax_galili
ENSJJAP00000000431	ENSJJAG00000000378	Jaculus_jaculus
ENSDORP00000016459	ENSDORG00000028995	Dipodomys_ordii
ENSEASP00005029875	ENSEASG00005020315	Equus_asinus_asinus
ENSPCIP00000040801	ENSPCIG00000029856	Phascolarctos_cinereus
ENSVURP00010012032	ENSVURG00010009310	Vombatus_ursinus
ENSMEUP00000007640	ENSMEUG00000008365	Notamacropus_eugenii
ENSSHAP00000012919	ENSSHAG00000011052	Sarcophilus_harrisii
ENSMODP00000051181	ENSMODG00000010603	Monodelphis_domestica
ENSOANP00000023765	ENSOANG00000015093	Ornithorhynchus_anatinus
ENSXETP00000037106	ENSXETG00000013085	Xenopus_tropicalis
ENSLACP00000011496	ENSLACG00000010113	Latimeria_chalumnae
ENSAMXP00000041018	ENSAMXG00000041853	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000016742	ENSPNAG00000022945	Pygocentrus_nattereri
ENSEEEP00000022777	ENSEEEG00000011045	Electrophorus_electricus
ENSDARP00000063558	ENSDARG00000071876	Danio_rerio
ENSDCDP00000054032	ENSDCDG00000032282	Denticeps_clupeoides
ENSCSEP00000031772	ENSCSEG00000020369	Cynoglossus_semilaevis
ENSPMGP00000029490	ENSPMGG00000023723	Periophthalmus_magnuspinnatus
ENSTRUP00000048698	ENSTRUG00000020434	Takifugu_rubripes
ENSCVAP00000012776	ENSCVAG00000015223	Cyprinodon_variegatus
ENSSDUP00000002088	ENSSDUG00000001628	Seriola_dumerili
ENSBSLP00000008030	ENSBSLG00000004068	Betta_splendens
ENSAOCP00000002582	ENSAOCG00000005708	Amphiprion_ocellaris
ENSAPEP00000006540	ENSAPEG00000004696	Amphiprion_percula
ENSPFOP00000009083	ENSPFOG00000009119	Poecilia_formosa
ENSXMAP00000026235	ENSXMAG00000023092	Xiphophorus_maculatus
ENSXCOP00000018255	ENSXCOG00000013750	Xiphophorus_couchianus
ENSGAFP00000029120	ENSGAFG00000019648	Gambusia_affinis
ENSPMEP00000003352	ENSPMEG00000004464	Poecilia_mexicana
ENSPLAP00000001178	ENSPLAG00000002170	Poecilia_latipinna
ENSPREP00000033087	ENSPREG00000022424	Poecilia_reticulata
ENSFHEP00000005978	ENSFHEG00000006967	Fundulus_heteroclitus
ENSKMAP00000010523	ENSKMAG00000007899	Kryptolebias_marmoratus
ENSORLP00000043180	ENSORLG00000022753	Oryzias_latipes_ASM223467v1
ENSORLP00015011796	ENSORLG00015012618	Oryzias_latipes_ASM223469v1
ENSORLP00020016977	ENSORLG00020018010	Oryzias_latipes_ASM223471v1
ENSOMEP00000018364	ENSOMEG00000020095	Oryzias_melastigma
