ENSPVIP00000003099	ENSPVIG00000002619	Pogona_vitticeps	ENSPVIT00000003995
ENSACAP00000004214	ENSACAG00000004321	Anolis_carolinensis	ENSACAT00000004313
ENSNSUP00000013081	ENSNSUG00000009800	Notechis_scutatus	ENSNSUT00000013943
ENSSMRP00000006885	ENSSMRG00000005572	Salvator_merianae
ENSSPUP00000020999	ENSSPUG00000015962	Sphenodon_punctatus
ENSGAGP00000015414	ENSGAGG00000011637	Gopherus_agassizii
ENSCABP00000019479	ENSCABG00000014387	Chelonoidis_abingdonii
ENSCPBP00000017942	ENSCPBG00000013116	Chrysemys_picta_bellii
ENSPSIP00000009745	ENSPSIG00000008861	Pelodiscus_sinensis
ENSEEUP00000003814	ENSEEUG00000004210	Erinaceus_europaeus
ENSSARP00000011582	ENSSARG00000012826	Sorex_araneus
ENSAMEP00000004540	ENSAMEG00000004309	Ailuropoda_melanoleuca
ENSUMAP00000031803	ENSUMAG00000022938	Ursus_maritimus
ENSUAMP00000013082	ENSUAMG00000010548	Ursus_americanus
ENSMPUP00000006810	ENSMPUG00000006865	Mustela_putorius_furo
ENSNVIP00000032042	ENSNVIG00000024659	Neovison_vison
ENSCAFP00020017507	ENSCAFG00020014000	Canis_lupus_dingo
ENSCAFP00000007091	ENSCAFG00000004755	Canis_lupus_familiaris
ENSVVUP00000011948	ENSVVUG00000008821	Vulpes_vulpes
ENSPPRP00000018156	ENSPPRG00000009903	Panthera_pardus
ENSPTIP00000026504	ENSPTIG00000021901	Panthera_tigris_altaica
ENSFCAP00000022704	ENSFCAG00000027744	Felis_catus
ENSPVAP00000015927	ENSPVAG00000016887	Pteropus_vampyrus
ENSECAP00000008805	ENSECAG00000010891	Equus_caballus
ENSEASP00005019274	ENSEASG00005013250	Equus_asinus_asinus
ENSBIXP00000011898	ENSBIXG00000000798	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037890	ENSBIXG00005019883	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024896	ENSBMUG00000018710	Bos_mutus
ENSBTAP00000005747	ENSBTAG00000004379	Bos_taurus
ENSBBBP00000008590	ENSBBBG00000016623	Bison_bison_bison
ENSCHIP00000011551	ENSCHIG00000013680	Capra_hircus
ENSOARP00000009282	ENSOARG00000008652	Ovis_aries
ENSTTRP00000013996	ENSTTRG00000014762	Tursiops_truncatus
ENSVPAP00000004873	ENSVPAG00000005250	Vicugna_pacos
ENSSSCP00000003318	ENSSSCG00000003064	Sus_scrofa_strain_reference
ENSMUSP00000076433	ENSMUSG00000064254	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0081264	MGP_SPRETEiJ_G0030436	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000027652	ENSMSIG00000023315	Mus_spicilegus
MGP_CAROLIEiJ_P0077944	MGP_CAROLIEiJ_G0029342	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0046281	MGP_PahariEiJ_G0021193	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000027076	ENSRNOG00000019982	Rattus_norvegicus
ENSMUGP00000001435	ENSMUGG00000001365	Meriones_unguiculatus
ENSCGRP00001001071	ENSCGRG00001000826	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015018835	ENSCGRG00015014486	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000021530	ENSCGRG00000015628	Cricetulus_griseus_CriGri_1.0
ENSMOCP00000006470	ENSMOCG00000006120	Microtus_ochrogaster
ENSPEMP00000027227	ENSPEMG00000023092	Peromyscus_maniculatus_bairdii
ENSNGAP00000007350	ENSNGAG00000010635	Nannospalax_galili
ENSJJAP00000010135	ENSJJAG00000013800	Jaculus_jaculus
ENSCCNP00000020620	ENSCCNG00000020548	Castor_canadensis
ENSHGLP00100009211	ENSHGLG00100006828	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000009294	ENSHGLG00000006665	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000014766	ENSFDAG00000002222	Fukomys_damarensis
ENSCPOP00000000427	ENSCPOG00000000484	Cavia_porcellus
ENSCAPP00000010687	ENSCAPG00000011904	Cavia_aperea
ENSCLAP00000002212	ENSCLAG00000001597	Chinchilla_lanigera
ENSODEP00000011972	ENSODEG00000008887	Octodon_degus
ENSUPAP00010027737	ENSUPAG00010021921	Urocitellus_parryii
ENSSDAP00000010323	ENSSDAG00000009388	Spermophilus_dauricus
ENSSTOP00000016300	ENSSTOG00000023958	Ictidomys_tridecemlineatus
ENSMMMP00000018272	ENSMMMG00000016207	Marmota_marmota_marmota
ENSOPRP00000002957	ENSOPRG00000003231	Ochotona_princeps
ENSTBEP00000004308	ENSTBEG00000005019	Tupaia_belangeri
ENSMFAP00000031865	ENSMFAG00000036993	Macaca_fascicularis
ENSMMUP00000025310	ENSMMUG00000019264	Macaca_mulatta
ENSMNEP00000031705	ENSMNEG00000039250	Macaca_nemestrina
ENSTGEP00000022608	ENSTGEG00000018288	Theropithecus_gelada
ENSCATP00000010287	ENSCATG00000029420	Cercocebus_atys
ENSPANP00000005140	ENSPANG00000013980	Papio_anubis
ENSCSAP00000014644	ENSCSAG00000003404	Chlorocebus_sabaeus
ENSRROP00000008755	ENSRROG00000028814	Rhinopithecus_roxellana
ENSRBIP00000001503	ENSRBIG00000007569	Rhinopithecus_bieti
ENSCANP00000028905	ENSCANG00000037959	Colobus_angolensis_palliatus
ENSCJAP00000054817	ENSCJAG00000008394	Callithrix_jacchus
ENSSBOP00000021950	ENSSBOG00000027526	Saimiri_boliviensis_boliviensis
ENSCCAP00000015388	ENSCCAG00000025485	Cebus_capucinus_imitator
ENSANAP00000030738	ENSANAG00000033114	Aotus_nancymaae
ENSPPAP00000019300	ENSPPAG00000032831	Pan_paniscus
ENSP00000292147	ENSG00000105755	Homo_sapiens
ENSGGOP00000003884	ENSGGOG00000003960	Gorilla_gorilla
ENSPPYP00000011259	ENSPPYG00000010061	Pongo_abelii
ENSNLEP00000031096	ENSNLEG00000001395	Nomascus_leucogenys
ENSPTRP00000019035	ENSPTRG00000011082	Pan_troglodytes
ENSCJAP00000025044	ENSCJAG00000013606	Callithrix_jacchus
ENSMLEP00000012940	ENSMLEG00000030643	Mandrillus_leucophaeus
ENSTSYP00000024030	ENSTSYG00000035197	Carlito_syrichta
ENSPSMP00000016588	ENSPSMG00000011808	Prolemur_simus
ENSMICP00000048724	ENSMICG00000014648	Microcebus_murinus
ENSPCOP00000022593	ENSPCOG00000023403	Propithecus_coquereli
ENSOGAP00000008506	ENSOGAG00000009504	Otolemur_garnettii
ENSLAFP00000010607	ENSLAFG00000012685	Loxodonta_africana
ENSPCAP00000006035	ENSPCAG00000006491	Procavia_capensis
ENSETEP00000007861	ENSETEG00000009673	Echinops_telfairi
ENSDNOP00000007928	ENSDNOG00000010239	Dasypus_novemcinctus
ENSDORP00000023689	ENSDORG00000002169	Dipodomys_ordii
ENSVURP00010011612	ENSVURG00010008981	Vombatus_ursinus
ENSMEUP00000013527	ENSMEUG00000014820	Notamacropus_eugenii
ENSPCIP00000027915	ENSPCIG00000020851	Phascolarctos_cinereus
ENSSHAP00000004037	ENSSHAG00000003558	Sarcophilus_harrisii
ENSLSDP00000000202	ENSLSDG00000000191	Lonchura_striata_domestica
ENSNPEP00000016695	ENSNPEG00000012424	Nothoprocta_perdicaria
ENSCJPP00005001605	ENSCJPG00005001646	Coturnix_japonica
ENSXETP00000013495	ENSXETG00000001011	Xenopus_tropicalis
ENSLACP00000009696	ENSLACG00000008551	Latimeria_chalumnae
ENSECRP00000029494	ENSECRG00000020004	Erpetoichthys_calabaricus
ENSCHAP00000012679	ENSCHAG00000007032	Clupea_harengus
ENSDCDP00000023805	ENSDCDG00000018080	Denticeps_clupeoides
ENSPNAP00000037091	ENSPNAG00000004361	Pygocentrus_nattereri
ENSAMXP00000033226	ENSAMXG00000037704	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000030200	ENSEEEG00000014478	Electrophorus_electricus
ENSEEEP00000030199	ENSEEEG00000014475	Electrophorus_electricus
ENSIPUP00000013126	ENSIPUG00000008948	Ictalurus_punctatus
ENSDARP00000043402	ENSDARG00000005713	Danio_rerio
ENSAPEP00000005549	ENSAPEG00000003969	Amphiprion_percula
ENSAOCP00000006100	ENSAOCG00000009669	Amphiprion_ocellaris
ENSAPOP00000020407	ENSAPOG00000023998	Acanthochromis_polyacanthus
ENSSPAP00000016208	ENSSPAG00000012215	Stegastes_partitus
ENSPRNP00000005103	ENSPRNG00000002997	Parambassis_ranga
ENSGWIP00000036744	ENSGWIG00000018904	Gouania_willdenowi
ENSLCAP00010004200	ENSLCAG00010002139	Lates_calcarifer
ENSMALP00000014855	ENSMALG00000010423	Monopterus_albus
ENSMALP00000014890	ENSMALG00000010451	Monopterus_albus
ENSMAMP00000013459	ENSMAMG00000009123	Mastacembelus_armatus
ENSXMAP00000022439	ENSXMAG00000025910	Xiphophorus_maculatus
ENSXCOP00000010304	ENSXCOG00000007813	Xiphophorus_couchianus
