ENSDARP00000116665	ENSDARG00000036876	Danio_rerio
ENSAMXP00005045475	ENSAMXG00005021033	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSHHUP00000029069	ENSHHUG00000018550	Hucho_hucho	ENSHHUT00000030282
ENSPKIP00000008811	ENSPKIG00000024153	Paramormyrops_kingsleyae
ENSXCOP00000006841	ENSXCOG00000005287	Xiphophorus_couchianus
ENSPREP00000016226	ENSPREG00000010937	Poecilia_reticulata
ENSAOCP00000005881	ENSAOCG00000009466	Amphiprion_ocellaris
ENSAPEP00000012740	ENSAPEG00000009023	Amphiprion_percula
ENSAPOP00000010238	ENSAPOG00000000337	Acanthochromis_polyacanthus
ENSATEP00000006943	ENSATEG00000004891	Anabas_testudineus
ENSMALP00000009969	ENSMALG00000007089	Monopterus_albus
ENSSMAP00000018061	ENSSMAG00000011069	Scophthalmus_maximus
ENSCSEP00000022001	ENSCSEG00000014019	Cynoglossus_semilaevis
ENSSLDP00000000443	ENSSLDG00000000450	Seriola_lalandi_dorsalis
ENSLCAP00010031792	ENSLCAG00010014943	Lates_calcarifer
ENSNBRP00000025954	ENSNBRG00000019870	Neolamprologus_brichardi
ENSHBUP00000011455	ENSHBUG00000013114	Haplochromis_burtoni
ENSACIP00000021712	ENSACIG00000016795	Amphilophus_citrinellus
ENSCGOP00000047480	ENSCGOG00000021288	Cottoperca_gobio
ENSPMGP00000022356	ENSPMGG00000018081	Periophthalmus_magnuspinnatus
ENSCMIP00000028062	ENSCMIG00000012200	Callorhinchus_milii
ENSEBUP00000027642	ENSEBUG00000016927	Eptatretus_burgeri
