ENSUMAP00000006524	ENSUMAG00000005108	Ursus_maritimus
ENSUAMP00000021622	ENSUAMG00000016975	Ursus_americanus
ENSNVIP00000011093	ENSNVIG00000008785	Neovison_vison
ENSPVAP00000014014	ENSPVAG00000014869	Pteropus_vampyrus
ENSECAP00000048067	ENSECAG00000025147	Equus_caballus
ENSEASP00005005066	ENSEASG00005003808	Equus_asinus_asinus
ENSBMUP00000003120	ENSBMUG00000002469	Bos_mutus	ENSBMUT00000003627
ENSBTAP00000005686	ENSBTAG00000004345	Bos_taurus	ENSBTAT00000005686
ENSBBBP00000011738	ENSBBBG00000005331	Bison_bison_bison
ENSCHIP00000019837	ENSCHIG00000018716	Capra_hircus
ENSPTRP00000061684	ENSPTRG00000018239	Pan_troglodytes
ENSPPAP00000011737	ENSPPAG00000029072	Pan_paniscus
ENSGGOP00000007466	ENSGGOG00000007628	Gorilla_gorilla
ENSP00000230588	ENSG00000112818	Homo_sapiens
ENSPPYP00000018655	ENSPPYG00000016673	Pongo_abelii
ENSNLEP00000005390	ENSNLEG00000004415	Nomascus_leucogenys
ENSCSAP00000008782	ENSCSAG00000012602	Chlorocebus_sabaeus
ENSPANP00000012904	ENSPANG00000005760	Papio_anubis
ENSCATP00000042128	ENSCATG00000043696	Cercocebus_atys
ENSMLEP00000029055	ENSMLEG00000038732	Mandrillus_leucophaeus
ENSTGEP00000037339	ENSTGEG00000029696	Theropithecus_gelada
ENSMMUP00000030283	ENSMMUG00000023000	Macaca_mulatta
ENSMFAP00000002037	ENSMFAG00000034108	Macaca_fascicularis
ENSMNEP00000039045	ENSMNEG00000042484	Macaca_nemestrina
ENSPTEP00000009484	ENSPTEG00000010750	Piliocolobus_tephrosceles
ENSCANP00000026208	ENSCANG00000036522	Colobus_angolensis_palliatus
ENSTSYP00000008793	ENSTSYG00000009584	Carlito_syrichta
ENSPCOP00000007351	ENSPCOG00000014912	Propithecus_coquereli
ENSPSMP00000027754	ENSPSMG00000019358	Prolemur_simus
ENSMICP00000023950	ENSMICG00000017757	Microcebus_murinus
ENSCHOP00000002726	ENSCHOG00000003074	Choloepus_hoffmanni
ENSDNOP00000007524	ENSDNOG00000009710	Dasypus_novemcinctus
ENSPCAP00000002793	ENSPCAG00000002967	Procavia_capensis
ENSMEUP00000003290	ENSMEUG00000003599	Notamacropus_eugenii
ENSPCIP00000008732	ENSPCIG00000007225	Phascolarctos_cinereus
ENSXETP00000048303	ENSXETG00000019651	Xenopus_tropicalis
