ENSPMAP00000010561	ENSPMAG00000009603	Petromyzon_marinus	ENSPMAT00000010607
ENSEBUP00000001920	ENSEBUG00000001561	Eptatretus_burgeri	ENSEBUT00000002263
ENSACAP00000015726	ENSACAG00000016005	Anolis_carolinensis
ENSPVIP00000012075	ENSPVIG00000009448	Pogona_vitticeps
ENSNSUP00000000048	ENSNSUG00000000069	Notechis_scutatus
ENSNSUP00000020714	ENSNSUG00000015069	Notechis_scutatus
ENSSMRP00000003546	ENSSMRG00000002988	Salvator_merianae
ENSSPUP00000013477	ENSSPUG00000010366	Sphenodon_punctatus
ENSGAGP00000023084	ENSGAGG00000016918	Gopherus_agassizii
ENSCABP00000014587	ENSCABG00000010893	Chelonoidis_abingdonii
ENSCPBP00000005881	ENSCPBG00000004699	Chrysemys_picta_bellii
ENSPSIP00000017246	ENSPSIG00000015344	Pelodiscus_sinensis
ENSEEUP00000010145	ENSEEUG00000011142	Erinaceus_europaeus
ENSSARP00000008822	ENSSARG00000009760	Sorex_araneus
ENSETEP00000005544	ENSETEG00000006834	Echinops_telfairi
ENSOCUP00000011191	ENSOCUG00000013007	Oryctolagus_cuniculus
ENSCHOP00000003736	ENSCHOG00000004224	Choloepus_hoffmanni
ENSMLUP00000011384	ENSMLUG00000012509	Myotis_lucifugus
ENSMLUP00000021944	ENSMLUG00000015445	Myotis_lucifugus
ENSPVAP00000006904	ENSPVAG00000007320	Pteropus_vampyrus
ENSCCNP00000030291	ENSCCNG00000029016	Castor_canadensis
ENSDORP00000012047	ENSDORG00000012810	Dipodomys_ordii
ENSCGRP00001026004	ENSCGRG00001023450	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015036556	ENSCGRG00015027413	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007262	ENSCGRG00000005279	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013502	ENSMAUG00000013530	Mesocricetus_auratus
ENSPEMP00000019865	ENSPEMG00000018016	Peromyscus_maniculatus_bairdii
ENSMOCP00000005689	ENSMOCG00000005206	Microtus_ochrogaster
ENSMOCP00000021702	ENSMOCG00000018971	Microtus_ochrogaster
ENSMOCP00000002945	ENSMOCG00000002346	Microtus_ochrogaster
ENSMUSP00000078459	ENSMUSG00000060860	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0077278	MGP_CAROLIEiJ_G0029131	Mus_caroli_strain_CAROLI_EIJ
MGP_SPRETEiJ_P0080543	MGP_SPRETEiJ_G0030184	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000002002	ENSMSIG00000001918	Mus_spicilegus
MGP_PahariEiJ_P0045644	MGP_PahariEiJ_G0021000	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022977	ENSRNOG00000016930	Rattus_norvegicus
ENSMUGP00000020041	ENSMUGG00000016940	Meriones_unguiculatus
ENSNGAP00000010255	ENSNGAG00000012718	Nannospalax_galili
ENSJJAP00000018637	ENSJJAG00000019857	Jaculus_jaculus
ENSJJAP00000000425	ENSJJAG00000000365	Jaculus_jaculus
ENSSDAP00000008238	ENSSDAG00000007523	Spermophilus_dauricus
ENSMMMP00000001783	ENSMMMG00000001622	Marmota_marmota_marmota
ENSSTOP00000027184	ENSSTOG00000023187	Ictidomys_tridecemlineatus
ENSUPAP00010002574	ENSUPAG00010002148	Urocitellus_parryii
ENSODEP00000015748	ENSODEG00000011615	Octodon_degus
ENSPPAP00000034605	ENSPPAG00000040141	Pan_paniscus
