ENSNSUP00000023370	ENSNSUG00000016920	Notechis_scutatus
ENSPVIP00000023814	ENSPVIG00000017978	Pogona_vitticeps
ENSSMRP00000016948	ENSSMRG00000013203	Salvator_merianae
ENSSPUP00000007039	ENSSPUG00000005434	Sphenodon_punctatus
ENSGALP00000003104	ENSGALG00000001998	Gallus_gallus
ENSCJPP00005012261	ENSCJPG00005010440	Coturnix_japonica
ENSNMEP00000002528	ENSNMEG00000003102	Numida_meleagris
ENSABRP00000005522	ENSABRG00000005164	Anser_brachyrhynchus
ENSCPGP00000000023	ENSCPGG00000000023	Calidris_pygmaea
ENSCPUP00000010181	ENSCPUG00000007220	Calidris_pugnax
ENSLSDP00000011703	ENSLSDG00000008602	Lonchura_striata_domestica
ENSTGUP00000000672	ENSTGUG00000000663	Taeniopygia_guttata
ENSZALP00000009520	ENSZALG00000008180	Zonotrichia_albicollis
ENSJHYP00000006917	ENSJHYG00000005553	Junco_hyemalis
ENSSCAP00000007674	ENSSCAG00000005893	Serinus_canaria
ENSPMJP00000014594	ENSPMJG00000011072	Parus_major
ENSCCEP00000000759	ENSCCEG00000001000	Cyanistes_caeruleus
ENSFALP00000014546	ENSFALG00000013938	Ficedula_albicollis
ENSLCOP00000018848	ENSLCOG00000013319	Lepidothrix_coronata
ENSMVIP00005022076	ENSMVIG00005015499	Manacus_vitellinus
ENSMUNP00000002161	ENSMUNG00000001921	Melopsittacus_undulatus
ENSAHAP00000003188	ENSAHAG00000002547	Apteryx_haastii
ENSAOWP00000019901	ENSAOWG00000013480	Apteryx_owenii
ENSARWP00000023873	ENSARWG00000016264	Apteryx_rowi
ENSDNVP00000018099	ENSDNVG00000012597	Dromaius_novaehollandiae
ENSNPEP00000001892	ENSNPEG00000001461	Nothoprocta_perdicaria
ENSCPRP00005021693	ENSCPRG00005015087	Crocodylus_porosus
ENSGAGP00000027072	ENSGAGG00000019698	Gopherus_agassizii
ENSCABP00000004571	ENSCABG00000003438	Chelonoidis_abingdonii
ENSCPBP00000013049	ENSCPBG00000009805	Chrysemys_picta_bellii
ENSPSIP00000004645	ENSPSIG00000004355	Pelodiscus_sinensis
ENSPCIP00000048913	ENSPCIG00000035863	Phascolarctos_cinereus
ENSVURP00010012485	ENSVURG00010009635	Vombatus_ursinus
ENSMEUP00000010045	ENSMEUG00000011020	Notamacropus_eugenii
ENSSHAP00000003455	ENSSHAG00000003036	Sarcophilus_harrisii
ENSMODP00000007061	ENSMODG00000005698	Monodelphis_domestica
ENSPCAP00000010236	ENSPCAG00000010997	Procavia_capensis
ENSLAFP00000014920	ENSLAFG00000017796	Loxodonta_africana
ENSECAP00000000001	ENSECAG00000000003	Equus_caballus
ENSEASP00005031660	ENSEASG00005021556	Equus_asinus_asinus
ENSPVAP00000006162	ENSPVAG00000006526	Pteropus_vampyrus
ENSCAFP00000052828	ENSCAFG00000019665	Canis_lupus_familiaris
ENSBBBP00000023195	ENSBBBG00000017639	Bison_bison_bison
ENSBMUP00000017543	ENSBMUG00000013076	Bos_mutus
ENSOARP00000010669	ENSOARG00000009945	Ovis_aries
ENSCHIP00000021999	ENSCHIG00000020110	Capra_hircus
ENSTTRP00000001385	ENSTTRG00000001470	Tursiops_truncatus
ENSSSCP00000054189	ENSSSCG00000013419	Sus_scrofa_strain_reference
ENSAMEP00000003151	ENSAMEG00000003001	Ailuropoda_melanoleuca
ENSUAMP00000006605	ENSUAMG00000005751	Ursus_americanus
ENSNVIP00000003177	ENSNVIG00000002522	Neovison_vison
ENSMPUP00000009319	ENSMPUG00000009394	Mustela_putorius_furo
ENSCAFP00020021360	ENSCAFG00020016880	Canis_lupus_dingo
ENSPPRP00000020025	ENSPPRG00000011230	Panthera_pardus
ENSPTIP00000012108	ENSPTIG00000012306	Panthera_tigris_altaica
ENSFCAP00000053346	ENSFCAG00000042437	Felis_catus
ENSVVUP00000031125	ENSVVUG00000022685	Vulpes_vulpes
