ENSAHAP00000015110	ENSAHAG00000010866	Apteryx_haastii	ENSAHAT00000016750
ENSARWP00000009494	ENSARWG00000006605	Apteryx_rowi	ENSARWT00000010826
ENSAOWP00000009388	ENSAOWG00000006465	Apteryx_owenii	ENSAOWT00000010645
ENSDNVP00000016904	ENSDNVG00000011837	Dromaius_novaehollandiae	ENSDNVT00000020327
ENSNPEP00000010916	ENSNPEG00000008192	Nothoprocta_perdicaria
ENSGALP00000026201	ENSGALG00000016282	Gallus_gallus
ENSCJPP00005008486	ENSCJPG00005007567	Coturnix_japonica
ENSMGAP00000014689	ENSMGAG00000013888	Meleagris_gallopavo
ENSNMEP00000017158	ENSNMEG00000015059	Numida_meleagris
ENSABRP00000025855	ENSABRG00000021672	Anser_brachyrhynchus
ENSAPLP00000003185	ENSAPLG00000003666	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000011437	ENSPMJG00000008873	Parus_major
ENSCCEP00000000847	ENSCCEG00000001107	Cyanistes_caeruleus
ENSFALP00000001795	ENSFALG00000001720	Ficedula_albicollis
ENSJHYP00000019822	ENSJHYG00000015062	Junco_hyemalis
ENSZALP00000021790	ENSZALG00000017023	Zonotrichia_albicollis
ENSSCAP00000011822	ENSSCAG00000008838	Serinus_canaria
ENSLSDP00000005672	ENSLSDG00000004396	Lonchura_striata_domestica
ENSTGUP00000013175	ENSTGUG00000012796	Taeniopygia_guttata
ENSMVIP00005016603	ENSMVIG00005011925	Manacus_vitellinus
ENSLCOP00000004577	ENSLCOG00000003474	Lepidothrix_coronata
ENSCPGP00000022262	ENSCPGG00000015457	Calidris_pygmaea
ENSCPUP00000008373	ENSCPUG00000006036	Calidris_pugnax
ENSMUNP00000013845	ENSMUNG00000010795	Melopsittacus_undulatus
ENSCPRP00005017814	ENSCPRG00005012406	Crocodylus_porosus
ENSCABP00000013873	ENSCABG00000010339	Chelonoidis_abingdonii
ENSGAGP00000036063	ENSGAGG00000025570	Gopherus_agassizii
ENSCPBP00000032278	ENSCPBG00000022625	Chrysemys_picta_bellii
ENSPSIP00000017357	ENSPSIG00000015321	Pelodiscus_sinensis
ENSGAGP00000036060	ENSGAGG00000025568	Gopherus_agassizii
ENSPVIP00000016118	ENSPVIG00000012468	Pogona_vitticeps
ENSACAP00000006483	ENSACAG00000006590	Anolis_carolinensis
ENSNSUP00000008790	ENSNSUG00000006750	Notechis_scutatus
ENSSMRP00000015124	ENSSMRG00000011761	Salvator_merianae
ENSSPUP00000008145	ENSSPUG00000006311	Sphenodon_punctatus
ENSVURP00010014669	ENSVURG00010010995	Vombatus_ursinus
ENSPCIP00000008776	ENSPCIG00000007261	Phascolarctos_cinereus
ENSMEUP00000003705	ENSMEUG00000004063	Notamacropus_eugenii
ENSSHAP00000003446	ENSSHAG00000003028	Sarcophilus_harrisii
ENSMODP00000023333	ENSMODG00000018722	Monodelphis_domestica
ENSPTRP00000031282	ENSPTRG00000018306	Pan_troglodytes
ENSPPAP00000040436	ENSPPAG00000042859	Pan_paniscus
ENSP00000359740	ENSG00000112200	Homo_sapiens
ENSGGOP00000018254	ENSGGOG00000036272	Gorilla_gorilla
ENSPPYP00000024061	ENSPPYG00000016737	Pongo_abelii
ENSNLEP00000003506	ENSNLEG00000002807	Nomascus_leucogenys
ENSPTEP00000042129	ENSPTEG00000038470	Piliocolobus_tephrosceles
ENSCANP00000017347	ENSCANG00000032050	Colobus_angolensis_palliatus
ENSRBIP00000032553	ENSRBIG00000040053	Rhinopithecus_bieti
ENSRROP00000026649	ENSRROG00000037066	Rhinopithecus_roxellana
ENSCATP00000030641	ENSCATG00000038473	Cercocebus_atys
ENSMLEP00000003948	ENSMLEG00000017361	Mandrillus_leucophaeus
