ENSGAGP00000016875	ENSGAGG00000012600	Gopherus_agassizii
ENSCABP00000020953	ENSCABG00000015446	Chelonoidis_abingdonii
ENSCPBP00000022502	ENSCPBG00000016078	Chrysemys_picta_bellii
ENSPSIP00000018275	ENSPSIG00000016249	Pelodiscus_sinensis
ENSAHAP00000019700	ENSAHAG00000013917	Apteryx_haastii
ENSAOWP00000009047	ENSAOWG00000006216	Apteryx_owenii
ENSARWP00000025864	ENSARWG00000017566	Apteryx_rowi
ENSDNVP00000011501	ENSDNVG00000008111	Dromaius_novaehollandiae
ENSNPEP00000009646	ENSNPEG00000007235	Nothoprocta_perdicaria
ENSCPRP00005018290	ENSCPRG00005012759	Crocodylus_porosus
ENSPVIP00000005271	ENSPVIG00000004292	Pogona_vitticeps
ENSACAP00000013703	ENSACAG00000013966	Anolis_carolinensis
ENSSMRP00000016692	ENSSMRG00000013005	Salvator_merianae
ENSNSUP00000017051	ENSNSUG00000012567	Notechis_scutatus
ENSVURP00010002373	ENSVURG00010001945	Vombatus_ursinus
ENSMEUP00000008384	ENSMEUG00000009180	Notamacropus_eugenii
ENSMODP00000038309	ENSMODG00000025522	Monodelphis_domestica
ENSPTEP00000041012	ENSPTEG00000037685	Piliocolobus_tephrosceles
ENSCANP00000033837	ENSCANG00000040587	Colobus_angolensis_palliatus
ENSRBIP00000006090	ENSRBIG00000025937	Rhinopithecus_bieti
ENSMFAP00000034446	ENSMFAG00000003718	Macaca_fascicularis
ENSMMUP00000049078	ENSMMUG00000013502	Macaca_mulatta
ENSMNEP00000043028	ENSMNEG00000044221	Macaca_nemestrina
ENSMLEP00000002913	ENSMLEG00000012181	Mandrillus_leucophaeus
ENSTGEP00000004411	ENSTGEG00000003708	Theropithecus_gelada
ENSCATP00000024121	ENSCATG00000035580	Cercocebus_atys
ENSPANP00000016689	ENSPANG00000009976	Papio_anubis
ENSCSAP00000000489	ENSCSAG00000004134	Chlorocebus_sabaeus
ENSP00000295268	ENSG00000163116	Homo_sapiens
ENSGGOP00000038692	ENSGGOG00000042664	Gorilla_gorilla
ENSPTRP00000027993	ENSPTRG00000016298	Pan_troglodytes
ENSPPAP00000040759	ENSPPAG00000043013	Pan_paniscus
ENSPPYP00000016683	ENSPPYG00000014941	Pongo_abelii
ENSNLEP00000017127	ENSNLEG00000014101	Nomascus_leucogenys
ENSCCAP00000030350	ENSCCAG00000033222	Cebus_capucinus_imitator
ENSCJAP00000013084	ENSCJAG00000007049	Callithrix_jacchus
ENSPSMP00000037162	ENSPSMG00000025553	Prolemur_simus
ENSMICP00000010520	ENSMICG00000011562	Microcebus_murinus
ENSTBEP00000014623	ENSTBEG00000016808	Tupaia_belangeri
ENSUPAP00010022149	ENSUPAG00010017597	Urocitellus_parryii
ENSSTOP00000029401	ENSSTOG00000030841	Ictidomys_tridecemlineatus
ENSMMMP00000008440	ENSMMMG00000007520	Marmota_marmota_marmota
ENSMOCP00000015457	ENSMOCG00000014639	Microtus_ochrogaster
ENSPEMP00000036774	ENSPEMG00000022992	Peromyscus_maniculatus_bairdii
ENSCGRP00015012523	ENSCGRG00015009582	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001009963	ENSCGRG00001011952	Cricetulus_griseus_CHOK1GS_HDv1
ENSMSIP00000012589	ENSMSIG00000010911	Mus_spicilegus
ENSMUSP00000051539	ENSMUSG00000047940	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0063212	MGP_SPRETEiJ_G0026642	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0060775	MGP_CAROLIEiJ_G0025687	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0071713	MGP_PahariEiJ_G0027136	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031925	ENSRNOG00000023457	Rattus_norvegicus
ENSDORP00000000241	ENSDORG00000000260	Dipodomys_ordii
ENSOCUP00000047440	ENSOCUG00000029560	Oryctolagus_cuniculus
ENSOPRP00000003165	ENSOPRG00000003447	Ochotona_princeps
ENSOARP00000017773	ENSOARG00000016551	Ovis_aries
ENSCHIP00000013091	ENSCHIG00000014643	Capra_hircus
ENSBTAP00000065300	ENSBTAG00000049465	Bos_taurus
ENSBIXP00005016418	ENSBIXG00005020087	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTTRP00000001994	ENSTTRG00000002127	Tursiops_truncatus
ENSVPAP00000005627	ENSVPAG00000006068	Vicugna_pacos
ENSSSCP00000009798	ENSSSCG00000009188	Sus_scrofa_strain_reference
ENSPVAP00000016375	ENSPVAG00000017356	Pteropus_vampyrus
ENSEASP00005015474	ENSEASG00005010801	Equus_asinus_asinus
ENSECAP00000031030	ENSECAG00000026915	Equus_caballus
ENSAMEP00000014546	ENSAMEG00000013808	Ailuropoda_melanoleuca
ENSUMAP00000006142	ENSUMAG00000004831	Ursus_maritimus
ENSNVIP00000004583	ENSNVIG00000003689	Neovison_vison
ENSMPUP00000002051	ENSMPUG00000002072	Mustela_putorius_furo
ENSCAFP00020004416	ENSCAFG00020003633	Canis_lupus_dingo
ENSCAFP00000048587	ENSCAFG00000010244	Canis_lupus_familiaris
ENSVVUP00000010319	ENSVVUG00000007567	Vulpes_vulpes
ENSPTIP00000021559	ENSPTIG00000018678	Panthera_tigris_altaica
ENSFCAP00000054587	ENSFCAG00000040357	Felis_catus
ENSEEUP00000005119	ENSEEUG00000005632	Erinaceus_europaeus
ENSCHOP00000000020	ENSCHOG00000000022	Choloepus_hoffmanni
ENSDNOP00000001427	ENSDNOG00000001847	Dasypus_novemcinctus
ENSLAFP00000010402	ENSLAFG00000012449	Loxodonta_africana
ENSPCAP00000008361	ENSPCAG00000008963	Procavia_capensis
ENSETEP00000013457	ENSETEG00000016587	Echinops_telfairi
ENSOANP00000013795	ENSOANG00000008656	Ornithorhynchus_anatinus
ENSXETP00000014621	ENSXETG00000000546	Xenopus_tropicalis
ENSLACP00000022913	ENSLACG00000022405	Latimeria_chalumnae
ENSEEEP00000016194	ENSEEEG00000008020	Electrophorus_electricus
ENSIPUP00000035171	ENSIPUG00000023604	Ictalurus_punctatus
ENSPNAP00000009673	ENSPNAG00000015143	Pygocentrus_nattereri
ENSAMXP00000037466	ENSAMXG00000035146	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSDARP00000081101	ENSDARG00000061060	Danio_rerio
ENSCHAP00000016232	ENSCHAG00000008638	Clupea_harengus
ENSDCDP00000016494	ENSDCDG00000013456	Denticeps_clupeoides
ENSHHUP00000026394	ENSHHUG00000016713	Hucho_hucho
ENSELUP00000039913	ENSELUG00000020348	Esox_lucius
ENSACLP00000029225	ENSACLG00000019810	Astatotilapia_calliptera
ENSMZEP00005005830	ENSMZEG00005004497	Maylandia_zebra
ENSPNYP00000015989	ENSPNYG00000012085	Pundamilia_nyererei
ENSNBRP00000014094	ENSNBRG00000010845	Neolamprologus_brichardi
ENSHBUP00000007530	ENSHBUG00000009016	Haplochromis_burtoni
ENSONIP00000018786	ENSONIG00000014922	Oreochromis_niloticus
ENSACIP00000005391	ENSACIG00000004203	Amphilophus_citrinellus
ENSGWIP00000005865	ENSGWIG00000003404	Gouania_willdenowi
ENSAOCP00000015897	ENSAOCG00000020694	Amphiprion_ocellaris
ENSSPAP00000000334	ENSSPAG00000000225	Stegastes_partitus
ENSPRNP00000010790	ENSPRNG00000006164	Parambassis_ranga
ENSMAMP00000027516	ENSMAMG00000018518	Mastacembelus_armatus
ENSAPEP00000001343	ENSAPEG00000001001	Amphiprion_percula
ENSKMAP00000027126	ENSKMAG00000020110	Kryptolebias_marmoratus
ENSCSEP00000022712	ENSCSEG00000014471	Cynoglossus_semilaevis
ENSMALP00000016289	ENSMALG00000011416	Monopterus_albus
ENSCGOP00000047106	ENSCGOG00000021150	Cottoperca_gobio
ENSLCRP00005021008	ENSLCRG00005008548	Larimichthys_crocea
ENSHCOP00000026543	ENSHCOG00000017605	Hippocampus_comes
ENSATEP00000019979	ENSATEG00000013911	Anabas_testudineus
ENSSDUP00000030231	ENSSDUG00000021790	Seriola_dumerili
ENSSLDP00000025362	ENSSLDG00000019721	Seriola_lalandi_dorsalis
ENSLCAP00010060887	ENSLCAG00010028314	Lates_calcarifer
ENSTNIP00000000826	ENSTNIG00000015805	Tetraodon_nigroviridis
ENSTRUP00000057068	ENSTRUG00000020458	Takifugu_rubripes
ENSBSLP00000039544	ENSBSLG00000019246	Betta_splendens
ENSSMAP00000030665	ENSSMAG00000018799	Scophthalmus_maximus
ENSPMGP00000011314	ENSPMGG00000009370	Periophthalmus_magnuspinnatus
ENSGMOP00000005324	ENSGMOG00000005005	Gadus_morhua
ENSSFOP00015032360	ENSSFOG00015020690	Scleropages_formosus
ENSPKIP00000039454	ENSPKIG00000016792	Paramormyrops_kingsleyae
ENSLOCP00000015966	ENSLOCG00000012963	Lepisosteus_oculatus
ENSCMIP00000025181	ENSCMIG00000011079	Callorhinchus_milii
ENSCSAVP00000017539	ENSCSAVG00000010332	Ciona_savignyi
ENSCINP00000014012	ENSCING00000006828	Ciona_intestinalis
