ENSPVIP00000021848	ENSPVIG00000016557	Pogona_vitticeps
ENSACAP00000015518	ENSACAG00000015731	Anolis_carolinensis
ENSNSUP00000017695	ENSNSUG00000012990	Notechis_scutatus
ENSSMRP00000013352	ENSSMRG00000010378	Salvator_merianae
ENSSPUP00000010324	ENSSPUG00000007985	Sphenodon_punctatus
ENSGAGP00000031721	ENSGAGG00000022785	Gopherus_agassizii
ENSCABP00000000513	ENSCABG00000000464	Chelonoidis_abingdonii
ENSCPBP00000033519	ENSCPBG00000023438	Chrysemys_picta_bellii
ENSPSIP00000002740	ENSPSIG00000002666	Pelodiscus_sinensis
ENSMLUP00000006262	ENSMLUG00000006851	Myotis_lucifugus
ENSPVAP00000003313	ENSPVAG00000003503	Pteropus_vampyrus
ENSECAP00000030645	ENSECAG00000009822	Equus_caballus
ENSEASP00005016453	ENSEASG00005011398	Equus_asinus_asinus
ENSUMAP00000019921	ENSUMAG00000014587	Ursus_maritimus
ENSUAMP00000021796	ENSUAMG00000017134	Ursus_americanus
ENSAMEP00000006479	ENSAMEG00000006140	Ailuropoda_melanoleuca
ENSMPUP00000013450	ENSMPUG00000013553	Mustela_putorius_furo
ENSNVIP00000026439	ENSNVIG00000020406	Neovison_vison
ENSCAFP00020016487	ENSCAFG00020013226	Canis_lupus_dingo
ENSCAFP00000022829	ENSCAFG00000015495	Canis_lupus_familiaris
ENSVVUP00000041968	ENSVVUG00000029824	Vulpes_vulpes
ENSPTIP00000012559	ENSPTIG00000012539	Panthera_tigris_altaica
ENSFCAP00000013711	ENSFCAG00000014781	Felis_catus
ENSPPRP00000005386	ENSPPRG00000001175	Panthera_pardus
ENSCHIP00000018278	ENSCHIG00000017772	Capra_hircus
ENSOARP00000019046	ENSOARG00000017748	Ovis_aries
ENSBIXP00000002625	ENSBIXG00000009102	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005031322	ENSBIXG00005011715	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000017614	ENSBTAG00000013240	Bos_taurus
ENSBMUP00000031719	ENSBMUG00000023664	Bos_mutus
ENSBBBP00000011871	ENSBBBG00000019812	Bison_bison_bison
ENSTTRP00000002329	ENSTTRG00000002485	Tursiops_truncatus
ENSSSCP00000021299	ENSSSCG00000022404	Sus_scrofa_strain_reference
ENSCGRP00015006949	ENSCGRG00015005353	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000018240	ENSCGRG00000013268	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001028327	ENSCGRG00001025072	Cricetulus_griseus_CHOK1GS_HDv1
