ENSARWP00000014020	ENSARWG00000009704	Apteryx_rowi
ENSAOCP00000008514	ENSAOCG00000012515	Amphiprion_ocellaris
ENSCHAP00000045103	ENSCHAG00000020960	Clupea_harengus	ENSCHAT00000048779
ENSRROP00000030022	ENSRROG00000038786	Rhinopithecus_roxellana
ENSXCOP00000010755	ENSXCOG00000008119	Xiphophorus_couchianus
ENSNGAP00000000188	ENSNGAG00000000159	Nannospalax_galili
ENSPNYP00000002946	ENSPNYG00000002310	Pundamilia_nyererei
ENSHBUP00000023846	ENSHBUG00000004888	Haplochromis_burtoni
ENSOGAP00000016134	ENSOGAG00000031010	Otolemur_garnettii
ENSNSUP00000008340	ENSNSUG00000006467	Notechis_scutatus
ENSHHUP00000040700	ENSHHUG00000025164	Hucho_hucho
ENSLCAP00010030087	ENSLCAG00010014133	Lates_calcarifer	ENSLCAT00010030748
ENSTNIP00000021038	ENSTNIG00000017879	Tetraodon_nigroviridis
ENSHHUP00000035013	ENSHHUG00000022057	Hucho_hucho
ENSKMAP00000023483	ENSKMAG00000017420	Kryptolebias_marmoratus
ENSONIP00000026448	ENSONIG00000021146	Oreochromis_niloticus
ENSECRP00000012664	ENSECRG00000008458	Erpetoichthys_calabaricus
ENSMUNP00000009410	ENSMUNG00000007434	Melopsittacus_undulatus
ENSRNOP00000013690	ENSRNOG00000010312	Rattus_norvegicus
ENSCATP00000007661	ENSCATG00000022765	Cercocebus_atys
ENSSCAP00000020524	ENSSCAG00000014796	Serinus_canaria
ENSLCOP00000011407	ENSLCOG00000008280	Lepidothrix_coronata
ENSPNAP00000009957	ENSPNAG00000015467	Pygocentrus_nattereri
ENSACIP00000025961	ENSACIG00000020116	Amphilophus_citrinellus
ENSXMAP00000019964	ENSXMAG00000019916	Xiphophorus_maculatus
ENSSHAP00000009395	ENSSHAG00000008128	Sarcophilus_harrisii
ENSHCOP00000008938	ENSHCOG00000011289	Hippocampus_comes
ENSAMXP00005057386	ENSAMXG00005025345	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000006451	ENSPNAG00000012463	Pygocentrus_nattereri
ENSPEMP00000013790	ENSPEMG00000013766	Peromyscus_maniculatus_bairdii
ENSEASP00005033915	ENSEASG00005023188	Equus_asinus_asinus
ENSMUSP00000104506	ENSMUSG00000045493	Mus_musculus_strain_reference_(CL57BL6)
ENSFHEP00000001802	ENSFHEG00000002549	Fundulus_heteroclitus
ENSLOCP00000022463	ENSLOCG00000018362	Lepisosteus_oculatus
ENSCCEP00000024206	ENSCCEG00000021556	Cyanistes_caeruleus
ENSPMEP00000016132	ENSPMEG00000018744	Poecilia_mexicana
ENSTRUP00000012575	ENSTRUG00000005237	Takifugu_rubripes
ENSBTAP00000014445	ENSBTAG00000010873	Bos_taurus
MGP_SPRETEiJ_P0058849	MGP_SPRETEiJ_G0025714	Mus_spretus_strain_SPRET/EiJ
ENSACLP00000037702	ENSACLG00000025505	Astatotilapia_calliptera
ENSBSLP00000010639	ENSBSLG00000005571	Betta_splendens
ENSSFOP00015032510	ENSSFOG00015020787	Scleropages_formosus
ENSGAFP00000031309	ENSGAFG00000021099	Gambusia_affinis
ENSCSAP00000018258	ENSCSAG00000018736	Chlorocebus_sabaeus
ENSNPEP00000012844	ENSNPEG00000009595	Nothoprocta_perdicaria
ENSSTOP00000027707	ENSSTOG00000030778	Ictidomys_tridecemlineatus
ENSHGLP00000028430	ENSHGLG00000020693	Heterocephalus_glaber_HetGla_female_1.0
ENSAPEP00000012324	ENSAPEG00000008795	Amphiprion_percula
ENSPKIP00000020070	ENSPKIG00000004993	Paramormyrops_kingsleyae	ENSPKIT00000000680
ENSPMGP00000010981	ENSPMGG00000009104	Periophthalmus_magnuspinnatus
ENSORLP00015017255	ENSORLG00015018269	Oryzias_latipes_ASM223469v1
ENSMSIP00000017346	ENSMSIG00000014821	Mus_spicilegus
ENSCSEP00000028811	ENSCSEG00000018451	Cynoglossus_semilaevis
ENSCABP00000001450	ENSCABG00000001192	Chelonoidis_abingdonii
ENSORLP00000012222	ENSORLG00000009742	Oryzias_latipes_ASM223467v1
ENSEBUP00000008119	ENSEBUG00000005280	Eptatretus_burgeri
ENSMUGP00000000048	ENSMUGG00000000089	Meriones_unguiculatus
ENSMALP00000032218	ENSMALG00000022202	Monopterus_albus
ENSGMOP00000021320	ENSGMOG00000019833	Gadus_morhua
ENSSMAP00000012367	ENSSMAG00000007626	Scophthalmus_maximus	ENSSMAT00000012525
ENSTGEP00000012096	ENSTGEG00000009864	Theropithecus_gelada
ENSSDUP00000021714	ENSSDUG00000015792	Seriola_dumerili	ENSSDUT00000022111
ENSPRNP00000020162	ENSPRNG00000010565	Parambassis_ranga
ENSSPAP00000004688	ENSSPAG00000003632	Stegastes_partitus
ENSGALP00000009161	ENSGALG00000005718	Gallus_gallus
ENSCPGP00000013980	ENSCPGG00000009897	Calidris_pygmaea
ENSBIXP00005038326	ENSBIXG00005020315	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCPUP00000011758	ENSCPUG00000008330	Calidris_pugnax
ENSCPBP00000039432	ENSCPBG00000027173	Chrysemys_picta_bellii
ENSCJAP00000018454	ENSCJAG00000010053	Callithrix_jacchus
ENSMUGP00000007031	ENSMUGG00000006477	Meriones_unguiculatus
ENSTGEP00000007765	ENSTGEG00000006369	Theropithecus_gelada
ENSAMXP00000038761	ENSAMXG00000043497	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSATEP00000008613	ENSATEG00000006042	Anabas_testudineus
ENSDNOP00000029028	ENSDNOG00000036826	Dasypus_novemcinctus
ENSPFOP00000020772	ENSPFOG00000020648	Poecilia_formosa
ENSOMEP00000010540	ENSOMEG00000011815	Oryzias_melastigma
ENSPTEP00000001914	ENSPTEG00000002184	Piliocolobus_tephrosceles
ENSELUP00000026129	ENSELUG00000001901	Esox_lucius
MGP_PahariEiJ_P0067645	MGP_PahariEiJ_G0026236	Mus_pahari_strain_PAHARI_EIJ
MGP_CAROLIEiJ_P0056636	MGP_CAROLIEiJ_G0024789	Mus_caroli_strain_CAROLI_EIJ
ENSDARP00000127222	ENSDARG00000096756	Danio_rerio
ENSSMRP00000016294	ENSSMRG00000012675	Salvator_merianae
ENSAPOP00000008641	ENSAPOG00000010832	Acanthochromis_polyacanthus
ENSMOCP00000010316	ENSMOCG00000010535	Microtus_ochrogaster
ENSMMUP00000051393	ENSMMUG00000037896	Macaca_mulatta
ENSDNVP00000021295	ENSDNVG00000014900	Dromaius_novaehollandiae
ENSVVUP00000020760	ENSVVUG00000015283	Vulpes_vulpes
ENSNMEP00000018401	ENSNMEG00000016014	Numida_meleagris
ENSMAMP00000016386	ENSMAMG00000011091	Mastacembelus_armatus
ENSGWIP00000002528	ENSGWIG00000001367	Gouania_willdenowi
ENSSFOP00015000397	ENSSFOG00015000331	Scleropages_formosus	ENSSFOT00015000425
ENSMNEP00000000343	ENSMNEG00000001627	Macaca_nemestrina
ENSDARP00000054735	ENSDARG00000037588	Danio_rerio	ENSDART00000054736
ENSJHYP00000015889	ENSJHYG00000012201	Junco_hyemalis
ENSMAUP00000007620	ENSMAUG00000009252	Mesocricetus_auratus
ENSLBEP00000001435	ENSLBEG00000001134	Labrus_bergylta
ENSGAGP00000022018	ENSGAGG00000016150	Gopherus_agassizii
ENSPANP00000014440	ENSPANG00000014258	Papio_anubis
ENSMGAP00000006112	ENSMGAG00000006134	Meleagris_gallopavo
ENSLSDP00000005758	ENSLSDG00000004456	Lonchura_striata_domestica
ENSMODP00000029187	ENSMODG00000023267	Monodelphis_domestica
ENSFALP00000010917	ENSFALG00000010468	Ficedula_albicollis
ENSEEEP00000013603	ENSEEEG00000006798	Electrophorus_electricus
ENSPLAP00000004602	ENSPLAG00000006314	Poecilia_latipinna
