ENSCABP00000007298	ENSCABG00000005525	Chelonoidis_abingdonii
ENSPSIP00000011998	ENSPSIG00000010797	Pelodiscus_sinensis
ENSPVIP00000027845	ENSPVIG00000020674	Pogona_vitticeps	ENSPVIT00000034215
ENSACAP00000004168	ENSACAG00000004303	Anolis_carolinensis	ENSACAT00000004267
ENSSMRP00000019604	ENSSMRG00000015284	Salvator_merianae
ENSVURP00010027134	ENSVURG00010020781	Vombatus_ursinus
ENSPCIP00000020898	ENSPCIG00000015888	Phascolarctos_cinereus
ENSSHAP00000003904	ENSSHAG00000003438	Sarcophilus_harrisii
ENSPPAP00000007082	ENSPPAG00000026192	Pan_paniscus
ENSPTRP00000041176	ENSPTRG00000012039	Pan_troglodytes
ENSP00000353796	ENSG00000144031	Homo_sapiens
ENSGGOP00000009340	ENSGGOG00000009559	Gorilla_gorilla
ENSPPYP00000013734	ENSPPYG00000012315	Pongo_abelii
ENSNLEP00000012487	ENSNLEG00000010246	Nomascus_leucogenys
ENSMFAP00000016058	ENSMFAG00000031224	Macaca_fascicularis
ENSMMUP00000067565	ENSMMUG00000055845	Macaca_mulatta
ENSMNEP00000022562	ENSMNEG00000034946	Macaca_nemestrina
ENSCATP00000008095	ENSCATG00000024083	Cercocebus_atys
ENSPANP00000014875	ENSPANG00000021641	Papio_anubis
ENSTGEP00000016161	ENSTGEG00000013068	Theropithecus_gelada
ENSMLEP00000036362	ENSMLEG00000042301	Mandrillus_leucophaeus
ENSCSAP00000011320	ENSCSAG00000015223	Chlorocebus_sabaeus
ENSRBIP00000039581	ENSRBIG00000043243	Rhinopithecus_bieti
ENSRROP00000012836	ENSRROG00000030711	Rhinopithecus_roxellana
ENSCANP00000026489	ENSCANG00000036662	Colobus_angolensis_palliatus
ENSPTEP00000014696	ENSPTEG00000016378	Piliocolobus_tephrosceles
ENSSBOP00000040381	ENSSBOG00000036175	Saimiri_boliviensis_boliviensis
ENSCCAP00000008910	ENSCCAG00000022187	Cebus_capucinus_imitator
ENSCJAP00000035980	ENSCJAG00000019374	Callithrix_jacchus
ENSANAP00000000325	ENSANAG00000002448	Aotus_nancymaae
ENSTSYP00000027039	ENSTSYG00000031805	Carlito_syrichta
ENSPCOP00000008288	ENSPCOG00000015426	Propithecus_coquereli
ENSPSMP00000030201	ENSPSMG00000020949	Prolemur_simus
ENSMICP00000006415	ENSMICG00000007049	Microcebus_murinus
ENSOGAP00000013730	ENSOGAG00000015328	Otolemur_garnettii
ENSTBEP00000003886	ENSTBEG00000004497	Tupaia_belangeri
ENSHGLP00100012121	ENSHGLG00100008986	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000022405	ENSHGLG00000015981	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000009316	ENSFDAG00000006546	Fukomys_damarensis
ENSCLAP00000009009	ENSCLAG00000006293	Chinchilla_lanigera
ENSCAPP00000007939	ENSCAPG00000009745	Cavia_aperea
ENSCPOP00000009386	ENSCPOG00000010451	Cavia_porcellus
ENSODEP00000014123	ENSODEG00000010439	Octodon_degus
ENSSDAP00000023369	ENSSDAG00000021297	Spermophilus_dauricus
ENSUPAP00010007477	ENSUPAG00010006011	Urocitellus_parryii
ENSMMMP00000004816	ENSMMMG00000004397	Marmota_marmota_marmota
ENSMSIP00000037818	ENSMSIG00000031495	Mus_spicilegus
MGP_SPRETEiJ_P0077518	MGP_SPRETEiJ_G0029570	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000014891	ENSMUSG00000014747	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0074626	MGP_CAROLIEiJ_G0028564	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0050697	MGP_PahariEiJ_G0022299	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000033393	ENSRNOG00000021402	Rattus_norvegicus
ENSMUGP00000013105	ENSMUGG00000011373	Meriones_unguiculatus
ENSCGRP00001001523	ENSCGRG00001001279	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010586	ENSCGRG00000007767	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015023850	ENSCGRG00015018159	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000013014	ENSMAUG00000013167	Mesocricetus_auratus
ENSMOCP00000003798	ENSMOCG00000003049	Microtus_ochrogaster
ENSPEMP00000012092	ENSPEMG00000012530	Peromyscus_maniculatus_bairdii
ENSNGAP00000017895	ENSNGAG00000018178	Nannospalax_galili
ENSJJAP00000015279	ENSJJAG00000017497	Jaculus_jaculus
ENSCCNP00000000447	ENSCCNG00000000515	Castor_canadensis
ENSOCUP00000016317	ENSOCUG00000008891	Oryctolagus_cuniculus
ENSOPRP00000003891	ENSOPRG00000004230	Ochotona_princeps
ENSMLUP00000006716	ENSMLUG00000007359	Myotis_lucifugus
ENSPVAP00000002746	ENSPVAG00000002907	Pteropus_vampyrus
ENSBIXP00005028985	ENSBIXG00005008823	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000013948	ENSBIXG00000018772	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000014047	ENSBTAG00000010623	Bos_taurus
ENSBMUP00000001475	ENSBMUG00000001202	Bos_mutus
ENSBBBP00000010739	ENSBBBG00000018807	Bison_bison_bison
ENSOARP00000012144	ENSOARG00000011333	Ovis_aries
ENSTTRP00000011613	ENSTTRG00000012239	Tursiops_truncatus
ENSSSCP00000057730	ENSSSCG00000031976	Sus_scrofa_strain_reference
ENSUMAP00000029792	ENSUMAG00000021574	Ursus_maritimus
ENSUAMP00000024176	ENSUAMG00000018907	Ursus_americanus
ENSAMEP00000016732	ENSAMEG00000015860	Ailuropoda_melanoleuca
ENSMPUP00000007286	ENSMPUG00000007343	Mustela_putorius_furo
ENSNVIP00000003721	ENSNVIG00000002965	Neovison_vison
ENSCAFP00020002247	ENSCAFG00020001917	Canis_lupus_dingo
ENSCAFP00000039579	ENSCAFG00000003461	Canis_lupus_familiaris
ENSVVUP00000039411	ENSVVUG00000028070	Vulpes_vulpes
ENSPTIP00000015876	ENSPTIG00000014832	Panthera_tigris_altaica
ENSPPRP00000019388	ENSPPRG00000010773	Panthera_pardus
ENSFCAP00000043626	ENSFCAG00000013456	Felis_catus
ENSEEUP00000006180	ENSEEUG00000006794	Erinaceus_europaeus
ENSECAP00000019530	ENSECAG00000022123	Equus_caballus
ENSEASP00005010653	ENSEASG00005007554	Equus_asinus_asinus
ENSDNOP00000017229	ENSDNOG00000023889	Dasypus_novemcinctus
ENSLAFP00000010644	ENSLAFG00000012729	Loxodonta_africana
ENSPCAP00000002972	ENSPCAG00000003159	Procavia_capensis
ENSETEP00000014786	ENSETEG00000018199	Echinops_telfairi
ENSOANP00000029687	ENSOANG00000028584	Ornithorhynchus_anatinus
ENSXETP00000035507	ENSXETG00000014142	Xenopus_tropicalis
ENSAMXP00005026899	ENSAMXG00005013527	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000005965	ENSAMXG00000005819	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000036560	ENSPNAG00000005218	Pygocentrus_nattereri
ENSIPUP00000011724	ENSIPUG00000007979	Ictalurus_punctatus
ENSDARP00000135503	ENSDARG00000098445	Danio_rerio
ENSCHAP00000007510	ENSCHAG00000004665	Clupea_harengus
ENSHHUP00000062918	ENSHHUG00000037183	Hucho_hucho
ENSELUP00000002976	ENSELUG00000004273	Esox_lucius
ENSSLDP00000007392	ENSSLDG00000005863	Seriola_lalandi_dorsalis
ENSSPAP00000006310	ENSSPAG00000004861	Stegastes_partitus
ENSLCRP00005008668	ENSLCRG00005004129	Larimichthys_crocea
ENSTRUP00000049919	ENSTRUG00000021664	Takifugu_rubripes
ENSLCAP00010020918	ENSLCAG00010009870	Lates_calcarifer
ENSCSEP00000006215	ENSCSEG00000004010	Cynoglossus_semilaevis
ENSSDUP00000010268	ENSSDUG00000007520	Seriola_dumerili
ENSSMAP00000012521	ENSSMAG00000007712	Scophthalmus_maximus
ENSCGOP00000029575	ENSCGOG00000013804	Cottoperca_gobio
ENSBSLP00000011518	ENSBSLG00000006001	Betta_splendens
ENSAOCP00000019502	ENSAOCG00000002960	Amphiprion_ocellaris
ENSAPOP00000006221	ENSAPOG00000008011	Acanthochromis_polyacanthus
ENSPRNP00000009343	ENSPRNG00000005483	Parambassis_ranga
ENSGAFP00000003646	ENSGAFG00000002498	Gambusia_affinis
ENSPFOP00000030988	ENSPFOG00000021994	Poecilia_formosa
ENSFHEP00000018416	ENSFHEG00000020281	Fundulus_heteroclitus
ENSKMAP00000017134	ENSKMAG00000012779	Kryptolebias_marmoratus
ENSORLP00020005319	ENSORLG00020006106	Oryzias_latipes_ASM223471v1
ENSORLP00015002815	ENSORLG00015003508	Oryzias_latipes_ASM223469v1
ENSOMEP00000031454	ENSOMEG00000000406	Oryzias_melastigma
ENSHBUP00000023216	ENSHBUG00000003892	Haplochromis_burtoni
ENSACLP00000019190	ENSACLG00000013046	Astatotilapia_calliptera
ENSONIP00000016277	ENSONIG00000012939	Oreochromis_niloticus
ENSLOCP00000001910	ENSLOCG00000001657	Lepisosteus_oculatus
ENSLACP00000008462	ENSLACG00000007491	Latimeria_chalumnae
ENSCMIP00000031966	ENSCMIG00000013680	Callorhinchus_milii
ENSCSAVP00000007110	ENSCSAVG00000004250	Ciona_savignyi
ENSCINP00000035922	ENSCING00000017922	Ciona_intestinalis
