ENSPMAP00000008899	ENSPMAG00000008092	Petromyzon_marinus	ENSPMAT00000008938
ENSEBUP00000006429	ENSEBUG00000004259	Eptatretus_burgeri	ENSEBUT00000006885
ENSPVIP00000032251	ENSPVIG00000023639	Pogona_vitticeps	ENSPVIT00000039490
ENSACAP00000002067	ENSACAG00000002110	Anolis_carolinensis	ENSACAT00000002121
ENSNSUP00000005527	ENSNSUG00000004438	Notechis_scutatus
ENSSMRP00000012422	ENSSMRG00000009713	Salvator_merianae
ENSSPUP00000019590	ENSSPUG00000015065	Sphenodon_punctatus
ENSMGAP00000006116	ENSMGAG00000006126	Meleagris_gallopavo
ENSGALP00000017231	ENSGALG00000010601	Gallus_gallus
ENSCJPP00005011131	ENSCJPG00005009595	Coturnix_japonica
ENSNMEP00000016432	ENSNMEG00000014487	Numida_meleagris
ENSAPLP00000010353	ENSAPLG00000010608	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024063	ENSABRG00000020220	Anser_brachyrhynchus
ENSPMJP00000002791	ENSPMJG00000002432	Parus_major
ENSCCEP00000005934	ENSCCEG00000006452	Cyanistes_caeruleus
ENSFALP00000012415	ENSFALG00000011890	Ficedula_albicollis
ENSTGUP00000007034	ENSTGUG00000006829	Taeniopygia_guttata
ENSLSDP00000013288	ENSLSDG00000009662	Lonchura_striata_domestica
ENSZALP00000014083	ENSZALG00000011692	Zonotrichia_albicollis
ENSJHYP00000012071	ENSJHYG00000009434	Junco_hyemalis
ENSSCAP00000013301	ENSSCAG00000009876	Serinus_canaria
ENSMVIP00005017497	ENSMVIG00005012488	Manacus_vitellinus
ENSMVIP00005017493	ENSMVIG00005012486	Manacus_vitellinus
ENSLCOP00000000846	ENSLCOG00000000712	Lepidothrix_coronata
ENSCPGP00000005511	ENSCPGG00000003980	Calidris_pygmaea
ENSCPUP00000022546	ENSCPUG00000015302	Calidris_pugnax
ENSMUNP00000001738	ENSMUNG00000001496	Melopsittacus_undulatus
ENSAOWP00000021977	ENSAOWG00000014847	Apteryx_owenii
ENSAHAP00000016294	ENSAHAG00000011612	Apteryx_haastii
ENSARWP00000008829	ENSARWG00000006180	Apteryx_rowi
ENSDNVP00000001823	ENSDNVG00000001328	Dromaius_novaehollandiae
ENSNPEP00000019597	ENSNPEG00000014601	Nothoprocta_perdicaria
ENSCPRP00005017141	ENSCPRG00005011929	Crocodylus_porosus
ENSCABP00000008312	ENSCABG00000006277	Chelonoidis_abingdonii
ENSGAGP00000014194	ENSGAGG00000010805	Gopherus_agassizii
ENSCPBP00000011201	ENSCPBG00000008557	Chrysemys_picta_bellii
ENSPSIP00000016036	ENSPSIG00000014252	Pelodiscus_sinensis
ENSUAMP00000018507	ENSUAMG00000014676	Ursus_americanus
ENSUMAP00000017716	ENSUMAG00000013019	Ursus_maritimus
ENSAMEP00000005595	ENSAMEG00000005281	Ailuropoda_melanoleuca
ENSNVIP00000007374	ENSNVIG00000005849	Neovison_vison
ENSMPUP00000011107	ENSMPUG00000011199	Mustela_putorius_furo
ENSCAFP00020001095	ENSCAFG00020000992	Canis_lupus_dingo
ENSCAFP00000011222	ENSCAFG00000007558	Canis_lupus_familiaris
ENSVVUP00000017422	ENSVVUG00000012849	Vulpes_vulpes
ENSPTIP00000026157	ENSPTIG00000021672	Panthera_tigris_altaica
ENSPPRP00000001164	ENSPPRG00000024325	Panthera_pardus
ENSFCAP00000021145	ENSFCAG00000025060	Felis_catus
ENSECAP00000007530	ENSECAG00000009486	Equus_caballus
ENSEASP00005026964	ENSEASG00005018372	Equus_asinus_asinus
ENSPVAP00000000981	ENSPVAG00000001040	Pteropus_vampyrus
ENSOARP00000008386	ENSOARG00000007812	Ovis_aries
ENSCHIP00000009614	ENSCHIG00000012419	Capra_hircus
ENSBMUP00000014282	ENSBMUG00000010867	Bos_mutus
ENSBIXP00005033883	ENSBIXG00005014724	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000005773	ENSBBBG00000014429	Bison_bison_bison
ENSBIXP00000005250	ENSBIXG00000011490	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000024562	ENSBTAG00000018454	Bos_taurus
ENSTTRP00000004441	ENSTTRG00000004711	Tursiops_truncatus
ENSSSCP00000016735	ENSSSCG00000015793	Sus_scrofa_strain_reference
ENSVPAP00000008145	ENSVPAG00000008749	Vicugna_pacos
ENSEEUP00000003778	ENSEEUG00000004143	Erinaceus_europaeus
ENSSARP00000010852	ENSSARG00000011999	Sorex_araneus
ENSPSMP00000036332	ENSPSMG00000024995	Prolemur_simus
ENSPCOP00000017766	ENSPCOG00000020721	Propithecus_coquereli
ENSMICP00000009917	ENSMICG00000010888	Microcebus_murinus
ENSMICP00000020820	ENSMICG00000033375	Microcebus_murinus
ENSOGAP00000013133	ENSOGAG00000014660	Otolemur_garnettii
ENSTSYP00000005062	ENSTSYG00000005507	Carlito_syrichta
ENSPTRP00000028553	ENSPTRG00000016652	Pan_troglodytes
ENSPPAP00000034681	ENSPPAG00000040151	Pan_paniscus
ENSP00000264689	ENSG00000109775	Homo_sapiens
ENSGGOP00000004756	ENSGGOG00000004851	Gorilla_gorilla
ENSPPYP00000017034	ENSPPYG00000015247	Pongo_abelii
ENSNLEP00000013552	ENSNLEG00000031231	Nomascus_leucogenys
ENSRBIP00000014325	ENSRBIG00000031222	Rhinopithecus_bieti
ENSRROP00000016179	ENSRROG00000032232	Rhinopithecus_roxellana
ENSPTEP00000015706	ENSPTEG00000017330	Piliocolobus_tephrosceles
ENSCANP00000014571	ENSCANG00000030699	Colobus_angolensis_palliatus
ENSPANP00000041148	ENSPANG00000009592	Papio_anubis
ENSTGEP00000030067	ENSTGEG00000024146	Theropithecus_gelada
ENSMLEP00000040675	ENSMLEG00000044359	Mandrillus_leucophaeus
ENSCATP00000007099	ENSCATG00000020831	Cercocebus_atys
ENSMFAP00000028830	ENSMFAG00000041642	Macaca_fascicularis
ENSMMUP00000054899	ENSMMUG00000003520	Macaca_mulatta
ENSMNEP00000002671	ENSMNEG00000012364	Macaca_nemestrina
ENSCSAP00000015072	ENSCSAG00000002968	Chlorocebus_sabaeus
ENSCCAP00000000998	ENSCCAG00000005498	Cebus_capucinus_imitator
ENSCJAP00000073250	ENSCJAG00000005943	Callithrix_jacchus
ENSSBOP00000013753	ENSSBOG00000023622	Saimiri_boliviensis_boliviensis
ENSANAP00000027224	ENSANAG00000031393	Aotus_nancymaae
ENSSTOP00000011686	ENSSTOG00000013037	Ictidomys_tridecemlineatus
ENSUPAP00010005007	ENSUPAG00010004070	Urocitellus_parryii
ENSSDAP00000000688	ENSSDAG00000000711	Spermophilus_dauricus
ENSMMMP00000013627	ENSMMMG00000012142	Marmota_marmota_marmota
ENSDORP00000007687	ENSDORG00000008191	Dipodomys_ordii
ENSCPOP00000009097	ENSCPOG00000010131	Cavia_porcellus
ENSCAPP00000000066	ENSCAPG00000000062	Cavia_aperea
ENSCLAP00000017690	ENSCLAG00000012131	Chinchilla_lanigera
