ENSPVIP00000019248	ENSPVIG00000014695	Pogona_vitticeps
ENSSMRP00000014014	ENSSMRG00000010904	Salvator_merianae
ENSSPUP00000022906	ENSSPUG00000017572	Sphenodon_punctatus
ENSARWP00000024912	ENSARWG00000016970	Apteryx_rowi
ENSAHAP00000017612	ENSAHAG00000012504	Apteryx_haastii
ENSNPEP00000009152	ENSNPEG00000006875	Nothoprocta_perdicaria
ENSLAFP00000006874	ENSLAFG00000008195	Loxodonta_africana	ENSLAFT00000008192
ENSETEP00000012018	ENSETEG00000014829	Echinops_telfairi	ENSETET00000014828
ENSDNOP00000020528	ENSDNOG00000037840	Dasypus_novemcinctus	ENSDNOT00000040649
ENSCHOP00000006672	ENSCHOG00000007536	Choloepus_hoffmanni	ENSCHOT00000007555
ENSBIXP00005037221	ENSBIXG00005019001	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000004899	ENSBIXG00000011199	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000071077	ENSBTAG00000054246	Bos_taurus
ENSBMUP00000009126	ENSBMUG00000007110	Bos_mutus
ENSBBBP00000027973	ENSBBBG00000008188	Bison_bison_bison
ENSOARP00000013170	ENSOARG00000012294	Ovis_aries
ENSCHIP00000016083	ENSCHIG00000016475	Capra_hircus
ENSTTRP00000005737	ENSTTRG00000006065	Tursiops_truncatus
ENSSSCP00000015932	ENSSSCG00000015008	Sus_scrofa_strain_reference
ENSVPAP00000002990	ENSVPAG00000003234	Vicugna_pacos
ENSPVAP00000015481	ENSPVAG00000016406	Pteropus_vampyrus	ENSPVAT00000016406
ENSECAP00000021057	ENSECAG00000023635	Equus_caballus
ENSEASP00005014524	ENSEASG00005010115	Equus_asinus_asinus
ENSAMEP00000017676	ENSAMEG00000016740	Ailuropoda_melanoleuca
ENSUMAP00000009775	ENSUMAG00000007388	Ursus_maritimus
ENSNVIP00000031823	ENSNVIG00000024478	Neovison_vison
ENSCAFP00020008812	ENSCAFG00020007145	Canis_lupus_dingo
ENSCAFP00000021286	ENSCAFG00000014425	Canis_lupus_familiaris
ENSVVUP00000021032	ENSVVUG00000015456	Vulpes_vulpes
ENSPPRP00000006893	ENSPPRG00000002213	Panthera_pardus
ENSPTIP00000009532	ENSPTIG00000010562	Panthera_tigris_altaica
ENSEEUP00000007915	ENSEEUG00000008706	Erinaceus_europaeus
ENSSARP00000005380	ENSSARG00000005936	Sorex_araneus
ENSPPAP00000017649	ENSPPAG00000031914	Pan_paniscus
ENSPTRP00000007317	ENSPTRG00000004252	Pan_troglodytes
ENSP00000483537	ENSG00000166323	Homo_sapiens
ENSPPYP00000004404	ENSPPYG00000003846	Pongo_abelii
ENSNLEP00000008827	ENSNLEG00000007234	Nomascus_leucogenys
ENSMFAP00000030219	ENSMFAG00000042308	Macaca_fascicularis
ENSMNEP00000015603	ENSMNEG00000031879	Macaca_nemestrina
ENSMLEP00000024487	ENSMLEG00000036417	Mandrillus_leucophaeus
ENSCATP00000039148	ENSCATG00000042226	Cercocebus_atys
ENSTGEP00000020310	ENSTGEG00000016330	Theropithecus_gelada
ENSCSAP00000015078	ENSCSAG00000002961	Chlorocebus_sabaeus
ENSCANP00000010709	ENSCANG00000028759	Colobus_angolensis_palliatus
ENSPTEP00000029905	ENSPTEG00000029206	Piliocolobus_tephrosceles
ENSRROP00000038390	ENSRROG00000042578	Rhinopithecus_roxellana
ENSRBIP00000027402	ENSRBIG00000037574	Rhinopithecus_bieti
ENSSBOP00000035612	ENSSBOG00000033968	Saimiri_boliviensis_boliviensis
ENSCCAP00000037844	ENSCCAG00000036769	Cebus_capucinus_imitator
ENSCJAP00000018870	ENSCJAG00000010238	Callithrix_jacchus
ENSANAP00000028082	ENSANAG00000031891	Aotus_nancymaae
ENSTSYP00000001757	ENSTSYG00000001893	Carlito_syrichta
ENSPCOP00000010712	ENSPCOG00000016836	Propithecus_coquereli
ENSPSMP00000016119	ENSPSMG00000011473	Prolemur_simus
ENSMICP00000003147	ENSMICG00000003461	Microcebus_murinus
ENSOGAP00000009796	ENSOGAG00000010944	Otolemur_garnettii
ENSTBEP00000003235	ENSTBEG00000003732	Tupaia_belangeri
ENSCCNP00000021450	ENSCCNG00000021240	Castor_canadensis
ENSDORP00000005084	ENSDORG00000005437	Dipodomys_ordii
ENSHGLP00000014000	ENSHGLG00000009997	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100014079	ENSHGLG00100010410	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000022845	ENSFDAG00000021138	Fukomys_damarensis
ENSCLAP00000015994	ENSCLAG00000011009	Chinchilla_lanigera
ENSODEP00000014525	ENSODEG00000010746	Octodon_degus
ENSCPOP00000007068	ENSCPOG00000007853	Cavia_porcellus
ENSCAPP00000002411	ENSCAPG00000005374	Cavia_aperea
ENSPEMP00000011419	ENSPEMG00000012072	Peromyscus_maniculatus_bairdii
ENSMOCP00000012243	ENSMOCG00000012412	Microtus_ochrogaster
ENSCGRP00001027544	ENSCGRG00001024526	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000000366	ENSCGRG00000000332	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015035379	ENSCGRG00015026568	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000025258	ENSMAUG00000021850	Mesocricetus_auratus
ENSMUSP00000005262	ENSMUSG00000005131	Mus_musculus_strain_reference_(CL57BL6)
