ENSVURP00010031318	ENSVURG00010023972	Vombatus_ursinus
ENSPCIP00000015446	ENSPCIG00000012007	Phascolarctos_cinereus
ENSMEUP00000000882	ENSMEUG00000000958	Notamacropus_eugenii
ENSSHAP00000010241	ENSSHAG00000008844	Sarcophilus_harrisii
ENSMODP00000023011	ENSMODG00000018456	Monodelphis_domestica
ENSPVAP00000012752	ENSPVAG00000013517	Pteropus_vampyrus
ENSMLUP00000013216	ENSMLUG00000014528	Myotis_lucifugus
ENSPPRP00000013333	ENSPPRG00000006590	Panthera_pardus
ENSPTIP00000009388	ENSPTIG00000010456	Panthera_tigris_altaica
ENSFCAP00000010320	ENSFCAG00000011108	Felis_catus
ENSUAMP00000013303	ENSUAMG00000010709	Ursus_americanus
ENSUMAP00000015547	ENSUMAG00000011410	Ursus_maritimus
ENSAMEP00000018470	ENSAMEG00000017483	Ailuropoda_melanoleuca
ENSMPUP00000018002	ENSMPUG00000018114	Mustela_putorius_furo
ENSNVIP00000016317	ENSNVIG00000012789	Neovison_vison
ENSVVUP00000030748	ENSVVUG00000022446	Vulpes_vulpes
ENSCAFP00000023823	ENSCAFG00000016158	Canis_lupus_familiaris
ENSEASP00005007311	ENSEASG00005005347	Equus_asinus_asinus
ENSECAP00000008298	ENSECAG00000010335	Equus_caballus
ENSRBIP00000033287	ENSRBIG00000040398	Rhinopithecus_bieti
ENSRROP00000016836	ENSRROG00000032534	Rhinopithecus_roxellana
ENSCSAP00000010426	ENSCSAG00000014293	Chlorocebus_sabaeus
ENSPPYP00000012898	ENSPPYG00000011561	Pongo_abelii
ENSSBOP00000029084	ENSSBOG00000030890	Saimiri_boliviensis_boliviensis
ENSPTRP00000059754	ENSPTRG00000014040	Pan_troglodytes
ENSPPAP00000022365	ENSPPAG00000034333	Pan_paniscus
ENSP00000480836	ENSG00000099968	Homo_sapiens
ENSNLEP00000009539	ENSNLEG00000007840	Nomascus_leucogenys
ENSCANP00000019403	ENSCANG00000033115	Colobus_angolensis_palliatus
ENSPTEP00000037110	ENSPTEG00000034759	Piliocolobus_tephrosceles
ENSPANP00000017210	ENSPANG00000020816	Papio_anubis
ENSTGEP00000001939	ENSTGEG00000001741	Theropithecus_gelada
ENSMMUP00000042635	ENSMMUG00000021476	Macaca_mulatta
ENSMFAP00000029623	ENSMFAG00000042022	Macaca_fascicularis
ENSMNEP00000045695	ENSMNEG00000045343	Macaca_nemestrina
ENSMLEP00000030863	ENSMLEG00000039559	Mandrillus_leucophaeus
ENSCATP00000025759	ENSCATG00000036326	Cercocebus_atys
ENSCJAP00000031805	ENSCJAG00000017284	Callithrix_jacchus
ENSCCAP00000016531	ENSCCAG00000026044	Cebus_capucinus_imitator
ENSANAP00000002280	ENSANAG00000017578	Aotus_nancymaae
ENSGGOP00000021938	ENSGGOG00000010551	Gorilla_gorilla
ENSOGAP00000020041	ENSOGAG00000031636	Otolemur_garnettii
ENSOGAP00000002535	ENSOGAG00000002830	Otolemur_garnettii
ENSCHOP00000011536	ENSCHOG00000013020	Choloepus_hoffmanni
ENSDNOP00000008354	ENSDNOG00000010769	Dasypus_novemcinctus
ENSCCNP00000024319	ENSCCNG00000023816	Castor_canadensis
ENSDORP00000011515	ENSDORG00000012248	Dipodomys_ordii
ENSMUSP00000009256	ENSMUSG00000009112	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000016240	ENSMSIG00000013967	Mus_spicilegus
MGP_SPRETEiJ_P0078980	MGP_SPRETEiJ_G0029841	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0075838	MGP_CAROLIEiJ_G0028808	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0052098	MGP_PahariEiJ_G0022564	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000016561	ENSRNOG00000012394	Rattus_norvegicus
ENSMUGP00000022808	ENSMUGG00000019111	Meriones_unguiculatus
ENSCGRP00000011098	ENSCGRG00000008094	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001018998	ENSCGRG00001018574	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015795	ENSCGRG00015012168	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000001894	ENSMAUG00000001418	Mesocricetus_auratus
ENSMOCP00000026240	ENSMOCG00000022120	Microtus_ochrogaster
ENSPEMP00000026799	ENSPEMG00000022791	Peromyscus_maniculatus_bairdii
ENSNGAP00000020779	ENSNGAG00000020165	Nannospalax_galili
ENSHGLP00000016502	ENSHGLG00000011796	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100009151	ENSHGLG00100006793	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100025435	ENSHGLG00100018662	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000000586	ENSFDAG00000010802	Fukomys_damarensis
ENSCPOP00000000017	ENSCPOG00000000020	Cavia_porcellus
ENSCAPP00000015249	ENSCAPG00000015421	Cavia_aperea
ENSODEP00000015443	ENSODEG00000011394	Octodon_degus
ENSCLAP00000018937	ENSCLAG00000012969	Chinchilla_lanigera
ENSMMMP00000027443	ENSMMMG00000023959	Marmota_marmota_marmota
ENSSTOP00000020510	ENSSTOG00000024543	Ictidomys_tridecemlineatus
ENSSDAP00000020638	ENSSDAG00000018811	Spermophilus_dauricus
ENSOPRP00000011683	ENSOPRG00000012797	Ochotona_princeps
ENSTBEP00000005773	ENSTBEG00000006699	Tupaia_belangeri
ENSUPAP00010015508	ENSUPAG00010012409	Urocitellus_parryii
ENSSDAP00000007095	ENSSDAG00000006533	Spermophilus_dauricus
ENSHGLP00000013630	ENSHGLG00000009745	Heterocephalus_glaber_HetGla_female_1.0
ENSJJAP00000020037	ENSJJAG00000020831	Jaculus_jaculus
ENSCCNP00000024377	ENSCCNG00000023876	Castor_canadensis
ENSPCOP00000013079	ENSPCOG00000018152	Propithecus_coquereli
ENSCAFP00020009105	ENSCAFG00020007370	Canis_lupus_dingo
ENSBMUP00000011397	ENSBMUG00000008754	Bos_mutus
ENSSARP00000002013	ENSSARG00000002238	Sorex_araneus
ENSPSMP00000021149	ENSPSMG00000014956	Prolemur_simus
ENSMICP00000020503	ENSMICG00000038457	Microcebus_murinus
ENSTSYP00000011485	ENSTSYG00000012520	Carlito_syrichta
ENSOCUP00000013955	ENSOCUG00000016237	Oryctolagus_cuniculus
ENSCHIP00000012741	ENSCHIG00000014385	Capra_hircus
ENSOARP00000014474	ENSOARG00000013505	Ovis_aries
ENSBIXP00000006948	ENSBIXG00000013003	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005041845	ENSBIXG00005006063	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000018555	ENSBTAG00000013956	Bos_taurus
ENSBBBP00000025291	ENSBBBG00000000521	Bison_bison_bison
ENSTTRP00000015099	ENSTTRG00000015935	Tursiops_truncatus
ENSSSCP00000067051	ENSSSCG00000040373	Sus_scrofa_strain_reference
ENSLAFP00000023978	ENSLAFG00000008183	Loxodonta_africana
ENSPCAP00000015105	ENSPCAG00000016160	Procavia_capensis
ENSETEP00000009571	ENSETEG00000011793	Echinops_telfairi
ENSDNOP00000032035	ENSDNOG00000038286	Dasypus_novemcinctus
ENSOANP00000003374	ENSOANG00000002127	Ornithorhynchus_anatinus
ENSNSUP00000010976	ENSNSUG00000008310	Notechis_scutatus
ENSNSUP00000010975	ENSNSUG00000008309	Notechis_scutatus
ENSACAP00000012268	ENSACAG00000012487	Anolis_carolinensis
ENSPVIP00000030775	ENSPVIG00000022632	Pogona_vitticeps
ENSSMRP00000002521	ENSSMRG00000002191	Salvator_merianae
ENSSPUP00000011314	ENSSPUG00000008666	Sphenodon_punctatus
ENSAOWP00000013563	ENSAOWG00000009263	Apteryx_owenii
ENSAHAP00000005145	ENSAHAG00000003912	Apteryx_haastii
ENSARWP00000015164	ENSARWG00000010485	Apteryx_rowi
ENSDNVP00000007301	ENSDNVG00000005206	Dromaius_novaehollandiae
ENSNPEP00000020869	ENSNPEG00000015438	Nothoprocta_perdicaria
ENSMVIP00005019608	ENSMVIG00005013881	Manacus_vitellinus
ENSLCOP00000016772	ENSLCOG00000011929	Lepidothrix_coronata
ENSCCEP00000012440	ENSCCEG00000012006	Cyanistes_caeruleus
ENSPMJP00000014660	ENSPMJG00000011124	Parus_major
ENSFALP00000010045	ENSFALG00000009635	Ficedula_albicollis
ENSTGUP00000012872	ENSTGUG00000012506	Taeniopygia_guttata
ENSLSDP00000013282	ENSLSDG00000009657	Lonchura_striata_domestica
ENSSCAP00000007581	ENSSCAG00000005833	Serinus_canaria
ENSJHYP00000016949	ENSJHYG00000012944	Junco_hyemalis
ENSZALP00000015959	ENSZALG00000012995	Zonotrichia_albicollis
ENSCPGP00000008461	ENSCPGG00000006014	Calidris_pygmaea
ENSCPUP00000029115	ENSCPUG00000019551	Calidris_pugnax
ENSMUNP00000007399	ENSMUNG00000005932	Melopsittacus_undulatus
ENSGALP00000021251	ENSGALG00000013037	Gallus_gallus
ENSCJPP00005023706	ENSCJPG00005018757	Coturnix_japonica
ENSMGAP00000014240	ENSMGAG00000013479	Meleagris_gallopavo
ENSNMEP00000006898	ENSNMEG00000006984	Numida_meleagris
ENSABRP00000016249	ENSABRG00000014242	Anser_brachyrhynchus
ENSAPLP00000008647	ENSAPLG00000008978	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005018982	ENSCPRG00005013284	Crocodylus_porosus
ENSGAGP00000000205	ENSGAGG00000000184	Gopherus_agassizii
ENSCABP00000024762	ENSCABG00000018226	Chelonoidis_abingdonii
ENSCPBP00000041117	ENSCPBG00000028221	Chrysemys_picta_bellii
ENSPSIP00000014850	ENSPSIG00000013253	Pelodiscus_sinensis
ENSXETP00000020333	ENSXETG00000012447	Xenopus_tropicalis
ENSLACP00000005234	ENSLACG00000004650	Latimeria_chalumnae
ENSAMXP00005031998	ENSAMXG00005015646	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000000473	ENSAMXG00000000470	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000000473
ENSPNAP00000028108	ENSPNAG00000013687	Pygocentrus_nattereri
ENSEEEP00000045697	ENSEEEG00000021548	Electrophorus_electricus
ENSIPUP00000034427	ENSIPUG00000023119	Ictalurus_punctatus
ENSDARP00000120878	ENSDARG00000062370	Danio_rerio
ENSDCDP00000025143	ENSDCDG00000018894	Denticeps_clupeoides
ENSDCDP00000024282	ENSDCDG00000018296	Denticeps_clupeoides
ENSCHAP00000025458	ENSCHAG00000012407	Clupea_harengus
ENSAPEP00000002428	ENSAPEG00000001745	Amphiprion_percula
ENSAOCP00000003757	ENSAOCG00000007100	Amphiprion_ocellaris
ENSAPOP00000031069	ENSAPOG00000018049	Acanthochromis_polyacanthus
ENSSPAP00000009253	ENSSPAG00000007057	Stegastes_partitus
ENSMZEP00005022235	ENSMZEG00005016677	Maylandia_zebra
ENSPNYP00000027092	ENSPNYG00000020435	Pundamilia_nyererei
ENSHBUP00000014795	ENSHBUG00000016648	Haplochromis_burtoni
ENSACLP00000012305	ENSACLG00000008393	Astatotilapia_calliptera
ENSONIP00000012980	ENSONIG00000010327	Oreochromis_niloticus
ENSNBRP00000022090	ENSNBRG00000016918	Neolamprologus_brichardi
ENSACIP00000013803	ENSACIG00000010708	Amphilophus_citrinellus
ENSFHEP00000024538	ENSFHEG00000006184	Fundulus_heteroclitus
ENSCVAP00000003321	ENSCVAG00000004496	Cyprinodon_variegatus
ENSPLAP00000025227	ENSPLAG00000012067	Poecilia_latipinna
ENSPFOP00000011277	ENSPFOG00000011278	Poecilia_formosa
ENSPMEP00000021612	ENSPMEG00000001956	Poecilia_mexicana
ENSPREP00000030558	ENSPREG00000020686	Poecilia_reticulata
ENSXMAP00000005440	ENSXMAG00000005431	Xiphophorus_maculatus
ENSXCOP00000008958	ENSXCOG00000006826	Xiphophorus_couchianus
ENSGAFP00000021467	ENSGAFG00000014464	Gambusia_affinis
ENSKMAP00000029363	ENSKMAG00000021750	Kryptolebias_marmoratus
ENSORLP00015001140	ENSORLG00015001730	Oryzias_latipes_ASM223469v1
ENSORLP00000031273	ENSORLG00000015896	Oryzias_latipes_ASM223467v1
ENSORLP00020010369	ENSORLG00020011280	Oryzias_latipes_ASM223471v1
ENSOMEP00000020062	ENSOMEG00000021882	Oryzias_melastigma
ENSGWIP00000026084	ENSGWIG00000013687	Gouania_willdenowi
ENSTNIP00000011644	ENSTNIG00000008795	Tetraodon_nigroviridis
ENSTRUP00000051642	ENSTRUG00000023349	Takifugu_rubripes
ENSPRNP00000001931	ENSPRNG00000001214	Parambassis_ranga
ENSHCOP00000004987	ENSHCOG00000006562	Hippocampus_comes
ENSSMAP00000018840	ENSSMAG00000011562	Scophthalmus_maximus
ENSCSEP00000005325	ENSCSEG00000003438	Cynoglossus_semilaevis
ENSLCAP00010004295	ENSLCAG00010002192	Lates_calcarifer
ENSSDUP00000000206	ENSSDUG00000000229	Seriola_dumerili
ENSSLDP00000016363	ENSSLDG00000012967	Seriola_lalandi_dorsalis
ENSMAMP00000000553	ENSMAMG00000000393	Mastacembelus_armatus
ENSMALP00000031215	ENSMALG00000021537	Monopterus_albus
ENSATEP00000024392	ENSATEG00000016944	Anabas_testudineus
ENSBSLP00000047531	ENSBSLG00000022635	Betta_splendens
ENSLCRP00005046687	ENSLCRG00005017719	Larimichthys_crocea
ENSMMOP00000000859	ENSMMOG00000000726	Mola_mola
ENSLBEP00000012394	ENSLBEG00000009493	Labrus_bergylta
ENSCGOP00000025150	ENSCGOG00000011902	Cottoperca_gobio
ENSGACP00000018091	ENSGACG00000013693	Gasterosteus_aculeatus
ENSPMGP00000000935	ENSPMGG00000000861	Periophthalmus_magnuspinnatus
ENSGMOP00000005226	ENSGMOG00000004932	Gadus_morhua
ENSHHUP00000000731	ENSHHUG00000000502	Hucho_hucho
ENSHHUP00000085210	ENSHHUG00000049385	Hucho_hucho
ENSELUP00000018953	ENSELUG00000018352	Esox_lucius
ENSSFOP00015007611	ENSSFOG00015005008	Scleropages_formosus	ENSSFOT00015007722
ENSPKIP00000040867	ENSPKIG00000017671	Paramormyrops_kingsleyae	ENSPKIT00000021893
ENSPKIP00000008457	ENSPKIG00000023939	Paramormyrops_kingsleyae	ENSPKIT00000032537
ENSSMAP00000005858	ENSSMAG00000003626	Scophthalmus_maximus
ENSMMOP00000001577	ENSMMOG00000001322	Mola_mola
ENSXMAP00000031542	ENSXMAG00000029515	Xiphophorus_maculatus
ENSGAFP00000026141	ENSGAFG00000017647	Gambusia_affinis
ENSPLAP00000020721	ENSPLAG00000003852	Poecilia_latipinna
ENSPMEP00000021901	ENSPMEG00000002431	Poecilia_mexicana
ENSDARP00000125448	ENSDARG00000096037	Danio_rerio
ENSPNAP00000036895	ENSPNAG00000028110	Pygocentrus_nattereri
ENSELUP00000002321	ENSELUG00000003673	Esox_lucius
ENSLOCP00000020489	ENSLOCG00000016587	Lepisosteus_oculatus
ENSECRP00000004668	ENSECRG00000003176	Erpetoichthys_calabaricus
ENSCMIP00000025958	ENSCMIG00000011389	Callorhinchus_milii
