ENSABRP00000002405	ENSABRG00000002312	Anser_brachyrhynchus
ENSAPLP00000013110	ENSAPLG00000013316	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000014874	ENSMGAG00000014059	Meleagris_gallopavo
ENSGALP00000030939	ENSGALG00000019866	Gallus_gallus
ENSCJPP00005013943	ENSCJPG00005011709	Coturnix_japonica
ENSNMEP00000006652	ENSNMEG00000006800	Numida_meleagris
ENSCPUP00000006321	ENSCPUG00000004613	Calidris_pugnax
ENSCPGP00000027766	ENSCPGG00000019152	Calidris_pygmaea
ENSDNVP00000011405	ENSDNVG00000008056	Dromaius_novaehollandiae
ENSNPEP00000011771	ENSNPEG00000008830	Nothoprocta_perdicaria
ENSAOWP00000019980	ENSAOWG00000013521	Apteryx_owenii
ENSAHAP00000005578	ENSAHAG00000004301	Apteryx_haastii
ENSARWP00000019979	ENSARWG00000013686	Apteryx_rowi
ENSCPRP00005006405	ENSCPRG00005004587	Crocodylus_porosus
ENSGAGP00000032471	ENSGAGG00000023226	Gopherus_agassizii
ENSCABP00000010861	ENSCABG00000008139	Chelonoidis_abingdonii
ENSPSIP00000006269	ENSPSIG00000005806	Pelodiscus_sinensis
ENSSPUP00000019339	ENSSPUG00000014887	Sphenodon_punctatus
ENSSPUP00000025036	ENSSPUG00000019186	Sphenodon_punctatus
ENSPVIP00000004230	ENSPVIG00000003440	Pogona_vitticeps
ENSACAP00000015053	ENSACAG00000015331	Anolis_carolinensis
ENSNSUP00000010730	ENSNSUG00000008133	Notechis_scutatus
ENSSMRP00000023069	ENSSMRG00000017898	Salvator_merianae
ENSOPRP00000003423	ENSOPRG00000003740	Ochotona_princeps
ENSOPRP00000002863	ENSOPRG00000003120	Ochotona_princeps
ENSTBEP00000011013	ENSTBEG00000012724	Tupaia_belangeri
ENSPCOP00000009226	ENSPCOG00000015971	Propithecus_coquereli
ENSPSMP00000024368	ENSPSMG00000017188	Prolemur_simus
ENSMICP00000001400	ENSMICG00000001541	Microcebus_murinus
ENSOGAP00000003992	ENSOGAG00000004473	Otolemur_garnettii
ENSRROP00000036830	ENSRROG00000041874	Rhinopithecus_roxellana
ENSRBIP00000001415	ENSRBIG00000007265	Rhinopithecus_bieti
ENSCANP00000017647	ENSCANG00000032274	Colobus_angolensis_palliatus
ENSMLEP00000002375	ENSMLEG00000009647	Mandrillus_leucophaeus
ENSPANP00000006409	ENSPANG00000015702	Papio_anubis
ENSTGEP00000024022	ENSTGEG00000019430	Theropithecus_gelada
ENSCATP00000016680	ENSCATG00000032266	Cercocebus_atys
ENSCSAP00000004662	ENSCSAG00000008406	Chlorocebus_sabaeus
ENSMNEP00000032696	ENSMNEG00000039662	Macaca_nemestrina
ENSMMUP00000012311	ENSMMUG00000009405	Macaca_mulatta
ENSMFAP00000012757	ENSMFAG00000026171	Macaca_fascicularis
ENSPPAP00000031838	ENSPPAG00000038828	Pan_paniscus
ENSPTRP00000020116	ENSPTRG00000011711	Pan_troglodytes
ENSP00000322170	ENSG00000176732	Homo_sapiens
ENSGGOP00000019445	ENSGGOG00000028452	Gorilla_gorilla
ENSPPYP00000014071	ENSPPYG00000012601	Pongo_abelii
ENSNLEP00000000983	ENSNLEG00000000848	Nomascus_leucogenys
ENSCCAP00000021333	ENSCCAG00000028499	Cebus_capucinus_imitator
ENSCJAP00000014368	ENSCJAG00000007745	Callithrix_jacchus
ENSSBOP00000029053	ENSSBOG00000030872	Saimiri_boliviensis_boliviensis
ENSANAP00000033115	ENSANAG00000034252	Aotus_nancymaae
ENSTSYP00000005273	ENSTSYG00000005750	Carlito_syrichta
ENSUMAP00000031642	ENSUMAG00000022828	Ursus_maritimus
ENSUAMP00000033160	ENSUAMG00000025280	Ursus_americanus
ENSAMEP00000002916	ENSAMEG00000002778	Ailuropoda_melanoleuca
ENSMPUP00000013876	ENSMPUG00000013981	Mustela_putorius_furo
ENSCAFP00000040704	ENSCAFG00000031185	Canis_lupus_familiaris
ENSCAFP00020032905	ENSCAFG00020025574	Canis_lupus_dingo
ENSVVUP00000014835	ENSVVUG00000010887	Vulpes_vulpes
ENSPTIP00000019511	ENSPTIG00000017288	Panthera_tigris_altaica
ENSPPRP00000002733	ENSPPRG00000023234	Panthera_pardus
ENSFCAP00000003972	ENSFCAG00000004306	Felis_catus
ENSECAP00000012237	ENSECAG00000014609	Equus_caballus
ENSEASP00005014354	ENSEASG00005009996	Equus_asinus_asinus
ENSPVAP00000010701	ENSPVAG00000011349	Pteropus_vampyrus
ENSMLUP00000001972	ENSMLUG00000002166	Myotis_lucifugus
ENSSSCP00000009155	ENSSSCG00000008585	Sus_scrofa_strain_reference
ENSVPAP00000005154	ENSVPAG00000005547	Vicugna_pacos
ENSBMUP00000007817	ENSBMUG00000006151	Bos_mutus
ENSBTAP00000004412	ENSBTAG00000003404	Bos_taurus
ENSBIXP00005043132	ENSBIXG00005004569	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000037895	ENSBIXG00000004127	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBBBP00000010647	ENSBBBG00000018737	Bison_bison_bison
ENSCHIP00000032230	ENSCHIG00000026277	Capra_hircus
ENSOARP00000019143	ENSOARG00000017841	Ovis_aries
ENSTTRP00000012744	ENSTTRG00000013432	Tursiops_truncatus
ENSCGRP00001011633	ENSCGRG00001013229	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015035965	ENSCGRG00015026981	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007052	ENSCGRG00000005128	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000035849	ENSPEMG00000029613	Peromyscus_maniculatus_bairdii
ENSMOCP00000000712	ENSMOCG00000000562	Microtus_ochrogaster
MGP_SPRETEiJ_P0033308	MGP_SPRETEiJ_G0018433	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001540	ENSMSIG00000001494	Mus_spicilegus
ENSMUSP00000136765	ENSMUSG00000020639	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0031847	MGP_CAROLIEiJ_G0017589	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0081961	MGP_PahariEiJ_G0029347	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000064666	ENSRNOG00000050386	Rattus_norvegicus
ENSMUGP00000004265	ENSMUGG00000003939	Meriones_unguiculatus
ENSNGAP00000020304	ENSNGAG00000019845	Nannospalax_galili
ENSCCNP00000005537	ENSCCNG00000005889	Castor_canadensis
ENSUPAP00010010666	ENSUPAG00010008634	Urocitellus_parryii
ENSSTOP00000002805	ENSSTOG00000003151	Ictidomys_tridecemlineatus
ENSSDAP00000026512	ENSSDAG00000024033	Spermophilus_dauricus
ENSMMMP00000024911	ENSMMMG00000021805	Marmota_marmota_marmota
ENSDORP00000012587	ENSDORG00000013388	Dipodomys_ordii
ENSCPOP00000008689	ENSCPOG00000009683	Cavia_porcellus
ENSCAPP00000016955	ENSCAPG00000016738	Cavia_aperea
ENSCLAP00000006552	ENSCLAG00000004618	Chinchilla_lanigera
ENSHGLP00100012657	ENSHGLG00100009375	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008151	ENSHGLG00000005897	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000016540	ENSFDAG00000005116	Fukomys_damarensis
ENSJJAP00000018380	ENSJJAG00000019663	Jaculus_jaculus
ENSODEP00000011159	ENSODEG00000008303	Octodon_degus
ENSDNOP00000011331	ENSDNOG00000014632	Dasypus_novemcinctus
ENSLAFP00000026483	ENSLAFG00000025557	Loxodonta_africana
ENSETEP00000015429	ENSETEG00000018998	Echinops_telfairi
ENSCHOP00000007152	ENSCHOG00000008100	Choloepus_hoffmanni
ENSNVIP00000016108	ENSNVIG00000012622	Neovison_vison
ENSPCAP00000015253	ENSPCAG00000016349	Procavia_capensis
ENSMAUP00000008101	ENSMAUG00000009601	Mesocricetus_auratus
ENSOCUP00000042619	ENSOCUG00000015250	Oryctolagus_cuniculus
ENSPTEP00000040438	ENSPTEG00000037252	Piliocolobus_tephrosceles
ENSSARP00000012990	ENSSARG00000014360	Sorex_araneus
ENSVURP00010010016	ENSVURG00010007743	Vombatus_ursinus
ENSOANP00000012159	ENSOANG00000007629	Ornithorhynchus_anatinus
ENSXETP00000021205	ENSXETG00000020696	Xenopus_tropicalis
ENSLACP00000022260	ENSLACG00000022541	Latimeria_chalumnae
ENSCHAP00000016927	ENSCHAG00000008901	Clupea_harengus
ENSDCDP00000014466	ENSDCDG00000010834	Denticeps_clupeoides
ENSEEEP00000008680	ENSEEEG00000004507	Electrophorus_electricus
ENSELUP00000038318	ENSELUG00000018161	Esox_lucius
ENSHHUP00000076664	ENSHHUG00000044850	Hucho_hucho
