ENSPVIP00000031554	ENSPVIG00000023204	Pogona_vitticeps	ENSPVIT00000038692
ENSACAP00000010542	ENSACAG00000010744	Anolis_carolinensis	ENSACAT00000010760
ENSNSUP00000011192	ENSNSUG00000008446	Notechis_scutatus	ENSNSUT00000011930
ENSNSUP00000011191	ENSNSUG00000008445	Notechis_scutatus
ENSSMRP00000026541	ENSSMRG00000020506	Salvator_merianae
ENSGAGP00000004580	ENSGAGG00000003782	Gopherus_agassizii	ENSGAGT00000005365
ENSBIXP00000011866	ENSBIXG00000002772	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005037785	ENSBIXG00005019722	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000051819	ENSBTAG00000023434	Bos_taurus
ENSBMUP00000020672	ENSBMUG00000015567	Bos_mutus
ENSBBBP00000022665	ENSBBBG00000016679	Bison_bison_bison
ENSCHIP00000008946	ENSCHIG00000011965	Capra_hircus
ENSOARP00000009191	ENSOARG00000008567	Ovis_aries
ENSBIXP00000011851	ENSBIXG00000017048	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015907	ENSBIXG00005019644	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000005069	ENSBTAG00000003886	Bos_taurus
ENSBMUP00000020756	ENSBMUG00000015626	Bos_mutus
ENSBBBP00000008712	ENSBBBG00000000718	Bison_bison_bison
ENSBMUP00000020681	ENSBMUG00000015583	Bos_mutus
ENSBTAP00000074163	ENSBTAG00000049614	Bos_taurus
ENSBIXP00005037774	ENSBIXG00005019714	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000008679	ENSBBBG00000016690	Bison_bison_bison
ENSCHIP00000015572	ENSCHIG00000016167	Capra_hircus
ENSBIXP00000011863	ENSBIXG00000017055	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005015926	ENSBIXG00005006251	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000052231	ENSBTAG00000018882	Bos_taurus
ENSBMUP00000020735	ENSBMUG00000015611	Bos_mutus
ENSBBBP00000008713	ENSBBBG00000000731	Bison_bison_bison
ENSCHIP00000008487	ENSCHIG00000011653	Capra_hircus
ENSOARP00000022815	ENSOARG00000025189	Ovis_aries
ENSOARP00000009186	ENSOARG00000008563	Ovis_aries
ENSOARP00000009181	ENSOARG00000008559	Ovis_aries
ENSCHIP00000020108	ENSCHIG00000018879	Capra_hircus
ENSSSCP00000003307	ENSSSCG00000003053	Sus_scrofa_strain_reference
ENSMLUP00000006888	ENSMLUG00000007559	Myotis_lucifugus
ENSEASP00005019226	ENSEASG00005013221	Equus_asinus_asinus
ENSEASP00005019228	ENSEASG00005013222	Equus_asinus_asinus
ENSECAP00000020809	ENSECAG00000023349	Equus_caballus
ENSEASP00005019230	ENSEASG00005013224	Equus_asinus_asinus
ENSECAP00000045157	ENSECAG00000024141	Equus_caballus
ENSECAP00000035685	ENSECAG00000040201	Equus_caballus
ENSECAP00000030780	ENSECAG00000007752	Equus_caballus
ENSEASP00005019269	ENSEASG00005013228	Equus_asinus_asinus
ENSECAP00000030835	ENSECAG00000039622	Equus_caballus
ENSOCUP00000030281	ENSOCUG00000023495	Oryctolagus_cuniculus
ENSETEP00000003526	ENSETEG00000004310	Echinops_telfairi
ENSSFOP00015006453	ENSSFOG00015004235	Scleropages_formosus
