ENSCPBP00000009390	ENSCPBG00000007264	Chrysemys_picta_bellii
ENSCABP00000018225	ENSCABG00000013522	Chelonoidis_abingdonii	ENSCABT00000019973
ENSPVIP00000015784	ENSPVIG00000012166	Pogona_vitticeps
ENSDORP00000027361	ENSDORG00000024073	Dipodomys_ordii
ENSANAP00000022189	ENSANAG00000028865	Aotus_nancymaae
ENSHHUP00000044164	ENSHHUG00000027062	Hucho_hucho
ENSSMRP00000019646	ENSSMRG00000015320	Salvator_merianae
ENSTRUP00000055914	ENSTRUG00000023123	Takifugu_rubripes
ENSTNIP00000002100	ENSTNIG00000000594	Tetraodon_nigroviridis
ENSGACP00000008858	ENSGACG00000006696	Gasterosteus_aculeatus
ENSFHEP00000014069	ENSFHEG00000015603	Fundulus_heteroclitus
ENSCVAP00000028028	ENSCVAG00000000622	Cyprinodon_variegatus
ENSPFOP00000020997	ENSPFOG00000020875	Poecilia_formosa
ENSPMEP00000004702	ENSPMEG00000005976	Poecilia_mexicana
ENSPLAP00000008212	ENSPLAG00000000238	Poecilia_latipinna
ENSPREP00000006009	ENSPREG00000004185	Poecilia_reticulata
ENSXMAP00000024744	ENSXMAG00000029697	Xiphophorus_maculatus
ENSGAFP00000001775	ENSGAFG00000001237	Gambusia_affinis
ENSGWIP00000012872	ENSGWIG00000007437	Gouania_willdenowi
ENSACLP00000002536	ENSACLG00000001738	Astatotilapia_calliptera
ENSPNYP00000015624	ENSPNYG00000011839	Pundamilia_nyererei
ENSMZEP00005017370	ENSMZEG00005013061	Maylandia_zebra
ENSHBUP00000002853	ENSHBUG00000004079	Haplochromis_burtoni
ENSNBRP00000000914	ENSNBRG00000000800	Neolamprologus_brichardi
ENSPRNP00000053899	ENSPRNG00000025372	Parambassis_ranga
ENSLCRP00005024682	ENSLCRG00005009911	Larimichthys_crocea
ENSCGOP00000033982	ENSCGOG00000015749	Cottoperca_gobio
ENSLBEP00000025431	ENSLBEG00000019426	Labrus_bergylta
ENSHHUP00000011334	ENSHHUG00000006920	Hucho_hucho
ENSDCDP00000028878	ENSDCDG00000020710	Denticeps_clupeoides
ENSPKIP00000031690	ENSPKIG00000012076	Paramormyrops_kingsleyae
ENSEBUP00000011058	ENSEBUG00000007107	Eptatretus_burgeri
