ENSAPLP00000000108	ENSAPLG00000000702	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000019206	ENSNMEG00000016603	Numida_meleagris
ENSAHAP00000002573	ENSAHAG00000002108	Apteryx_haastii
ENSPMJP00000004506	ENSPMJG00000003887	Parus_major
ENSTGUP00000013611	ENSTGUG00000013220	Taeniopygia_guttata
ENSSMRP00000010508	ENSSMRG00000008328	Salvator_merianae
ENSSCAP00000020752	ENSSCAG00000014956	Serinus_canaria
ENSCPBP00000017553	ENSCPBG00000012857	Chrysemys_picta_bellii
ENSAOWP00000016746	ENSAOWG00000011431	Apteryx_owenii
ENSABRP00000005808	ENSABRG00000005419	Anser_brachyrhynchus	ENSABRT00000008389
ENSCCEP00000011709	ENSCCEG00000011408	Cyanistes_caeruleus
ENSMVIP00005019408	ENSMVIG00005013745	Manacus_vitellinus
ENSPSIP00000005863	ENSPSIG00000005455	Pelodiscus_sinensis
ENSCJPP00005021198	ENSCJPG00005016969	Coturnix_japonica
ENSCPGP00000009000	ENSCPGG00000006403	Calidris_pygmaea
ENSNPEP00000000906	ENSNPEG00000000724	Nothoprocta_perdicaria
ENSJHYP00000014225	ENSJHYG00000011012	Junco_hyemalis
ENSFALP00000004690	ENSFALG00000004504	Ficedula_albicollis
ENSLSDP00000017357	ENSLSDG00000012437	Lonchura_striata_domestica
ENSLCOP00000007652	ENSLCOG00000005633	Lepidothrix_coronata
ENSDNVP00000020800	ENSDNVG00000014557	Dromaius_novaehollandiae
ENSZALP00000006132	ENSZALG00000005628	Zonotrichia_albicollis
ENSPVIP00000014383	ENSPVIG00000011116	Pogona_vitticeps
ENSCABP00000026571	ENSCABG00000019510	Chelonoidis_abingdonii
ENSCPRP00005013376	ENSCPRG00005009463	Crocodylus_porosus
ENSCPUP00000008144	ENSCPUG00000005874	Calidris_pugnax
ENSGAGP00000027405	ENSGAGG00000019924	Gopherus_agassizii
ENSARWP00000007532	ENSARWG00000005247	Apteryx_rowi
ENSNSUP00000011497	ENSNSUG00000008669	Notechis_scutatus
ENSACAP00000017888	ENSACAG00000020945	Anolis_carolinensis
ENSMUNP00000001408	ENSMUNG00000001200	Melopsittacus_undulatus
